,Player,Salary,Salary(*),Salary(%)
0,Stephen Curry,34682550,36266630,35.0
1,LeBron James,33285709,34805990,33.590373689362515
2,Paul Millsap,30769231,32174575,31.05086232125377
3,Gordon Hayward,29727900,31085683,30.0
4,Blake Griffin,29512900,30860863,29.7830321011575
5,Kyle Lowry,28903704,30223842,29.168260119281893
6,Mike Conley,28530608,29833706,28.791749164925882
7,James Harden,28299399,29591937,28.55842390481669
8,Russell Westbrook,28299399,29591937,28.55842390481669
9,DeMar DeRozan,27739975,29006962,27.993879486946607
10,Al Horford,27734405,29001137,27.98825850463706
11,Carmelo Anthony,26243760,27442409,26.483969604311103
12,Damian Lillard,26153057,27347563,26.39243639813105
13,Jrue Holiday,25686667,26859871,25.921777522125677
14,Chris Bosh,25289390,26444449,25.520864238644513
15,Kevin Durant,25000000,26141842,25.228825446802503
16,Otto Porter,24773250,25904735,25.0
17,Chris Paul,24268959,25377412,24.491093215464264
18,CJ McCollum,23962573,25057032,24.181902858930503
19,Andre Drummond,23775506,24861421,23.993123631336218
20,Hassan Whiteside,23775506,24861421,23.993123631336218
21,Anthony Davis,23775506,24861421,23.993123631336218
22,Bradley Beal,23775506,24861421,23.993123631336218
23,Dwight Howard,23500000,24573331,23.71509591999435
24,Harrison Barnes,23112004,24167614,23.32354858567205
25,Chandler Parsons,23112004,24167614,23.32354858567205
26,JJ Redick,23000000,24050494,23.210519411058296
27,Kevin Love,22642350,23676509,22.84959583421634
28,DeAndre Jordan,22642350,23676509,22.84959583421634
29,Brook Lopez,22642350,23676509,22.84959583421634
30,Marc Gasol,22642350,23676509,22.84959583421634
31,Giannis Antetokounmpo,22471911,23498286,22.67759680300324
32,Steven Adams,22471911,23498286,22.67759680300324
33,Nicolas Batum,22434783,23459462,22.640128969755693
34,LaMarcus Aldridge,21461010,22441213,21.65744300808332
35,Greg Monroe,21384175,22360868,21.579904735955115
36,Rudy Gobert,21224719,22194130,21.4189892323373
37,Victor Oladipo,21000000,21959147,21.192213375314093
38,Danilo Gallinari,20559599,21498631,20.747781377090206
39,Serge Ibaka,20061729,20978022,20.245354364082228
40,George Hill,20000000,20913473,20.183060357442
