,Player,Salary,Salary(*),Salary(%)
0,Stephen Curry,37457154,38074629,36.76992411823027
1,Russell Westbrook,35665000,36252932,35.010650934042744
2,Chris Paul,35654150,36241903,35.0
3,LeBron James,35654150,36241903,35.0
4,Kyle Lowry,32700000,33239054,32.100050064298266
5,Blake Griffin,31873932,32399368,31.289138010582214
6,Gordon Hayward,31214295,31728857,30.641603431858567
7,James Harden,30570000,31073941,30.00912937203664
8,Paul George,30560700,31064488,30.0
9,Mike Conley,30521115,31024250,29.961141269669877
10,Kevin Durant,30000000,30494545,29.449587214952537
11,Paul Millsap,29230769,29712633,28.694469367521034
12,Al Horford,28928710,29405595,28.397952272035646
13,Damian Lillard,27977689,28438896,27.464379742610607
14,DeMar DeRozan,27739975,28197264,27.23102710343677
15,Chris Bosh,26837720,27280135,26.345325859682532
16,Jrue Holiday,26641111,27080285,26.15232406325772
17,Otto Porter,26011913,26440715,25.534670017375248
18,CJ McCollum,25759766,26184411,25.2871491817923
19,Nikola Jokic,25467250,25887073,25.0
20,Andrew Wiggins,25467250,25887073,25.0
21,Joel Embiid,25467250,25887073,25.0
22,Anthony Davis,25434263,25853542,24.96761821555135
23,Andre Drummond,25434262,25853541,24.96761723389844
24,Bradley Beal,25434262,25853541,24.96761723389844
25,Hassan Whiteside,24434262,24837057,23.985964326733352
26,Dwight Howard,24256725,24656592,23.811684614553986
27,Giannis Antetokounmpo,24157304,24555533,23.714087700870728
28,Steven Adams,24157304,24555533,23.714087700870728
29,Kevin Love,24119025,24516623,23.676511009237352
30,Marc Gasol,24119025,24516623,23.676511009237352
31,Chandler Parsons,24107258,24504662,23.664959899478745
32,Harrison Barnes,24107258,24504662,23.664959899478745
33,Nicolas Batum,24000000,24395636,23.55966977196203
34,Rudy Gobert,23491573,23878827,23.060570929330808
35,Kawhi Leonard,23114066,23495097,22.689990085305638
36,DeAndre Jordan,22897200,23274656,22.47710294594037
37,LaMarcus Aldridge,22347015,22715402,21.937012241211754
38,Serge Ibaka,21666667,22023838,21.2691466491278
39,Aaron Gordon,21590909,21946831,21.19477858818679
40,Danilo Gallinari,21587579,21943446,21.19150968400593
41,Victor Oladipo,21000000,21346181,20.614711050466774
42,Ryan Anderson,20421546,20758192,20.046869999705503
43,Joakim Noah,20261172,20595174,19.88943839637181
44,Kyrie Irving,20099189,20430521,19.73042731351049
45,Jabari Parker,20000000,20329696,19.633058143301692
46,Jimmy Butler,19841627,20168713,19.47759082743524
47,Zach LaVine,19500000,19821454,19.142231689719146
48,Wesley Matthews,19360228,19679378,19.005024099578872
49,Allen Crabbe,19332500,19651193,18.977804827769
50,Enes Kanter,19264603,19582176,18.91115354033121
51,Tyler Johnson,19245370,19562626,18.892273409967704
52,John Wall,19169800,19485811,18.818089899773238
53,George Hill,19000000,19313212,18.65140523613661
54,Jeff Teague,19000000,19313212,18.65140523613661
55,Klay Thompson,18988725,19301751,18.64033709960832
56,Goran Dragic,18109175,18407701,17.77692428511127
57,Kent Bazemore,18089888,18388097,17.757991145490774
58,Evan Turner,17868853,18163418,17.54101149515554
59,Tristan Thompson,17469565,17757548,17.149049269159413
60,Draymond Green,17469565,17757548,17.149049269159413
61,Tim Hardaway Jr,17325000,17610599,17.00713661663509
62,Pau Gasol,17133285,17415724,16.818939029537937
63,Reggie Jackson,17043478,17324437,16.73077972690416
64,Bismack Biyombo,17000000,17280242,16.688099421806438
65,Evan Fournier,17000000,17280242,16.688099421806438
66,Derrick Favors,16900000,17178593,16.58993413108993
67,Luol Deng,16747954,17024040,16.440677733167107
68,Jonas Valanciunas,16539326,16811974,16.23587745045107
69,Gary Harris,16517857,16790151,16.21480234418714
70,Andre Iguodala,16000000,16263757,15.706446514641351
71,Timofey Mozgov,16000000,16263757,15.706446514641351
72,Ian Mahinmi,16000000,16263757,15.706446514641351
73,Clint Capela,15793104,16053450,15.503346454760525
74,Dennis Schroder,15500000,15755515,15.215620061058809
75,DeMarre Carroll,15400000,15653866,15.117454770342304
76,Gorgui Dieng,15170787,15420875,14.892447162532273
77,Eric Bledsoe,15000000,15247272,14.724793607476268
78,Trevor Ariza,15000000,15247272,14.724793607476268
79,Tobias Harris,14800000,15043975,14.528463026043253
80,Ricky Rubio,14800000,15043975,14.528463026043253
81,JR Smith,14720000,14962656,14.449930793470044
82,Brandon Knight,14631250,14872443,14.362809097959143
83,James Johnson,14420700,14658423,14.156122078355533
84,Robin Lopez,14357750,14594435,14.094327027849493
85,Kenneth Faried,14242782,14477571,13.981468356418539
86,Marvin Williams,14087500,14319730,13.829035329688132
87,Taj Gibson,14000000,14230787,13.743140700311187
88,Thaddeus Young,13764045,13990943,13.511514788601048
89,Tyson Chandler,13585000,13808945,13.335754743837676
90,Marcin Gortat,13565218,13788838,13.316335686028133
91,Kelly Olynyk,13537527,13760691,13.289152735375824
92,Cody Zeller,13528090,13751098,13.279888876890908
93,Eric Gordon,13500375,13722926,13.25268236656883
94,Austin Rivers,13155324,13372187,12.913962049298608
95,Michael Kidd-Gilchrist,13000000,13214303,12.7614877931461
96,Khris Middleton,13000000,13214303,12.7614877931461
97,Mason Plumlee,12917808,13130756,12.680803777400387
98,Wilson Chandler,12800562,13011577,12.56570890064691
99,Solomon Hill,12763467,12973870,12.529294486055619
100,Nikola Vucevic,12750000,12960181,12.51607456635483
101,Dion Waiters,12705000,12914439,12.471900185532398
102,Joe Ingles,12545455,12752264,12.315282372458745
103,Jeremy Lin,12516746,12723081,12.287100099146945
104,Jordan Clarkson,12500000,12706060,12.270661339563556
105,Nikola Mirotic,12500000,12706060,12.270661339563556
106,Miles Plumlee,12400000,12604412,12.172496048847051
107,Tyreke Evans,12400000,12604412,12.172496048847051
108,Courtney Lee,12253780,12455781,12.028958760761368
109,JJ Redick,12250000,12451939,12.025248112772285
110,Kemba Walker,12000000,12197818,11.779834885981016
111,Kentavious Caldwell-Pope,12000000,12197818,11.779834885981016
112,Avery Bradley,12000000,12197818,11.779834885981016
113,Will Barton,11830358,12025379,11.613305323503717
114,TJ Warren,11750000,11943696,11.534421659189745
115,Zach Randolph,11692308,11885053,11.477788139669574
116,Patty Mills,11571429,11762182,11.359126917904367
117,Alec Burks,11536515,11726692,11.324853488303606
118,Omer Asik,11286516,11472572,11.079441243165242
119,Marcus Smart,11160716,11344698,10.955949307443873
120,Jusuf Nurkic,11111111,11294275,10.90725441498395
121,Iman Shumpert,11011234,11192752,10.809209867575023
122,Moe Harkless,10837079,11015726,10.638250105527687
123,Tony Snell,10607143,10782000,10.412532762665775
124,Dante Exum,10600000,10774739,10.405520815949897
125,Meyers Leonard,10595506,10770171,10.401109267785095
126,John Henson,10577466,10751833,10.383400249339841
127,Bojan Bogdanovic,10500000,10673090,10.307355525233387
128,Mirza Teletovic,10500000,10673090,10.307355525233387
129,Terrence Ross,10500000,10673090,10.307355525233387
130,Robert Covington,10464092,10636590,10.272106332642904
131,Rudy Gay,10087200,10253485,9.90212920515564
132,Jon Leuer,10002681,10167573,9.819160883094957
133,Darren Collison,10000000,10164848,9.816529071650844
134,Andre Roberson,10000000,10164848,9.816529071650844
135,Danny Green,10000000,10164848,9.816529071650844
136,Dwight Powell,9631250,9790019,9.454544562133721
137,Matthew Dellavedova,9607500,9765878,9.431230305588553
138,Jared Dudley,9530000,9687100,9.355152205283256
139,Boban Marjanovic,9490740,9647193,9.316612512147957
140,Josh Richardson,9367200,9521616,9.195339111996779
141,Norman Powell,9367200,9521616,9.195339111996779
142,Markieff Morris,9173294,9324513,9.004990723380027
143,Rajon Rondo,9000000,9148363,8.834876164485761
144,Bogdan Bogdanovic,9000000,9148363,8.834876164485761
145,ETwaun Moore,8808685,8953894,8.647071238551474
146,Kosta Koufos,8739500,8883569,8.579155582169257
147,Fred VanVleet,8653847,8796504,8.495074065711846
148,Wayne Ellington,8653076,8795719,8.494317211320421
149,Kyle Anderson,8641000,8783445,8.482462770813495
150,Julius Randle,8641000,8783445,8.482462770813495
151,Jerryd Bayless,8575916,8717288,8.418572873003564
152,Cristiano Felicio,8470980,8610622,8.315562143537287
153,Markelle Fultz,8339880,8477361,8.186867447407948
154,Joe Harris,8333333,8470706,8.180440565824735
155,CJ Miles,8333333,8470706,8.180440565824735
156,Jerami Grant,8333333,8470706,8.180440565824735
157,Shaun Livingston,8307692,8444643,8.155270003632117
158,Deandre Ayton,8175840,8310617,8.025837104516585
159,JaMychal Green,8066667,8199644,7.918667111682651
160,Lou Williams,8000000,8131878,7.853223257320678
161,Garrett Temple,8000000,8131878,7.853223257320678
162,PJ Tucker,7959537,8090748,7.813502635738055
163,Cory Joseph,7945000,8075972,7.799232347426597
164,Karl-Anthony Towns,7839435,7968666,7.695604158281713
165,Kyle Korver,7560000,7684625,7.4212959781680405
166,Darrell Arthur,7464912,7587969,7.327952566531525
167,Lonzo Ball,7461960,7584969,7.325054727149575
168,Doug McDermott,7333334,7454222,7.198788640312558
169,Marvin Bagley III,7314960,7435545,7.180751749796307
170,Jae Crowder,7305825,7426260,7.171784350489353
171,DJ Augustin,7250000,7369515,7.116983576946862
172,Lance Thomas,7119650,7237016,6.989025120497893
173,DAngelo Russell,7019698,7135416,6.89090694912093
174,Jeremy Lamb,7000000,7115393,6.871570350155594
175,Langston Galloway,7000000,7115393,6.871570350155594
176,Ersan Ilyasova,7000000,7115393,6.871570350155594
177,Davis Bertans,7000000,7115393,6.871570350155594
178,Al-Farouq Aminu,6957105,7071791,6.829462348702747
179,Jayson Tatum,6700800,6811261,6.577859800331799
180,Luka Doncic,6569040,6677329,6.448517213283727
181,Mario Hezonja,6500000,6607151,6.38074389657305
182,Nemanja Bjelica,6500000,6607151,6.38074389657305
183,Ben Simmons,6434520,6540592,6.316465264211881
184,Dewayne Dedmon,6300000,6403854,6.1844133151400325
185,Milos Teodosic,6300000,6403854,6.1844133151400325
186,Marco Belinelli,6153846,6255291,6.040940816146227
187,Wesley Johnson,6134000,6235118,6.02145893255063
188,Josh Jackson,6041520,6141113,5.930675671696003
189,Ish Smith,6000000,6098909,5.889917442990508
190,Montrezl Harrell,6000000,6098909,5.889917442990508
191,Jonathon Simmons,6000000,6098909,5.889917442990508
192,Jaren Jackson Jr,5922720,6020355,5.814055306324789
193,Brandon Ingram,5757120,5852025,5.651493584898253
194,Anthony Tolliver,5750000,5844787,5.644504216199237
