Player,Salary(%)
Steven Adams,23.678483599047087
Bam Adebayo,3.164815832875206
LaMarcus Aldridge,23.822613157412487
Nickeil Alexander-Walker,2.71654755360088
Grayson Allen,2.2259483232545354
Jarrett Allen,2.177789994502474
Kadeem Allen,0.0729045262964999
Al-Farouq Aminu,8.482682792743265
Justin Anderson,0.2637392340113615
Kyle Anderson,8.313221550302364
Ryan Anderson,5.236011544804837
Giannis Antetokounmpo,23.678483599047087
Kostas Antetokounmpo,0.0729045262964999
Thanasis Antetokounmpo,1.324626168224299
Carmelo Anthony,1.97821971779366
OG Anunoby,2.0907091808686094
Ryan Arcidiacono,2.7487630566245187
Trevor Ariza,11.178303096939716
Deandre Ayton,8.762067069818581
Dwayne Bacon,1.482975994135972
Marvin Bagley III,7.839582188015393
Lonzo Ball,7.9891148982957665
Mo Bamba,5.220450797141288
Harrison Barnes,22.12545995968481
RJ Barrett,7.183397471137988
Will Barton,11.706785779732456
Keita Bates-Diop,1.2981968114348543
Nicolas Batum,23.42424134139637
Aron Baynes,4.996591533809785
Kent Bazemore,17.6559125893348
Darius Bazley,2.093457943925234
Bradley Beal,24.82409565695437
Malik Beasley,2.502943925233645
Marco Belinelli,5.356564046179219
Jordan Bell,1.713912406083929
Dragan Bender,1.7120707348359905
Patrick Beverley,11.311783030969396
Khem Birch,2.7487630566245187
Goga Bitadze,2.580868609125893
Bismack Biyombo,15.576323987538938
Nemanja Bjelica,6.253435953820782
Eric Bledsoe,14.316474253252704
Jonah Bolden,1.6385339930364669
Marques Bolden,0.046500824628916984
Jordan Bone,0.0729045262964999
Isaac Bonga,1.2981968114348543
Devin Booker,25.0
Chris Boucher,1.4552235660619388
Brian Bowen,0.0729045262964999
Ky Bowman,0.3208621953454279
Avery Bradley,6.200293201392706
Tony Bradley,1.7980208905992303
Jarrell Brantley,0.0729045262964999
Ignas Brazdeikis,0.8230804471321238
Mikal Bridges,3.8125343595382084
Miles Bridges,3.4409015942825727
Oshae Brissett,0.11871724390690855
Ryan Broekhoff,2.5963936228697087
Malcolm Brogdon,18.32508704416346
Dillon Brooks,1.482975994135972
Bruce Brown,1.2981968114348543
Charlie Brown,0.0729045262964999
Jaylen Brown,5.987565512186182
Moses Brown,0.0729045262964999
Sterling Brown,1.482975994135972
Jalen Brunson,1.2981968114348543
Thomas Bryant,7.330034817665385
Reggie Bullock,3.665017408832692
Trey Burke,2.068731903976544
Alec Burks,2.1257504123144586
Deonte Burton,1.2981968114348543
Jimmy Butler,30.0
Bruno Caboclo,1.690765072384094
Kentavious Caldwell-Pope,7.411839838739233
Clint Capela,15.481539307311714
DeMarre Carroll,6.724627084478652
Jevon Carter,1.2981968114348543
Vince Carter,2.3499660985889683
Michael Carter-Williams,1.8587080813633865
Alex Caruso,2.519699468572476
Willie Cauley-Stein,1.9951282756093087
Tyson Chandler,2.3499660985889683
Wilson Chandler,2.3499660985889683
Joe Chealey,0.14967564595931832
Zylan Cheatham,0.0729045262964999
Chris Chiozza,0.1458090525929998
Marquese Chriss,1.2949175371083013
Gary Clark,1.3076699651823347
Brandon Clarke,2.271247938427708
Jordan Clarkson,12.312167857797325
Nicolas Claxton,0.8230804471321238
Chris Clemons,0.5161682242990654
Antonius Cleveland,0.0729045262964999
Amir Coffey,0.0729045262964999
John Collins,2.4615722924683894
Zach Collins,3.885101704233095
Mike Conley,29.78891607110134
Pat Connaughton,1.5787520615722923
Quinn Cook,2.7487630566245187
Tyler Cook,0.19380886934212932
Robert Covington,10.354791094007695
Allen Crabbe,16.326237859629835
Torrey Craig,1.8325087044163464
Jae Crowder,7.161016126076598
Jarrett Culver,5.326772952171524
Seth Curry,6.836521898479017
Stephen Curry,36.862523364485966
Troy Daniels,2.278754810335349
Anthony Davis,24.82409657320873
Ed Davis,4.36778449697636
Terence Davis,0.8230804471321238
Dewayne Dedmon,12.216725306945207
Matthew Dellavedova,8.802913688840023
DeMar DeRozan,25.41687282389591
Cheick Diallo,1.5382572842221
Hamidou Diallo,1.2981968114348543
Gorgui Dieng,14.87008704416346
Spencer Dinwiddie,9.717427157779
Donte DiVincenzo,2.6624518966465094
Luguentz Dort,0.1426122411581455
Damyean Dotson,1.482975994135972
Sekou Doumbouya,3.0100054975261132
PJ Dozier,0.1677799157045996
Andre Drummond,24.82409565695437
Jared Dudley,2.3499660985889683
Kris Dunn,4.900134689389775
Carsen Edwards,1.1251841671247935
Henry Ellenson,0.0729045262964999
Wayne Ellington,7.330034817665385
Joel Embiid,25.201236943375484
James Ennis,1.7251850833791462
Drew Eubanks,0.0729045262964999
Jacob Evans,1.7645959318306763
Dante Exum,8.796041781198461
Tacko Fall,0.0729045262964999
Derrick Favors,16.171889316474253
Terrance Ferguson,2.268499175371084
Bruno Fernando,1.2827560930914421
Yogi Ferrell,2.886201209455745
Dorian Finney-Smith,3.665017408832692
Bryn Forbes,2.6342312625984974
Evan Fournier,15.713762140370164
Melvin Frazier,1.2981968114348543
Michael Frazier,0.0729045262964999
Tim Frazier,1.4848488180318855
Markelle Fultz,8.929081913139088
Wenyen Gabriel,1.324626168224299
Daniel Gafford,0.8230804471321238
Danilo Gallinari,20.72160436137072
Langston Galloway,6.7191982774418175
Darius Garland,5.864870808136339
Marc Gasol,23.45217152281473
Rudy Gay,13.285688107018508
Paul George,30.24148433205057
Taj Gibson,8.246289169873558
Harry Giles,2.3628367234744365
Shai Gilgeous-Alexander,3.6218801539307313
Rudy Gobert,23.143143668682427
Brandon Goodwin,0.478960967564596
Aaron Gordon,18.200142935678944
Eric Gordon,12.880456294667402
Treveon Graham,1.5075655121861828
Jerami Grant,8.563453362653473
Josh Gray,0.0729045262964999
Danny Green,13.40860087960418
Draymond Green,16.986558548653104
JaMychal Green,4.36778449697636
Javonte Green,0.8230804471321238
Jeff Green,3.1200109950522266
Blake Griffin,31.56492944841488
Marko Guduric,2.4051676745464543
Kyle Guy,0.0729045262964999
Rui Hachimura,4.094887300714679
Devon Hall,0.16590800806303832
Donta Hall,0.0930034817665384
Dusty Hannahs,0.07483782297965916
James Harden,35.0
Jared Harper,0.0729045262964999
Montrezl Harrell,5.497526113249037
Gary Harris,16.34532343778633
Joe Harris,7.024617005680777
Tobias Harris,30.0
Shaquille Harrison,1.4848488180318855
Josh Hart,1.77218251786696
Isaiah Hartenstein,1.2981968114348543
Udonis Haslem,2.3499660985889683
Jaxson Hayes,4.4548653106102245
Gordon Hayward,29.96214953271028
John Henson,8.917350192413414
Dewan Hernandez,0.8230804471321238
Tyler Herro,3.3353490929081917
Kevin Hervey,0.0729045262964999
Mario Hezonja,1.5916666666666666
Buddy Hield,4.454102070734836
George Hill,9.285236393622867
Solomon Hill,12.177382261315742
Jaylen Hoard,0.0729045262964999
Aaron Holiday,2.051676745464541
Jrue Holiday,23.942744181784864
Justin Holiday,4.36778449697636
Rondae Hollis-Jefferson,2.2906358805204325
Richaun Holmes,4.36778449697636
Rodney Hood,5.239142385926335
Al Horford,25.655121861828853
Talen Horton-Tucker,0.8230804471321238
Danuel House,3.2435404068169325
Dwight Howard,5.13455195162177
William Howard,0.19162177020340848
Kevin Huerter,2.4155030236393618
Chandler Hutchison,2.1369983507421657
Serge Ibaka,21.32270844786513
Andre Iguodala,15.746000549752612
Joe Ingles,10.495277625068717
Brandon Ingram,6.657032252153198
Kyrie Irving,29.083745647791826
Jonathan Isaac,5.320175920835624
Wesley Iwundu,1.482975994135972
Frank Jackson,1.482975994135972
Josh Jackson,6.4682792743265525
Justin Jackson,3.006157229246839
Reggie Jackson,16.309031519149716
Justin James,0.8230804471321238
LeBron James,34.30168407549936
Amile Jefferson,1.400959318306762
DaQuan Jeffries,0.8230804471321238
Ty Jerome,2.009785596481583
Alize Johnson,1.2981968114348543
Cameron Johnson,3.6956569543705333
James Johnson,14.063954553784132
Keldon Johnson,1.7872457394172625
