Player,Salary(%)
Stanley Johnson,3.319589518050212
Tyler Johnson,17.801433938061205
Damian Jones,2.112018508337915
Tyus Jones,9.268829026937876
DeAndre Jordan,9.054057174271577
Cory Joseph,10.995052226498077
Mfiondu Kabengele,1.8114348543155576
Frank Kaminsky,4.36778449697636
Enes Kanter,4.36778449697636
Luke Kennard,3.506652006597032
Stanton Kidd,0.2290635880520433
Michael Kidd-Gilchrist,11.713724573941727
Louis King,0.0729045262964999
Maxi Kleber,7.330034817665385
Brandon Knight,14.333654022356605
Kevin Knox,4.0133040131940625
John Konchar,0.0729045262964999
Furkan Korkmaz,1.4848488180318855
Luke Kornet,2.061572292468389
Kyle Korver,5.501881070185084
Rodions Kurucs,1.5569323804288069
Kyle Kuzma,1.8092358438702585
Jeremy Lamb,9.620670698185815
Romeo Langford,3.1687740516767455
Zach LaVine,17.866959868059375
Vic Law,0.0729045262964999
Jake Layman,3.282010262048745
Jalen Lecque,0.8230804471321238
Courtney Lee,11.691103170240064
Damion Lee,0.7717857797324537
Alex Len,3.811618105186
Kawhi Leonard,30.0
Meyers Leonard,10.341318490012826
Caris LeVert,2.4058246289169882
Damian Lillard,27.306506322155037
Nassir Little,1.9291918636613523
Kevon Looney,4.090421477002017
Brook Lopez,11.080285871357887
Robin Lopez,4.36778449697636
Kevin Love,26.51899395272127
Kyle Lowry,30.50787612241158
Trey Lyles,5.039398937144952
Daryl Macon,0.0729045262964999
Josh Magette,0.14774143302180687
Ian Mahinmi,14.156176470588234
Thon Maker,3.27070093457944
Terance Mann,0.9162543522081732
Lauri Markkanen,4.8565145684442
Caleb Martin,0.8230804471321238
Cody Martin,1.0750503939893714
Jeremiah Martin,0.0729045262964999
Kelan Martin,0.0729045262964999
Frank Mason III,0.0729045262964999
Garrison Mathews,0.0729045262964999
Wesley Matthews,2.3499660985889683
Patrick McCaw,3.665017408832692
CJ McCollum,25.249183617372182
Jalen McDaniels,0.8230804471321238
Doug McDermott,6.7191982774418175
JaVale McGee,3.665017408832692
Rodney McGruder,4.405069635330769
Alfonzo McKinnie,2.191666666666667
Jordan McLaughlin,0.0729045262964999
Ben McLemore,1.8587080813633865
Jordan McRae,1.149837822979659
Chimezie Metu,1.2981968114348543
Khris Middleton,28.040542422576515
Eric Mika,0.046500824628916984
Malcolm Miller,1.4552235660619388
Patty Mills,11.616795858530327
Paul Millsap,27.80831958951805
Shake Milton,1.324626168224299
Donovan Mitchell,3.3312809235843868
Adam Mokoka,0.0729045262964999
Malik Monk,3.691039032435404
Matt Mooney,0.0729045262964999
Ja Morant,7.9991203958218815
Juwan Morgan,0.6835752244823163
Marcus Morris,13.743815283122597
Markieff Morris,3.3992001099505225
Monte Morris,1.4552235660619388
Johnathan Motley,0.0729045262964999
Emmanuel Mudiay,1.5916666666666666
Mychal Mulder,0.17205607476635515
Dejounte Murray,2.1272997984240423
Jamal Murray,4.072517866959869
Mike Muscala,1.8587080813633865
Sviatoslav Mykhailiuk,1.2981968114348543
Abdel Nader,1.482975994135972
Shabazz Napier,1.690765072384094
Raul Neto,1.5916666666666666
Malik Newman,0.06045262964999084
Georges Niang,1.5075655121861828
Nerlens Noel,1.7251850833791462
Zach Norvell,0.11940626717976913
Jaylen Nowell,1.2827560930914421
Frank Ntilikina,4.449147883452446
Kendrick Nunn,1.2981968114348543
David Nwaba,2.3657366684991747
Semi Ojeleye,1.482975994135972
Jahlil Okafor,1.5599102070734836
Elie Okobo,1.2981968114348543
Josh Okogie,2.318746564046179
KZ Okpala,0.8230804471321238
Victor Oladipo,19.24134139637164
Kelly Olynyk,11.607004764522635
Miye Oni,0.8230804471321238
Cedi Osman,2.6636824262415244
Tariq Owens,0.0729045262964999
Jeremy Pargo,0.08388949972512369
Jabari Parker,5.955653289353124
Chandler Parsons,23.00028587135789
Eric Paschall,0.8230804471321238
Patrick Patterson,2.8116730804471324
Justin Patton,1.9275050393989368
Chris Paul,35.281731720725666
Elfrid Payton,7.330034817665385
Gary Payton II,0.9647324537291552
Norvel Pelle,0.3208621953454279
Theo Pinson,1.324626168224299
Mason Plumlee,12.865215319772773
Jakob Poeltl,3.4404297232911856
Vincent Poirier,2.2959437419827746
Shamorie Ponds,0.0729045262964999
Jordan Poole,1.80021990104453
Otto Porter,24.96845886017959
Bobby Portis,13.743815283122597
Dwight Powell,9.400196994685725
Norman Powell,9.26935678944475
Chasson Randle,0.08388949972512369
Julius Randle,16.492578339747116
Josh Reaves,0.0729045262964999
Cam Reddish,3.8901594282572853
Naz Reid,0.8230804471321238
Josh Richardson,9.26935678944475
Austin Rivers,1.9922210005497525
Duncan Robinson,1.2981968114348543
Glenn Robinson III,1.7251850833791462
Jerome Robinson,3.268938977460143
Justin Robinson,0.3627130291368884
Mitchell Robinson,1.429092908191314
Isaiah Roby,1.3743815283122591
Rajon Rondo,2.3499660985889683
Derrick Rose,6.704300897929263
Terrence Ross,11.453179402602162
Terry Rozier,18.228639362286973
Ricky Rubio,14.843320505772404
Domantas Sabonis,3.2339692138537663
JaKarr Sampson,1.5916666666666666
Admiral Schofield,0.9162543522081732
Mike Scott,4.36778449697636
Thabo Sefolosha,2.3499660985889683
Collin Sexton,4.365915338097857
Landry Shamet,1.82803738317757
Marial Shayok,0.0729045262964999
Iman Shumpert,0.3843164742532527
Pascal Siakam,2.154881803188565
Chris Silva,0.4278156496243357
Ben Simmons,7.4344227597581085
Anfernee Simons,1.9695437053326004
Marcus Smart,11.502264064504304
Ish Smith,5.497526113249037
Zhaire Smith,2.8026388125343598
Tony Snell,10.438754810335348
Omari Spellman,1.738867509620671
Max Strus,0.4531500824628917
Edmond Sumner,1.8325087044163464
Caleb Swanigan,1.8628916987355688
Jayson Tatum,7.1742715777899955
Jeff Teague,17.408832691955286
Garrett Temple,4.36778449697636
Daniel Theis,4.581271761040865
Isaiah Thomas,2.1257504123144586
Khyri Thomas,1.2981968114348543
Matt Thomas,0.8230804471321238
Tristan Thompson,16.986558548653104
Matisse Thybulle,2.365915338097856
Anthony Tolliver,2.6154993586219537
Juan Toscano-Anderson,0.3208621953454279
Karl-Anthony Towns,25.0
Allonzo Trier,3.2537108301264435
Rayjon Tucker,0.5301200293201392
Evan Turner,17.048337914605092
Myles Turner,16.492578339747116
Jarrod Uthoff,0.07483782297965916
Denzel Valentine,3.0947113798790538
Jarred Vanderbilt,1.2981968114348543
Fred VanVleet,8.563453362653473
Gabe Vincent,0.0729045262964999
Noah Vonleh,1.8325087044163464
Dean Wade,0.34359538207806484
Moritz Wagner,1.8907091808686087
Dion Waiters,11.430625801722558
Kemba Walker,30.0
Lonnie Walker,2.5327102803738315
Tyrone Wallace,0.460409565695437
Taurean Prince,3.190383910573575
Derrick Walton,1.3994639912039581
Brad Wanamaker,1.324626168224299
Yuta Watanabe,0.0729045262964999
Tremont Waters,0.0729045262964999
Paul Watson,0.1194053509254169
Quinndary Weatherspoon,0.0729045262964999
Russell Westbrook,35.281731720725666
Coby White,4.862671797691039
Derrick White,1.7849367784496977
Hassan Whiteside,24.82409565695437
Andrew Wiggins,25.201236943375484
Grant Williams,2.1805387575590984
Johnathan Williams,0.14774143302180687
Kenrich Williams,1.2981968114348543
Lou Williams,7.330034817665385
Marvin Williams,13.426955286787612
Robert Williams,1.7752611324903793
Nigel Williams-Goss,1.3743815283122591
Zion Williamson,8.940296866410115
Justise Winslow,11.911306578706247
Christian Wood,1.5075655121861828
Delon Wright,8.680304196444935
Justin Wright-Foreman,0.0729045262964999
Thaddeus Young,11.819681143485433
Trae Young,5.747663551401869
Cody Zeller,13.259950522264981
Ivica Zubac,5.9386860912589325
