PG%,SG%,SF%,PF%,C%,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Height,Weight,YearsPro,Season
58.0,41.0,1.0,0.0,0.0,27,54,54,30.9,6.0,13.8,0.43799999999999994,1.4,4.3,0.326,4.6,9.5,0.488,0.489,3.1,3.4,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5,17.7,0.541,0.309,0.25,3.1,14.1,8.6,1.0,0.5,13.7,25.2,2.3,1.7,4.0,0.114,2.3,-0.5,1.8,1.6,195.58,103.872568,4,2020
0.0,68.0,32.0,0.0,0.0,24,73,73,28.9,6.0,14.6,0.40700000000000003,2.0,5.6,0.358,3.9,9.0,0.43799999999999994,0.47600000000000003,2.2,2.8,0.8079999999999999,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2,11.3,0.51,0.385,0.19,3.5,8.6,6.1,1.4,1.1,9.7,25.2,-0.4,1.6,1.2,0.027000000000000003,-2.6,-1.4,-4.1,-1.1,200.66,102.0582,3,2020
26.0,57.0,18.0,0.0,0.0,23,58,43,28.2,3.4,7.7,0.44299999999999995,0.6,1.7,0.344,2.8,6.1,0.47,0.48,1.5,2.1,0.7390000000000001,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9,11.9,0.518,0.215,0.266,4.2,15.0,9.5,1.9,1.5,16.7,16.0,0.7,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,193.04,91.625584,2,2020
10.0,57.0,33.0,0.0,0.0,22,10,0,4.0,0.6,1.9,0.316,0.3,0.9,0.33299999999999996,0.3,1.0,0.3,0.395,0.5,0.5,1.0,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0,11.0,0.47200000000000003,0.474,0.263,5.3,5.5,5.4,2.3,4.2,12.4,25.1,0.0,0.0,0.0,-0.027999999999999997,-1.1,-1.4,-2.5,0.0,198.12,90.264808,1,2020
0.0,50.0,46.0,4.0,0.0,23,57,57,33.9,7.5,15.6,0.48100000000000004,2.3,5.9,0.382,5.2,9.6,0.5429999999999999,0.5539999999999999,3.1,4.3,0.7240000000000001,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3,16.9,0.583,0.381,0.27399999999999997,3.5,16.5,10.1,1.6,1.0,11.2,24.7,2.3,2.6,4.9,0.12300000000000001,1.0,-0.2,0.8,1.4,198.12,101.151016,4,2020
0.0,0.0,0.0,0.0,100.0,20,9,0,3.7,0.4,1.1,0.4,0.0,0.0,0.0,0.4,1.1,0.4,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2,6.7,0.40700000000000003,0.0,0.8,9.6,34.5,22.2,1.4,2.6,18.2,21.2,-0.1,0.0,0.0,-0.065,-8.2,-1.8,-10.0,-0.1,218.44,111.13004,1,2020
1.0,30.0,61.0,8.0,0.0,24,52,1,14.8,1.8,4.9,0.371,0.8,2.6,0.324,1.0,2.3,0.425,0.457,0.6,0.8,0.8,0.6,2.9,3.5,1.0,0.6,0.1,0.8,1.0,5.1,9.5,0.486,0.531,0.156,4.3,18.5,11.8,1.7,0.8,13.3,17.0,-0.4,1.5,1.1,0.07,-3.0,1.0,-2.0,0.0,195.58,99.336648,3,2020
96.0,4.0,0.0,0.0,0.0,23,57,16,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2,14.9,0.5529999999999999,0.309,0.193,2.3,11.3,6.9,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.10099999999999999,0.1,-1.0,-0.9,0.3,185.42,86.18248,2,2020
0.0,0.0,0.0,6.0,94.0,22,46,36,24.9,5.3,9.1,0.581,0.8,2.0,0.40700000000000003,4.5,7.1,0.63,0.626,1.9,2.5,0.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,13.2,21.1,0.649,0.218,0.278,9.0,23.1,15.8,1.0,3.7,10.2,18.9,3.1,0.8,3.9,0.16399999999999998,2.9,-0.7,2.2,1.2,208.28,112.490816,3,2020
2.0,72.0,26.0,0.0,0.0,28,29,19,23.6,3.1,7.7,0.402,1.3,3.8,0.33299999999999996,1.8,3.9,0.469,0.484,0.6,0.7,0.81,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1,9.3,0.502,0.496,0.094,2.0,8.8,5.3,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036000000000000004,-2.8,-0.3,-3.0,-0.2,198.12,92.98636,7,2020
98.0,3.0,0.0,0.0,0.0,27,33,1,15.8,2.8,6.3,0.45,1.0,2.3,0.42700000000000005,1.9,4.1,0.46299999999999997,0.526,0.7,0.9,0.7929999999999999,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4,15.6,0.5479999999999999,0.359,0.139,3.4,7.0,5.2,1.5,0.3,8.7,20.0,1.0,0.4,1.3,0.12300000000000001,0.8,-1.0,-0.2,0.2,182.88,83.91452,7,2020
7.0,45.0,46.0,2.0,0.0,28,66,19,26.6,4.9,11.6,0.418,1.8,4.6,0.385,3.1,7.1,0.439,0.493,3.6,4.0,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9,15.0,16.7,0.561,0.392,0.345,2.9,14.9,8.7,1.7,0.9,9.3,23.8,2.5,1.2,3.7,0.10099999999999999,1.2,-0.7,0.5,1.1,198.12,97.068688,9,2020
11.0,46.0,38.0,6.0,0.0,26,39,0,9.1,1.1,3.2,0.344,0.3,1.4,0.18899999999999997,0.8,1.8,0.45799999999999996,0.384,0.2,0.4,0.5710000000000001,0.2,1.3,1.5,0.4,0.2,0.3,0.5,0.9,2.7,4.3,0.396,0.424,0.11199999999999999,2.2,15.1,8.8,1.0,2.4,12.7,18.5,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4,193.04,108.86208,2,2020
0.0,0.0,53.0,46.0,1.0,30,58,58,33.8,5.9,13.1,0.455,0.5,2.1,0.244,5.4,11.0,0.495,0.474,7.6,9.1,0.8340000000000001,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9,23.6,0.585,0.157,0.693,6.3,15.4,11.0,2.6,1.6,11.4,25.1,6.3,2.7,9.0,0.221,4.0,1.5,5.4,3.7,200.66,104.32616,9,2020
0.0,0.0,0.0,8.0,92.0,24,30,0,8.1,1.3,3.0,0.42700000000000005,0.2,1.1,0.182,1.1,1.9,0.5710000000000001,0.461,0.3,0.3,0.889,0.8,1.2,2.0,0.4,0.5,0.6,0.4,1.0,3.0,14.1,0.484,0.371,0.10099999999999999,10.0,15.8,12.9,2.9,6.1,12.3,18.0,0.0,0.4,0.4,0.076,-3.0,0.9,-2.1,0.0,205.74,98.883056,6,2020
0.0,35.0,58.0,7.0,0.0,26,69,26,25.5,3.4,7.3,0.467,1.3,3.5,0.385,2.1,3.9,0.541,0.5579999999999999,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3,11.0,0.584,0.47100000000000003,0.201,2.4,6.4,4.4,1.5,0.7,10.1,14.7,1.9,1.9,3.7,0.102,-1.2,0.4,-0.8,0.5,195.58,92.532768,7,2020
0.0,0.0,0.0,0.0,100.0,25,39,39,32.8,6.3,9.9,0.629,0.0,0.0,0.0,6.3,9.9,0.629,0.629,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9,20.6,0.626,0.0,0.268,13.6,30.5,22.0,1.2,4.8,12.7,16.1,2.8,2.1,4.9,0.184,1.0,0.4,1.4,1.1,208.28,108.86208,6,2020
0.0,1.0,60.0,39.0,0.0,33,24,0,12.1,1.0,2.8,0.379,0.3,1.4,0.242,0.7,1.4,0.515,0.439,1.2,1.8,0.69,0.5,1.8,2.3,1.0,0.3,0.2,0.7,1.3,3.6,9.1,0.515,0.5,0.636,4.4,15.8,10.1,1.3,1.5,16.8,14.8,0.0,0.2,0.3,0.045,-3.1,-0.7,-3.9,-0.1,198.12,97.52228,11,2020
100.0,0.0,0.0,0.0,0.0,24,58,2,16.3,1.7,4.2,0.41600000000000004,1.1,2.5,0.425,0.7,1.7,0.402,0.5429999999999999,0.4,0.5,0.852,0.5,1.5,2.0,1.4,0.8,0.3,0.6,1.5,4.9,11.3,0.563,0.601,0.111,3.5,10.5,6.9,2.4,1.6,11.2,12.9,0.8,1.0,1.8,0.09300000000000001,-0.7,1.3,0.6,0.6,185.42,90.7184,2,2020
0.0,13.0,58.0,28.0,1.0,43,60,0,14.6,1.8,5.1,0.35200000000000004,1.0,3.4,0.302,0.8,1.7,0.451,0.452,0.4,0.5,0.7929999999999999,0.3,1.8,2.1,0.8,0.4,0.4,0.6,1.5,5.0,7.5,0.47,0.664,0.095,2.2,13.2,7.6,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011000000000000001,-3.1,-1.2,-4.3,-0.5,198.12,99.79024,22,2020
32.0,67.0,1.0,0.0,0.0,28,45,0,18.5,2.5,5.8,0.42700000000000005,0.5,1.7,0.293,2.0,4.1,0.48100000000000004,0.469,1.8,2.1,0.8320000000000001,1.0,2.2,3.3,2.4,1.1,0.5,1.2,1.9,7.2,15.3,0.535,0.28800000000000003,0.365,5.8,13.5,9.5,2.9,2.4,14.7,18.3,0.7,1.2,1.9,0.111,-1.5,1.6,0.1,0.5,195.58,86.18248,7,2020
53.0,46.0,1.0,0.0,0.0,25,64,2,18.4,1.9,4.5,0.41200000000000003,0.6,1.9,0.33299999999999996,1.3,2.7,0.46799999999999997,0.48100000000000004,1.1,1.5,0.7340000000000001,0.3,1.7,1.9,1.9,1.1,0.3,0.8,1.5,5.5,10.8,0.525,0.41200000000000003,0.32299999999999995,1.6,9.8,5.7,2.8,1.4,13.8,13.8,0.5,1.8,2.3,0.095,-2.6,2.4,-0.2,0.5,195.58,84.368112,3,2020
0.0,0.0,0.0,1.0,99.0,26,54,39,20.3,3.2,5.6,0.579,0.0,0.0,0.0,3.2,5.6,0.581,0.579,0.7,1.2,0.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2,17.0,0.589,0.003,0.21899999999999997,8.0,23.3,15.5,2.1,5.0,10.8,14.4,1.5,1.5,2.9,0.128,-1.2,1.7,0.5,0.7,213.36,108.86208,5,2020
0.0,0.0,0.0,0.0,100.0,37,26,5,8.4,0.5,0.7,0.778,0.0,0.0,0.0,0.5,0.7,0.778,0.778,0.2,0.5,0.462,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3,10.8,0.7170000000000001,0.0,0.722,11.8,19.8,15.8,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.131,-2.6,1.1,-1.5,0.0,213.36,106.59412,19,2020
0.0,1.0,21.0,75.0,3.0,32,35,3,21.0,2.1,5.2,0.40399999999999997,1.1,3.5,0.306,1.1,1.8,0.597,0.505,0.6,0.7,0.87,0.3,3.8,4.1,1.1,0.5,0.3,1.0,2.3,5.9,7.4,0.531,0.6609999999999999,0.126,1.6,18.5,10.2,1.0,1.4,15.0,12.9,-0.1,0.9,0.7,0.046,-3.8,1.0,-2.7,-0.1,203.2,106.59412,13,2020
100.0,0.0,0.0,0.0,0.0,24,4,0,8.3,0.0,1.8,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.5,0.5,-2.9,0.127,0.5710000000000001,0.28600000000000003,0.0,0.0,0.0,6.1,0.0,20.2,13.2,-0.2,0.0,-0.1,-0.188,-14.3,1.7,-12.5,-0.1,193.04,86.18248,2,2020
0.0,0.0,33.0,67.0,1.0,24,4,0,12.8,1.5,2.3,0.667,0.0,0.3,0.0,1.5,2.0,0.75,0.667,0.0,0.0,0.0,0.8,1.5,2.3,0.8,0.3,0.3,1.0,2.5,3.0,6.7,0.667,0.111,0.0,6.2,12.5,9.4,0.9,1.6,30.8,10.4,0.0,0.0,0.0,0.034,-6.5,-0.6,-7.1,-0.1,195.58,99.79024,1,2020
100.0,0.0,0.0,0.0,0.0,24,28,2,14.3,2.0,5.0,0.39299999999999996,1.0,2.6,0.375,1.0,2.4,0.41200000000000003,0.489,0.2,0.2,1.0,0.3,1.6,1.9,3.0,0.8,0.1,1.1,1.3,5.1,12.0,0.499,0.514,0.036000000000000004,2.4,11.6,6.9,2.5,0.9,18.4,18.1,0.0,0.4,0.5,0.055,-1.6,0.5,-1.2,0.1,180.34,79.3786,2,2020
0.0,0.0,0.0,3.0,97.0,22,59,21,20.3,3.6,6.5,0.545,0.1,0.7,0.205,3.4,5.9,0.584,0.556,2.0,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,19.5,0.604,0.10099999999999999,0.405,10.0,23.6,16.5,1.6,4.7,14.7,19.0,2.1,1.3,3.4,0.136,0.0,0.6,0.6,0.8,205.74,108.86208,4,2020
0.0,0.0,6.0,89.0,5.0,25,42,5,13.5,1.3,3.2,0.406,0.9,2.6,0.35100000000000003,0.4,0.5,0.682,0.5529999999999999,0.2,0.2,0.9,0.9,1.7,2.6,0.4,0.1,0.5,0.2,1.1,3.7,10.7,0.568,0.835,0.075,6.8,14.0,10.3,0.5,3.4,6.8,11.0,0.7,0.5,1.2,0.1,-0.9,-1.0,-1.9,0.0,198.12,102.0582,2,2020
0.0,0.0,23.0,71.0,6.0,23,58,4,22.4,5.1,8.3,0.618,0.4,1.1,0.359,4.7,7.2,0.6579999999999999,0.642,1.5,1.9,0.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,12.1,20.9,0.6629999999999999,0.134,0.23399999999999999,7.6,20.1,14.0,1.1,3.2,9.4,18.7,3.4,1.6,5.0,0.183,2.4,0.7,3.1,1.7,203.2,97.52228,1,2020
5.0,82.0,13.0,0.0,0.0,27,71,2,24.0,5.5,12.2,0.45399999999999996,2.1,5.8,0.368,3.4,6.4,0.5329999999999999,0.542,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2,17.3,0.574,0.47600000000000003,0.19,3.3,8.7,6.1,1.3,0.8,9.4,26.3,2.4,1.0,3.4,0.096,2.4,-1.3,1.1,1.3,193.04,87.996848,6,2020
0.0,0.0,0.0,29.0,71.0,20,15,0,12.5,1.8,3.2,0.563,0.1,0.5,0.14300000000000002,1.7,2.7,0.634,0.573,0.7,1.4,0.524,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4,14.8,0.5770000000000001,0.146,0.43799999999999994,10.7,13.6,12.2,0.3,3.6,13.6,14.8,0.3,0.2,0.5,0.121,-0.7,0.0,-0.6,0.1,210.82,97.52228,1,2020
82.0,18.0,0.0,0.0,0.0,22,33,0,8.8,1.7,4.3,0.401,1.1,3.2,0.34600000000000003,0.6,1.1,0.5710000000000001,0.532,0.3,0.3,0.909,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9,13.1,0.5479999999999999,0.754,0.077,1.4,9.4,5.4,1.4,1.8,11.5,23.6,0.1,0.2,0.4,0.057999999999999996,0.3,-1.3,-1.0,0.1,175.26,81.64656,1,2020
6.0,26.0,68.0,0.0,0.0,25,11,0,4.2,0.4,1.3,0.28600000000000003,0.0,0.3,0.0,0.4,1.0,0.364,0.28600000000000003,0.3,0.5,0.6,0.2,0.5,0.6,0.1,0.1,0.3,0.2,0.7,1.0,2.5,0.34,0.214,0.35700000000000004,4.6,11.3,8.0,1.1,5.6,11.0,16.9,-0.1,0.0,-0.1,-0.076,-9.0,-1.0,-10.1,-0.1,195.58,88.45044,1,2020
0.0,11.0,85.0,4.0,0.0,22,18,1,8.8,1.3,3.0,0.426,0.3,1.1,0.316,0.9,1.9,0.486,0.48100000000000004,0.3,0.6,0.545,0.2,0.7,0.9,0.8,0.3,0.1,0.4,1.1,3.2,8.5,0.493,0.35200000000000004,0.204,2.7,7.6,5.2,1.5,1.1,12.0,17.6,0.0,0.2,0.1,0.040999999999999995,-4.2,0.1,-4.1,-0.1,200.66,95.25431999999999,1,2020
0.0,0.0,0.0,53.0,47.0,22,41,41,33.2,8.6,14.8,0.583,1.4,3.6,0.401,7.2,11.2,0.642,0.632,2.9,3.7,0.8,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6,23.5,0.659,0.243,0.248,9.0,24.0,16.4,1.1,4.1,10.1,22.7,3.8,1.2,4.9,0.174,3.7,-0.6,3.1,1.7,205.74,106.59412,3,2020
0.0,0.0,0.0,79.0,21.0,22,11,11,26.4,2.9,6.2,0.47100000000000003,0.6,1.7,0.368,2.3,4.5,0.51,0.522,0.5,0.7,0.75,2.3,4.0,6.3,1.5,0.5,0.5,1.3,3.3,7.0,9.9,0.5379999999999999,0.27899999999999997,0.11800000000000001,9.1,15.7,12.4,0.8,1.5,16.4,12.5,0.2,0.1,0.3,0.052000000000000005,-1.7,-1.4,-3.1,-0.1,210.82,113.398,3,2020
100.0,0.0,0.0,0.0,0.0,32,47,41,29.0,4.9,12.1,0.409,2.0,5.4,0.375,2.9,6.6,0.43700000000000006,0.494,2.4,3.0,0.8270000000000001,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,14.4,14.1,0.537,0.451,0.245,2.8,9.2,6.1,1.3,0.3,12.8,23.1,1.4,1.1,2.5,0.08900000000000001,0.7,-0.4,0.3,0.8,185.42,79.3786,13,2020
7.0,57.0,35.0,2.0,0.0,27,67,4,18.6,2.0,4.5,0.455,0.8,2.5,0.331,1.2,2.0,0.607,0.547,0.5,0.6,0.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1.0,5.4,11.5,0.565,0.551,0.133,5.1,16.8,11.3,0.9,2.2,14.0,12.3,1.1,2.3,3.4,0.13,-0.9,1.5,0.6,0.8,195.58,94.800728,5,2020
92.0,8.0,0.0,0.0,0.0,26,44,1,11.5,2.1,4.9,0.425,0.7,1.9,0.365,1.4,2.9,0.465,0.498,0.3,0.3,0.7859999999999999,0.3,0.9,1.2,1.1,0.3,0.0,0.8,0.6,5.1,10.0,0.509,0.397,0.065,2.4,8.5,5.5,1.1,0.4,13.0,21.0,-0.2,0.5,0.3,0.03,-2.3,-1.4,-3.8,-0.2,185.42,81.64656,4,2020
0.0,0.0,0.0,45.0,56.0,22,13,0,4.2,0.6,0.9,0.667,0.0,0.0,0.0,0.6,0.9,0.667,0.667,0.5,0.6,0.875,0.5,0.6,1.1,0.1,0.2,0.0,0.2,0.4,1.8,19.4,0.741,0.0,0.667,12.3,16.6,14.4,2.7,0.0,16.2,14.7,0.2,0.0,0.2,0.182,0.3,-0.7,-0.4,0.0,203.2,115.66596,1,2020
0.0,0.0,8.0,68.0,25.0,29,70,68,30.5,4.4,10.3,0.42200000000000004,2.3,6.9,0.335,2.1,3.5,0.593,0.5329999999999999,1.4,1.8,0.7979999999999999,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1,12.4,13.3,0.5589999999999999,0.664,0.172,3.0,20.2,11.4,2.5,3.7,11.7,17.0,0.7,3.0,3.7,0.083,-1.2,1.3,0.0,1.1,200.66,94.800728,7,2020
7.0,54.0,37.0,2.0,0.0,27,37,1,17.6,1.7,4.8,0.35600000000000004,1.0,3.2,0.303,0.7,1.6,0.466,0.45799999999999996,0.3,0.4,0.7140000000000001,0.3,1.8,2.1,0.9,0.4,0.1,0.5,1.3,4.6,6.0,0.47,0.672,0.079,1.8,11.0,6.3,1.1,0.5,8.5,12.7,-0.2,0.2,-0.1,-0.006999999999999999,-3.8,-1.5,-5.3,-0.5,195.58,96.161504,7,2020
0.0,22.0,73.0,5.0,0.0,29,58,27,18.5,2.1,4.6,0.461,0.8,2.4,0.326,1.4,2.3,0.603,0.545,0.4,0.6,0.611,1.1,2.2,3.3,0.8,0.4,0.6,0.4,2.3,5.4,10.8,0.5529999999999999,0.513,0.134,6.6,13.2,9.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,0.091,-2.0,-0.3,-2.3,-0.1,200.66,100.243832,3,2020
0.0,2.0,64.0,33.0,1.0,29,65,53,28.8,3.5,8.7,0.401,2.1,6.1,0.34299999999999997,1.4,2.6,0.5379999999999999,0.521,1.5,1.9,0.7759999999999999,0.8,5.1,5.9,2.5,1.1,0.4,1.1,2.2,10.5,12.5,0.5529999999999999,0.7,0.222,3.0,18.5,11.0,1.8,1.2,10.0,15.5,1.6,2.2,3.8,0.098,-0.5,0.4,-0.1,0.9,198.12,106.59412,8,2020
11.0,53.0,36.0,0.0,0.0,20,63,35,23.9,3.7,9.0,0.40399999999999997,1.0,3.5,0.299,2.6,5.5,0.47100000000000003,0.462,0.9,1.9,0.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,9.2,9.6,0.467,0.38799999999999996,0.20600000000000002,4.7,10.3,7.4,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.3,-0.7,-4.0,-0.8,198.12,88.45044,1,2020
21.0,73.0,6.0,0.0,0.0,29,64,25,24.6,4.4,9.0,0.495,2.3,5.0,0.452,2.2,4.0,0.5489999999999999,0.621,1.3,1.5,0.825,0.4,1.8,2.3,1.9,0.6,0.1,1.0,1.8,12.4,15.5,0.643,0.5589999999999999,0.16899999999999998,1.8,7.8,4.8,1.2,0.5,9.1,18.4,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2,187.96,83.91452,2,2020
100.0,0.0,0.0,0.0,0.0,31,5,5,27.8,6.6,16.4,0.402,2.4,9.8,0.245,4.2,6.6,0.636,0.47600000000000003,5.2,5.2,1.0,0.8,4.4,5.2,6.6,1.0,0.4,3.2,2.2,20.8,21.7,0.557,0.598,0.317,3.0,17.8,10.1,1.7,1.3,14.6,33.6,0.2,0.1,0.3,0.10300000000000001,4.5,-0.6,3.9,0.2,190.5,83.91452,11,2020
1.0,43.0,55.0,2.0,0.0,28,47,0,11.3,1.5,4.0,0.387,1.0,2.8,0.348,0.6,1.1,0.48100000000000004,0.511,0.2,0.3,0.625,0.3,0.9,1.1,0.4,0.2,0.1,0.3,0.8,4.3,8.4,0.518,0.71,0.086,2.5,8.2,5.4,1.0,0.5,5.9,16.3,0.1,0.5,0.6,0.055999999999999994,-1.7,-1.2,-2.9,-0.1,193.04,90.7184,7,2020
0.0,0.0,0.0,60.0,40.0,26,62,62,34.4,8.9,17.7,0.503,1.2,3.5,0.33,7.7,14.2,0.546,0.536,7.2,8.5,0.846,2.3,7.0,9.3,3.2,1.5,2.3,2.5,2.5,26.1,27.4,0.61,0.19899999999999998,0.479,7.4,22.1,14.8,2.0,6.0,10.4,29.3,6.7,4.4,11.1,0.25,5.4,2.6,8.0,5.4,208.28,114.758776,8,2020
0.0,0.0,0.0,0.0,100.0,30,28,1,10.8,0.8,1.6,0.478,0.0,0.0,0.0,0.8,1.6,0.478,0.478,0.3,0.5,0.5,1.3,2.5,3.8,0.4,0.4,0.3,0.5,2.2,1.8,9.5,0.489,0.0,0.304,13.2,24.6,19.1,1.8,2.5,20.0,9.4,0.2,0.5,0.6,0.102,-4.6,1.5,-3.2,-0.1,205.74,98.883056,10,2020
7.0,61.0,33.0,0.0,0.0,22,72,4,16.8,2.8,6.1,0.456,1.3,3.4,0.38799999999999996,1.5,2.7,0.541,0.564,0.7,0.8,0.8640000000000001,0.7,2.6,3.3,1.6,0.5,0.2,1.1,1.7,7.5,13.8,0.588,0.555,0.135,4.5,16.0,10.3,1.5,1.1,14.1,19.0,1.2,1.9,3.1,0.122,0.1,0.7,0.8,0.8,193.04,91.171992,1,2020
0.0,0.0,0.0,0.0,100.0,30,44,18,17.6,2.3,5.8,0.4,0.5,2.4,0.20600000000000002,1.8,3.4,0.541,0.44299999999999995,0.7,0.8,0.833,1.4,4.3,5.7,0.5,0.6,0.9,1.3,3.0,5.8,9.4,0.473,0.42,0.141,8.5,27.6,17.8,1.5,4.8,17.4,18.1,-1.0,1.0,0.1,0.005,-5.8,0.0,-5.8,-0.7,213.36,111.13004,7,2020
84.0,14.0,2.0,0.0,0.0,29,57,4,14.4,1.1,3.1,0.354,0.4,1.6,0.231,0.7,1.5,0.488,0.414,0.6,0.6,0.865,0.3,1.0,1.3,3.2,0.4,0.0,1.0,1.4,3.1,8.1,0.46299999999999997,0.52,0.21100000000000002,2.4,7.8,5.1,1.2,0.2,23.6,13.0,0.1,0.1,0.2,0.011000000000000001,-3.6,-1.6,-5.2,-0.7,190.5,90.7184,7,2020
0.0,0.0,71.0,29.0,0.0,30,68,68,34.1,8.2,15.4,0.531,0.1,0.5,0.257,8.1,14.9,0.54,0.535,5.6,6.6,0.845,0.6,4.9,5.5,5.6,1.0,0.3,2.4,2.6,22.1,21.6,0.603,0.033,0.43,2.0,15.4,8.7,1.4,0.8,11.6,26.3,5.9,1.3,7.3,0.151,2.3,-0.4,1.9,2.3,198.12,99.79024,11,2020
0.0,0.0,0.0,18.0,82.0,23,47,2,10.2,2.0,3.0,0.648,0.0,0.1,0.33299999999999996,1.9,3.0,0.655,0.6509999999999999,0.7,0.8,0.872,0.6,2.1,2.8,0.5,0.2,0.3,0.7,1.2,4.7,16.5,0.688,0.021,0.275,6.9,23.7,15.2,1.1,2.2,16.7,17.0,0.8,0.5,1.3,0.132,-1.1,-0.2,-1.3,0.1,203.2,99.336648,4,2020
0.0,19.0,71.0,10.0,0.0,21,46,3,19.5,2.9,6.4,0.446,0.3,1.2,0.281,2.5,5.2,0.485,0.473,0.8,1.4,0.603,1.0,2.7,3.6,0.8,0.8,0.2,1.1,2.2,6.9,9.3,0.491,0.193,0.213,5.6,14.7,10.3,2.0,0.9,13.6,18.4,-0.7,1.1,0.4,0.022000000000000002,-4.2,0.3,-3.9,-0.4,195.58,91.625584,2,2020
0.0,0.0,0.0,5.0,95.0,30,63,17,17.4,2.6,5.8,0.456,0.9,2.4,0.355,1.8,3.4,0.528,0.53,1.2,1.6,0.772,1.4,4.2,5.6,1.2,0.8,0.9,1.0,2.0,7.4,17.1,0.568,0.418,0.27699999999999997,8.5,25.8,17.0,2.2,4.5,12.8,17.6,1.3,1.7,2.9,0.129,-0.2,1.8,1.5,1.0,208.28,114.305184,7,2020
40.0,57.0,3.0,0.0,0.0,26,64,49,31.2,6.6,16.0,0.415,1.9,6.3,0.308,4.7,9.7,0.485,0.47600000000000003,5.4,7.0,0.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8,20.6,17.8,0.541,0.392,0.43700000000000006,1.7,9.6,5.7,0.9,0.9,12.5,29.2,3.2,1.6,4.8,0.11599999999999999,2.7,-0.8,1.8,1.9,195.58,97.52228,6,2020
33.0,64.0,3.0,0.0,0.0,23,66,24,23.0,3.5,7.7,0.455,1.3,3.7,0.336,2.3,4.0,0.5670000000000001,0.536,1.0,1.3,0.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2,14.1,0.557,0.484,0.16899999999999998,4.6,15.5,10.3,2.6,1.2,14.1,17.3,1.0,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,193.04,92.079176,2,2020
3.0,21.0,74.0,2.0,0.0,20,36,28,22.8,2.4,6.1,0.39399999999999996,0.8,2.8,0.297,1.6,3.3,0.479,0.46299999999999997,1.2,1.5,0.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8,7.6,0.506,0.46299999999999997,0.243,3.3,7.5,5.5,1.8,0.4,8.4,14.1,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,190.5,97.52228,1,2020
