,Player,Team,Salary
297,Frank Ntilikina,New York Knicks,174280.81416850837
298,Julius Randle,Los Angeles Lakers,173737.89444828595
299,Leandro Barbosa,Flamengo Flamengo,161464.482859536
300,Jordan Hill,Minnesota Timberwolves,161464.482859536
301,Jonas Jerebko,Utah Jazz,161464.482859536
302,Nemanja Bjelica,Minnesota Timberwolves,157453.0198904161
303,Stanley Johnson,Detroit Pistons,156688.8470588639
304,J.J. Barea,Dallas Mavericks,153799.3118585571
305,Quincy Pondexter,Chicago Bulls,149887.31951561666
306,Willie Cauley-Stein,Sacramento Kings,138463.8804516969
307,Buddy Hield,Sacramento Kings,136328.0275135479
308,Frank Kaminsky,Charlotte Hornets,132817.02619724904
309,Drew Gooden,Washington Wizards,126963.65030829624
310,Will Barton,Denver Nuggets,125987.12410451796
311,Paul Pierce,LA Clippers,125601.39996165219
312,Mike Miller,Denver Nuggets,123621.24468933225
313,Zaza Pachulia,Golden State Warriors,122043.95628349126
314,Nene Hilario,Houston Rockets,122043.95628349126
315,Jodie Meeks,Washington Wizards,120427.9843177621
316,Justise Winslow,Miami Heat,120039.66529902212
317,Malik Monk,Charlotte Hornets,119939.03051073235
318,Myles Turner,Indiana Pacers,117364.86896810067
319,Troy Daniels,Phoenix Suns,117243.48430666141
320,Jamal Murray,Denver Nuggets,113612.18554691048
321,Elfrid Payton,Phoenix Suns,112061.2946989192
322,Rajon Rondo,New Orleans Pelicans,109896.76364627168
323,Doug McDermott,New York Knicks,109563.5964198884
324,Anthony Tolliver,Detroit Pistons,109231.73180749397
325,Tyreke Evans,Memphis Grizzlies,109231.73180749397
326,Tarik Black,Houston Rockets,109231.73180749397
327,Luke Kennard,Detroit Pistons,108256.47703066816
328,Cameron Payne,Chicago Bulls,107465.59020754241
329,Dennis Smith Jr.,Dallas Mavericks,104521.26949835003
330,Kelly Oubre Jr.,Washington Wizards,103895.39601081812
331,Ekpe Udoh,Utah Jazz,103337.26903010302
332,T.J. Warren,Phoenix Suns,100319.63802449213
333,Marquese Chriss,Phoenix Suns,95347.26408525323
334,Zach Collins,Portland Trail Blazers,94322.67080015743
335,Seth Curry,Dallas Mavericks,92552.11900033303
336,Mindaugas Kuzminskas,New York Knicks,92345.94523553632
337,Justin Hamilton,Beijing Ducks,90823.771608489
338,Tibor Pleiss,Philadelphia 76ers,90823.771608489
339,Tomas Satoransky,Washington Wizards,90823.771608489
340,Bam Adebayo,Miami Heat,88169.59932184916
341,Jakob Poeltl,Toronto Raptors,87662.04658653992
342,Jusuf Nurkic,Portland Trail Blazers,87661.15429974873
343,Thon Maker,Milwaukee Bucks,79101.77387302836
344,Cedi Osman,Cleveland Cavaliers,77711.08958251339
345,Domantas Sabonis,Indiana Pacers,71392.89394810935
346,Jerian Grant,Chicago Bulls,70297.38115301788
347,Donovan Mitchell,Utah Jazz,69340.00220399018
348,Gary Harris,Denver Nuggets,65623.00569187531
349,Delon Wright,Toronto Raptors,64947.58925861565
350,D.J. Wilson,Milwaukee Bucks,64813.61063243619
351,Dario Saric,Philadelphia 76ers,64433.61676001333
352,Taurean Prince,Atlanta Hawks,64433.61676001333
353,Justin Anderson,Philadelphia 76ers,63884.40695411381
354,Manu Ginobili,San Antonio Spurs,63072.06361700624
355,Reggie Bullock,Detroit Pistons,63072.06361700624
356,Bobby Portis,Chicago Bulls,62787.09866202456
357,Rondae Hollis-Jefferson,Brooklyn Nets,61585.21497430696
358,Bruno Caboclo,Toronto Raptors,60634.99945127305
359,Kendrick Perkins,Cleveland Cavaliers,60331.614314078695
360,Trey Lyles,Denver Nuggets,60149.89918561352
361,T.J. Leaf,Indiana Pacers,58493.99204383761
362,Justin Jackson,Sacramento Kings,56470.93249371802
363,Shabazz Napier,Portland Trail Blazers,56270.584699221945
364,Clint Capela,Houston Rockets,54999.05122242742
365,Devin Booker,Phoenix Suns,54286.68835941994
366,John Collins,Atlanta Hawks,53341.495831188884
367,Denzel Valentine,Chicago Bulls,52487.42454058309
368,Larry Nance Jr.,Los Angeles Lakers,52110.24852291282
369,Justin Patton,Minnesota Timberwolves,50973.99766280161
370,Guerschon Yabusele,Boston Celtics,50973.99766280161
371,Brandon Jennings,Milwaukee Bucks,49860.768942397546
372,Mo Williams,Denver Nuggets,48599.0963034725
373,Kyle Anderson,San Antonio Spurs,46722.070212991835
374,Darius Miller,New Orleans Pelicans,44503.64808815961
375,Juan Hernangomez,Denver Nuggets,43527.437716084896
376,Sean Kilpatrick,Brooklyn Nets,42610.811871030244
377,Kendall Marshall,Milwaukee Bucks,42337.569132521974
378,OG Anunoby,Toronto Raptors,41755.16105476674
379,Jarrett Allen,Brooklyn Nets,41755.16105476674
380,Terry Rozier,Boston Celtics,39904.047615876
381,Kevin Seraphin,Indiana Pacers,39329.75848224395
382,Ante Zizic,Cleveland Cavaliers,38481.745608670644
383,Tyler Zeller,Brooklyn Nets,37743.612480003634
384,Rashad Vaughn,Orlando Magic,36011.34410705095
385,Harry Giles III,Sacramento Kings,34890.13714389513
386,Henry Ellenson,Detroit Pistons,34818.119851049014
387,Eric Moreland,Detroit Pistons,33659.004066886664
388,Sam Dekker,LA Clippers,32500.672701401712
389,Terrance Ferguson,Oklahoma City Thunder,32153.88574369532
390,Furkan Korkmaz,Philadelphia 76ers,30553.116769095697
391,Caris LeVert,Brooklyn Nets,29260.672701401712
392,Malik Beasley,Denver Nuggets,29186.48551966335
393,Spencer Dinwiddie,Brooklyn Nets,27677.44151921932
394,Julyan Stone,Charlotte Hornets,27677.44151921932
395,DeAndre' Bembry,Atlanta Hawks,26965.052320547366
396,Richaun Holmes,Philadelphia 76ers,25851.11229249291
397,T.J. McConnell,Philadelphia 76ers,25851.11229249291
398,Dwight Buycks,Detroit Pistons,25851.11229249291
399,Tyler Lydon,Denver Nuggets,25174.641131058703
400,Archie Goodwin,Portland Trail Blazers,25104.24018750063
401,Ryan Kelly,Atlanta Hawks,25104.24018750063
402,Jeff Withey,Dallas Mavericks,25104.24018750063
403,Malachi Richardson,Toronto Raptors,24854.336931972994
404,Caron Butler,Sacramento Kings,24296.82875966012
405,Willy Hernangomez,Charlotte Hornets,24087.2068905069
406,Pascal Siakam,Toronto Raptors,24087.2068905069
407,Isaiah Taylor,Atlanta Hawks,24087.2068905069
408,Okaro White,Miami Heat,24087.2068905069
409,Troy Williams,New York Knicks,24087.2068905069
410,Quinn Cook,Golden State Warriors,24087.2068905069
411,Rodney McGruder,Miami Heat,24087.2068905069
412,Malcolm Brogdon,Milwaukee Bucks,24087.2068905069
413,Trey Burke,New York Knicks,24087.2068905069
414,Mitch McGary,Oklahoma City Thunder,23501.13612061397
415,Joffrey Lauvergne,San Antonio Spurs,23447.728225253046
416,Johnny O'Bryant III,Charlotte Hornets,23447.728225253046
417,Tyler Ennis,Los Angeles Lakers,23447.728225253046
418,Jerami Grant,Oklahoma City Thunder,23447.728225253046
419,Elijah Millsap,Denver Nuggets,23447.728225253046
420,Marcelinho Huertas,Houston Rockets,22705.94290212225
421,Tyus Jones,Minnesota Timberwolves,21847.809531692452
422,Omri Casspi,Golden State Warriors,21847.809531692452
423,Mario Chalmers,Memphis Grizzlies,21847.809531692452
424,KJ McDaniels,Oklahoma City Thunder,21847.809531692452
425,Raymond Felton,Oklahoma City Thunder,21847.809531692452
426,Nick Collison,Oklahoma City Thunder,21847.809531692452
427,Josh Huestis,Oklahoma City Thunder,21847.809531692452
428,Anthony Morrow,Portland Trail Blazers,21847.809531692452
429,Raul Neto,Utah Jazz,21847.809531692452
430,Kris Humphries,Philadelphia 76ers,21847.809531692452
431,Damjan Rudez,Orlando Magic,21847.809531692452
432,Aaron Brooks,Minnesota Timberwolves,21847.809531692452
433,Pat Connaughton,Portland Trail Blazers,21847.809531692452
434,Joel Anthony,San Lorenzo San Lorenzo,21847.809531692452
435,JaVale McGee,Golden State Warriors,21847.809531692452
436,Montrezl Harrell,LA Clippers,21847.809531692452
437,Rakeem Christmas,Indiana Pacers,21847.809531692452
438,Damien Wilkins,Indiana Pacers,21847.809531692452
439,Luc Mbah a Moute,Houston Rockets,21847.809531692452
440,Kevon Looney,Golden State Warriors,21847.809531692452
441,Andrew Bogut,Los Angeles Lakers,21847.809531692452
442,David West,Golden State Warriors,21847.809531692452
443,Chris McCullough,Washington Wizards,21847.809531692452
444,Beno Udrih,Detroit Pistons,21847.809531692452
445,Nikola Jokic,Denver Nuggets,21847.809531692452
446,Donald Sloan,Denver Nuggets,21847.809531692452
447,Josh Childress,Maccabi Haifa Maccabi Haifa,21847.809531692452
448,Salah Mejri,Dallas Mavericks,21847.809531692452
449,Maalik Wayns,Dallas Mavericks,21847.809531692452
450,Jarell Martin,Memphis Grizzlies,21847.809531692452
451,Willie Reed,LA Clippers,21847.809531692452
452,Tony Allen,New Orleans Pelicans,21847.809531692452
453,Axel Toupane,New Orleans Pelicans,21847.809531692452
454,Ian Clark,New Orleans Pelicans,21847.809531692452
455,Perry Jones,New Orleans Pelicans,21847.809531692452
456,Jeremy Evans,Atlanta Hawks,21847.809531692452
457,Caleb Swanigan,Portland Trail Blazers,21685.90562804638
458,Jordan Adams,Memphis Grizzlies,21661.059877085165
459,Richard Jefferson,Denver Nuggets,21356.856887328067
460,Kyle Kuzma,Los Angeles Lakers,20450.71875510884
461,Tony Bradley,Utah Jazz,20203.229354242983
462,Derrick White,San Antonio Spurs,19909.591595773665
463,Josh Hart,Los Angeles Lakers,19624.857763918742
464,Timothe Luwawu-Cabarrot,Philadelphia 76ers,19402.57697314644
465,Josh Smith,New Orleans Pelicans,19216.638951288183
466,Dwayne Bacon,Charlotte Hornets,19169.376349126578
467,Tyler Dorsey,Atlanta Hawks,19169.376349126578
468,Wes Iwundu,Orlando Magic,19169.376349126578
469,Khem Birch,Orlando Magic,19169.376349126578
470,Damyean Dotson,New York Knicks,19169.376349126578
471,Jaylen Morris,Atlanta Hawks,19169.376349126578
472,Sterling Brown,Milwaukee Bucks,19169.376349126578
473,Rodney Purvis,Orlando Magic,19169.376349126578
474,Ike Anigbogu,Indiana Pacers,19169.376349126578
475,Antonius Cleveland,Dallas Mavericks,19169.376349126578
476,Jordan Bell,Golden State Warriors,19169.376349126578
477,Alfonzo McKinnie,Toronto Raptors,19169.376349126578
478,Alex Poythress,Indiana Pacers,19169.376349126578
479,Guillermo Hernangomez,New York Knicks,18391.813750719022
480,Sasha Kaun,Philadelphia 76ers,17937.98651367907
481,Brice Johnson,Memphis Grizzlies,17882.059737822045
482,Patrick McCaw,Golden State Warriors,17387.178078380915
483,Kyle Wiltjer,Toronto Raptors,17387.178078380915
484,Daniel Ochefu,Washington Wizards,17387.178078380915
485,Jarrod Uthoff,Washington Wizards,17387.178078380915
486,Carrick Felix,Washington Wizards,17387.178078380915
487,Davis Bertans,San Antonio Spurs,17387.178078380915
488,Semaj Christon,Oklahoma City Thunder,17387.178078380915
489,Dejounte Murray,San Antonio Spurs,17387.178078380915
490,Bryn Forbes,San Antonio Spurs,17387.178078380915
491,Tyler Ulis,Phoenix Suns,17387.178078380915
492,Yogi Ferrell,Dallas Mavericks,17387.178078380915
493,Chinanu Onuaku,Houston Rockets,17387.178078380915
494,Cheick Diallo,New Orleans Pelicans,17387.178078380915
495,Patricio Garino,Orlando Magic,17387.178078380915
496,Jake Layman,Portland Trail Blazers,17387.178078380915
497,AJ Hammons,Miami Heat,17387.178078380915
498,Stephen Zimmerman,Los Angeles Lakers,17387.178078380915
499,Ivica Zubac,Los Angeles Lakers,17387.178078380915
500,DeQuan Jones,Indiana Pacers,17387.178078380915
501,Deyonta Davis,Memphis Grizzlies,17387.178078380915
502,Shawn Long,Melbourne Melbourne United,17387.178078380915
503,Andrew Harrison,Memphis Grizzlies,17387.178078380915
504,Chasson Randle,Golden State Warriors,17387.178078380915
505,Michael Gbinije,Golden State Warriors,17387.178078380915
506,Isaiah Whitehead,Brooklyn Nets,17387.178078380915
507,Kalin Lucas,Detroit Pistons,17387.178078380915
508,Dorian Finney-Smith,Dallas Mavericks,17387.178078380915
509,Edy Tavares,Cleveland Cavaliers,17387.178078380915
510,Sheldon Mac,Cleveland Cavaliers,17387.178078380915
511,Diamond Stone,Chicago Bulls,17387.178078380915
512,Paul Zipser,Chicago Bulls,17387.178078380915
513,Wayne Selden,Memphis Grizzlies,17387.178078380915
514,Marcus Georges-Hunt,Minnesota Timberwolves,17387.178078380915
515,Skal Labissiere,Sacramento Kings,17387.178078380915
516,Nicolas Brussino,Atlanta Hawks,17387.178078380915
517,Damian Jones,Golden State Warriors,17387.178078380915
518,Khris Middleton,Milwaukee Bucks,17054.68600203849
519,Semi Ojeleye,Boston Celtics,16842.611886450104
520,Livio Jean-Charles,San Antonio Spurs,14262.768768732403
521,Frank Mason III,Sacramento Kings,14156.073872271503
522,Abdel Nader,Boston Celtics,13751.38842187642
523,Tony Wroten,Memphis Grizzlies,11146.28705883362
524,John Jenkins,New York Knicks,11146.28705883362
525,Chris Johnson,Houston Rockets,11146.28705883362
526,Anthony Bennett,Houston Rockets,10410.809688030437
527,Andrew Goudelock,Houston Rockets,10410.809688030437
528,Isaiah Canaan,Phoenix Suns,10042.081854510408
529,Jarnell Stokes,Memphis Grizzlies,9700.432379290161
530,Henry Sims,Utah Jazz,9700.432379290161
531,Chris Wright,Oklahoma City Thunder,9700.432379290161
532,Jordan Farmar,Sacramento Kings,9700.432379290161
533,Greg Stiemsma,Portland Trail Blazers,9700.432379290161
534,Cory Jefferson,Philadelphia 76ers,9700.432379290161
535,Elton Brand,Philadelphia 76ers,9700.432379290161
536,Arinze Onuaku,Orlando Magic,9700.432379290161
537,Lou Amundson,New York Knicks,9700.432379290161
538,Marcus Thornton,Brooklyn Nets,9700.432379290161
539,Toure' Murry,Minnesota Timberwolves,9700.432379290161
540,John Lucas III,Minnesota Timberwolves,9700.432379290161
541,Rasual Butler,Minnesota Timberwolves,9700.432379290161
542,Orlando Johnson,Milwaukee Bucks,9700.432379290161
543,Xavier Henry,Milwaukee Bucks,9700.432379290161
544,Steve Novak,Milwaukee Bucks,9700.432379290161
545,Dorell Wright,LA Clippers,9700.432379290161
546,Shayne Whittington,Indiana Pacers,9700.432379290161
547,Terrence Jones,Houston Rockets,9700.432379290161
548,Pablo Prigioni,Houston Rockets,9700.432379290161
549,Phil Pressey,Golden State Warriors,9700.432379290161
550,Devyn Marble,Golden State Warriors,9700.432379290161
551,Elliot Williams,Golden State Warriors,9700.432379290161
552,Anderson Varejao,Flamengo Flamengo,9700.432379290161
553,Cameron Bairstow,Detroit Pistons,9700.432379290161
554,Jorge Gutierrez,Denver Nuggets,9700.432379290161
555,Robbie Hummel,Denver Nuggets,9700.432379290161
556,Chris Andersen,Charlotte Hornets,9700.432379290161
557,Robert Sacre,New Orleans Pelicans,9700.432379290161
558,Will Bynum,Atlanta Hawks,9700.432379290161
559,Rade Zagorac,Memphis Grizzlies,9107.605986295703
560,Ivan Rabb,Memphis Grizzlies,9107.605986295703
561,Reggie Williams,New Orleans Pelicans,8087.126929339106
562,DJ Stephens,Memphis Grizzlies,7719.900825446802
563,D.J. Kennedy,Memphis Grizzlies,7719.900825446802
564,Casper Ware,Melbourne Melbourne United,7719.900825446802
565,Nick Johnson,San Antonio Spurs,7719.900825446802
566,Duje Dukan,Sacramento Kings,7719.900825446802
567,Grant Jerrett,Portland Trail Blazers,7719.900825446802
568,Branden Dawson,Orlando Magic,7719.900825446802
569,Kevin Murphy,Orlando Magic,7719.900825446802
570,J.J. O'Brien,Milwaukee Bucks,7719.900825446802
571,Keith Benson,Miami Heat,7719.900825446802
