,Player,Team,Salary
576,Rodney Carney,New Orleans Pelicans,12576.331116411688
577,Nate Robinson,Chicago Bulls,12576.331116411688
578,Darko Milicic,Boston Celtics,12576.331116411688
579,Chris Wilcox,Boston Celtics,12576.331116411688
580,Gary Neal,San Antonio Spurs,12576.331116411688
581,Dexter Pittman,Memphis Grizzlies,12576.331116411688
582,Earl Barron,Washington Wizards,12576.331116411688
583,Etan Thomas,Atlanta Hawks,12576.331116411688
584,Draymond Green,Golden State Warriors,12447.453655847288
585,Troy Murphy,Dallas Mavericks,12136.390209909723
586,Solomon Alabi,Philadelphia 76ers,11868.582454689546
587,Michael Redd,Phoenix Suns,11778.039790228102
588,Paul Davis,Washington Wizards,11740.150523895665
589,Kevin Ollie,Oklahoma City Thunder,11740.150523895665
590,Ryan Bowen,Oklahoma City Thunder,11740.150523895665
591,Desmond Mason,Sacramento Kings,11740.150523895665
592,Linton Johnson,Chicago Bulls,11740.150523895665
593,Jason Hart,New Orleans Pelicans,11740.150523895665
594,Kareem Rush,LA Clippers,11740.150523895665
595,Jermareo Davidson,Golden State Warriors,11740.150523895665
596,Marcus Williams,Denver Nuggets,11740.150523895665
597,Lindsey Hunter,Phoenix Suns,11740.150523895665
598,Tyler Honeycutt,Sacramento Kings,11300.005437685204
599,Sean Marks,Portland Trail Blazers,11001.460978309558
600,Ike Diogu,New York Knicks,10816.989010560954
601,Solomon Jones,New York Knicks,10816.989010560954
602,Jeffery Taylor,Charlotte Bobcats,10721.504933912205
603,Andy Rautins,Toronto Raptors,10721.504933912205
604,Marcus Cousin,San Antonio Spurs,10721.504933912205
605,Da'Sean Butler,null Unknown,10721.504933912205
606,Robert Vaden,San Antonio Spurs,10721.504933912205
607,Zabian Dowdell,Phoenix Suns,10721.504933912205
608,Terrico White,Perth Perth,10721.504933912205
609,Kyle O'Quinn,Orlando Magic,10721.504933912205
610,Gani Lawal,San Lorenzo San Lorenzo,10721.504933912205
611,Jarvis Varnado,Miami Heat,10721.504933912205
612,Marqus Blakely,Houston Rockets,10721.504933912205
613,Willie Warren,LA Clippers,10721.504933912205
614,Maalik Wayns,Philadelphia 76ers,10721.504933912205
615,Doron Lamb,Orlando Magic,10721.504933912205
616,Robert Sacre,Los Angeles Lakers,10721.504933912205
617,Pape Sy,Atlanta Hawks,10721.504933912205
618,Magnum Rolle,null Unknown,10721.504933912205
619,Jermaine Taylor,Cleveland Cavaliers,10505.125743246503
620,Josh Howard,Minnesota Timberwolves,10320.426720694644
621,Shaun Livingston,Washington Wizards,10320.426720694644
622,Yi Jianlian,Los Angeles Lakers,10259.977782992213
623,Cory Higgins,Charlotte Bobcats,10008.635139290884
624,D.J. Kennedy,Memphis Grizzlies,10008.635139290884
625,Travis Leslie,Utah Jazz,10008.635139290884
626,Brian Butch,Utah Jazz,10008.635139290884
627,Hamady Ndiaye,Sacramento Kings,10008.635139290884
628,Jerome Dyson,Phoenix Suns,10008.635139290884
629,Garret Siler,Phoenix Suns,10008.635139290884
630,Taylor Griffin,Phoenix Suns,10008.635139290884
631,Charles Jenkins,Philadelphia 76ers,10008.635139290884
632,Justin Harper,Philadelphia 76ers,10008.635139290884
633,Mickell Gladness,Orlando Magic,10008.635139290884
634,Mychel Thompson,New York Knicks,10008.635139290884
635,Lance Thomas,New Orleans Hornets,10008.635139290884
636,Jordan Williams,Bilbao Basket,10008.635139290884
637,Greg Smith,Houston Rockets,10008.635139290884
638,Jon Leuer,Memphis Grizzlies,10008.635139290884
639,Darington Hobson,Milwaukee Bucks,10008.635139290884
640,Kenny Hasbrouck,null Unknown,10008.635139290884
641,Derrick Caracter,Flamengo Flamengo,10008.635139290884
642,Trey Thompkins,LA Clippers,10008.635139290884
643,Isaiah Thomas,Sacramento Kings,10008.635139290884
644,Courtney Fortson,Houston Rockets,10008.635139290884
645,Jeremy Tyler,Golden State Warriors,10008.635139290884
646,Diamon Simpson,Houston Rockets,10008.635139290884
647,Xavier Silas,Denver Nuggets,10008.635139290884
648,Josh Selby,Memphis Grizzlies,10008.635139290884
649,Semih Erden,Fenerbahce Ulker Fenerbahce Ulker,10008.635139290884
650,Julyan Stone,Denver Nuggets,10008.635139290884
651,Jerome Jordan,New Orleans Pelicans,10008.635139290884
652,Curtis Jerrells,null Unknown,10008.635139290884
653,Dontell Jefferson,Charlotte Hornets,9343.160643649646
654,Mike Taylor,LA Clippers,9343.160643649646
655,Joe Crawford,New York Knicks,9343.160643649646
656,Sun Yue,Los Angeles Lakers,9343.160643649646
657,Walter Sharpe,Detroit Pistons,9343.160643649646
658,DeMarcus Nelson,Chicago Bulls,9343.160643649646
659,Ime Udoka,Philadelphia 76ers,8651.551402384397
660,Mickael Pietrus,Toronto Raptors,8407.873181052306
661,Mike Wilks,Oklahoma City Thunder,7962.176832075666
662,Brian Skinner,Memphis Grizzlies,7697.6778367445395
663,Quincy Acy,Toronto Raptors,7618.789194404245
664,Allen Iverson,Philadelphia 76ers,7294.333102405071
665,Acie Law,Golden State Warriors,6908.713424453863
666,Jae Crowder,Dallas Mavericks,6212.346514385638
667,Chris Douglas-Roberts,Dallas Mavericks,5855.612466835504
668,Orlando Johnson,Indiana Pacers,5211.563641375508
669,Will Barton,Portland Trail Blazers,5211.563641375508
670,Lazar Hayward,Minnesota Timberwolves,5075.78411108814
671,James Anderson,San Antonio Spurs,4889.544331352077
672,Jason Williams,Orlando Magic,4747.901614223692
673,Daequan Cook,Houston Rockets,4527.47213646544
674,Mike James,Dallas Mavericks,4351.65842397147
675,Glen Rice Jr.,Washington Wizards,4139.556756943009
676,Erik Jay Murphy,Boston Celtics,4139.556756943009
677,Ryan Reid,Oklahoma City Thunder,3887.1373440837983
678,Brian Roberts,New Orleans Hornets,3864.3227347529464
679,Sherron Collins,Charlotte Hornets,3864.3227347529464
680,Josh Akognon,Dallas Mavericks,3864.3227347529464
681,Steven Gray,Washington Wizards,3864.3227347529464
682,Chris Wright,Oklahoma City Thunder,3864.3227347529464
683,Kent Bazemore,Golden State Warriors,3864.3227347529464
684,Hollis Thompson,Sacramento Kings,3864.3227347529464
685,Pooh Jeter,Sacramento Kings,3864.3227347529464
686,Diante Garrett,Phoenix Suns,3864.3227347529464
687,Luke Zeller,Phoenix Suns,3864.3227347529464
688,Devin Searcy,Philadelphia 76ers,3864.3227347529464
689,Mike Scott,Atlanta Hawks,3864.3227347529464
690,Kevin Murphy,Utah Jazz,3864.3227347529464
691,Stanley Robinson,null Unknown,3864.3227347529464
692,John Shurna,New York Knicks,3864.3227347529464
693,Oscar Bellfield,New York Knicks,3864.3227347529464
694,Chris Smith,New York Knicks,3864.3227347529464
695,Carleton Scott,Brooklyn Nets,3864.3227347529464
696,Quincy Miller,Denver Nuggets,3864.3227347529464
697,Dennis Horner,Brooklyn Nets,3864.3227347529464
698,Stephen Dennis,Brooklyn Nets,3864.3227347529464
699,Brian Zoubek,null Unknown,3864.3227347529464
700,James Mays,Brooklyn Nets,3864.3227347529464
701,Darius Johnson-Odom,Los Angeles Lakers,3864.3227347529464
702,Micheal Eric,Milwaukee Bucks,3864.3227347529464
703,Khris Middleton,Detroit Pistons,3864.3227347529464
704,Tiny Gallon,null Unknown,3864.3227347529464
705,Robert Dozier,Miami Heat,3864.3227347529464
706,Scott Machado,Houston Rockets,3864.3227347529464
707,Greg Somogyi,Los Angeles Lakers,3864.3227347529464
708,Reeves Nelson,Los Angeles Lakers,3864.3227347529464
709,DeQuan Jones,Orlando Magic,3864.3227347529464
710,Luke Nevill,Indiana Pacers,3864.3227347529464
711,Pablo Prigioni,New York Knicks,3864.3227347529464
712,Matt Janning,Denver Nuggets,3864.3227347529464
713,Tu Holloway,null Unknown,3864.3227347529464
714,Bernard James,Dallas Mavericks,3864.3227347529464
715,Dionte Christmas,Philadelphia 76ers,3864.3227347529464
716,Ben Hansbrough,Indiana Pacers,3864.3227347529464
717,Tornike Shengelia,Brooklyn Nets,3864.3227347529464
718,Kim English,Detroit Pistons,3864.3227347529464
719,Chris Copeland,New York Knicks,3864.3227347529464
720,Tyshawn Taylor,Brooklyn Nets,3864.3227347529464
721,Darius Miller,New Orleans Hornets,3864.3227347529464
722,Vernon Macklin,New Orleans Pelicans,3864.3227347529464
723,Jamar Smith,Boston Celtics,3864.3227347529464
724,Ismail Muhammad,Atlanta Hawks,3864.3227347529464
725,Carldell Johnson,Atlanta Hawks,3864.3227347529464
726,Marcus Landry,Milwaukee Bucks,3607.380224381504
727,Deron Washington,null Unknown,3607.380224381504
728,Sam Young,Indiana Pacers,2785.0641621011646
729,Peja Stojakovic,Dallas Mavericks,2785.0641621011646
730,Kevin Jones,Cleveland Cavaliers,2620.7887245710153
731,Walker Russell Jr.,Oklahoma City Thunder,2413.6946109847704
732,Mickael Gelabale,Minnesota Timberwolves,2071.8258900317
733,Chris Johnson,Minnesota Timberwolves,2071.8258900317
734,Patrick Beverley,Houston Rockets,1364.0075352491212
735,Jeremy Pargo,Philadelphia 76ers,1205.5429282785474
736,Gilbert Arenas,Memphis Grizzlies,1181.076859640962
737,Derek Fisher,Oklahoma City Thunder,1176.6963622252085
738,Manny Harris,Dallas Mavericks,1094.2055036868583
739,Terrence Williams,Boston Celtics,1031.6825873475293
740,Aron Baynes,San Antonio Spurs,988.9464844600647
741,Bobby Simmons,LA Clippers,945.5153990765625
742,Mustafa Shakur,Oklahoma City Thunder,881.215116876852
743,Earl Boykins,Houston Rockets,837.5459508131762
744,Al Thornton,Golden State Warriors,767.6324005237407
745,Travis Diener,Portland Trail Blazers,751.1245814209909
746,Leon Powe,Memphis Grizzlies,696.2695039797395
747,Ben Uzoh,Denver Nuggets,625.5347719660947
748,Lou Amundson,Minnesota Timberwolves,595.7422304630969
749,Kenyon Martin,New York Knicks,503.0544222314106
750,Chris Quinn,Cleveland Cavaliers,494.0396182206602
751,Shavlik Randolph,Boston Celtics,460.5514781889601
752,D.J. White,Boston Celtics,420.52688918751295
753,James Singleton,Washington Wizards,395.8723076459238
754,Tim Ohlbrecht,Houston Rockets,361.5610173144511
755,Juwan Howard,Miami Heat,317.23650694300875
756,Armon Johnson,Brooklyn Nets,188.11584377368894
757,Shelvin Mack,Washington Wizards,183.2048211873751
758,Terrel Harris,Miami Heat,152.72854586176004
759,Morris Almond,Washington Wizards,98.9693826924402
760,Mikki Moore,Golden State Warriors,98.9693826924402
761,Keyon Dooling,Memphis Grizzlies,97.91192490179863
762,DaJuan Summers,LA Clippers,91.53820660188822
763,Damion James,Brooklyn Nets,81.79115160912411
764,Dominic McGuire,Toronto Raptors,81.79115160912411
765,Josh Harrellson,Miami Heat,65.09186287988422
766,Donald Sloan,Cleveland Cavaliers,65.09186287988422
767,Chris Johnson,Memphis Grizzlies,53.48520990972366
768,Lester Hudson,LA Clippers,40.07866142926056
769,Justin Holiday,Philadelphia 76ers,38.64257459858039
770,Jerel McNeal,Utah Jazz,34.631955499276415
771,Cedric Jackson,Cleveland Cavaliers,28.084567311005443
772,Jeff Foote,New Orleans Pelicans,25.13234160292192
773,Othyus Jeffers,Minnesota Timberwolves,22.164451519536904
774,Henry Sims,New Orleans Hornets,13.371302477430914
775,Kris Joseph,Brooklyn Nets,13.371302477430914
776,Chris Wright,Dallas Mavericks,13.371302477430914
777,Larry Owens,Brooklyn Nets,8.557479997932603
778,Mario West,Brooklyn Nets,6.962487233822618
