,Player,Team,Salary
156,Mark Blount,Miami Heat,1093636.9717907966
157,Andre Miller,Denver Nuggets,1050248.372303494
158,Arron Afflalo,Denver Nuggets,1034775.3428433602
159,Anderson Varejao,Cleveland Cavaliers,1021466.4737095997
160,Brendan Haywood,Dallas Mavericks,1001533.3238577631
161,Leandro Barbosa,Toronto Raptors,995107.1600854524
162,James Posey,Indiana Pacers,993955.2642822687
163,Raymond Felton,Portland Trail Blazers,984659.9131693197
164,Charlie Villanueva,Detroit Pistons,979456.9636827233
165,Marcus Thornton,Sacramento Kings,975563.7964302944
166,Marvin Williams,Atlanta Hawks,969092.4126524705
167,Tyrus Thomas,Charlotte Bobcats,919552.3131800875
168,Marcin Gortat,Phoenix Suns,907802.7062504307
169,Kendrick Perkins,Oklahoma City Thunder,874268.6132567708
170,Marko Jaric,Brooklyn Nets,868479.0848321964
171,Samuel Dalembert,Houston Rockets,844187.168355041
172,Derrick Rose,Chicago Bulls,842670.2430787678
173,Beno Udrih,Milwaukee Bucks,826289.8001516091
174,DeSagana Diop,Charlotte Bobcats,826289.8001516091
175,Trevor Ariza,New Orleans Hornets,794445.4484460065
176,Metta World Peace,Los Angeles Lakers,794445.4484460065
177,Kwame Brown,Golden State Warriors,784964.8542485011
178,JJ Redick,Orlando Magic,784964.8542485011
179,Morris Peterson,Oklahoma City Thunder,765319.8435669492
180,Andres Nocioni,Philadelphia 76ers,761878.9194404245
181,Mike Conley,Memphis Grizzlies,753098.8747853525
182,Jerome James,Chicago Bulls,750465.1643580731
183,Wesley Matthews,Portland Trail Blazers,729088.0763283027
184,Grant Hill,Phoenix Suns,727896.0788367445
185,Josh Childress,Phoenix Suns,727896.0788367445
186,Andray Blatche,Washington Wizards,714982.3130537006
187,Rasheed Wallace,New York Knicks,688645.3411618773
188,Glen Davis,Orlando Magic,683791.6063675832
189,Tayshaun Prince,Detroit Pistons,682085.3638313176
190,Michael Beasley,Minnesota Timberwolves,675642.442774602
191,Drew Gooden,Milwaukee Bucks,667865.1788298532
192,Al Harrington,Denver Nuggets,667865.1788298532
193,Jermaine O'Neal,Boston Celtics,667865.1788298532
194,Francisco Garcia,Sacramento Kings,641065.3986630832
195,Amir Johnson,Toronto Raptors,620219.1440975812
196,Channing Frye,Phoenix Suns,620219.1440975812
197,Luke Walton,Los Angeles Lakers,614312.8674414065
198,Kyle Lowry,Houston Rockets,569610.9847701744
199,Blake Griffin,LA Clippers,565868.6163324375
200,O.J. Mayo,Memphis Grizzlies,546595.678688047
201,Nenad Krstic,Bilbao Basket Bilbao Basket,529359.3651274205
202,John Wall,Washington Wizards,526872.4554889394
203,Wilson Chandler,Denver Nuggets,524319.1663030804
204,Chuck Hayes,Sacramento Kings,518553.83954413893
205,Sasha Vujacic,New York Knicks,516450.66437132173
206,Mike Miller,Miami Heat,502377.50671904074
207,Jason Richardson,Orlando Magic,501447.6087106333
208,Evan Turner,Philadelphia 76ers,482680.30953070085
209,Martell Webster,Minnesota Timberwolves,475941.28592102544
210,Tyreke Evans,Sacramento Kings,475185.4770626594
211,Antonio McDyess,San Antonio Spurs,469443.8701674591
212,Speedy Claxton,Atlanta Hawks,467548.9452504307
213,Lou Williams,Philadelphia 76ers,461563.2278960788
214,Kyrie Irving,Cleveland Cavaliers,455923.38085590245
215,Hasheem Thabeet,Portland Trail Blazers,452992.7709737441
216,Russell Westbrook,Oklahoma City Thunder,445023.6440813176
217,Jason Maxiell,Detroit Pistons,430707.7389566535
218,Jamal Crawford,Portland Trail Blazers,430707.7389566535
219,Kyle Korver,Chicago Bulls,430707.7389566535
220,Luc Mbah a Moute,Milwaukee Bucks,430707.7389566535
221,Richard Hamilton,Chicago Bulls,430707.7389566535
222,Jarrett Jack,New Orleans Hornets,430707.7389566535
223,Marcus Banks,New Orleans Pelicans,404849.5973295431
224,Darius Songaila,Philadelphia 76ers,399922.88608641725
225,Darko Milicic,Minnesota Timberwolves,393063.0599200606
226,Derrick Favors,Utah Jazz,389257.30518916686
227,Brad Miller,Minnesota Timberwolves,389041.1412032251
228,Zaza Pachulia,Atlanta Hawks,388713.7344083799
229,Ronnie Brewer,Chicago Bulls,382194.54207153193
230,Kevin Love,Minnesota Timberwolves,366090.264444232
231,James Harden,Oklahoma City Thunder,365305.8827372338
232,Derrick Williams,Minnesota Timberwolves,364982.2789332231
233,Linas Kleiza,Toronto Raptors,364551.03025291156
234,Nikola Pekovic,Minnesota Timberwolves,349431.68906346906
235,Jonas Jerebko,Detroit Pistons,348873.2685548894
236,Jeff Green,Houston Rockets,342082.3695152643
237,Daniel Gibson,Cleveland Cavaliers,334121.5956783819
238,Enes Kanter,Utah Jazz,321414.43936324166
239,J.J. Barea,Minnesota Timberwolves,318551.443732341
240,Ramon Sessions,Los Angeles Lakers,312355.0077308421
241,Randy Foye,LA Clippers,311186.3413961822
242,Jared Dudley,Phoenix Suns,311186.3413961822
243,Brandon Bass,Boston Celtics,311186.3413961822
244,Chris Andersen,Denver Nuggets,308847.7017435049
245,Danilo Gallinari,Denver Nuggets,302488.20193515264
246,Bruce Bowen,San Antonio Spurs,289607.8836744539
247,Charlie Bell,Golden State Warriors,289596.5820136448
248,Greg Buckner,Memphis Grizzlies,286917.98010517884
249,Udonis Haslem,Miami Heat,283984.5634346358
250,Spencer Hawes,Philadelphia 76ers,282730.2640854524
251,Wesley Johnson,Minnesota Timberwolves,276491.57477775484
252,Mario Chalmers,Miami Heat,275652.95293225825
253,Jordan Farmar,New Jersey Nets,275652.95293225825
254,Anthony Morrow,New Jersey Nets,275652.95293225825
255,Hakim Warrick,Phoenix Suns,275652.95293225825
256,Steve Blake,Los Angeles Lakers,275652.95293225825
257,Ryan Gomes,LA Clippers,275652.95293225825
258,Tiago Splitter,San Antonio Spurs,267988.6982289298
259,Matt Carroll,Charlotte Bobcats,262042.58838122807
260,DeMarcus Cousins,Sacramento Kings,259468.82778581764
261,Eric Gordon,New Orleans Hornets,252876.62535069944
262,Dorell Wright,Golden State Warriors,251797.41230790436
263,Nazr Mohammed,Oklahoma City Thunder,242273.10316311763
264,Mike Dunleavy,Milwaukee Bucks,242273.10316311763
265,Tristan Thompson,Cleveland Cavaliers,239258.96836882367
266,C.J. Miles,Utah Jazz,235855.5578526635
267,Joel Anthony,Miami Heat,235855.5578526635
268,Nick Young,Washington Wizards,235327.66460700505
269,Luke Ridnour,Minnesota Timberwolves,233312.65936186342
270,Matt Bonner,San Antonio Spurs,227015.71221831715
271,Shannon Brown,Phoenix Suns,211046.79208876024
272,Carlos Delfino,Milwaukee Bucks,211046.79208876024
273,Shaun Livingston,Milwaukee Bucks,211046.79208876024
274,Ricky Rubio,Minnesota Timberwolves,208656.109406657
275,Raja Bell,Utah Jazz,208641.7200744263
276,Jonny Flynn,Portland Trail Blazers,200887.47636965063
277,C.J. Watson,Chicago Bulls,199159.2584935566
278,Marco Belinelli,New Orleans Hornets,196544.15238122802
279,DeMar DeRozan,Toronto Raptors,192681.55300289436
280,Timofey Mozgov,Denver Nuggets,192640.7631937151
281,Daequan Cook,Oklahoma City Thunder,192371.47452560125
282,Thabo Sefolosha,Oklahoma City Thunder,187616.2910895183
283,Ekpe Udoh,Milwaukee Bucks,187043.6462270002
284,Nick Collison,Oklahoma City Thunder,184558.42743451518
285,Chris Duhon,Orlando Magic,181974.01970918613
286,Will Bynum,Detroit Pistons,181974.01970918613
287,Johan Petro,New Jersey Nets,181974.01970918613
288,D.J. Augustin,Charlotte Bobcats,180462.02985493763
289,Tony Allen,Memphis Grizzlies,170947.9015918958
290,Shawne Williams,New Jersey Nets,169323.70270829025
291,Shane Battier,Miami Heat,169323.70270829025
292,Stephen Curry,Golden State Warriors,167397.78606574322
293,Brook Lopez,New Jersey Nets,163114.60930137482
294,Jan Vesely,Washington Wizards,161850.84076907174
295,Corey Brewer,Denver Nuggets,161213.57935359384
296,Jerryd Bayless,Toronto Raptors,159456.06089173732
297,Greg Monroe,Detroit Pistons,155874.55596444078
298,Jason Thompson,Sacramento Kings,155187.5413247881
299,Travis Outlaw,Sacramento Kings,155054.7860243953
300,Jeff Foster,Indiana Pacers,155054.7860243953
301,Josh McRoberts,Los Angeles Lakers,155054.7860243953
302,Chris Wilcox,Boston Celtics,155054.7860243953
303,Vince Carter,Dallas Mavericks,155054.7860243953
304,Brandon Rush,Golden State Warriors,150606.89354565504
305,Anthony Randolph,Minnesota Timberwolves,146014.50512302737
306,Robin Lopez,Phoenix Suns,141177.2140170216
307,Julian Wright,Toronto Raptors,140729.27116065397
308,Jordan Hill,Los Angeles Lakers,140503.15584039694
309,Mark Madsen,Minnesota Timberwolves,138956.6535731514
310,James Johnson,Toronto Raptors,136230.7515683964
311,Bismack Biyombo,Charlotte Bobcats,134880.91519536902
312,Lou Amundson,Indiana Pacers,131566.6718782303
313,Al-Farouq Aminu,New Orleans Hornets,130816.46532974983
314,Eduardo Najera,Charlotte Bobcats,130289.0910343877
315,Marreese Speights,Memphis Grizzlies,127579.5736859107
316,Gordon Hayward,Utah Jazz,126500.28389497622
317,Dahntay Jones,Indiana Pacers,125594.37667976019
318,David Andersen,Fenerbahce Ulker Fenerbahce Ulker,124219.87602896079
319,Jrue Holiday,Philadelphia 76ers,123265.68158472882
320,Roy Hibbert,Indiana Pacers,115443.42547205568
321,Brandon Knight,Detroit Pistons,113200.4931155675
322,Ersan Ilyasova,Milwaukee Bucks,111237.6989869754
323,Kenyon Martin,LA Clippers,107676.93473916338
324,Aaron Gray,Toronto Raptors,107676.93473916338
325,Reggie Williams,Charlotte Bobcats,107676.93473916338
326,Jason Smith,New Orleans Hornets,107676.93473916338
327,DeShawn Stevenson,New Jersey Nets,107676.93473916338
328,Brandon Jennings,Milwaukee Bucks,107136.64527599752
329,JaVale McGee,Washington Wizards,104462.36923713045
330,Quentin Richardson,Orlando Magic,103092.38577630762
331,Paul George,Indiana Pacers,99751.75621252842
332,Ricky Davis,LA Clippers,99235.06305561298
333,Kemba Walker,Charlotte Bobcats,95655.77738267521
334,JJ Hickson,Sacramento Kings,95511.06891959549
335,Jimmer Fredette,Sacramento Kings,94257.9443456688
336,JR Smith,New York Knicks,94231.2691523844
337,Derek Fisher,Oklahoma City Thunder,93494.24414280546
338,Cole Aldrich,Oklahoma City Thunder,90031.63117634898
339,Gerald Henderson,Charlotte Bobcats,87264.83977672111
340,Anthony Parker,Cleveland Cavaliers,87218.31713872236
341,Keyon Dooling,Boston Celtics,86939.4418027703
342,Ben Wallace,Detroit Pistons,86939.4418027703
343,Ryan Anderson,Orlando Magic,86800.2489353077
344,Courtney Lee,Houston Rockets,85298.03009180966
345,Ed Davis,Toronto Raptors,83919.53624147199
346,Kosta Koufos,Denver Nuggets,83672.7168917373
347,Rudy Fernandez,Denver Nuggets,81909.09786108813
348,Xavier Henry,New Orleans Hornets,81249.05743229274
349,Nicolas Batum,Portland Trail Blazers,80035.80530675004
350,Josh Howard,Utah Jazz,79637.86093308525
351,Tyler Hansbrough,Indiana Pacers,78754.30779408723
352,Klay Thompson,Golden State Warriors,77907.92003307835
353,Alec Burks,Utah Jazz,76786.51618771967
354,Goran Dragic,Houston Rockets,76556.81896492316
355,Anthony Johnson,Orlando Magic,73308.93529046931
356,Brent Barry,Houston Rockets,73308.93529046931
357,Anthony Tolliver,Minnesota Timberwolves,72401.97091861347
358,Darrell Arthur,Phoenix Suns,70794.76673146234
359,Aaron Brooks,Minnesota Timberwolves,70068.3382066019
360,Markieff Morris,Phoenix Suns,69296.92842671077
361,D.J. White,Charlotte Bobcats,68993.68344512783
362,Chauncey Billups,LA Clippers,68915.44347432982
363,Dante Cunningham,Memphis Grizzlies,68913.23823306456
364,Earl Watson,Utah Jazz,68913.23823306456
365,Rasho Nesterovic,Toronto Raptors,68225.82868168975
366,Patrick Patterson,Houston Rockets,66181.57262766178
367,Austin Daye,Detroit Pistons,64147.132520157116
368,Matt Barnes,Los Angeles Lakers,62600.75873475294
369,Luke Babbitt,Portland Trail Blazers,61689.81459582386
370,Larry Sanders,Milwaukee Bucks,59726.17473640686
371,Omer Asik,Chicago Bulls,59442.94414582041
372,Marcus Morris Sr.,Houston Rockets,57272.930163324374
373,Dikembe Mutombo,Houston Rockets,57272.930163324374
374,Kawhi Leonard,San Antonio Spurs,56431.68674798429
375,Keith Bogans,New Jersey Nets,51443.45668802977
376,Nikola Vucevic,Philadelphia 76ers,50937.41765557163
377,Kevin Seraphin,Washington Wizards,48646.02249328096
378,Donte Greene,Sacramento Kings,48620.202732340986
379,Renaldo Balkman,New York Knicks,48336.176004410445
380,Ty Lawson,Denver Nuggets,47156.841596030594
381,Eric Bledsoe,LA Clippers,43904.02538763697
382,Jeff Teague,Atlanta Hawks,43004.39677486045
383,Sebastian Telfair,Phoenix Suns,42330.92567707256
384,Gustavo Ayon,New Orleans Hornets,42330.92567707256
385,Iman Shumpert,New York Knicks,42094.68910481704
386,George Hill,Indiana Pacers,40884.82329007305
387,Avery Bradley,Boston Celtics,40039.26797601819
388,Eric Maynor,Oklahoma City Thunder,39630.5944180277
389,Greg Oden,Miami Heat,38763.69650609882
390,Jeff Ayres,Indiana Pacers,38763.69650609882
391,Gary Forbes,Toronto Raptors,38763.69650609882
392,James Jones,Miami Heat,38763.69650609882
393,Chris Singleton,Washington Wizards,37992.29894562745
394,Alexis Ajinca,LA Clippers,37119.32784783957
395,Darren Collison,Indiana Pacers,36520.906925780444
396,Elliot Williams,Portland Trail Blazers,35867.664089311555
397,Tobias Harris,Milwaukee Bucks,34649.19346702502
398,Craig Brackins,Philadelphia 76ers,34007.17734132727
399,James Anderson,San Antonio Spurs,33890.125621941974
400,Zydrunas Ilgauskas,Miami Heat,33743.70896301082
401,Eddie House,Miami Heat,33743.70896301082
402,Nolan Smith,Portland Trail Blazers,32134.089973123835
403,Jamaal Tinsley,Utah Jazz,31500.12846738681
404,Kurt Thomas,Portland Trail Blazers,31500.12846738681
405,Shaquille O'Neal,Boston Celtics,31500.12846738681
406,Roko-Leni Ukic,Milwaukee Bucks,31398.594169940046
407,Omri Casspi,Cleveland Cavaliers,31025.71569154435
408,Hamed Haddadi,Memphis Grizzlies,29115.843153469785
409,Trevor Booker,Washington Wizards,28888.73624147199
410,Serge Ibaka,Oklahoma City Thunder,28589.67748604507
411,Byron Mullens,Charlotte Bobcats,28589.67748604507
412,Kenneth Faried,Denver Nuggets,27122.911556750052
413,Damion James,New Jersey Nets,26622.008931155673
414,Rodrigue Beaubois,Dallas Mavericks,26350.292164564813
415,Brian Cook,Washington Wizards,25775.87801591896
416,Royal Ivey,Oklahoma City Thunder,24808.765763903244
417,Taj Gibson,Chicago Bulls,24630.464172007443
418,Dominique Jones,Dallas Mavericks,24531.685590241887
419,Sam Young,Memphis Grizzlies,24182.216292812347
420,Earl Clark,Orlando Magic,23182.41334160292
421,Reggie Jackson,Oklahoma City Thunder,23035.55823857763
422,Wayne Ellington,Minnesota Timberwolves,22944.80603679967
423,Quincy Pondexter,Memphis Grizzlies,22935.263593136242
424,Toney Douglas,New York Knicks,22612.00140583006
425,Jordan Hamilton,Denver Nuggets,21669.890262559435
426,Jordan Crawford,Washington Wizards,21628.175067190405
427,Greivis Vasquez,New Orleans Hornets,21364.912135621253
428,Stephen Graham,Milwaukee Bucks,21110.164314675076
429,Joey Graham,Cleveland Cavaliers,21110.164314675076
430,Daniel Orton,Orlando Magic,21057.523837089106
431,Christian Eyenga,Los Angeles Lakers,20752.36286954724
432,Lazar Hayward,Oklahoma City Thunder,20752.36286954724
433,Norris Cole,Miami Heat,20188.9868100062
434,Cory Joseph,San Antonio Spurs,19899.095141616704
435,Alando Tucker,Minnesota Timberwolves,19788.156543311972
436,Von Wafer,Orlando Magic,19706.593292691752
437,MarShon Brooks,New Jersey Nets,19499.15130289091
438,Stephen Jackson,San Antonio Spurs,19348.598692371306
439,DeJuan Blair,San Antonio Spurs,19139.20474123079
440,JaJuan Johnson,Boston Celtics,18717.369278478396
441,Quinton Ross,Brooklyn Nets,18396.314674453864
442,Jawad Williams,Cleveland Cavaliers,18255.835457945694
443,Earl Barron,Golden State Warriors,18186.204875198124
444,Jimmy Butler,Chicago Bulls,17958.08906346909
445,Jon Brockman,Milwaukee Bucks,17228.30955826614
446,Jeremy Pargo,Memphis Grizzlies,17228.30955826614
447,Shavlik Randolph,Denver Nuggets,16977.010240507203
448,Ian Mahinmi,Dallas Mavericks,14450.845667149058
449,John Lucas III,Chicago Bulls,14450.845667149058
450,Brandan Wright,Dallas Mavericks,14450.845667149058
451,Henry Walker,New York Knicks,13497.302294810834
452,DeMarre Carroll,Utah Jazz,13497.302294810834
453,Alexander Johnson,Miami Heat,13497.302294810834
454,Pops Mensah-Bonsu,Denver Nuggets,13497.302294810834
455,Salim Stoudamire,Atlanta Hawks,13490.014198900835
456,Patrick Ewing Jr.,New Orleans Pelicans,13472.092031028185
457,Quincy Douby,Sacramento Kings,12599.893627610089
458,Marcus Haislip,San Antonio Spurs,12599.893627610089
459,Mouhamed Sene,New York Knicks,12599.893627610089
460,Anthony Roberson,Chicago Bulls,12599.893627610089
461,Tarence Kinsey,Golden State Warriors,12599.893627610089
462,Javaris Crittenton,Washington Wizards,12576.331116411688
463,Jannero Pargo,Atlanta Hawks,12576.331116411688
464,Darius Miles,Memphis Grizzlies,12576.331116411688
465,Kyle Weaver,Memphis Grizzlies,12576.331116411688
466,Derrick Byars,San Antonio Spurs,12576.331116411688
467,Luke Jackson,Miami Heat,12576.331116411688
468,Josh Davis,Memphis Grizzlies,12576.331116411688
469,Kenny Thomas,Sacramento Kings,12576.331116411688
470,Jodie Meeks,Philadelphia 76ers,12576.331116411688
471,Mickael Pietrus,Boston Celtics,12576.331116411688
472,Jamaal Magloire,Toronto Raptors,12576.331116411688
473,Melvin Ely,Washington Wizards,12576.331116411688
474,Maurice Evans,Washington Wizards,12576.331116411688
475,Dominic McGuire,Golden State Warriors,12576.331116411688
476,Mike Harris,Utah Jazz,12576.331116411688
477,Dwayne Jones II,Utah Jazz,12576.331116411688
478,Derrick Brown,Charlotte Bobcats,12576.331116411688
479,Malik Hairston,San Antonio Spurs,12576.331116411688
480,Tracy McGrady,Atlanta Hawks,12576.331116411688
481,Trey Johnson,New Orleans Hornets,12576.331116411688
482,Antoine Wright,Sacramento Kings,12576.331116411688
483,Sean May,Sacramento Kings,12576.331116411688
484,Luther Head,Sacramento Kings,12576.331116411688
485,Reggie Evans,LA Clippers,12576.331116411688
486,Roger Mason Jr.,Washington Wizards,12576.331116411688
487,Hassan Whiteside,Sacramento Kings,12576.331116411688
488,Coby Karl,Denver Nuggets,12576.331116411688
489,Craig Smith,Portland Trail Blazers,12576.331116411688
490,Fabricio Oberto,Portland Trail Blazers,12576.331116411688
491,Sasha Pavlovic,Boston Celtics,12576.331116411688
492,Jared Jeffries,New York Knicks,12576.331116411688
493,A.J. Price,Indiana Pacers,12576.331116411688
494,Ronnie Price,Phoenix Suns,12576.331116411688
495,Sonny Weems,Philadelphia 76ers,12576.331116411688
496,Francisco Elson,Philadelphia 76ers,12576.331116411688
497,Tony Battie,Philadelphia 76ers,12576.331116411688
498,Willie Green,Atlanta Hawks,12576.331116411688
499,Larry Hughes,Orlando Magic,12576.331116411688
500,Malik Allen,Orlando Magic,12576.331116411688
501,DaJuan Summers,New Orleans Hornets,12576.331116411688
502,Didier Ilunga-Mbenga,New York Knicks,12576.331116411688
503,Baron Davis,New York Knicks,12576.331116411688
504,Mike Bibby,New York Knicks,12576.331116411688
505,Chase Budinger,Houston Rockets,12576.331116411688
506,Jason Collins,Atlanta Hawks,12576.331116411688
507,Jerry Stackhouse,Atlanta Hawks,12576.331116411688
508,Shelden Williams,New Jersey Nets,12576.331116411688
509,Maurice Ager,Minnesota Timberwolves,12576.331116411688
510,Rasual Butler,Toronto Raptors,12576.331116411688
511,Steve Novak,New York Knicks,12576.331116411688
512,Marquis Daniels,Boston Celtics,12576.331116411688
513,Josh Powell,Milwaukee Bucks,12576.331116411688
514,Juwan Howard,Miami Heat,12576.331116411688
515,Danny Green,San Antonio Spurs,12576.331116411688
516,Joe Smith,Los Angeles Lakers,12576.331116411688
517,Theo Ratliff,Los Angeles Lakers,12576.331116411688
518,Sundiata Gaines,New Jersey Nets,12576.331116411688
519,Darnell Jackson,Indiana Pacers,12576.331116411688
520,Damien Wilkins,Detroit Pistons,12576.331116411688
521,Joe Alexander,Golden State Warriors,12576.331116411688
522,Hilton Armstrong,Golden State Warriors,12576.331116411688
523,Jason Kapono,Los Angeles Lakers,12576.331116411688
524,T.J. Ford,San Antonio Spurs,12576.331116411688
525,Alonzo Gee,Cleveland Cavaliers,12576.331116411688
526,Joey Dorsey,Barcelona FC Barcelona,12576.331116411688
527,Anthony Carter,Toronto Raptors,12576.331116411688
528,Delonte West,Dallas Mavericks,12576.331116411688
529,Troy Murphy,Los Angeles Lakers,12576.331116411688
530,Eddy Curry,Miami Heat,12576.331116411688
531,Tim Thomas,Dallas Mavericks,12576.331116411688
532,Brian Cardinal,Dallas Mavericks,12576.331116411688
533,Chris Richard,Chicago Bulls,12576.331116411688
534,Brian Scalabrine,Chicago Bulls,12576.331116411688
535,Vladimir Radmanovic,Atlanta Hawks,12576.331116411688
536,Chris Douglas-Roberts,New Orleans Pelicans,12576.331116411688
537,D.J. Strawberry,Phoenix Suns,12576.331116411688
538,Gary Neal,San Antonio Spurs,12576.331116411688
539,Etan Thomas,Atlanta Hawks,12576.331116411688
540,Chandler Parsons,Houston Rockets,12447.453655847288
541,Solomon Alabi,Toronto Raptors,11868.582454689546
542,Michael Redd,Phoenix Suns,11778.039790228102
543,Paul Davis,Washington Wizards,11740.150523895665
544,Kevin Ollie,Oklahoma City Thunder,11740.150523895665
545,Ryan Bowen,Oklahoma City Thunder,11740.150523895665
546,Desmond Mason,Sacramento Kings,11740.150523895665
547,Linton Johnson,Chicago Bulls,11740.150523895665
548,James White,New York Knicks,11740.150523895665
549,Jason Hart,New Orleans Pelicans,11740.150523895665
550,Kareem Rush,LA Clippers,11740.150523895665
551,Jermareo Davidson,Golden State Warriors,11740.150523895665
552,Marcus Williams,Denver Nuggets,11740.150523895665
553,Lindsey Hunter,Phoenix Suns,11740.150523895665
554,Gabe Pruitt,Boston Celtics,11740.150523895665
555,Lance Stephenson,Indiana Pacers,11303.493901178417
556,Tyler Honeycutt,Sacramento Kings,11300.005437685204
557,Chris Quinn,Cleveland Cavaliers,11140.284356023018
558,Sean Marks,Portland Trail Blazers,11001.460978309558
559,Ike Diogu,San Antonio Spurs,10816.989010560954
560,Solomon Jones,LA Clippers,10816.989010560954
561,Andy Rautins,Toronto Raptors,10721.504933912205
562,Marcus Cousin,San Antonio Spurs,10721.504933912205
563,Da'Sean Butler,null Unknown,10721.504933912205
564,Robert Vaden,San Antonio Spurs,10721.504933912205
565,Zabian Dowdell,Phoenix Suns,10721.504933912205
566,Terrico White,Perth Perth,10721.504933912205
567,Gani Lawal,San Lorenzo San Lorenzo,10721.504933912205
568,Marqus Blakely,Houston Rockets,10721.504933912205
569,Willie Warren,LA Clippers,10721.504933912205
570,Pape Sy,Atlanta Hawks,10721.504933912205
571,Magnum Rolle,null Unknown,10721.504933912205
572,Nate Robinson,Golden State Warriors,10629.691736768658
573,Jermaine Taylor,Cleveland Cavaliers,10505.125743246503
574,Yi Jianlian,Dallas Mavericks,10259.977782992213
575,Tony Gaffney,Memphis Grizzlies,10008.635139290884
576,Jeremy Lin,New York Knicks,10008.635139290884
577,Landry Fields,New York Knicks,10008.635139290884
578,Brian Butch,Utah Jazz,10008.635139290884
