,Player,Team,Salary
138,Reggie Jackson,Detroit Pistons,2376146.397889211
139,Tony Parker,San Antonio Spurs,2216490.526836504
140,Jonas Valanciunas,Toronto Raptors,2197110.6250335025
141,DeMarre Carroll,Toronto Raptors,2141848.03968431
142,Thaddeus Young,Indiana Pacers,2127889.1148264236
143,Manu Ginobili,San Antonio Spurs,2081939.177634025
144,Eric Bledsoe,Phoenix Suns,2081939.177634025
145,Rajon Rondo,Chicago Bulls,2081939.177634025
146,Ricky Rubio,Minnesota Timberwolves,1950251.213579342
147,Rudy Gay,Sacramento Kings,1888380.1120517615
148,Jamal Crawford,LA Clippers,1865697.1529709485
149,Robin Lopez,Chicago Bulls,1856203.5473959828
150,Michael Kidd-Gilchrist,Charlotte Hornets,1795141.4337762767
151,JR Smith,Cleveland Cavaliers,1740331.1982834623
152,Brandon Knight,Phoenix Suns,1688044.135650022
153,John Henson,Milwaukee Bucks,1664387.7927327151
154,Miles Plumlee,Charlotte Hornets,1659709.165843451
155,Jordan Clarkson,Los Angeles Lakers,1659709.165843451
156,Arron Afflalo,Sacramento Kings,1659709.165843451
157,Tyson Chandler,Phoenix Suns,1637213.8661398087
158,Eric Gordon,Houston Rockets,1629406.7685594894
159,Serge Ibaka,Toronto Raptors,1593984.6828760505
160,Marvin Williams,Charlotte Hornets,1593984.6828760505
161,Stephen Curry,Golden State Warriors,1558365.895976132
162,Nikola Pekovic,Minnesota Timberwolves,1555187.3214152937
163,Kenneth Faried,Denver Nuggets,1549704.536047332
164,Kyle Lowry,Toronto Raptors,1529587.9672413243
165,Amir Johnson,Boston Celtics,1529587.9672413243
166,Marcin Gortat,Washington Wizards,1529587.9672413243
167,Kemba Walker,Charlotte Hornets,1529587.9672413243
168,Nikola Vucevic,Orlando Magic,1466519.0189392732
169,Jeremy Lin,Brooklyn Nets,1400689.6150379316
170,Jrue Holiday,New Orleans Pelicans,1353106.3229801897
171,Courtney Lee,New York Knicks,1342453.119191018
172,Solomon Hill,New Orleans Pelicans,1342266.3620611622
173,Wilson Chandler,Denver Nuggets,1340339.3673169115
174,Andre Iguodala,Golden State Warriors,1316161.0905901024
175,Derrick Favors,Utah Jazz,1296989.6859033597
176,Austin Rivers,LA Clippers,1285278.7780291685
177,Joe Johnson,Utah Jazz,1285278.7780291685
178,Jon Leuer,Detroit Pistons,1283399.9202261348
179,Monta Ellis,Indiana Pacers,1230605.9106890582
180,Mirza Teletovic,Milwaukee Bucks,1171090.787419139
181,Jared Dudley,Phoenix Suns,1164408.3999872536
182,Zach Randolph,Memphis Grizzlies,1140387.9469320606
183,Al Jefferson,Indiana Pacers,1130084.7686925635
184,Tyreke Evans,Sacramento Kings,1105941.133170018
185,Alec Burks,Utah Jazz,1095288.7490841062
186,Terrence Ross,Toronto Raptors,1062213.8661398084
187,Danny Green,San Antonio Spurs,1062213.8661398084
188,Omer Asik,New Orleans Pelicans,1042021.1953733787
189,Iman Shumpert,Cleveland Cavaliers,991810.9851830088
190,Matthew Dellavedova,Milwaukee Bucks,980466.4844969886
191,Jerryd Bayless,Philadelphia 76ers,943387.8168218136
192,Trevor Booker,Brooklyn Nets,908856.7392158738
193,Meyers Leonard,Portland Trail Blazers,901694.9639515312
194,Gerald Henderson,Philadelphia 76ers,860393.231573245
195,Maurice Harkless,Portland Trail Blazers,858246.4572535929
196,Taj Gibson,Oklahoma City Thunder,850859.8621246403
197,Jeff Teague,Indiana Pacers,822578.4179386677
198,Tiago Splitter,Philadelphia 76ers,776504.8914948537
199,Ersan Ilyasova,Oklahoma City Thunder,749498.1039482489
200,Dwight Powell,Dallas Mavericks,745043.4445471251
201,Avery Bradley,Boston Celtics,726419.660873023
202,E'Twaun Moore,New Orleans Pelicans,693715.1773129071
203,Darrell Arthur,Denver Nuggets,691795.7206656364
204,Kosta Koufos,Sacramento Kings,687742.7132128783
205,Anthony Tolliver,Sacramento Kings,679816.8743294774
206,Sergio Rodriguez,Philadelphia 76ers,679816.8743294774
207,Garrett Temple,Sacramento Kings,679816.8743294774
208,Kevin Garnett,Minnesota Timberwolves,679816.8743294774
209,George Hill,Utah Jazz,679816.8743294774
210,Yi Jianlian,Los Angeles Lakers,679816.8743294774
211,Tyler Zeller,Boston Celtics,679816.8743294774
212,Trevor Ariza,Houston Rockets,647406.5644268931
213,Channing Frye,Cleveland Cavaliers,647406.5644268931
214,Al-Farouq Aminu,Portland Trail Blazers,626676.6868617422
215,Cole Aldrich,Minnesota Timberwolves,620655.9696678563
216,Corey Brewer,Los Angeles Lakers,615501.5514439099
217,Festus Ezeli,Portland Trail Blazers,581668.3130981592
218,Markieff Morris,Washington Wizards,581668.3130981592
219,JJ Redick,LA Clippers,578136.518381611
220,Cory Joseph,Toronto Raptors,568382.407613949
221,D.J. Augustin,Orlando Magic,558326.1633897369
222,Boris Diaw,Utah Jazz,520484.79440850625
223,Lou Williams,Los Angeles Lakers,520484.79440850625
224,Rodney Stuckey,Indiana Pacers,520484.79440850625
225,Boban Marjanovic,Detroit Pistons,520484.79440850625
226,Ed Davis,Portland Trail Blazers,472095.098827199
227,Isaiah Thomas,Boston Celtics,460897.86798194237
228,Victor Oladipo,Oklahoma City Thunder,456128.420249206
229,Jodie Meeks,Orlando Magic,454325.8659698544
230,Jeremy Lamb,Charlotte Hornets,450392.479636128
231,Aron Baynes,Detroit Pistons,448785.35844406916
232,Carl Landry,Philadelphia 76ers,448785.35844406916
233,Tim Duncan,San Antonio Spurs,434233.4434052452
234,Spencer Hawes,Charlotte Hornets,428143.7901923775
235,Marco Belinelli,Charlotte Hornets,426065.73923593893
236,Jae Crowder,Boston Celtics,419775.5068615191
237,Lance Thomas,New York Knicks,407130.43986276194
238,Tarik Black,Los Angeles Lakers,407130.43986276194
239,Andrew Nicholson,Washington Wizards,393824.6683667294
240,Patrick Patterson,Toronto Raptors,388796.83035382343
241,Andrew Wiggins,Minnesota Timberwolves,383238.72789267387
242,Ish Smith,Detroit Pistons,382396.99181033106
243,Ramon Sessions,Charlotte Hornets,382396.99181033106
244,Wayne Ellington,Miami Heat,382396.99181033106
245,Patrick Beverley,Houston Rockets,382396.99181033106
246,Alex Abrines,Oklahoma City Thunder,381729.8728072826
247,Karl-Anthony Towns,Minnesota Timberwolves,377335.61948950007
248,Ben Simmons,Philadelphia 76ers,370152.83117810136
249,Otto Porter Jr.,Washington Wizards,369002.6027252265
250,Nikola Mirotic,Chicago Bulls,355169.56122600724
251,Shaun Livingston,Golden State Warriors,355169.56122600724
252,Josh McRoberts,Miami Heat,355169.56122600724
253,Brandan Wright,Memphis Grizzlies,346310.7147042265
254,Wesley Johnson,LA Clippers,336449.69886236894
255,Jared Sullinger,Toronto Raptors,336449.69886236894
256,Tyler Johnson,Miami Heat,336449.69886236894
257,Tony Allen,Memphis Grizzlies,321976.4566874223
258,Luis Scola,Brooklyn Nets,321319.6945072921
259,Nick Young,Los Angeles Lakers,314800.28457478515
260,Jabari Parker,Milwaukee Bucks,306802.5818425162
261,D'Angelo Russell,Los Angeles Lakers,302080.4078901246
262,Cody Zeller,Charlotte Hornets,300441.3834907428
263,P.J. Tucker,Toronto Raptors,298375.8749986722
264,Brandon Ingram,Los Angeles Lakers,296316.7056754087
265,Kyle Korver,Cleveland Cavaliers,291595.76470867725
266,Darren Collison,Sacramento Kings,290485.63502454775
267,Langston Galloway,Sacramento Kings,287222.6294042042
268,C.J. Watson,Orlando Magic,265553.4665349521
269,Brandon Jennings,Washington Wizards,265553.4665349521
270,Jonas Jerebko,Boston Celtics,265553.4665349521
271,Roy Hibbert,Charlotte Hornets,265553.4665349521
272,Jason Smith,Washington Wizards,265553.4665349521
273,Kyle Singler,Oklahoma City Thunder,248572.9820592078
274,Mike Dunleavy,Cleveland Cavaliers,248572.9820592078
275,Joel Embiid,Philadelphia 76ers,247408.9453873363
276,Alex Len,Phoenix Suns,247148.69455658944
277,Jahlil Okafor,Philadelphia 76ers,243597.38425161722
278,Jaylen Brown,Boston Celtics,238956.15181160576
279,Alexis Ajinca,New Orleans Pelicans,228513.29434168234
280,Marcus Morris Sr.,Detroit Pistons,227214.18480396844
281,C.J. Miles,Indiana Pacers,223150.03667293373
282,Jameer Nelson,Denver Nuggets,218989.91189599867
283,Nerlens Noel,Philadelphia 76ers,204197.36528578863
284,Aaron Gordon,Orlando Magic,201119.42196870717
285,Greivis Vasquez,Brooklyn Nets,200796.56401725035
286,Kristaps Porzingis,New York Knicks,198025.40813868263
287,Dragan Bender,Phoenix Suns,194246.12283866035
288,Vince Carter,Memphis Grizzlies,193133.659425013
289,Devin Harris,Dallas Mavericks,189880.82147388547
290,J.J. Barea,Dallas Mavericks,178292.59002262514
291,Ben McLemore,Sacramento Kings,170709.82324680538
292,Lavoy Allen,Indiana Pacers,169954.21858236936
293,Leandro Barbosa,Phoenix Suns,169954.21858236936
294,Kris Humphries,Atlanta Hawks,169954.21858236936
295,James Johnson,Miami Heat,169954.21858236936
296,Jordan Hill,Minnesota Timberwolves,169954.21858236936
297,Udonis Haslem,Miami Heat,169954.21858236936
298,Lance Stephenson,Minnesota Timberwolves,169954.21858236936
299,Dante Exum,Utah Jazz,164920.61759663493
300,Kyle O'Quinn,New York Knicks,163119.9511647175
301,Mario Hezonja,Orlando Magic,162379.02792135367
302,Kris Dunn,Minnesota Timberwolves,159293.95866288518
303,Thabo Sefolosha,Atlanta Hawks,157446.65030857315
304,Nemanja Bjelica,Minnesota Timberwolves,153383.68227058835
305,Nick Collison,Oklahoma City Thunder,149373.8249259106
306,Bojan Bogdanovic,Washington Wizards,147836.50198537332
307,Kentavious Caldwell-Pope,Detroit Pistons,143717.8618246816
308,Quincy Pondexter,San Antonio Spurs,139041.296840806
309,Patty Mills,San Antonio Spurs,136057.58034802374
310,Marcus Smart,Boston Celtics,136052.41020999968
311,Willie Cauley-Stein,Sacramento Kings,133953.00070743443
312,Drew Gooden,Washington Wizards,133639.34652602955
313,Will Barton,Denver Nuggets,132611.47497837333
314,Paul Pierce,LA Clippers,132205.4696196212
315,Buddy Hield,Sacramento Kings,131403.24655046046
316,Brandon Rush,Minnesota Timberwolves,130121.19860212656
317,Mike Miller,Denver Nuggets,130121.19860212656
318,Anthony Morrow,Oklahoma City Thunder,129230.46854253634
319,Trey Burke,Washington Wizards,121825.79707045665
320,Mike Scott,Atlanta Hawks,118023.81011393307
321,KJ McDaniels,Brooklyn Nets,118023.73929967178
322,Troy Daniels,Memphis Grizzlies,117995.9109397406
323,Julius Randle,Los Angeles Lakers,113381.48449061534
324,Emmanuel Mudiay,Denver Nuggets,111630.89385296837
325,CJ McCollum,Portland Trail Blazers,110105.78521229405
326,Jamal Murray,Denver Nuggets,109508.86954526625
327,Michael Carter-Williams,Chicago Bulls,107653.65234458218
328,Steven Adams,Oklahoma City Thunder,104764.52872002167
329,Kelly Olynyk,Boston Celtics,101684.91159402186
330,Shabazz Muhammad,Minnesota Timberwolves,98572.78392871482
331,Justin Hamilton,Brooklyn Nets,95599.24795258277
332,Tibor Pleiss,Philadelphia 76ers,95599.24795258277
333,Giannis Antetokounmpo,Milwaukee Bucks,95307.63803194076
334,Nik Stauskas,Philadelphia 76ers,95156.18199547497
335,Dante Cunningham,New Orleans Pelicans,94218.08379274084
336,Stanley Johnson,Detroit Pistons,93689.25161084732
337,Marquese Chriss,Phoenix Suns,91903.47953220102
338,James Ennis III,Memphis Grizzlies,89209.01182244033
339,Mindaugas Kuzminskas,New York Knicks,89209.01182244033
340,Dion Waiters,Miami Heat,89209.01182244033
341,Zaza Pachulia,Golden State Warriors,89209.01182244033
342,Seth Curry,Dallas Mavericks,89209.01182244033
343,Dewayne Dedmon,San Antonio Spurs,89209.01182244033
344,Nene Hilario,Houston Rockets,89209.01182244033
345,Tomas Satoransky,Washington Wizards,87543.0704456943
346,Noah Vonleh,Portland Trail Blazers,80409.39687071794
347,Frank Kaminsky,Charlotte Hornets,79165.7372295338
348,Dennis Schroder,Atlanta Hawks,77928.43281735232
349,Jakob Poeltl,Toronto Raptors,77662.70122685703
350,Aaron Brooks,Indiana Pacers,77435.39084159205
351,Elfrid Payton,Orlando Magic,72558.81966795195
352,Justise Winslow,Miami Heat,71443.77206589974
353,Thon Maker,Milwaukee Bucks,70081.74755425258
354,Randy Foye,Brooklyn Nets,66388.36663373803
355,Richard Jefferson,Cleveland Cavaliers,66388.36663373803
356,Malcolm Delaney,Atlanta Hawks,66388.36663373803
357,Doug McDermott,Oklahoma City Thunder,65490.664644211465
358,Myles Turner,Indiana Pacers,64481.77289442656
359,Domantas Sabonis,Oklahoma City Thunder,63250.332366718714
360,Shelvin Mack,Utah Jazz,62894.8977147106
361,Tony Snell,Milwaukee Bucks,59579.28660579119
362,Gorgui Dieng,Minnesota Timberwolves,58600.018918974325
363,Trey Lyles,Utah Jazz,58192.41324368248
364,Mason Plumlee,Portland Trail Blazers,57593.78775798519
365,Dario Saric,Philadelphia 76ers,57087.85739141519
366,Taurean Prince,Atlanta Hawks,57087.85739141519
367,Tim Hardaway Jr.,Atlanta Hawks,55295.89428874159
368,Reggie Bullock,Detroit Pistons,54044.69641647281
369,Zach LaVine,Minnesota Timberwolves,53339.52789267391
370,Devin Booker,Phoenix Suns,52520.07010611516
371,Luc Mbah a Moute,LA Clippers,51551.458950745146
372,Georgios Papagiannis,Sacramento Kings,51515.89621745642
373,Mo Williams,Denver Nuggets,51154.41668525541
374,Andre Roberson,Oklahoma City Thunder,50623.02409296496
375,Joe Ingles,Utah Jazz,49100.83596231265
376,T.J. Warren,Phoenix Suns,48142.72294700615
377,Rudy Gobert,Utah Jazz,47798.16639520729
378,Cameron Payne,Oklahoma City Thunder,47402.055919186765
379,Denzel Valentine,Chicago Bulls,46496.29648513431
380,Tim Frazier,New Orleans Pelicans,46398.56388685298
381,Kendall Marshall,Milwaukee Bucks,44563.661005587244
382,Adreian Payne,Minnesota Timberwolves,43438.753997641885
383,Kelly Oubre Jr.,Washington Wizards,42771.1469742838
384,Juan Hernangomez,Denver Nuggets,41956.574079857244
385,Lucas Nogueira,Toronto Raptors,39211.3119658392
386,Jusuf Nurkic,Portland Trail Blazers,39211.3119658392
387,Terry Rozier,Boston Celtics,38606.30608329881
388,James Young,Boston Celtics,35386.11516522737
389,Rashad Vaughn,Milwaukee Bucks,34839.190185143874
390,Kevin Seraphin,Indiana Pacers,34415.729262929795
391,Wade Baldwin IV,Memphis Grizzlies,34177.527140626495
392,Quincy Acy,Brooklyn Nets,34037.89308248091
393,Tyler Ennis,Los Angeles Lakers,31933.758796724134
394,Sam Dekker,Houston Rockets,31445.000834900096
395,Joffrey Lauvergne,Oklahoma City Thunder,31049.98841083246
396,Henry Ellenson,Detroit Pistons,30846.955954239827
397,Gary Harris,Denver Nuggets,29125.251738312993
398,Jerian Grant,Chicago Bulls,28675.317778273475
399,Malik Beasley,Denver Nuggets,28129.233000860397
400,Bruno Caboclo,Toronto Raptors,26841.669902170102
401,Delon Wright,Toronto Raptors,26425.886134922406
402,Caris LeVert,Brooklyn Nets,25925.65351008572
403,David Lee,San Antonio Spurs,25574.345966041023
404,Caron Butler,Sacramento Kings,25574.345966041023
405,Mitch McGary,Oklahoma City Thunder,24736.81613715305
406,Justin Anderson,Philadelphia 76ers,24353.170236767473
407,Marcelinho Huertas,Los Angeles Lakers,23899.81198814569
408,DeAndre' Bembry,Atlanta Hawks,23892.164660144674
409,Jordan Adams,Memphis Grizzlies,22799.989445843024
410,Bobby Portis,Chicago Bulls,22446.549848634524
411,Demetrius Jackson,Boston Celtics,22333.046535589474
412,Malachi Richardson,Sacramento Kings,22019.94880129165
413,Rodney Hood,Utah Jazz,21013.761091106084
414,Marreese Speights,LA Clippers,20926.928601393625
415,Michael Beasley,Milwaukee Bucks,20926.928601393625
416,JaVale McGee,Golden State Warriors,20926.928601393625
417,Rondae Hollis-Jefferson,Brooklyn Nets,20688.73267263631
418,Deyonta Davis,Memphis Grizzlies,19916.294906695133
419,Nikola Jokic,Denver Nuggets,19603.393242195383
420,Shabazz Napier,Portland Trail Blazers,19362.289436283103
421,Willy Hernangomez,New York Knicks,19358.84771039801
422,Guillermo Hernangomez,New York Knicks,19358.84771039801
423,Tyus Jones,Minnesota Timberwolves,19064.00372199739
424,Sasha Kaun,Philadelphia 76ers,18881.158424949277
425,Timothe Luwawu-Cabarrot,Philadelphia 76ers,18703.7043816322
426,Clint Capela,Houston Rockets,17847.722481756475
427,Jarell Martin,Memphis Grizzlies,17571.221924094196
428,Brice Johnson,LA Clippers,17238.373181224306
429,Luke Babbitt,Miami Heat,15999.393749891122
430,Jeremy Evans,Atlanta Hawks,15999.393749891122
431,Jordan Mickey,Boston Celtics,15904.811450761075
432,CJ Wilcox,Orlando Magic,15541.59268347089
433,Larry Nance Jr.,Los Angeles Lakers,15492.293451451515
434,Pascal Siakam,Toronto Raptors,15195.09343870495
435,Kyle Anderson,San Antonio Spurs,15094.640349255918
436,Josh Huestis,Oklahoma City Thunder,15079.449246359261
437,Chris McCullough,Washington Wizards,15079.449246359261
438,Livio Jean-Charles,San Antonio Spurs,15012.699251139224
439,Skal Labissiere,Sacramento Kings,15012.699251139224
440,Kevon Looney,Golden State Warriors,14861.545368216437
441,Dejounte Murray,San Antonio Spurs,14792.271399891655
442,Damian Jones,Golden State Warriors,14579.446518594053
443,Isaiah Whitehead,Brooklyn Nets,12255.690609232763
444,Rakeem Christmas,Indiana Pacers,11763.207938604039
445,Joe Young,Indiana Pacers,11763.207938604039
446,Tony Wroten,Memphis Grizzlies,11732.354221992076
447,John Jenkins,Phoenix Suns,11732.354221992076
448,Chris Johnson,Houston Rockets,11732.354221992076
449,Glenn Robinson III,Indiana Pacers,11722.063775320523
450,Montrezl Harrell,Houston Rockets,11599.640971713245
451,Ivica Zubac,Los Angeles Lakers,11377.733043731345
452,Richaun Holmes,Philadelphia 76ers,11177.987110682685
453,Lorenzo Brown,Guangzhou Guangzhou Long-Lions,10958.20575524468
454,Mike Muscala,Atlanta Hawks,10958.20575524468
455,Isaiah Canaan,Chicago Bulls,10958.20575524468
456,DeAndre Liggins,Dallas Mavericks,10958.20575524468
457,Justin Holiday,New York Knicks,10958.20575524468
458,Anthony Bennett,Brooklyn Nets,10958.20575524468
459,Robert Covington,Philadelphia 76ers,10958.20575524468
460,Andrew Goudelock,Houston Rockets,10958.20575524468
461,Jeff Withey,Utah Jazz,10958.20575524468
462,Willie Reed,Miami Heat,10958.20575524468
463,Edy Tavares,Cleveland Cavaliers,10622.138661398085
464,Brian Roberts,Charlotte Hornets,10210.477101441425
465,Jarnell Stokes,Denver Nuggets,10210.477101441425
466,Ty Lawson,Sacramento Kings,10210.477101441425
467,Nate Wolters,Utah Jazz,10210.477101441425
468,Henry Sims,Utah Jazz,10210.477101441425
469,Eric Moreland,Oklahoma City Thunder,10210.477101441425
470,Markel Brown,Oklahoma City Thunder,10210.477101441425
471,Chris Wright,Oklahoma City Thunder,10210.477101441425
472,Raymond Felton,LA Clippers,10210.477101441425
473,Jordan Farmar,Sacramento Kings,10210.477101441425
474,Greg Stiemsma,Portland Trail Blazers,10210.477101441425
475,James Michael McAdoo,Golden State Warriors,10210.477101441425
476,Cory Jefferson,Philadelphia 76ers,10210.477101441425
477,Elton Brand,Philadelphia 76ers,10210.477101441425
478,Damjan Rudez,Orlando Magic,10210.477101441425
479,Arinze Onuaku,Orlando Magic,10210.477101441425
480,Lou Amundson,New York Knicks,10210.477101441425
481,Sasha Vujacic,New York Knicks,10210.477101441425
482,Joe Harris,Brooklyn Nets,10210.477101441425
483,Marcus Thornton,Washington Wizards,10210.477101441425
484,Toure' Murry,Minnesota Timberwolves,10210.477101441425
485,John Lucas III,Minnesota Timberwolves,10210.477101441425
486,Rasual Butler,Minnesota Timberwolves,10210.477101441425
487,Orlando Johnson,Milwaukee Bucks,10210.477101441425
488,Xavier Henry,Milwaukee Bucks,10210.477101441425
489,Steve Novak,Milwaukee Bucks,10210.477101441425
490,Jason Terry,Milwaukee Bucks,10210.477101441425
491,Metta World Peace,Los Angeles Lakers,10210.477101441425
492,JaMychal Green,Memphis Grizzlies,10210.477101441425
493,Alan Anderson,LA Clippers,10210.477101441425
494,Brandon Bass,LA Clippers,10210.477101441425
495,Dorell Wright,LA Clippers,10210.477101441425
496,JaKarr Sampson,Indiana Pacers,10210.477101441425
497,Shayne Whittington,Indiana Pacers,10210.477101441425
498,Terrence Jones,Milwaukee Bucks,10210.477101441425
499,Pablo Prigioni,Houston Rockets,10210.477101441425
500,Phil Pressey,Golden State Warriors,10210.477101441425
501,Devyn Marble,Golden State Warriors,10210.477101441425
502,Elliot Williams,Golden State Warriors,10210.477101441425
503,Anderson Varejao,Golden State Warriors,10210.477101441425
504,David West,Golden State Warriors,10210.477101441425
505,Cameron Bairstow,Detroit Pistons,10210.477101441425
506,Beno Udrih,Detroit Pistons,10210.477101441425
507,Jerami Grant,Oklahoma City Thunder,10210.477101441425
508,Jorge Gutierrez,Denver Nuggets,10210.477101441425
509,Robbie Hummel,Denver Nuggets,10210.477101441425
510,Gerald Green,Boston Celtics,10210.477101441425
511,James Jones,Cleveland Cavaliers,10210.477101441425
512,Chris Andersen,Cleveland Cavaliers,10210.477101441425
513,Sean Kilpatrick,Brooklyn Nets,10210.477101441425
514,Ian Clark,Golden State Warriors,10210.477101441425
515,Robert Sacre,New Orleans Pelicans,10210.477101441425
516,Thomas Robinson,Los Angeles Lakers,10210.477101441425
517,Will Bynum,Atlanta Hawks,10210.477101441425
518,Stephen Zimmerman,Orlando Magic,9586.480141911772
519,Andrew Harrison,Memphis Grizzlies,9485.835378095026
520,Raul Neto,Utah Jazz,9341.839966858926
521,Malcolm Brogdon,Milwaukee Bucks,9088.567392158737
522,Tyler Ulis,Phoenix Suns,8958.72895659794
523,Reggie Williams,New Orleans Pelicans,8512.34471823715
524,DJ Stephens,Memphis Grizzlies,8125.810017696483
525,D.J. Kennedy,Memphis Grizzlies,8125.810017696483
526,Norman Powell,Toronto Raptors,8125.810017696483
527,Jonathon Simmons,San Antonio Spurs,8125.810017696483
528,Casper Ware,Melbourne Melbourne United,8125.810017696483
529,Nick Johnson,San Antonio Spurs,8125.810017696483
530,Darrun Hilliard,Detroit Pistons,8125.810017696483
531,Duje Dukan,Sacramento Kings,8125.810017696483
532,Grant Jerrett,Portland Trail Blazers,8125.810017696483
533,Josh Richardson,Miami Heat,8125.810017696483
534,Branden Dawson,Orlando Magic,8125.810017696483
535,Kevin Murphy,Orlando Magic,8125.810017696483
536,Alan Williams,Phoenix Suns,8125.810017696483
537,Xavier Munford,Milwaukee Bucks,8125.810017696483
538,Pat Connaughton,Portland Trail Blazers,8125.810017696483
539,J.J. O'Brien,Milwaukee Bucks,8125.810017696483
540,Keith Benson,Miami Heat,8125.810017696483
541,Travis Wear,Los Angeles Lakers,8125.810017696483
542,T.J. McConnell,Philadelphia 76ers,8125.810017696483
543,Luis Montero,Detroit Pistons,8125.810017696483
544,Christian Wood,Charlotte Hornets,8125.810017696483
545,Jordan McRae,Cleveland Cavaliers,8125.810017696483
546,Aaron Harrison,Charlotte Hornets,8125.810017696483
547,Salah Mejri,Dallas Mavericks,8125.810017696483
548,John Holland,Cleveland Cavaliers,8125.810017696483
549,Cristiano Felicio,Chicago Bulls,8125.810017696483
550,Cliff Alexander,New Orleans Pelicans,8125.810017696483
551,RJ Hunter,Chicago Bulls,7935.7361430589635
552,Paul Zipser,Chicago Bulls,5974.952997036423
553,Spencer Dinwiddie,Brooklyn Nets,5609.04364194895
554,Bobby Brown,Houston Rockets,4919.3941679785
555,Georges Niang,Indiana Pacers,4487.853584440691
556,AJ Hammons,Dallas Mavericks,4487.853584440691
557,Michael Gbinije,Detroit Pistons,4487.853584440691
558,Jake Layman,Portland Trail Blazers,3823.9699181033106
559,Joel Bolomboy,Utah Jazz,3823.9699181033106
560,Donatas Motiejunas,New Orleans Pelicans,3533.0356179004284
561,Marcus Paige,Charlotte Hornets,3137.362606258564
562,Rasheed Sulaimon,Charlotte Hornets,3137.362606258564
563,Andrew Andrews,Charlotte Hornets,3137.362606258564
564,Vince Hunter,Memphis Grizzlies,3137.362606258564
565,Patrick McCaw,Golden State Warriors,3137.362606258564
566,Kay Felder,Cleveland Cavaliers,3137.362606258564
567,Yanick Moreira,Toronto Raptors,3137.362606258564
568,Fred VanVleet,Toronto Raptors,3137.362606258564
569,Kyle Wiltjer,Houston Rockets,3137.362606258564
570,Brady Heslip,Toronto Raptors,3137.362606258564
571,E.J. Singler,Toronto Raptors,3137.362606258564
