,Player,Team,Salary
120,Steven Adams,Oklahoma City Thunder,6119158.770696436
121,Giannis Antetokounmpo,Milwaukee Bucks,6119158.770696436
122,Marc Gasol,Toronto Raptors,6002747.46646509
123,Nicolas Batum,Charlotte Hornets,5988458.129531693
124,Chandler Parsons,Atlanta Hawks,5773649.060886211
125,Harrison Barnes,Sacramento Kings,5342795.668558998
126,Serge Ibaka,Toronto Raptors,4962136.272061719
127,Rudy Gobert,Utah Jazz,4949337.690254068
128,Danilo Gallinari,Oklahoma City Thunder,4686306.660092368
129,Victor Oladipo,Indiana Pacers,4040681.693238043
130,Tim Hardaway Jr.,Dallas Mavericks,3674232.282995501
131,Malcolm Brogdon,Indiana Pacers,3665017.408832692
132,Terry Rozier,Charlotte Hornets,3626539.8598054703
133,Aaron Gordon,Orlando Magic,3615210.14422298
134,Zach LaVine,Chicago Bulls,3484057.174271578
135,Kent Bazemore,Sacramento Kings,3402234.5024211467
136,Goran Dragic,Miami Heat,3383980.945666117
137,Jeff Teague,Minnesota Timberwolves,3307678.2114715045
138,Evan Turner,Atlanta Hawks,3172108.541150229
139,Draymond Green,Golden State Warriors,3149160.1718609123
140,Tristan Thompson,Cleveland Cavaliers,3149160.1718609123
141,Allen Crabbe,Minnesota Timberwolves,3135880.5204324718
142,Julius Randle,New York Knicks,2968664.1011544806
143,Myles Turner,Indiana Pacers,2968664.1011544806
144,Gary Harris,Denver Nuggets,2915888.9956917353
145,Derrick Favors,New Orleans Pelicans,2854338.464357706
146,Andre Iguodala,Miami Heat,2705979.3245760035
147,Evan Fournier,Orlando Magic,2694910.2070734836
148,Bismack Biyombo,Charlotte Hornets,2647975.07788162
149,Bojan Bogdanovic,Utah Jazz,2647975.07788162
150,Timofey Mozgov,Orlando Magic,2561466.0069635333
151,Gorgui Dieng,Memphis Grizzlies,2413298.099682692
152,Ricky Rubio,Phoenix Suns,2404617.9219351294
153,Jonas Valanciunas,Memphis Grizzlies,2345611.141652923
154,JR Smith,Los Angeles Lakers,2252724.9404434673
155,Brandon Knight,Detroit Pistons,2242321.001122412
156,Kelly Oubre Jr.,Phoenix Suns,2236949.102070735
157,Eric Bledsoe,Milwaukee Bucks,2236949.102070735
158,Dennis Schroder,Oklahoma City Thunder,2201301.0811801357
159,Ian Mahinmi,Washington Wizards,2187136.4843558823
160,James Johnson,Minnesota Timberwolves,2158732.6402785415
161,Bobby Portis,New York Knicks,2061572.2924683893
162,Marcus Morris Sr.,New York Knicks,2061572.2924683893
163,Clint Capela,Houston Rockets,2033234.9412562216
164,Luke Babbitt,Miami Heat,1966944.4098405717
165,Danny Green,Los Angeles Lakers,1962234.09519256
166,Rudy Gay,San Antonio Spurs,1926424.7755176837
167,Cody Zeller,Charlotte Hornets,1918968.1056267177
168,Eric Gordon,Houston Rockets,1810699.7686723475
169,Mason Plumlee,Denver Nuggets,1806417.2336560015
170,Marcin Gortat,LA Clippers,1686046.7233601247
171,JJ Redick,New Orleans Pelicans,1666486.051768371
172,Jordan Clarkson,Utah Jazz,1654447.5558915155
173,Dewayne Dedmon,Sacramento Kings,1628896.5447030328
174,Jusuf Nurkic,Portland Trail Blazers,1578391.2864211104
175,Justise Winslow,Miami Heat,1548469.8552318125
176,Thaddeus Young,Chicago Bulls,1524738.8675096207
177,Will Barton,Denver Nuggets,1495750.966554847
178,Courtney Lee,Dallas Mavericks,1491746.1838821697
179,Solomon Hill,Memphis Grizzlies,1491538.3233091533
180,Larry Nance Jr.,Cleveland Cavaliers,1484180.6671846162
181,Kelly Olynyk,Miami Heat,1470362.0155142478
182,Marcus Smart,Boston Celtics,1443944.885945034
183,Miles Plumlee,Memphis Grizzlies,1431647.4253252703
184,Terrence Ross,Orlando Magic,1431647.4253252703
185,Nikola Mirotic,Milwaukee Bucks,1431647.4253252703
186,Patty Mills,San Antonio Spurs,1415332.3905263057
187,Tyreke Evans,Indiana Pacers,1408832.6919552868
188,Patrick Beverley,LA Clippers,1396516.5352977826
189,Trevor Ariza,Sacramento Kings,1362662.6405981674
190,Brook Lopez,Milwaukee Bucks,1339941.4080862103
191,Cory Joseph,Sacramento Kings,1319406.267179769
192,Joe Ingles,Utah Jazz,1309429.8155224116
193,Zach Randolph,Dallas Mavericks,1252611.932993073
194,Tony Snell,Detroit Pistons,1189272.4081221274
195,Robert Covington,Minnesota Timberwolves,1170217.6185263058
196,Meyers Leonard,Miami Heat,1167174.6693994503
197,Omer Asik,Chicago Bulls,1167174.6693994503
198,Maurice Harkless,New York Knicks,1110933.4268165291
199,T.J. Warren,Indiana Pacers,1070699.1020707348
200,Andre Roberson,Oklahoma City Thunder,1057023.0506468755
201,Spencer Dinwiddie,Brooklyn Nets,1030591.4546454095
202,Jeremy Lamb,Indiana Pacers,1010170.4233095108
203,Dwight Powell,Dallas Mavericks,964401.4604235386
204,Norman Powell,Toronto Raptors,937741.524315338
205,Josh Richardson,Philadelphia 76ers,937741.524315338
206,Darren Collison,Indiana Pacers,916254.352208173
207,Tomas Satoransky,Chicago Bulls,916254.352208173
208,DeAndre Jordan,Brooklyn Nets,894685.5326516768
209,Zion Williamson,New Orleans Pelicans,872344.1025618471
210,Markelle Fultz,Orlando Magic,870156.8905992304
211,John Henson,Detroit Pistons,867871.8334324355
212,Matthew Dellavedova,Cleveland Cavaliers,845739.9326553051
213,Dante Exum,Utah Jazz,844420.0109950522
214,Deandre Ayton,Phoenix Suns,837909.4642330951
215,Delon Wright,Dallas Mavericks,822344.5898099323
216,Fred VanVleet,Toronto Raptors,800353.4533572384
217,Jerami Grant,Denver Nuggets,800353.4533572384
218,Tyus Jones,Memphis Grizzlies,785326.7729521715
219,Al-Farouq Aminu,Orlando Magic,785326.7729521715
220,George Hill,Milwaukee Bucks,764415.0365095199
221,Kyle Anderson,Memphis Grizzlies,754262.7478697087
222,Taj Gibson,New York Knicks,742166.0252886201
223,Ja Morant,Memphis Grizzlies,698342.4084442002
224,Lonzo Ball,New Orleans Pelicans,696596.4931500824
225,E'Twaun Moore,New Orleans Pelicans,687932.7216894265
226,Marvin Bagley III,Sacramento Kings,670764.0595052226
227,Bogdan Bogdanovic,Sacramento Kings,666578.9402326919
228,P.J. Tucker,Houston Rockets,638688.402267922
229,C.J. Miles,Washington Wizards,636287.6936859905
230,Cristiano Felicio,Chicago Bulls,609570.2056991021
231,Ben Simmons,Philadelphia 76ers,603223.9329750779
232,Kentavious Caldwell-Pope,Los Angeles Lakers,599564.6259439619
233,Thomas Bryant,Washington Wizards,586402.7854132308
234,Elfrid Payton,New York Knicks,586402.7854132308
235,Wayne Ellington,New York Knicks,586402.7854132308
236,Lou Williams,LA Clippers,586402.7854132308
237,Maxi Kleber,Dallas Mavericks,586402.7854132308
238,RJ Barrett,New York Knicks,563175.4883782298
239,Jayson Tatum,Boston Celtics,561745.4645409567
240,Jae Crowder,Memphis Grizzlies,559671.5784688381
241,Luka Doncic,Dallas Mavericks,540901.785684442
242,Joe Harris,Brooklyn Nets,538553.9938509162
243,Darrell Arthur,Phoenix Suns,510581.92383859266
244,Seth Curry,Dallas Mavericks,510098.8776287337
245,Doug McDermott,Indiana Pacers,492741.1846150724
246,Langston Galloway,Detroit Pistons,492741.1846150724
247,Derrick Rose,Detroit Pistons,490558.52379814
248,Brandon Ingram,New Orleans Pelicans,483665.67972535273
249,D.J. Augustin,Orlando Magic,481606.1938794209
250,Lance Thomas,Brooklyn Nets,464443.98133131757
251,De'Andre Hunter,Atlanta Hawks,457776.3706212204
252,Josh Jackson,Memphis Grizzlies,456626.8817152282
253,Davis Bertans,Washington Wizards,448964.63258200476
254,Ersan Ilyasova,Milwaukee Bucks,448964.63258200476
255,Darius Miller,New Orleans Pelicans,448964.63258200476
256,Jaren Jackson Jr.,Memphis Grizzlies,439710.2725893348
257,Nemanja Bjelica,Sacramento Kings,426797.0038482683
258,Jaylen Brown,Boston Celtics,391277.1674843412
259,Jabari Parker,Sacramento Kings,387117.4638079531
260,Ivica Zubac,LA Clippers,384914.87004145136
261,Darius Garland,Cleveland Cavaliers,375405.68853216054
262,De'Aaron Fox,Sacramento Kings,374449.1517097306
263,Milos Teodosic,LA Clippers,363661.35239142383
264,Trae Young,Atlanta Hawks,360550.9345794393
265,Wesley Johnson,Washington Wizards,344807.913051127
266,Ish Smith,Washington Wizards,329851.56679494225
267,Montrezl Harrell,LA Clippers,329851.56679494225
268,Marco Belinelli,San Antonio Spurs,313152.98324826825
269,Jarrett Culver,Minnesota Timberwolves,309679.4030566245
270,Jonathan Isaac,Orlando Magic,308912.822737768
271,Rodney Hood,Portland Trail Blazers,299574.1616272677
272,Jonathon Simmons,Washington Wizards,297691.0390324354
273,Mo Bamba,Orlando Magic,297440.4046179219
274,Trey Lyles,San Antonio Spurs,277166.94154297234
275,Alex Abrines,Oklahoma City Thunder,272673.62851105
276,Aron Baynes,Phoenix Suns,272478.12679494225
277,Jason Smith,New Orleans Pelicans,272150.4489646326
278,Kris Dunn,Chicago Bulls,262059.54619799342
279,Coby White,Chicago Bulls,258067.8275096207
280,Lauri Markkanen,Chicago Bulls,257414.69818581638
281,Alexis Ajinca,LA Clippers,255959.22425541506
282,Wendell Carter Jr.,Chicago Bulls,247888.6014293568
283,Dirk Nowitzki,Dallas Mavericks,229063.58805204325
284,Daniel Theis,Boston Celtics,229063.58805204325
285,Kyle Singler,Oklahoma City Thunder,228697.23291185635
286,Jaxson Hayes,New Orleans Pelicans,216597.3333479934
287,Buddy Hield,Sacramento Kings,216523.2107317574
288,Frank Ntilikina,New York Knicks,216041.72292468388
289,Rodney McGruder,LA Clippers,211782.22450292285
290,Ed Davis,Utah Jazz,208212.2869708631
291,Richaun Holmes,Sacramento Kings,208212.2869708631
292,Frank Kaminsky,Phoenix Suns,208212.2869708631
293,Mike Scott,Philadelphia 76ers,208212.2869708631
294,Garrett Temple,Brooklyn Nets,208212.2869708631
295,Robin Lopez,Milwaukee Bucks,208212.2869708631
296,Avery Bradley,Los Angeles Lakers,208212.2869708631
297,JaMychal Green,LA Clippers,208212.2869708631
298,Justin Holiday,Indiana Pacers,208212.2869708631
299,Enes Kanter,Boston Celtics,208212.2869708631
300,Collin Sexton,Cleveland Cavaliers,208034.1194942276
301,Rui Hachimura,Washington Wizards,183007.06528862013
302,Kevon Looney,Golden State Warriors,182603.20486600694
303,Dennis Smith Jr.,New York Knicks,182555.26891698738
304,Jamal Murray,Denver Nuggets,181013.07499098408
305,Kevin Knox II,New York Knicks,175787.53174271577
306,Luc Mbah a Moute,Houston Rockets,171034.63670514934
307,Cam Reddish,Atlanta Hawks,165165.27687740518
308,Zach Collins,Portland Trail Blazers,164736.0824628917
309,Mikal Bridges,Phoenix Suns,158639.55470038482
310,Alex Len,Sacramento Kings,158563.31317573757
311,Nicolo Melli,New Orleans Pelicans,154215.05748667766
312,Cameron Johnson,Phoenix Suns,149062.10586036285
313,Malik Monk,Charlotte Hornets,148689.81638262782
314,Patrick McCaw,Toronto Raptors,146600.6963533077
315,Reggie Bullock,New York Knicks,146600.6963533077
316,JaVale McGee,Los Angeles Lakers,146600.6963533077
317,Dorian Finney-Smith,Dallas Mavericks,146600.6963533077
318,Shai Gilgeous-Alexander,Oklahoma City Thunder,143170.02498075864
319,PJ Washington,Charlotte Hornets,134533.60624518967
320,Luke Kennard,Detroit Pistons,134205.18293567895
321,Miles Bridges,Charlotte Hornets,129219.61847168775
322,Jakob Poeltl,San Antonio Spurs,129184.24842400587
323,Tyler Herro,Miami Heat,121413.37768004398
324,Donovan Mitchell,Utah Jazz,121117.37930731171
325,Stanley Johnson,Toronto Raptors,120268.72823895914
326,Jake Layman,Minnesota Timberwolves,117561.14810514936
327,Thon Maker,Detroit Pistons,116752.34696214955
328,Jerome Robinson,Washington Wizards,116626.58968664102
329,Allonzo Trier,New York Knicks,115536.0179585853
330,Danuel House Jr.,Houston Rockets,114821.33040131941
331,Domantas Sabonis,Indiana Pacers,114144.75442573758
332,Michael Beasley,Brooklyn Nets,112241.15814550119
333,DeMarcus Cousins,Los Angeles Lakers,112241.15814550119
334,T.J. McConnell,Indiana Pacers,112241.15814550119
335,Boban Marjanovic,Dallas Mavericks,112241.15814550119
336,Dario Saric,Phoenix Suns,111088.75301627268
337,Taurean Prince,Brooklyn Nets,111088.75301627268
338,Romeo Langford,Boston Celtics,109588.88180318856
339,Bam Adebayo,Miami Heat,109315.27072017592
340,Michael Porter Jr.,Denver Nuggets,105259.59648158328
341,Denzel Valentine,Chicago Bulls,104526.04315339014
342,Juan Hernangomez,Minnesota Timberwolves,101055.89390599231
343,Sekou Doumbouya,Detroit Pistons,98882.29260032985
344,Justin Jackson,Dallas Mavericks,98629.61376580538
345,Troy Brown Jr.,Washington Wizards,94970.23520615723
346,Yogi Ferrell,Sacramento Kings,90915.33809785596
347,Zhaire Smith,Philadelphia 76ers,85727.115997801
348,Khem Birch,Orlando Magic,82462.89169873556
349,Quinn Cook,Los Angeles Lakers,82462.89169873556
350,Ryan Arcidiacono,Chicago Bulls,82462.89169873556
351,Nickeil Alexander-Walker,New Orleans Pelicans,80541.28848818032
352,D.J. Wilson,Milwaukee Bucks,80339.3041451347
353,Cedi Osman,Cleveland Cavaliers,77437.05719671065
354,Donte DiVincenzo,Milwaukee Bucks,77365.52721275427
355,Bryn Forbes,San Antonio Spurs,75734.14879970679
356,Goga Bitadze,Indiana Pacers,72696.8746344145
357,T.J. Leaf,Indiana Pacers,72517.35714128643
358,Alex Caruso,Los Angeles Lakers,69291.73538574309
359,Malik Beasley,Minnesota Timberwolves,68373.29464720542
360,Luka Samanic,San Antonio Spurs,66297.13768004398
361,Lonnie Walker IV,San Antonio Spurs,66297.13768004398
362,John Collins,Atlanta Hawks,66131.61658053876
363,Kevin Huerter,Atlanta Hawks,63679.42311159978
364,Caris LeVert,Brooklyn Nets,63170.194388161995
365,Marko Guduric,Memphis Grizzlies,63135.651456844425
366,DeAndre' Bembry,Atlanta Hawks,62128.66278471688
367,Matisse Thybulle,Philadelphia 76ers,61091.7194942276
368,Harry Giles III,Sacramento Kings,60932.833424958764
369,Wesley Matthews,Milwaukee Bucks,60270.826012543526
370,Rajon Rondo,Los Angeles Lakers,60270.826012543526
371,Nene Hilario,Atlanta Hawks,60270.826012543526
372,Josh Okogie,Minnesota Timberwolves,58680.055547003845
373,Vincent Poirier,Boston Celtics,57531.59757054242
374,Rondae Hollis-Jefferson,Toronto Raptors,57265.897013010814
375,Manu Ginobili,San Antonio Spurs,57265.897013010814
376,Brandon Clarke,Memphis Grizzlies,56300.602396921386
377,Terrance Ferguson,Oklahoma City Thunder,56164.40998350742
378,Emeka Okafor,Philadelphia 76ers,54777.72271600697
379,Kendrick Perkins,Cleveland Cavaliers,54777.72271600697
380,Grayson Allen,Memphis Grizzlies,54077.18856514568
381,Grant Williams,Boston Celtics,51893.33356789445
382,Jarrett Allen,Brooklyn Nets,51762.5837053326
383,Pascal Siakam,Toronto Raptors,50679.37220011911
384,Skal Labissiere,Portland Trail Blazers,50120.99403893165
385,Chandler Hutchison,Chicago Bulls,49841.639934029685
386,Aaron Holiday,Indiana Pacers,49708.38042880704
387,Dejounte Murray,San Antonio Spurs,49390.26397494044
388,Damian Jones,Atlanta Hawks,48683.230467738686
389,Darius Bazley,Oklahoma City Thunder,47831.32710280374
390,OG Anunoby,Toronto Raptors,47705.80208905993
391,Ante Zizic,Cleveland Cavaliers,47705.80208905993
392,Luke Kornet,Chicago Bulls,46385.37658053876
393,Brandon Jennings,Milwaukee Bucks,45270.78226872824
394,Ty Jerome,Phoenix Suns,44084.24510170423
395,Willie Cauley-Stein,Golden State Warriors,43443.57902958585
396,Anfernee Simons,Portland Trail Blazers,42336.523672347445
397,Austin Rivers,Houston Rockets,42248.21603893165
398,Nassir Little,Portland Trail Blazers,40619.52052776251
399,Moritz Wagner,Washington Wizards,39015.16208905992
400,Sean Kilpatrick,Chicago Bulls,38688.22778757559
401,Dylan Windler,Cleveland Cavaliers,37973.99340296866
402,Caleb Swanigan,Sacramento Kings,37875.56886201209
403,Mike Muscala,Oklahoma City Thunder,37705.64061605278
404,Ben McLemore,Houston Rockets,37705.64061605278
405,Edmond Sumner,Indiana Pacers,36650.17408832692
406,Noah Vonleh,Minnesota Timberwolves,36650.17408832692
407,Torrey Craig,Denver Nuggets,36650.17408832692
408,Landry Shamet,LA Clippers,36471.53943925233
409,Mfiondu Kabengele,LA Clippers,35812.06706981858
410,Kyle Kuzma,Los Angeles Lakers,35725.17097306212
411,Jordan Poole,Golden State Warriors,35370.00052776251
412,Tony Bradley,Utah Jazz,35283.64274876306
413,Keldon Johnson,San Antonio Spurs,34862.01539307312
414,Derrick White,San Antonio Spurs,34771.99639362287
415,Robert Williams III,Boston Celtics,34396.039494227596
416,Jacob Evans,Minnesota Timberwolves,33984.00013194063
417,Dzanan Musa,Brooklyn Nets,33481.899945024736
418,Omari Spellman,Golden State Warriors,33000.22759758109
419,James Ennis III,Philadelphia 76ers,32482.940623868428
420,Shabazz Napier,Washington Wizards,31199.704788354407
421,Bruno Caboclo,Memphis Grizzlies,31199.704788354407
422,DeAndre Liggins,Miami Heat,29522.43769676562
423,Markieff Morris,Los Angeles Lakers,28060.289536375298
424,Mario Hezonja,Portland Trail Blazers,27649.557916666665
425,Cameron Payne,Phoenix Suns,27649.557916666665
426,Pat Connaughton,Milwaukee Bucks,27202.687396921385
427,Jahlil Okafor,New Orleans Pelicans,26557.25288799707
428,Rodions Kurucs,Brooklyn Nets,26455.955503903242
429,Jonah Bolden,Phoenix Suns,26431.486187465638
430,Cheick Diallo,Phoenix Suns,25825.093946454093
431,Dragan Bender,Milwaukee Bucks,25825.093946454093
432,Willy Hernangomez,Charlotte Hornets,25759.943744044347
433,Julyan Stone,Chicago Bulls,25129.564893384642
434,MarShon Brooks,Chicago Bulls,25129.564893384642
435,Josh Hart,New Orleans Pelicans,25101.28848818032
436,Georges Niang,Utah Jazz,24804.83468434121
437,Derrick Jones Jr.,Miami Heat,24804.83468434121
438,Christian Wood,Detroit Pistons,24804.83468434121
439,Jordan McRae,Washington Wizards,24804.83468434121
440,Treveon Graham,Minnesota Timberwolves,24804.83468434121
441,Isaiah Taylor,Toronto Raptors,24062.925399450247
442,Emmanuel Mudiay,Utah Jazz,24062.925399450247
443,Nerlens Noel,Oklahoma City Thunder,24062.925399450247
444,Tyler Lydon,Sacramento Kings,24062.925399450247
445,Furkan Korkmaz,Philadelphia 76ers,24062.925399450247
446,Glenn Robinson III,Philadelphia 76ers,24062.925399450247
447,Raul Neto,Philadelphia 76ers,24062.925399450247
448,Kyle O'Quinn,Philadelphia 76ers,24062.925399450247
449,Alec Burks,Philadelphia 76ers,24062.925399450247
450,Michael Carter-Williams,Orlando Magic,24062.925399450247
451,Wilson Chandler,Brooklyn Nets,24062.925399450247
452,Kyle Korver,Milwaukee Bucks,24062.925399450247
453,Udonis Haslem,Miami Heat,24062.925399450247
454,Jared Dudley,Los Angeles Lakers,24062.925399450247
455,Dwight Howard,Los Angeles Lakers,24062.925399450247
456,Isaiah Thomas,Washington Wizards,24062.925399450247
457,Patrick Patterson,LA Clippers,24062.925399450247
458,JaKarr Sampson,Indiana Pacers,24062.925399450247
459,Ryan Anderson,Houston Rockets,24062.925399450247
460,Thabo Sefolosha,Houston Rockets,24062.925399450247
461,Tyson Chandler,Houston Rockets,24062.925399450247
462,Justin Patton,Oklahoma City Thunder,24062.925399450247
463,Tim Frazier,Detroit Pistons,24062.925399450247
464,Joe Johnson,Detroit Pistons,24062.925399450247
465,Gerald Green,Denver Nuggets,24062.925399450247
466,Trey Burke,Philadelphia 76ers,24062.925399450247
467,J.J. Barea,Dallas Mavericks,24062.925399450247
468,Jarell Martin,Cleveland Cavaliers,24062.925399450247
469,Jordan Bell,Memphis Grizzlies,24062.925399450247
470,Shaquille Harrison,Chicago Bulls,24062.925399450247
471,Vince Carter,Atlanta Hawks,24062.925399450247
472,Dwayne Bacon,Charlotte Hornets,24002.263060289537
473,Dillon Brooks,Memphis Grizzlies,24002.263060289537
474,Royce O'Neale,Utah Jazz,24002.263060289537
475,Abdel Nader,Oklahoma City Thunder,24002.263060289537
476,Damyean Dotson,New York Knicks,24002.263060289537
477,Sterling Brown,Milwaukee Bucks,24002.263060289537
478,Frank Jackson,New Orleans Pelicans,24002.263060289537
479,Semi Ojeleye,Boston Celtics,24002.263060289537
480,Wes Iwundu,Orlando Magic,23999.2971999267
481,Dwight Buycks,Detroit Pistons,23471.36036650174
482,Mitchell Robinson,New York Knicks,23447.667976397286
483,Chris Boucher,Toronto Raptors,23112.31179550119
484,Malcolm Miller,Toronto Raptors,23112.31179550119
485,Monte Morris,Denver Nuggets,23112.31179550119
486,Antonio Blakeney,Chicago Bulls,23112.31179550119
487,Tyrone Wallace,Atlanta Hawks,23112.31179550119
488,Malachi Richardson,Philadelphia 76ers,22566.344233095107
489,Georgios Papagiannis,Portland Trail Blazers,21869.83317208173
490,Chinanu Onuaku,Portland Trail Blazers,21869.83317208173
491,Wade Baldwin IV,Indiana Pacers,21869.83317208173
492,Isaiah Whitehead,Detroit Pistons,21869.83317208173
493,Paul Zipser,Chicago Bulls,21869.83317208173
494,Amile Jefferson,Orlando Magic,21420.76604406267
495,Omri Casspi,Memphis Grizzlies,20963.549433763972
496,Lorenzo Brown,Guangzhou Guangzhou Long-Lions,20963.549433763972
497,Isaiah Canaan,Milwaukee Bucks,20963.549433763972
498,Dwyane Wade,Miami Heat,20963.549433763972
499,Nigel Williams-Goss,Utah Jazz,20615.72292468389
500,Isaiah Roby,Oklahoma City Thunder,20615.72292468389
501,Alfonzo McKinnie,Cleveland Cavaliers,20615.72292468389
502,Shake Milton,Philadelphia 76ers,19415.922263230714
503,Wenyen Gabriel,Sacramento Kings,19150.080775233644
504,Theo Pinson,Brooklyn Nets,19150.080775233644
505,Thanasis Antetokounmpo,Milwaukee Bucks,19150.080775233644
506,Derrick Walton Jr.,LA Clippers,19150.080775233644
507,Brad Wanamaker,Boston Celtics,19150.080775233644
508,Iman Shumpert,Brooklyn Nets,18452.928926553053
509,Devonte' Graham,Charlotte Hornets,18393.52748675096
510,De'Anthony Melton,Memphis Grizzlies,18393.52748675096
511,Jemerrio Jones,Milwaukee Bucks,18393.52748675096
512,Hamidou Diallo,Oklahoma City Thunder,18393.52748675096
513,Deonte Burton,Oklahoma City Thunder,18393.52748675096
514,Chimezie Metu,San Antonio Spurs,18393.52748675096
515,Gary Trent Jr.,Portland Trail Blazers,18393.52748675096
516,Elie Okobo,Phoenix Suns,18393.52748675096
517,Jevon Carter,Phoenix Suns,18393.52748675096
518,Ryan Broekhoff,Dallas Mavericks,18393.52748675096
519,Melvin Frazier Jr.,Orlando Magic,18393.52748675096
520,Jarred Vanderbilt,Minnesota Timberwolves,18393.52748675096
521,Duncan Robinson,Miami Heat,18393.52748675096
522,Kendrick Nunn,Miami Heat,18393.52748675096
523,Alize Johnson,Indiana Pacers,18393.52748675096
524,Isaiah Hartenstein,Houston Rockets,18393.52748675096
525,Bruce Brown,Detroit Pistons,18393.52748675096
526,Khyri Thomas,Detroit Pistons,18393.52748675096
527,Sviatoslav Mykhailiuk,Detroit Pistons,18393.52748675096
528,Keita Bates-Diop,Minnesota Timberwolves,18393.52748675096
529,Jalen Brunson,Dallas Mavericks,18393.52748675096
530,Kenrich Williams,New Orleans Pelicans,18393.52748675096
531,Dairis Bertans,New Orleans Pelicans,18393.52748675096
532,Yante Maten,Boston Celtics,18393.52748675096
533,Isaac Bonga,Washington Wizards,18393.26784830493
534,Tarik Phillip,Washington Wizards,18393.26784830493
535,Jaylen Nowell,Minnesota Timberwolves,17958.58530328019
536,Bruno Fernando,Atlanta Hawks,17958.58530328019
537,Dakari Johnson,Memphis Grizzlies,17404.718806706984
538,Kyle Collinsworth,Utah Jazz,17404.718806706984
539,Brandon Paul,San Antonio Spurs,17404.718806706984
540,Jaylen Morris,Milwaukee Bucks,17404.718806706984
541,Rodney Purvis,Miami Heat,17404.718806706984
542,David Stockton,Los Angeles Lakers,17404.718806706984
543,Ike Anigbogu,Indiana Pacers,17404.718806706984
544,Zhou Qi,Houston Rockets,17404.718806706984
545,Aaron Jackson,Houston Rockets,17404.718806706984
546,Carmelo Anthony,Portland Trail Blazers,17051.97501938794
547,Jabari Bird,Atlanta Hawks,16685.4781683709
548,Ben Moore,San Antonio Spurs,16683.475175820047
549,James Nunnally,Shanghai Sharks,16683.475175820047
550,Kevin Porter Jr.,Cleveland Cavaliers,15270.09090709181
551,Carsen Edwards,Boston Celtics,13817.55412017592
552,Okaro White,Washington Wizards,12928.496711050027
553,Cody Martin,Charlotte Hornets,12613.673777716695
554,Gary Payton II,Washington Wizards,10157.75483123511
555,Nick Young,Denver Nuggets,9959.514358218803
556,Admiral Schofield,Washington Wizards,9162.54352208173
557,Terance Mann,LA Clippers,9162.54352208173
558,Ron Baker,Washington Wizards,8244.493461608943
559,David Nwaba,Brooklyn Nets,7473.057342138538
560,Jalen McDaniels,Charlotte Hornets,7393.813964632582
561,Caleb Martin,Charlotte Hornets,7393.813964632582
562,Dewan Hernandez,Toronto Raptors,7393.813964632582
563,Terence Davis,Toronto Raptors,7393.813964632582
564,Matt Thomas,Toronto Raptors,7393.813964632582
565,Justin Robinson,Washington Wizards,7393.813964632582
566,Miye Oni,Utah Jazz,7393.813964632582
567,Stanton Kidd,Utah Jazz,7393.813964632582
568,Justin James,Sacramento Kings,7393.813964632582
569,Jalen Lecque,Phoenix Suns,7393.813964632582
570,Ignas Brazdeikis,New York Knicks,7393.813964632582
