,Player,Team,Salary
580,Luke Harangody,Cleveland Cavaliers,3864.3227347529464
581,Semih Erden,Cleveland Cavaliers,3864.3227347529464
582,Jeremy Evans,Utah Jazz,3864.3227347529464
583,Pape Sy,Atlanta Hawks,3864.3227347529464
584,Dexter Pittman,Miami Heat,3864.3227347529464
585,Derrick Byars,Memphis Grizzlies,3607.380224381504
586,Trey Gilder,Utah Jazz,3607.380224381504
587,Marcus Landry,Milwaukee Bucks,3607.380224381504
588,Deron Washington,null Unknown,3607.380224381504
589,Peja Stojakovic,Toronto Raptors,2785.0641621011646
590,Steve Novak,San Antonio Spurs,1619.25833204121
591,Mustafa Shakur,Washington Wizards,881.215116876852
592,Jared Jeffries,New York Knicks,842.4838139342568
593,Mike Bibby,Washington Wizards,804.6229084832197
594,Troy Murphy,New Jersey Nets,804.6229084832197
595,Dominic McGuire,Charlotte Bobcats,767.6324005237407
596,Sasha Pavlovic,Dallas Mavericks,767.6324005237407
597,Rasual Butler,LA Clippers,767.6324005237407
598,Al Thornton,Washington Wizards,767.6324005237407
599,Travis Diener,Portland Trail Blazers,751.1245814209909
600,Leon Powe,Memphis Grizzlies,696.2695039797395
601,Carlos Arroyo,Miami Heat,661.8900153159673
602,Zabian Dowdell,Phoenix Suns,600.2422702777203
603,Jannero Pargo,Charlotte Hornets,489.6092488629316
604,Jeff Adrien,Golden State Warriors,308.0738875508235
605,John Lucas III,Chicago Bulls,291.8979950554751
606,Danny Green,San Antonio Spurs,291.2569858038729
607,Da'Sean Butler,null Unknown,269.19233684790845
608,Sundiata Gaines,Toronto Raptors,216.45165295293225
609,Chris Johnson,Portland Trail Blazers,134.5189816173937
610,Garrett Temple,Charlotte Bobcats,112.20753581765557
611,Cedric Jackson,Cleveland Cavaliers,28.084567311005443
612,Othyus Jeffers,Washington Wizards,22.164451519536904
613,Patrick Ewing Jr.,New Orleans Hornets,10.830668613465646
614,Marcus Cousin,Utah Jazz,10.76769347391634
615,Larry Owens,Washington Wizards,8.557479997932603
616,Mario West,New Jersey Nets,6.962487233822618
617,Marqus Blakely,Houston Rockets,3.8763696506098824
618,Robert Vaden,San Antonio Spurs,3.343065605402798
619,Earl Barron,Portland Trail Blazers,2.3499249017986354
620,Trey Johnson,Toronto Raptors,1.3852782199710565
621,Magnum Rolle,null Unknown,1.2035036179450072
