,Player,Team,Salary
152,Devin Harris,Utah Jazz,1389607.2117703813
153,Jason Kidd,Dallas Mavericks,1277319.1070567158
154,Andrea Bargnani,Toronto Raptors,1244745.3655847288
155,T.J. Ford,Indiana Pacers,1244745.3655847288
156,Stephen Jackson,Charlotte Bobcats,1231090.8201106058
157,Richard Jefferson,San Antonio Spurs,1215629.522431259
158,David West,New Orleans Hornets,1183286.0631589827
159,Lamar Odom,Los Angeles Lakers,1158431.5346978155
160,John Salmons,Milwaukee Bucks,1102611.811729033
161,Mark Blount,Miami Heat,1093636.9717907966
162,Jameer Nelson,Orlando Magic,1048170.3535249123
163,Luis Scola,Houston Rockets,1041563.3492330646
164,Joel Przybilla,Charlotte Bobcats,1028235.247758597
165,Paul Millsap,Utah Jazz,995107.1600854524
166,Shane Battier,Memphis Grizzlies,931856.3546619805
167,Anderson Varejao,Cleveland Cavaliers,913528.9329667838
168,Andre Miller,Portland Trail Blazers,910381.7638635518
169,Marvin Williams,Atlanta Hawks,908688.3441871684
170,JJ Redick,Orlando Magic,905563.0211563641
171,Dan Gadzuric,New Jersey Nets,905144.6369241438
172,James Posey,Indiana Pacers,880458.6424092068
173,Leandro Barbosa,Toronto Raptors,868479.0848321964
174,Marko Jaric,Brooklyn Nets,868479.0848321964
175,Shawn Marion,Dallas Mavericks,857626.6323823306
176,Charlie Villanueva,Detroit Pistons,849017.9863551789
177,Raymond Felton,New York Knicks,844187.168355041
178,Travis Outlaw,New Jersey Nets,844187.168355041
179,Brendan Haywood,Dallas Mavericks,820239.8180690511
180,Nazr Mohammed,Charlotte Bobcats,816392.7785817656
181,Vladimir Radmanovic,Golden State Warriors,816392.7785817656
182,Andres Nocioni,Philadelphia 76ers,808395.3552477431
183,Greg Oden,Miami Heat,787414.4572148025
184,JR Smith,Denver Nuggets,786791.9188581249
185,Kendrick Perkins,Oklahoma City Thunder,772621.7827579078
186,Morris Peterson,Oklahoma City Thunder,765319.8435669492
187,Jeff Foster,Indiana Pacers,763025.0327337881
188,Jason Kapono,Philadelphia 76ers,759918.7732340982
189,Tyrus Thomas,Charlotte Bobcats,753098.6469729859
190,Jerome James,Chicago Bulls,750465.1643580731
191,Josh Childress,Phoenix Suns,727896.0788367445
192,Beno Udrih,Sacramento Kings,723111.0529942801
193,DeSagana Diop,Charlotte Bobcats,723111.0529942801
194,Mike James,Chicago Bulls,720434.7660395562
195,Trevor Ariza,New Orleans Hornets,688645.3411618773
196,Rasheed Wallace,New York Knicks,688645.3411618773
197,Metta World Peace,Los Angeles Lakers,688645.3411618773
198,Marcin Gortat,Phoenix Suns,688645.3411618773
199,Kevin Durant,Oklahoma City Thunder,631363.0300732031
200,Andray Blatche,Washington Wizards,600561.8296310385
201,Drew Gooden,Milwaukee Bucks,572586.7445386258
202,Al Harrington,Denver Nuggets,572586.7445386258
203,Wesley Matthews,Portland Trail Blazers,572586.7445386258
204,Jermaine O'Neal,Boston Celtics,572586.7445386258
205,Kyle Lowry,Houston Rockets,569610.9847701744
206,Derrick Rose,Chicago Bulls,529940.9197436428
207,Nenad Krstic,Oklahoma City Thunder,529359.3651274205
208,Francisco Garcia,Sacramento Kings,521156.3641375508
209,Sasha Vujacic,New Jersey Nets,516450.66437132173
210,Al Horford,Atlanta Hawks,510758.5237138895
211,Blake Griffin,LA Clippers,494460.2198056646
212,Mickael Pietrus,Phoenix Suns,483943.21549169597
213,Luke Walton,Los Angeles Lakers,476665.9775342843
214,Speedy Claxton,Atlanta Hawks,467548.9452504307
215,Channing Frye,Phoenix Suns,465853.49045551656
216,John Wall,Washington Wizards,455923.38085590245
217,Reggie Evans,Toronto Raptors,444600.6477844394
218,Jason Maxiell,Detroit Pistons,430707.7389566535
219,Amir Johnson,Toronto Raptors,430707.7389566535
220,Kyle Korver,Chicago Bulls,430707.7389566535
221,Lou Williams,Philadelphia 76ers,430707.7389566535
222,Mike Miller,Miami Heat,430707.7389566535
223,Linas Kleiza,Toronto Raptors,429846.7541864792
224,Michael Beasley,Minnesota Timberwolves,424226.8936944387
225,Mike Conley,Memphis Grizzlies,415862.5457916236
226,Antonio McDyess,San Antonio Spurs,406925.78044242295
227,Marcus Banks,Toronto Raptors,404849.5973295431
228,Darius Songaila,Philadelphia 76ers,399922.88608641725
229,Martell Webster,Minnesota Timberwolves,396940.2522224519
230,Hasheem Thabeet,Memphis Grizzlies,395829.5975191234
231,Ronnie Brewer,Chicago Bulls,395288.05733581417
232,Evan Turner,Philadelphia 76ers,364982.2789332231
233,Jarrett Jack,Toronto Raptors,364551.03025291156
234,Chris Andersen,Denver Nuggets,354055.6972296878
235,O.J. Mayo,Memphis Grizzlies,342114.9204052099
236,Jeff Green,Oklahoma City Thunder,342082.3695152643
237,Charlie Bell,Golden State Warriors,340825.1270633313
238,Brad Miller,Houston Rockets,333540.07304803253
239,Darko Milicic,Minnesota Timberwolves,322266.2979808421
240,James Harden,Oklahoma City Thunder,319221.4945627455
241,Matt Carroll,Charlotte Bobcats,318551.443732341
242,Nikola Pekovic,Minnesota Timberwolves,314858.12487078767
243,Zaza Pachulia,Atlanta Hawks,311369.4191044725
244,Hakim Warrick,Phoenix Suns,311186.3413961822
245,Randy Foye,LA Clippers,311186.3413961822
246,Nate Robinson,Oklahoma City Thunder,303907.38060781476
247,DeShawn Stevenson,Dallas Mavericks,296970.0053372614
248,Derrick Favors,Utah Jazz,294328.5017986355
249,Bruce Bowen,San Antonio Spurs,289607.8836744539
250,Greg Buckner,Memphis Grizzlies,286917.98010517884
251,Yi Jianlian,Washington Wizards,282656.98692373023
252,Russell Westbrook,Oklahoma City Thunder,278100.6477568741
253,Daniel Gibson,Cleveland Cavaliers,277770.4350416236
254,Luke Ridnour,Minnesota Timberwolves,275652.95293225825
255,Anthony Morrow,New Jersey Nets,275652.95293225825
256,Ronny Turiaf,New York Knicks,275652.95293225825
257,Brandon Bass,Orlando Magic,275652.95293225825
258,Steve Blake,Los Angeles Lakers,275652.95293225825
259,Ryan Gomes,LA Clippers,275652.95293225825
260,Willie Green,New Orleans Hornets,272355.04100337677
261,Ramon Sessions,Cleveland Cavaliers,270757.236965061
262,Tyreke Evans,Sacramento Kings,259484.8743436014
263,Corey Brewer,Minnesota Timberwolves,258693.83571084004
264,Jordan Farmar,New Jersey Nets,242273.10316311763
265,Wesley Johnson,Minnesota Timberwolves,239258.96836882367
266,C.J. Miles,Utah Jazz,235855.5578526635
267,Derek Fisher,Los Angeles Lakers,235855.5578526635
268,Kevin Love,Minnesota Timberwolves,228052.5352904693
269,C.J. Watson,Chicago Bulls,223278.89187512922
270,Marc Gasol,Memphis Grizzlies,219983.26664063468
271,Timofey Mozgov,New York Knicks,219216.00636096756
272,Dorell Wright,Golden State Warriors,215898.284060368
273,Udonis Haslem,Miami Heat,211046.79208876024
274,Chris Duhon,Orlando Magic,211046.79208876024
275,Carlos Delfino,Milwaukee Bucks,211046.79208876024
276,Shaun Livingston,Charlotte Bobcats,211046.79208876024
277,Tiago Splitter,San Antonio Spurs,199159.2584935566
278,Brandan Wright,New Jersey Nets,198933.45250472057
279,DeMarcus Cousins,Sacramento Kings,196199.35100268762
280,Danilo Gallinari,New York Knicks,188135.1525325615
281,Joel Anthony,Miami Heat,187616.2910895183
282,Kelenna Azubuike,Cleveland Cavaliers,187616.2910895183
283,Thabo Sefolosha,Oklahoma City Thunder,181974.01970918613
284,Will Bynum,Detroit Pistons,181974.01970918613
285,Johan Petro,New Jersey Nets,181974.01970918613
286,Grant Hill,Phoenix Suns,180855.90241885468
287,Kris Humphries,New Jersey Nets,176417.88987664532
288,Jonny Flynn,Minnesota Timberwolves,175536.9030390738
289,Joakim Noah,Chicago Bulls,168626.17158183447
290,Ekpe Udoh,Golden State Warriors,161850.84076907174
291,Matt Bonner,San Antonio Spurs,160266.3496657708
292,Eric Gordon,LA Clippers,156783.78854661982
293,Glen Davis,Boston Celtics,155055.19950410034
294,Jamario Moon,LA Clippers,155054.7860243953
295,Eduardo Najera,Charlotte Bobcats,155054.7860243953
296,Raja Bell,Utah Jazz,155054.7860243953
297,Josh Howard,Washington Wizards,155054.7860243953
298,Carl Landry,Sacramento Kings,155054.7860243953
299,Tony Allen,Memphis Grizzlies,155054.7860243953
300,Chris Wilcox,Detroit Pistons,155054.7860243953
301,Spencer Hawes,Philadelphia 76ers,152411.60951002687
302,Stephen Curry,Golden State Warriors,146276.33425677073
303,Thaddeus Young,Philadelphia 76ers,145014.11584454897
304,Julian Wright,Toronto Raptors,140729.27116065397
305,Anthony Parker,Cleveland Cavaliers,140504.0414403039
306,Mark Madsen,Minnesota Timberwolves,138956.6535731514
307,Greg Monroe,Detroit Pistons,134880.91519536902
308,Rodney Stuckey,Detroit Pistons,131916.9302576666
309,Sebastian Telfair,Minnesota Timberwolves,125594.37667976019
310,Jordan Hill,Houston Rockets,122774.74037626629
311,Nick Young,Washington Wizards,119212.08105935152
312,Al-Farouq Aminu,LA Clippers,113200.4931155675
313,D.J. Augustin,Charlotte Bobcats,111150.16194610985
314,Maurice Evans,Washington Wizards,107676.93473916338
315,Dahntay Jones,Indiana Pacers,107676.93473916338
316,David Andersen,Toronto Raptors,107676.93473916338
317,DeMar DeRozan,Toronto Raptors,103740.7321066777
318,Brook Lopez,New Jersey Nets,100339.62894356006
319,Ricky Davis,LA Clippers,99235.06305561298
320,Marquis Daniels,Boston Celtics,98245.19330163323
321,Marco Belinelli,New Orleans Hornets,97610.1797412308
322,Gordon Hayward,Utah Jazz,95655.77738267521
323,Ryan Hollins,Cleveland Cavaliers,93798.5474620805
324,Brandon Jennings,Milwaukee Bucks,93620.70936530907
325,Ersan Ilyasova,Milwaukee Bucks,92769.62735166425
326,Craig Smith,LA Clippers,91137.75756322789
327,Jerryd Bayless,Toronto Raptors,90552.24932809593
328,Quentin Richardson,Orlando Magic,88385.10440355593
329,Paul George,Indiana Pacers,86318.23254083109
330,Lou Amundson,Golden State Warriors,85290.90000689133
331,Terrence Williams,New Jersey Nets,84486.28058714078
332,Anthony Tolliver,Minnesota Timberwolves,83385.01826200813
333,Jason Smith,New Orleans Hornets,82471.28550012059
334,Jason Thompson,Sacramento Kings,81725.65639859416
335,Daequan Cook,Oklahoma City Thunder,81115.69499774309
336,Jared Dudley,Phoenix Suns,79716.99987292399
337,Shannon Brown,Los Angeles Lakers,79578.60657432293
338,Wilson Chandler,New York Knicks,78198.49687002963
339,Cole Aldrich,Oklahoma City Thunder,77907.92003307835
340,Gerald Henderson,Charlotte Bobcats,76254.95737027083
341,Keyon Dooling,Milwaukee Bucks,74536.55847288264
342,Ben Wallace,Detroit Pistons,74536.55847288264
343,Brandon Rush,Indiana Pacers,73753.12731031631
344,Anthony Johnson,Orlando Magic,73308.93529046931
345,Brent Barry,Houston Rockets,73308.93529046931
346,Xavier Henry,Memphis Grizzlies,70312.31548480464
347,Aaron Brooks,Phoenix Suns,70068.3382066019
348,Tyler Hansbrough,Indiana Pacers,68816.79346702501
349,Rasho Nesterovic,Toronto Raptors,68225.82868168975
350,Chuck Hayes,Houston Rockets,67031.15309075873
351,Goran Dragic,Phoenix Suns,66997.17455723244
352,Anthony Randolph,New York Knicks,66571.13772999794
353,Arron Afflalo,Denver Nuggets,66155.70978790228
354,Ed Davis,Toronto Raptors,63454.88087657639
355,Earl Clark,Phoenix Suns,62113.044200951
356,Robin Lopez,Phoenix Suns,60073.11664254704
357,Patrick Patterson,Houston Rockets,57272.930163324374
358,Dikembe Mutombo,Houston Rockets,57272.930163324374
359,J.J. Barea,Dallas Mavericks,56753.928054579286
360,Austin Daye,Detroit Pistons,56050.682902625595
361,Kurt Thomas,Chicago Bulls,55819.722968782306
362,Marreese Speights,Philadelphia 76ers,54216.354517262764
363,Matt Barnes,Los Angeles Lakers,53670.060643649645
364,Larry Sanders,Milwaukee Bucks,51679.50936530907
365,Omer Asik,Chicago Bulls,51027.51361036455
366,James Johnson,Toronto Raptors,50589.63820549928
367,Roy Hibbert,Indiana Pacers,48931.305189166844
368,Renaldo Balkman,New York Knicks,48336.176004410445
369,Luke Babbitt,Portland Trail Blazers,46645.17940872441
370,Sean Williams,Boston Celtics,45724.484432499485
371,Jrue Holiday,Philadelphia 76ers,45657.148480463096
372,JaVale McGee,Washington Wizards,44161.82691751086
373,Hamed Haddadi,Memphis Grizzlies,44104.47246916133
374,Keith Bogans,Chicago Bulls,44104.47246916133
375,Kevin Seraphin,Washington Wizards,42094.68910481704
376,Ty Lawson,Denver Nuggets,41207.494893529045
377,JJ Hickson,Cleveland Cavaliers,40272.83382261732
378,Solomon Jones,Indiana Pacers,38763.69650609882
379,Eric Bledsoe,LA Clippers,37992.29894562745
380,Jeff Teague,Atlanta Hawks,37575.91457514989
381,Alexis Ajinca,Toronto Raptors,37119.32784783957
382,Avery Bradley,Boston Celtics,34649.19346702502
383,Eric Maynor,Oklahoma City Thunder,34631.60430018606
384,Ryan Anderson,Orlando Magic,34204.97763076287
385,Roger Mason Jr.,New York Knicks,33767.486734201644
386,Ronnie Price,Utah Jazz,32869.057309971744
387,James Anderson,San Antonio Spurs,31931.12052925367
388,Darren Collison,Indiana Pacers,31914.2354351871
389,Courtney Lee,Houston Rockets,31521.517634897664
390,Zydrunas Ilgauskas,Miami Heat,31500.12846738681
391,Eddie House,Miami Heat,31500.12846738681
392,Shaquille O'Neal,Boston Celtics,31500.12846738681
393,Roko-Leni Ukic,Milwaukee Bucks,31398.594169940046
394,Craig Brackins,Philadelphia 76ers,29426.639900764938
395,Kosta Koufos,Minnesota Timberwolves,29054.95571635311
396,Elliot Williams,Golden State Warriors,27122.911556750052
397,Omri Casspi,Sacramento Kings,27112.536530907586
398,Rudy Fernandez,Portland Trail Blazers,26776.428612776515
399,Trevor Booker,Washington Wizards,24997.670622286543
400,Serge Ibaka,Oklahoma City Thunder,24982.731031631178
401,Byron Mullens,Oklahoma City Thunder,24982.731031631178
402,Royal Ivey,Oklahoma City Thunder,24808.765763903244
403,Nicolas Batum,Portland Trail Blazers,24674.979284680587
404,Damion James,New Jersey Nets,23035.55823857763
405,Rodrigue Beaubois,Dallas Mavericks,23025.996940252222
406,Brian Cook,LA Clippers,22639.52376764179
407,James Jones,Miami Heat,22639.52376764179
408,Darrell Arthur,Memphis Grizzlies,21753.441223899114
409,Taj Gibson,Chicago Bulls,21521.75216043002
410,Dominique Jones,Dallas Mavericks,21231.590076493696
411,D.J. White,Charlotte Bobcats,21176.544387016747
412,Kyrylo Fesenko,Utah Jazz,20375.167976018194
413,DeMarre Carroll,Memphis Grizzlies,20296.553648955964
414,Wayne Ellington,Minnesota Timberwolves,20050.469299152366
415,Quincy Pondexter,New Orleans Hornets,19845.80591275584
416,Alando Tucker,Minnesota Timberwolves,19788.156543311972
417,Toney Douglas,New York Knicks,19761.577424023155
418,Jordan Crawford,Washington Wizards,18717.369278478396
419,Greivis Vasquez,Memphis Grizzlies,18489.647880917924
420,Quinton Ross,New Jersey Nets,18396.314674453864
421,James Singleton,Washington Wizards,18284.22189582041
422,Jawad Williams,Cleveland Cavaliers,18255.835457945694
423,Aaron Gray,New Orleans Hornets,18236.36802425746
424,Daniel Orton,Washington Wizards,18220.773206532973
425,Christian Eyenga,Cleveland Cavaliers,17958.08906346909
426,Lazar Hayward,Minnesota Timberwolves,17958.08906346909
427,Jon Brockman,Milwaukee Bucks,17228.30955826614
428,Stephen Graham,New Jersey Nets,16977.010240507203
429,Shavlik Randolph,Denver Nuggets,16977.010240507203
430,Joey Graham,Cleveland Cavaliers,16977.010240507203
431,Patty Mills,Portland Trail Blazers,15132.218110829715
432,Donte Greene,Sacramento Kings,14923.204637860934
433,DeJuan Blair,San Antonio Spurs,14518.709944180277
434,Sam Young,Memphis Grizzlies,13524.15409000069
435,Ian Mahinmi,Dallas Mavericks,13497.302294810834
436,Alexander Johnson,Miami Heat,13497.302294810834
437,Pops Mensah-Bonsu,New Orleans Hornets,13497.302294810834
438,Josh McRoberts,Indiana Pacers,13497.302294810834
439,Salim Stoudamire,Atlanta Hawks,13490.014198900835
440,Quincy Douby,Sacramento Kings,12599.893627610089
441,Marcus Haislip,San Antonio Spurs,12599.893627610089
442,Mouhamed Sene,New York Knicks,12599.893627610089
443,Anthony Roberson,Chicago Bulls,12599.893627610089
444,Tarence Kinsey,Golden State Warriors,12599.893627610089
445,Javaris Crittenton,Washington Wizards,12576.331116411688
446,Darius Miles,Memphis Grizzlies,12576.331116411688
447,Kyle Weaver,Utah Jazz,12576.331116411688
448,Mario Chalmers,Miami Heat,12576.331116411688
449,Luke Jackson,Miami Heat,12576.331116411688
450,Kenny Thomas,Sacramento Kings,12576.331116411688
451,Jamaal Magloire,Miami Heat,12576.331116411688
452,Melvin Ely,Denver Nuggets,12576.331116411688
453,Mike Harris,Houston Rockets,12576.331116411688
454,Dwayne Jones II,Utah Jazz,12576.331116411688
455,Malik Hairston,San Antonio Spurs,12576.331116411688
456,Tracy McGrady,Detroit Pistons,12576.331116411688
457,Antoine Wright,Sacramento Kings,12576.331116411688
458,Sean May,Sacramento Kings,12576.331116411688
459,Luther Head,Sacramento Kings,12576.331116411688
460,Coby Karl,Denver Nuggets,12576.331116411688
461,Fabricio Oberto,Portland Trail Blazers,12576.331116411688
462,Earl Watson,Utah Jazz,12576.331116411688
463,Sonny Weems,Toronto Raptors,12576.331116411688
464,Kwame Brown,Charlotte Bobcats,12576.331116411688
465,Francisco Elson,Utah Jazz,12576.331116411688
466,Tony Battie,Philadelphia 76ers,12576.331116411688
467,Von Wafer,Boston Celtics,12576.331116411688
468,Malik Allen,Orlando Magic,12576.331116411688
469,Didier Ilunga-Mbenga,New Orleans Hornets,12576.331116411688
470,DeAndre Jordan,LA Clippers,12576.331116411688
471,Jason Collins,Atlanta Hawks,12576.331116411688
472,Jerry Stackhouse,Miami Heat,12576.331116411688
473,Shelden Williams,New York Knicks,12576.331116411688
474,Shawne Williams,New York Knicks,12576.331116411688
475,Maurice Ager,Minnesota Timberwolves,12576.331116411688
476,George Hill,San Antonio Spurs,12576.331116411688
477,Josh Powell,Atlanta Hawks,12576.331116411688
478,Henry Walker,New York Knicks,12576.331116411688
479,Juwan Howard,Miami Heat,12576.331116411688
480,Joe Smith,New Jersey Nets,12576.331116411688
481,Theo Ratliff,Los Angeles Lakers,12576.331116411688
482,Bobby Simmons,San Antonio Spurs,12576.331116411688
483,Darnell Jackson,Sacramento Kings,12576.331116411688
484,Luc Mbah a Moute,Milwaukee Bucks,12576.331116411688
485,Earl Boykins,Milwaukee Bucks,12576.331116411688
486,Joe Alexander,Golden State Warriors,12576.331116411688
487,Hilton Armstrong,Washington Wizards,12576.331116411688
488,Cartier Martin,Washington Wizards,12576.331116411688
489,Joey Dorsey,Toronto Raptors,12576.331116411688
490,Anthony Carter,New York Knicks,12576.331116411688
491,Delonte West,Boston Celtics,12576.331116411688
492,Tim Thomas,Dallas Mavericks,12576.331116411688
493,Brian Cardinal,Dallas Mavericks,12576.331116411688
494,Chris Richard,Chicago Bulls,12576.331116411688
495,Brian Scalabrine,Chicago Bulls,12576.331116411688
496,Chris Douglas-Roberts,Milwaukee Bucks,12576.331116411688
497,D.J. Strawberry,Phoenix Suns,12576.331116411688
498,Etan Thomas,Atlanta Hawks,12576.331116411688
499,Paul Davis,Washington Wizards,11740.150523895665
500,Kevin Ollie,Oklahoma City Thunder,11740.150523895665
501,Ryan Bowen,Oklahoma City Thunder,11740.150523895665
502,Desmond Mason,Sacramento Kings,11740.150523895665
503,Mikki Moore,Golden State Warriors,11740.150523895665
504,Linton Johnson,Chicago Bulls,11740.150523895665
505,James White,New York Knicks,11740.150523895665
506,Jason Hart,New Orleans Pelicans,11740.150523895665
507,Kareem Rush,LA Clippers,11740.150523895665
508,Jermareo Davidson,Golden State Warriors,11740.150523895665
509,Marcus Williams,Denver Nuggets,11740.150523895665
510,Lindsey Hunter,Phoenix Suns,11740.150523895665
511,Gabe Pruitt,Boston Celtics,11740.150523895665
512,Chris Quinn,San Antonio Spurs,11140.284356023018
513,Sean Marks,Portland Trail Blazers,11001.460978309558
514,Chase Budinger,Houston Rockets,10505.125743246503
515,Jermaine Taylor,Sacramento Kings,10505.125743246503
516,Tony Gaffney,Memphis Grizzlies,10008.635139290884
517,Jodie Meeks,Philadelphia 76ers,10008.635139290884
518,Brian Butch,Utah Jazz,10008.635139290884
519,Dante Cunningham,Charlotte Bobcats,10008.635139290884
520,Derrick Brown,Charlotte Bobcats,10008.635139290884
521,Darryl Watkins,New Orleans Pelicans,10008.635139290884
522,Greg Stiemsma,Portland Trail Blazers,10008.635139290884
523,A.J. Price,Indiana Pacers,10008.635139290884
524,Taylor Griffin,Phoenix Suns,10008.635139290884
525,DaJuan Summers,Detroit Pistons,10008.635139290884
526,Marcus Thornton,Sacramento Kings,10008.635139290884
527,Kenny Hasbrouck,null Unknown,10008.635139290884
528,Jeff Ayres,LA Clippers,10008.635139290884
529,Jonas Jerebko,Golden State Warriors,10008.635139290884
530,Reggie Williams,Golden State Warriors,10008.635139290884
531,Curtis Jerrells,null Unknown,10008.635139290884
532,Oliver Lafayette,Milan Olimpia,10008.635139290884
533,Lance Stephenson,Indiana Pacers,9690.924126524706
534,Dontell Jefferson,Charlotte Hornets,9343.160643649646
535,Mike Taylor,LA Clippers,9343.160643649646
536,Joe Crawford,New York Knicks,9343.160643649646
537,Sun Yue,Los Angeles Lakers,9343.160643649646
538,Walter Sharpe,Detroit Pistons,9343.160643649646
539,DeMarcus Nelson,Chicago Bulls,9343.160643649646
540,Othello Hunter,Madrid Real Madrid,9343.160643649646
541,Hassan Whiteside,Sacramento Kings,9191.96145973744
542,Erick Dampier,Miami Heat,8774.708144786713
543,Ime Udoka,San Antonio Spurs,8651.551402384397
544,Mike Wilks,Oklahoma City Thunder,7962.176832075666
545,Solomon Alabi,Toronto Raptors,7733.7881607056715
546,Brian Skinner,Milwaukee Bucks,7697.6778367445395
547,Allen Iverson,Philadelphia 76ers,7294.333102405071
548,Alonzo Gee,Washington Wizards,7081.899625818345
549,Acie Law,Memphis Grizzlies,6908.713424453863
550,Andy Rautins,New York Knicks,6202.191440975811
551,Ike Diogu,LA Clippers,5556.641838760251
552,Gary Neal,San Antonio Spurs,4748.552821997106
553,Jason Williams,Memphis Grizzlies,4747.901614223692
554,Lester Hudson,Washington Wizards,4580.084997743092
555,Willie Warren,LA Clippers,4307.077389566535
556,Samardo Samuels,Cleveland Cavaliers,4307.077389566535
557,Damien Wilkins,Atlanta Hawks,4010.4923934256776
558,Sherron Collins,Charlotte Bobcats,3864.3227347529464
559,Jeremy Lin,Golden State Warriors,3864.3227347529464
560,Landry Fields,New York Knicks,3864.3227347529464
561,Ish Smith,Memphis Grizzlies,3864.3227347529464
562,Hamady Ndiaye,Washington Wizards,3864.3227347529464
563,Pooh Jeter,Sacramento Kings,3864.3227347529464
564,Terrico White,Perth Perth,3864.3227347529464
565,Garret Siler,Phoenix Suns,3864.3227347529464
566,Gani Lawal,Phoenix Suns,3864.3227347529464
567,Armon Johnson,Portland Trail Blazers,3864.3227347529464
568,Stanley Robinson,null Unknown,3864.3227347529464
569,Brian Zoubek,null Unknown,3864.3227347529464
570,Darington Hobson,Milwaukee Bucks,3864.3227347529464
571,Tiny Gallon,null Unknown,3864.3227347529464
572,Derrick Caracter,Los Angeles Lakers,3864.3227347529464
573,Patrick Beverley,LA Clippers,3864.3227347529464
574,Gary Forbes,Denver Nuggets,3864.3227347529464
575,Donald Sloan,Denver Nuggets,3864.3227347529464
576,Matt Janning,Denver Nuggets,3864.3227347529464
577,Ben Uzoh,New Jersey Nets,3864.3227347529464
578,Manny Harris,Cleveland Cavaliers,3864.3227347529464
579,Devin Ebanks,Los Angeles Lakers,3864.3227347529464
