,Player,Team,Salary
168,Tayshaun Prince,Memphis Grizzlies,892296.1325521055
169,Wesley Matthews,Portland Trail Blazers,805607.2058215034
170,Jose Calderon,Dallas Mavericks,786063.5502462551
171,Kyle Korver,Atlanta Hawks,778902.3684276999
172,Evan Turner,Philadelphia 76ers,760418.9426828849
173,Kevin Martin,Minnesota Timberwolves,720019.0868965047
174,Carl Landry,Sacramento Kings,720019.0868965047
175,Amir Johnson,Toronto Raptors,720019.0868965047
176,Spencer Hawes,Philadelphia 76ers,720019.0868965047
177,JJ Redick,LA Clippers,720019.0868965047
178,Brandon Bass,Boston Celtics,708984.4748547181
179,Channing Frye,Phoenix Suns,698035.0721723273
180,Wilson Chandler,Denver Nuggets,685908.3634502292
181,Jarrett Jack,Cleveland Cavaliers,676391.8948857342
182,Landry Fields,Toronto Raptors,665698.1202815317
183,Kyle Lowry,Toronto Raptors,657204.4513369348
184,Jason Richardson,Atlanta Hawks,655987.9695035703
185,Derrick Favors,Utah Jazz,615184.6346123144
186,Gerald Henderson,Charlotte Bobcats,613507.3876514597
187,Robin Lopez,Portland Trail Blazers,594084.7314392031
188,Chuck Hayes,Toronto Raptors,558070.2849400978
189,Jason Thompson,Sacramento Kings,542816.2385606435
190,Jason Terry,Brooklyn Nets,539275.4877889705
191,Kyrie Irving,Cleveland Cavaliers,535815.8867329027
192,JR Smith,New York Knicks,527773.564648341
193,Anthony Davis,New Orleans Pelicans,492489.5716968592
194,Anthony Bennett,Cleveland Cavaliers,483102.26006578165
195,Jamal Crawford,LA Clippers,465253.7534722814
196,Lou Williams,Atlanta Hawks,465253.7534722814
197,Courtney Lee,Memphis Grizzlies,465253.7534722814
198,Zaza Pachulia,Milwaukee Bucks,460812.21561376296
199,JJ Hickson,Denver Nuggets,451993.0469162733
200,Martell Webster,Washington Wizards,451993.0469162733
201,Keith Bogans,Boston Celtics,436022.5465192658
202,Derrick Williams,Sacramento Kings,428942.00040218816
203,Ramon Sessions,Charlotte Bobcats,426046.7969801803
204,Andre Miller,Washington Wizards,426046.7969801803
205,Corey Brewer,Minnesota Timberwolves,426046.7969801803
206,Chase Budinger,Minnesota Timberwolves,426046.7969801803
207,Brandan Wright,Dallas Mavericks,426046.7969801803
208,DeMarcus Cousins,Sacramento Kings,412015.0874533649
209,Michael Kidd-Gilchrist,Charlotte Bobcats,394256.2215716014
210,Victor Oladipo,Orlando Magic,386738.1744337838
211,Boris Diaw,San Antonio Spurs,376855.54031254794
212,J.J. Barea,Minnesota Timberwolves,374375.31314439577
213,Luc Mbah a Moute,Sacramento Kings,358787.0913181206
214,Luis Scola,Indiana Pacers,346403.4546944563
215,Enes Kanter,Utah Jazz,345908.21040576696
216,Jonas Jerebko,Detroit Pistons,345097.90555394604
217,Tony Allen,Memphis Grizzlies,344236.9254876361
218,Ekpe Udoh,Milwaukee Bucks,340443.07715373475
219,Luke Ridnour,Charlotte Bobcats,332936.8257809438
220,Timofey Mozgov,Denver Nuggets,329930.63958145166
221,Udonis Haslem,Miami Heat,320993.8819679954
222,Bradley Beal,Washington Wizards,317936.22451643687
223,Otto Porter Jr.,Washington Wizards,311888.1371529849
224,Jared Dudley,LA Clippers,307818.81081818027
225,Greg Monroe,Detroit Pistons,284584.0299615876
226,Tristan Thompson,Cleveland Cavaliers,281188.22747490584
227,Kirk Hinrich,Chicago Bulls,280773.03635031276
228,Mario Chalmers,Miami Heat,272669.95006731537
229,Ian Mahinmi,Indiana Pacers,272669.95006731537
230,Brandon Rush,Utah Jazz,272669.95006731537
231,Elton Brand,Atlanta Hawks,272669.95006731537
232,Steve Blake,Los Angeles Lakers,272669.95006731537
233,Matt Bonner,San Antonio Spurs,265223.0781028988
234,Thabo Sefolosha,Oklahoma City Thunder,259206.8712827417
235,Dion Waiters,Cleveland Cavaliers,258441.77947136114
236,Cody Zeller,Charlotte Bobcats,253527.79634281428
237,Joel Anthony,Miami Heat,246084.62993575216
238,Danny Green,San Antonio Spurs,241251.66158250824
239,Steve Novak,Toronto Raptors,239651.32330135143
240,Al-Farouq Aminu,New Orleans Pelicans,239600.45601329266
241,Samuel Dalembert,Dallas Mavericks,233397.565730568
242,Ricky Rubio,Minnesota Timberwolves,230581.9386179724
243,Raymond Felton,New York Knicks,225434.99390461665
244,Jonas Valanciunas,Toronto Raptors,211928.95369041737
245,Thomas Robinson,Portland Trail Blazers,211928.95369041737
246,Marreese Speights,Golden State Warriors,208762.93052028836
247,Jordan Hill,Los Angeles Lakers,208762.93052028836
248,Gerald Green,Phoenix Suns,208762.93052028836
249,Alex Len,Phoenix Suns,207895.37992126655
250,Gordon Hayward,Utah Jazz,203097.65785867177
251,Jan Vesely,Washington Wizards,190217.05288774517
252,Paul George,Indiana Pacers,183567.2675405
253,Shane Battier,Miami Heat,182227.0318171748
254,Carlos Delfino,LA Clippers,180004.77172412619
255,Matt Barnes,LA Clippers,180004.77172412619
256,Alonzo Gee,Cleveland Cavaliers,180004.77172412619
257,Gary Neal,Charlotte Bobcats,180004.77172412619
258,Darrell Arthur,Denver Nuggets,177981.47569810326
259,Mirza Teletovic,Brooklyn Nets,177691.5745411476
260,Ray Allen,Miami Heat,177691.5745411476
261,Damian Lillard,Portland Trail Blazers,174827.39185057685
262,Tyler Hansbrough,Toronto Raptors,172659.5374835972
263,Chris Kaman,Los Angeles Lakers,172659.5374835972
264,Andrei Kirilenko,Brooklyn Nets,172659.5374835972
265,Mike Dunleavy,Chicago Bulls,172659.5374835972
266,Vince Carter,Dallas Mavericks,172334.22519129503
267,Nerlens Noel,Oklahoma City Thunder,171502.82353823344
268,Ed Davis,Memphis Grizzlies,169512.65187886637
269,Alexey Shved,Minnesota Timberwolves,169097.97372143355
270,Jerryd Bayless,Memphis Grizzlies,167491.35125002128
271,Patrick Patterson,Toronto Raptors,164333.0750558803
272,Lavoy Allen,Philadelphia 76ers,159573.27152814466
273,Larry Sanders,Milwaukee Bucks,158882.3283188875
274,Bismack Biyombo,Charlotte Bobcats,158523.69683191602
275,Kosta Koufos,Memphis Grizzlies,153376.84691286492
276,Travis Outlaw,Sacramento Kings,153376.84691286492
277,Randy Foye,Denver Nuggets,153376.84691286492
278,Dorell Wright,Portland Trail Blazers,153376.84691286492
279,Chris Copeland,Indiana Pacers,153376.84691286492
280,Harrison Barnes,Golden State Warriors,145696.21442764875
281,Joel Freeland,Portland Trail Blazers,143122.1543750916
282,Ben McLemore,Sacramento Kings,142923.09551287515
283,Brandon Knight,Milwaukee Bucks,133032.4729732954
284,Will Bynum,Detroit Pistons,132688.25402016053
285,Kevin Seraphin,Washington Wizards,129922.97961785307
286,Marco Belinelli,San Antonio Spurs,128879.15608650453
287,Aaron Gray,Toronto Raptors,123396.92676468582
288,Terrence Ross,Toronto Raptors,122277.34367661344
289,Kentavious Caldwell-Pope,Detroit Pistons,119954.89845430221
290,Wayne Ellington,Dallas Mavericks,119857.25728113975
291,Mo Williams,Portland Trail Blazers,119857.25728113975
292,Eric Bledsoe,Phoenix Suns,117561.06396966547
293,Nick Collison,Oklahoma City Thunder,113936.48504957481
294,Kemba Walker,Charlotte Bobcats,112416.24924760136
295,DeMarre Carroll,Atlanta Hawks,111471.50474658736
296,Avery Bradley,Boston Celtics,107488.03985453058
297,Chauncey Billups,Detroit Pistons,106511.69924504508
298,Jason Smith,New Orleans Pelicans,106511.69924504508
299,Andre Drummond,Detroit Pistons,103583.85725728114
300,Trey Burke,Utah Jazz,101357.3908485148
301,Trevor Booker,Washington Wizards,94179.42828609895
302,Austin Rivers,New Orleans Pelicans,93237.92364559724
303,Klay Thompson,Golden State Warriors,91561.77041871879
304,CJ McCollum,Portland Trail Blazers,91466.99088941529
305,Quincy Pondexter,Memphis Grizzlies,84404.24648410846
306,C.J. Miles,Cleveland Cavaliers,84367.9169720002
307,Meyers Leonard,Portland Trail Blazers,84152.67924811262
308,Alec Burks,Utah Jazz,82632.69653538745
309,Michael Carter-Williams,Philadelphia 76ers,82551.65981697029
310,Dante Cunningham,Minnesota Timberwolves,80989.79191874435
311,Jordan Crawford,Golden State Warriors,79688.7460856695
312,Greivis Vasquez,Toronto Raptors,78789.83001319041
313,Jeremy Lamb,Oklahoma City Thunder,75955.56409618432
314,Markieff Morris,Phoenix Suns,74571.73069752382
315,Steven Adams,Oklahoma City Thunder,74503.30057431107
316,Brendan Haywood,Portland Trail Blazers,71618.46657236831
317,C.J. Watson,Indiana Pacers,69262.53003629918
318,Nate Robinson,Denver Nuggets,69262.53003629918
319,Jermaine O'Neal,Golden State Warriors,68167.48751682884
320,Vitor Faverani,Boston Celtics,68167.48751682884
321,Marcus Morris Sr.,Phoenix Suns,67305.8638081767
322,Kelly Olynyk,Boston Celtics,67240.85362054568
323,John Henson,Milwaukee Bucks,61868.75593653607
324,Darren Collison,LA Clippers,61521.15748393804
325,Kawhi Leonard,San Antonio Spurs,60736.20657475417
326,Shabazz Muhammad,Minnesota Timberwolves,60689.887257792405
327,Maurice Harkless,Orlando Magic,55821.00624755023
328,Nikola Vucevic,Orlando Magic,54818.82769645018
329,Giannis Antetokounmpo,Milwaukee Bucks,54760.15872117793
330,Anthony Randolph,Denver Nuggets,52190.73263007209
331,Jeff Ayres,San Antonio Spurs,52190.73263007209
332,Luigi Datome,Detroit Pistons,52190.73263007209
333,Iman Shumpert,New York Knicks,49469.11395218051
334,Reggie Evans,Sacramento Kings,48998.41601296886
335,Jeremy Evans,Utah Jazz,46975.124082704206
336,Tyler Zeller,Cleveland Cavaliers,45469.86543056289
337,Chris Singleton,Washington Wizards,44651.83357589597
338,Toney Douglas,Miami Heat,43627.19201077046
339,John Lucas III,Utah Jazz,43627.19201077046
340,Pablo Prigioni,New York Knicks,43156.748112612695
341,Terrence Jones,Houston Rockets,41040.36172395576
342,Jodie Meeks,Los Angeles Lakers,40943.09718979533
343,Tobias Harris,Orlando Magic,40723.62012985906
344,Shane Larkin,Dallas Mavericks,40257.09438811159
345,Ronny Turiaf,Minnesota Timberwolves,38344.21172821623
346,Miroslav Raduljica,Milwaukee Bucks,38344.21172821623
347,James Jones,Miami Heat,38344.21172821623
348,Gustavo Ayon,Atlanta Hawks,38344.21172821623
349,Andrew Nicholson,Orlando Magic,37429.4722132279
350,Sergey Karasev,Cleveland Cavaliers,36717.63775115459
351,Nando De Colo,Toronto Raptors,36475.89427222686
352,Donatas Motiejunas,Houston Rockets,34495.00159171083
353,Evan Fournier,Denver Nuggets,34495.00159171083
354,Tony Snell,Chicago Bulls,33834.82543328959
355,Willie Green,LA Clippers,33378.548425313995
356,Rashard Lewis,Miami Heat,33378.548425313995
357,Chris Andersen,Miami Heat,33378.548425313995
358,Scotty Hopson,Cleveland Cavaliers,32850.842038889554
359,Andray Blatche,Brooklyn Nets,32248.10178796503
360,Kenneth Faried,Denver Nuggets,31875.78468617393
361,Jared Sullinger,Boston Celtics,31786.348070008007
362,Gorgui Dieng,Minnesota Timberwolves,31180.40473764038
363,Dennis Schroder,Atlanta Hawks,30976.043218187082
364,Victor Claver,Portland Trail Blazers,30145.36716712964
365,Mason Plumlee,Brooklyn Nets,28740.53493754154
366,Francisco Garcia,Houston Rockets,27312.96996419503
367,Reggie Jackson,Oklahoma City Thunder,27071.138390224784
368,John Jenkins,Atlanta Hawks,27004.165715162155
369,Solomon Hill,Indiana Pacers,26486.66511699245
370,MarShon Brooks,Los Angeles Lakers,24954.304033811077
371,Hasheem Thabeet,Oklahoma City Thunder,24540.295506058384
372,Pero Antic,Atlanta Hawks,24540.295506058384
373,Tim Hardaway Jr.,New York Knicks,24407.956809079908
374,Jordan Hamilton,Houston Rockets,23323.833303226027
375,Tony Wroten,Philadelphia 76ers,22933.12431363861
376,Reggie Bullock,LA Clippers,22498.69629680124
377,Patty Mills,San Antonio Spurs,21913.164888631367
378,Norris Cole,Miami Heat,21729.965405000083
379,Miles Plumlee,Phoenix Suns,21435.38762419264
380,Cory Joseph,San Antonio Spurs,21412.458399086558
381,Jimmy Butler,Chicago Bulls,21106.39060652022
382,Nick Young,Los Angeles Lakers,20881.756528979706
383,Arnett Moultrie,Philadelphia 76ers,20219.222849741815
384,Perry Jones,Oklahoma City Thunder,19970.509899623376
385,Rudy Gobert,Utah Jazz,19833.491368291896
386,Marquis Teague,Brooklyn Nets,19683.755319620308
387,Festus Ezeli,Portland Trail Blazers,19399.0743945875
388,Archie Goodwin,Phoenix Suns,19307.543755006052
389,Nemanja Nedovic,Golden State Warriors,19029.928226452394
390,Kyle Singler,Detroit Pistons,18610.150138891255
391,Anthony Morrow,New Orleans Pelicans,17989.401247056016
392,Lance Stephenson,Indiana Pacers,17212.716644796263
393,Andrew Bynum,Indiana Pacers,17041.87187920721
394,Ish Smith,Phoenix Suns,15427.697138141413
395,Omri Casspi,Houston Rockets,15312.593613541472
396,Byron Mullens,Philadelphia 76ers,15312.593613541472
397,Alan Anderson,Brooklyn Nets,15312.593613541472
398,Austin Daye,Toronto Raptors,15312.593613541472
399,Chandler Parsons,Houston Rockets,14628.781165323198
400,Jeff Adrien,Charlotte Bobcats,14302.175868726461
401,Jon Leuer,Memphis Grizzlies,13803.91622215784
402,Shelvin Mack,Atlanta Hawks,13326.302592903765
403,Jannero Pargo,Charlotte Bobcats,13326.302592903765
404,Anthony Tolliver,Charlotte Bobcats,13326.302592903765
405,Ryan Hollins,LA Clippers,13326.302592903765
406,Josh Harrellson,Detroit Pistons,13326.302592903765
407,Wesley Johnson,Los Angeles Lakers,13326.302592903765
408,Nazr Mohammed,Chicago Bulls,13326.302592903765
409,Jordan Farmar,Los Angeles Lakers,13326.302592903765
410,Earl Watson,Portland Trail Blazers,13326.302592903765
411,DeJuan Blair,Dallas Mavericks,13326.302592903765
412,Garrett Temple,Washington Wizards,13326.302592903765
413,Aaron Brooks,Houston Rockets,13326.302592903765
414,Rasual Butler,Indiana Pacers,13326.302592903765
415,Xavier Henry,Los Angeles Lakers,13326.302592903765
416,Kenyon Martin,New York Knicks,13326.302592903765
417,Greg Oden,Miami Heat,13326.302592903765
418,Isaiah Thomas,Sacramento Kings,13326.302592903765
419,P.J. Tucker,Phoenix Suns,13326.302592903765
420,Shaun Livingston,Brooklyn Nets,13326.302592903765
421,Beno Udrih,Memphis Grizzlies,13326.302592903765
422,Donald Sloan,Indiana Pacers,13326.302592903765
423,Mike Miller,Memphis Grizzlies,13326.302592903765
424,Devin Harris,Dallas Mavericks,13326.302592903765
425,Julyan Stone,Toronto Raptors,13326.302592903765
426,E'Twaun Moore,Orlando Magic,13326.302592903765
427,Cole Aldrich,New York Knicks,13326.302592903765
428,Draymond Green,Golden State Warriors,13062.599055880299
429,Allen Crabbe,Portland Trail Blazers,11599.124047785408
430,Elliot Williams,Philadelphia 76ers,10839.960241738952
431,Brian Roberts,New Orleans Pelicans,10605.481217880331
432,Jeffery Taylor,Charlotte Bobcats,10605.481217880331
433,Henry Sims,Philadelphia 76ers,10605.481217880331
434,Kent Bazemore,Los Angeles Lakers,10605.481217880331
435,Aron Baynes,San Antonio Spurs,10605.481217880331
436,Quincy Acy,Toronto Raptors,10605.481217880331
437,Mike Scott,Atlanta Hawks,10605.481217880331
438,Kyle O'Quinn,Orlando Magic,10605.481217880331
439,Quincy Miller,Denver Nuggets,10605.481217880331
440,Khris Middleton,Milwaukee Bucks,10605.481217880331
441,Jae Crowder,Dallas Mavericks,10605.481217880331
442,Patrick Beverley,Houston Rockets,10605.481217880331
443,Will Barton,Portland Trail Blazers,10605.481217880331
444,Bernard James,Dallas Mavericks,10605.481217880331
445,Robert Sacre,Los Angeles Lakers,10605.481217880331
446,Darius Miller,New Orleans Pelicans,10605.481217880331
447,Andre Roberson,Oklahoma City Thunder,9346.258688798378
448,Diante Garrett,Utah Jazz,8816.502986690297
449,Malcolm Thomas,Utah Jazz,8403.878496378602
450,Dwight Buycks,Toronto Raptors,8350.517220811535
451,Hilton Armstrong,Golden State Warriors,7437.370493038396
452,Chris Douglas-Roberts,Charlotte Bobcats,7437.370493038396
453,D.J. Augustin,Toronto Raptors,7204.954859915813
454,Alexis Ajinca,New Orleans Pelicans,6890.767981731114
455,James Johnson,Memphis Grizzlies,6863.270541420269
456,Isaiah Canaan,Houston Rockets,5546.9139764651745
457,Jeremy Tyler,New York Knicks,5279.329045416588
458,Kendall Marshall,Los Angeles Lakers,5109.71395047632
459,Ricky Ledo,Dallas Mavericks,5043.303396445066
460,Jamaal Franklin,Memphis Grizzlies,4877.809778626085
461,Ray McCallum,Sacramento Kings,4690.297166891051
462,Carrick Felix,Cleveland Cavaliers,4432.590875781796
463,Nate Wolters,Milwaukee Bucks,4260.467969801803
464,Tony Mitchell,Detroit Pistons,4260.467969801803
465,Nick Calathes,Memphis Grizzlies,4094.7601765537925
466,Glen Rice Jr.,Washington Wizards,4094.7601765537925
467,James Southerland,Charlotte Bobcats,4094.7601765537925
468,Peyton Siva,Detroit Pistons,4094.7601765537925
469,Brandon Davies,Philadelphia 76ers,4094.7601765537925
470,Toure' Murry,New York Knicks,4094.7601765537925
471,Robert Covington,Houston Rockets,4094.7601765537925
472,Ryan Kelly,Los Angeles Lakers,4094.7601765537925
473,Phil Pressey,Boston Celtics,4094.7601765537925
474,Ognjen Kuzmic,Golden State Warriors,4094.7601765537925
475,Robbie Hummel,Minnesota Timberwolves,4094.7601765537925
476,Jeff Withey,New Orleans Pelicans,4094.7601765537925
477,Matthew Dellavedova,Cleveland Cavaliers,4094.7601765537925
478,Dionte Christmas,Phoenix Suns,4094.7601765537925
479,Ian Clark,Utah Jazz,4094.7601765537925
480,Gal Mekel,Dallas Mavericks,4094.7601765537925
481,Erik Jay Murphy,Chicago Bulls,4094.7601765537925
482,Hollis Thompson,Philadelphia 76ers,3822.5046237325105
483,Hedo Turkoglu,LA Clippers,3818.518540687469
484,Leandro Barbosa,Phoenix Suns,2877.8335707152473
485,Luke Babbitt,New Orleans Pelicans,2565.485438146526
486,Chris Johnson,Boston Celtics,1747.1496740060327
487,Shavlik Randolph,Phoenix Suns,1596.118634758602
488,Dewayne Dedmon,Philadelphia 76ers,1533.768469128649
489,Jason Collins,Brooklyn Nets,1295.276461442765
490,Danny Granger,LA Clippers,1062.4175682782598
491,Caron Butler,Oklahoma City Thunder,1018.6756952402051
492,Jimmer Fredette,Sacramento Kings,975.7228282860989
493,Shannon Brown,San Antonio Spurs,605.1377808756114
494,Jarvis Varnado,Philadelphia 76ers,502.38614182245783
495,Troy Daniels,Houston Rockets,428.60569784761157
496,Mike Muscala,Atlanta Hawks,326.4484264558019
497,Cartier Martin,Chicago Bulls,184.44542606383885
498,D.J. White,Charlotte Bobcats,184.42415146815725
499,Justin Hamilton,Charlotte Bobcats,163.7904070621517
500,Chris Babb,Boston Celtics,103.28965906031118
501,Ronnie Brewer,Houston Rockets,83.00965019853781
502,Damion James,San Antonio Spurs,80.90604141174867
503,Mike James,Chicago Bulls,56.593860307776204
504,Jorge Gutierrez,Brooklyn Nets,51.149409925186184
505,Drew Gooden,Washington Wizards,46.11135651595971
506,Othyus Jeffers,San Antonio Spurs,46.11135651595971
507,Lou Amundson,Chicago Bulls,40.6740625436698
508,Jared Cunningham,Sacramento Kings,36.69679469656947
509,Melvin Ely,New Orleans Pelicans,15.121678010872714
510,Greg Smith,Houston Rockets,4.149968898583821
511,Josh Powell,Houston Rockets,3.3201957088566605
512,Chris Wright,Milwaukee Bucks,1.4679350534262685
513,Lamar Odom,New York Knicks,1.1548564903969052
