PG%,SG%,SF%,PF%,C%,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Height,Weight,YearsPro,Season
0.0,0.0,0.0,21.0,79.0,34,57,20,11.4,0.6,1.0,0.625,0.0,0.0,0.0,0.6,1.0,0.625,0.625,0.2,0.3,0.765,0.6,1.2,1.8,0.9,0.2,0.2,0.6,2.1,1.5,5.7,0.654,0.0,0.304,5.9,12.8,9.3,0.9,1.1,36.2,6.9,0.2,0.4,0.6,0.047,-5.3,0.8,-4.4,-0.4,208.28,111.13004,5,2010
100.0,0.0,0.0,0.0,0.0,25,41,0,12.1,1.7,3.7,0.457,0.5,1.1,0.40399999999999997,1.2,2.5,0.48100000000000004,0.52,0.6,0.9,0.743,0.2,1.0,1.2,1.8,0.3,0.1,0.9,0.9,4.5,11.9,0.55,0.311,0.23199999999999998,1.6,9.5,5.6,1.3,0.7,17.8,18.3,0.3,0.6,0.9,0.086,-1.6,0.2,-1.4,0.1,185.42,81.19296800000002,5,2018
0.0,0.0,1.0,80.0,20.0,22,59,25,22.2,2.7,6.3,0.423,0.8,2.4,0.33799999999999997,1.8,3.9,0.47600000000000003,0.488,1.9,2.3,0.815,0.7,3.0,3.7,1.6,0.5,0.8,0.8,2.5,8.0,12.6,0.5479999999999999,0.38299999999999995,0.364,3.4,14.4,8.9,1.2,2.5,9.8,15.9,1.5,0.7,2.2,0.081,-1.4,-0.1,-1.5,0.2,210.82,104.32616,1,2014
24.0,73.0,3.0,0.0,0.0,28,67,67,30.7,3.4,8.1,0.42,1.6,4.3,0.382,1.8,3.8,0.46299999999999997,0.521,1.1,1.4,0.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,13.0,0.546,0.53,0.175,5.0,15.8,10.4,2.3,1.0,14.6,14.1,2.9,2.4,5.3,0.12300000000000001,-0.2,1.4,1.1,1.6,185.42,83.91452,8,2017
1.0,26.0,70.0,3.0,0.0,36,82,1,26.3,4.4,10.6,0.413,1.4,3.9,0.36,3.0,6.7,0.44299999999999995,0.479,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,12.0,0.525,0.37,0.233,0.9,5.7,3.3,1.4,0.5,12.3,22.7,0.5,1.4,1.9,0.043,-0.8,-1.3,-2.1,0.0,195.58,88.45044,17,2017
0.0,0.0,0.0,96.0,4.0,34,53,47,31.3,6.5,13.7,0.47100000000000003,1.2,3.0,0.414,5.2,10.8,0.48700000000000004,0.516,3.1,3.6,0.86,0.7,6.2,6.8,2.5,0.7,0.7,1.3,1.8,17.3,19.8,0.564,0.21600000000000003,0.265,2.5,21.5,12.2,1.2,1.7,7.9,24.2,3.3,1.8,5.0,0.145,3.0,0.1,3.1,2.2,213.36,111.13004,15,2013
96.0,4.0,0.0,0.0,0.0,31,64,43,18.5,1.9,4.3,0.44,0.5,1.1,0.449,1.4,3.2,0.436,0.496,0.6,0.7,0.83,0.3,1.3,1.6,2.0,0.3,0.0,0.9,1.1,4.8,9.0,0.528,0.253,0.172,2.2,7.9,5.2,0.9,0.1,17.0,14.0,0.5,1.1,1.7,0.068,-2.1,-0.2,-2.3,-0.1,187.96,90.7184,2,2011
0.0,6.0,94.0,0.0,0.0,22,12,0,3.5,0.4,1.6,0.263,0.1,0.8,0.111,0.3,0.8,0.4,0.289,0.3,0.3,0.75,0.0,0.3,0.3,0.1,0.0,0.0,0.3,0.1,1.2,-2.7,0.337,0.474,0.21100000000000002,0.0,10.3,5.2,0.0,0.0,16.2,25.7,-0.2,0.0,-0.2,-0.23800000000000002,-9.8,-5.6,-15.5,-0.1,200.66,83.91452,1,2016
0.0,26.0,73.0,1.0,0.0,31,78,26,22.7,2.5,6.2,0.4,1.1,3.2,0.33899999999999997,1.4,3.0,0.46399999999999997,0.48700000000000004,1.2,1.5,0.78,0.5,1.7,2.2,1.0,0.6,0.1,0.8,1.9,7.2,9.5,0.525,0.511,0.243,2.7,9.1,5.9,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-1.8,-1.0,-2.8,-0.4,198.12,99.79024,3,2014
0.0,2.0,70.0,28.0,0.0,33,69,69,34.0,4.3,10.7,0.39899999999999997,2.1,6.3,0.33399999999999996,2.2,4.4,0.493,0.498,1.9,2.4,0.7929999999999999,0.7,4.7,5.4,3.7,1.3,0.3,1.5,1.9,12.5,12.0,0.534,0.59,0.223,2.3,15.2,8.6,1.8,0.7,11.6,16.6,1.3,1.2,2.5,0.052000000000000005,-0.7,-0.6,-1.3,0.4,203.2,97.52228,15,2019
0.0,26.0,43.0,31.0,0.0,34,52,15,13.5,0.7,2.2,0.325,0.6,1.9,0.327,0.1,0.3,0.313,0.465,0.1,0.1,0.75,0.1,1.7,1.8,0.9,0.3,0.1,0.4,1.4,2.1,4.6,0.47100000000000003,0.86,0.035,0.7,14.0,7.4,1.0,0.5,16.6,8.9,-0.1,0.5,0.4,0.027999999999999997,-3.7,0.3,-3.4,-0.2,203.2,98.883056,15,2015
96.0,4.0,0.0,0.0,0.0,24,81,32,24.2,2.3,5.2,0.447,1.0,2.7,0.373,1.3,2.5,0.527,0.544,1.1,1.3,0.873,0.3,2.4,2.7,3.3,0.8,0.0,0.8,2.1,6.7,11.6,0.588,0.519,0.244,1.5,10.8,6.1,1.6,0.2,12.0,11.7,2.8,0.9,3.7,0.09,-2.0,0.1,-1.9,0.1,190.5,90.7184,2,2019
100.0,0.0,0.0,0.0,0.0,28,32,32,34.5,7.7,17.3,0.444,1.6,5.3,0.302,6.1,12.0,0.507,0.49,3.8,5.5,0.6970000000000001,0.5,3.2,3.6,8.7,1.5,0.9,3.8,2.2,20.7,18.0,0.527,0.306,0.317,1.5,10.1,5.7,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,2.2,-1.4,0.9,0.8,193.04,95.25431999999999,9,2019
0.0,0.0,0.0,82.0,18.0,20,24,4,15.1,1.8,4.5,0.40399999999999997,0.5,1.4,0.382,1.3,3.1,0.413,0.46299999999999997,0.5,1.0,0.478,1.0,1.8,2.8,0.4,1.2,0.5,0.6,1.6,4.7,12.2,0.47,0.312,0.21100000000000002,7.6,13.6,10.5,3.9,2.7,11.2,16.5,-0.1,0.4,0.3,0.043,-2.7,0.4,-2.4,0.0,210.82,90.7184,1,2016
2.0,96.0,3.0,0.0,0.0,20,59,0,15.9,2.6,6.1,0.429,0.3,0.8,0.33299999999999996,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2,14.0,0.506,0.126,0.401,6.9,9.3,8.1,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.6,-1.4,-2.0,0.0,198.12,91.625584,1,2012
0.0,3.0,90.0,8.0,0.0,20,59,59,33.5,6.1,12.9,0.47,0.7,1.8,0.39,5.4,11.1,0.483,0.49700000000000005,3.3,4.8,0.6809999999999999,1.0,4.4,5.3,3.9,0.8,0.7,2.5,2.8,16.1,13.8,0.536,0.138,0.371,3.1,13.8,8.5,1.1,1.8,14.4,22.2,1.0,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4,205.74,86.18248,2,2018
0.0,0.0,0.0,26.0,74.0,24,72,0,21.3,5.6,10.2,0.545,0.1,0.5,0.132,5.5,9.7,0.568,0.5489999999999999,3.1,4.0,0.7859999999999999,2.7,4.0,6.7,0.9,0.4,0.5,1.7,2.1,14.3,23.7,0.599,0.052000000000000005,0.387,14.1,20.8,17.4,1.0,2.0,12.5,27.3,4.0,1.8,5.8,0.183,3.0,-1.3,1.7,1.4,210.82,111.13004,6,2017
0.0,82.0,18.0,0.0,0.0,22,45,3,15.4,1.8,5.6,0.32,0.9,2.8,0.317,0.9,2.8,0.32299999999999995,0.39899999999999997,0.5,0.6,0.84,0.2,1.6,1.8,1.0,0.3,0.2,0.5,1.1,5.0,7.5,0.42200000000000004,0.498,0.099,1.5,12.3,7.0,1.1,1.2,8.3,19.6,-0.7,0.8,0.1,0.01,-2.9,-0.4,-3.3,-0.2,195.58,95.25431999999999,3,2010
0.0,0.0,56.0,43.0,0.0,28,77,76,35.5,6.7,16.0,0.419,0.9,3.4,0.264,5.8,12.6,0.462,0.44799999999999995,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4,14.1,0.46299999999999997,0.215,0.244,3.9,17.6,10.4,1.9,3.2,12.7,24.5,-1.4,2.5,1.1,0.02,-0.9,0.1,-0.8,0.8,205.74,102.0582,10,2014
0.0,0.0,0.0,17.0,83.0,25,81,3,16.6,2.2,4.4,0.508,0.0,0.0,0.0,2.2,4.4,0.508,0.508,0.7,1.0,0.647,1.5,3.8,5.3,0.5,0.4,0.8,0.9,1.8,5.2,14.2,0.53,0.0,0.237,10.3,25.8,18.1,1.1,3.9,14.9,15.8,0.8,2.5,3.3,0.11800000000000001,-2.0,0.7,-1.2,0.2,213.36,120.20188,7,2015
0.0,0.0,17.0,81.0,3.0,19,25,25,29.5,5.2,10.5,0.49,0.2,0.6,0.25,5.0,9.9,0.506,0.498,1.8,2.6,0.6970000000000001,2.0,3.5,5.5,1.7,1.2,0.2,1.9,1.7,12.3,14.5,0.527,0.061,0.251,7.8,13.5,10.7,2.1,0.6,13.9,20.7,0.4,1.0,1.3,0.08800000000000001,-0.1,-0.4,-0.5,0.3,203.2,108.86208,1,2015
1.0,74.0,25.0,0.0,0.0,25,75,10,17.7,1.9,4.4,0.426,0.6,1.8,0.364,1.2,2.7,0.467,0.498,0.8,1.3,0.6,0.3,2.7,3.0,1.0,0.7,0.4,1.0,1.7,5.2,9.7,0.52,0.39899999999999997,0.302,1.9,16.8,9.6,2.0,2.1,16.3,15.5,-0.4,1.9,1.6,0.057,-3.2,1.1,-2.1,0.0,195.58,91.171992,3,2015
0.0,0.0,53.0,47.0,1.0,20,80,25,21.2,3.0,6.4,0.46399999999999997,0.8,2.5,0.325,2.2,3.9,0.5529999999999999,0.527,0.7,1.0,0.753,0.8,3.2,4.0,1.2,0.7,0.6,0.6,1.4,7.5,13.1,0.5479999999999999,0.391,0.151,4.2,16.6,10.3,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5,200.66,102.0582,1,2019
0.0,0.0,4.0,94.0,2.0,25,80,80,33.4,7.0,15.3,0.46,2.3,5.6,0.41100000000000003,4.7,9.7,0.488,0.535,2.2,2.7,0.8290000000000001,0.7,4.7,5.5,2.4,0.9,0.4,1.3,2.1,18.6,17.1,0.565,0.364,0.177,2.4,15.7,9.0,1.3,1.1,7.4,23.3,4.2,2.5,6.7,0.12,2.3,-0.4,1.9,2.6,205.74,106.59412,7,2018
0.0,42.0,58.0,0.0,0.0,35,61,40,25.3,3.7,8.9,0.41100000000000003,1.2,3.4,0.361,2.4,5.5,0.442,0.48,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1,13.6,0.519,0.37799999999999995,0.212,2.3,12.5,7.5,1.9,1.3,12.4,20.4,1.0,1.8,2.9,0.09,-0.7,0.8,0.1,0.8,198.12,99.79024,14,2012
100.0,0.0,0.0,0.0,0.0,22,71,43,23.4,3.0,7.8,0.38799999999999996,0.6,2.1,0.28800000000000003,2.4,5.7,0.425,0.426,1.2,1.4,0.8320000000000001,0.3,1.5,1.8,4.4,1.0,0.1,1.8,1.7,7.8,10.1,0.465,0.265,0.183,1.5,6.8,4.1,2.0,0.3,17.6,18.5,-0.7,0.5,-0.2,-0.006,-3.0,-1.4,-4.4,-1.0,177.8,72.57472,2,2018
0.0,0.0,0.0,2.0,99.0,31,34,10,7.7,0.4,0.9,0.387,0.0,0.0,0.0,0.4,0.9,0.387,0.387,0.3,0.7,0.4,0.6,1.2,1.8,0.2,0.1,0.1,0.3,1.2,1.0,3.7,0.405,0.0,0.8059999999999999,10.1,16.4,13.4,0.4,0.8,19.2,8.8,-0.1,0.1,0.1,0.01,-5.4,-1.3,-6.7,-0.3,210.82,112.944408,9,2010
0.0,48.0,51.0,1.0,0.0,21,26,2,9.9,1.8,4.3,0.43200000000000005,0.7,1.8,0.36200000000000004,1.2,2.5,0.484,0.509,0.1,0.2,0.4,0.4,2.0,2.4,0.8,0.2,0.1,0.6,0.6,4.4,13.9,0.508,0.423,0.045,5.1,22.4,14.0,0.8,0.9,12.4,22.3,0.1,0.2,0.3,0.055,1.3,-1.1,0.1,0.1,200.66,99.79024,1,2012
0.0,53.0,36.0,9.0,1.0,31,81,81,38.6,7.4,17.5,0.423,1.6,4.9,0.32799999999999996,5.8,12.7,0.46,0.469,4.2,5.4,0.779,1.0,4.0,5.0,3.7,1.6,0.5,3.2,2.4,20.6,15.6,0.518,0.27699999999999997,0.306,3.0,12.2,7.7,2.2,1.1,13.9,27.5,0.5,4.6,5.0,0.077,0.3,0.1,0.4,1.9,203.2,97.52228,13,2010
0.0,0.0,0.0,27.0,73.0,21,13,0,8.2,0.9,1.8,0.522,0.0,0.4,0.0,0.9,1.4,0.667,0.522,0.8,1.2,0.733,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,2.7,15.1,0.591,0.217,0.652,14.3,15.5,14.9,1.4,4.9,19.1,15.4,0.1,0.1,0.3,0.125,-2.3,-0.3,-2.6,0.0,210.82,99.79024,2,2017
0.0,0.0,0.0,0.0,100.0,22,82,82,35.6,7.8,14.3,0.545,1.5,3.5,0.42100000000000004,6.3,10.8,0.585,0.596,4.2,4.9,0.858,2.9,9.4,12.3,2.4,0.8,1.4,1.9,3.5,21.3,24.9,0.6459999999999999,0.243,0.34299999999999997,9.3,30.9,20.0,1.1,3.5,10.5,22.9,10.6,3.4,14.0,0.23,4.9,0.2,5.1,5.2,213.36,112.490816,3,2018
92.0,8.0,0.0,0.0,0.0,30,17,0,12.4,1.5,3.8,0.406,0.8,2.3,0.33299999999999996,0.8,1.5,0.52,0.508,0.4,0.6,0.7,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2,9.9,0.526,0.609,0.156,1.1,9.0,5.0,2.8,0.4,14.9,17.3,0.1,0.3,0.4,0.08800000000000001,-3.3,2.0,-1.3,0.0,193.04,97.52228,11,2012
87.0,13.0,0.0,0.0,0.0,29,80,80,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17.0,0.485,0.47700000000000004,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,24.7,0.524,0.193,0.336,5.6,25.7,15.3,2.5,0.6,16.4,34.1,5.5,4.5,10.1,0.166,4.8,1.5,6.3,6.1,190.5,90.7184,10,2018
0.0,0.0,5.0,95.0,0.0,26,10,0,7.6,0.9,2.0,0.45,0.6,1.1,0.545,0.3,0.9,0.33299999999999996,0.6,0.0,0.0,0.0,0.3,1.7,2.0,0.1,0.1,0.1,0.4,1.2,2.4,9.2,0.6,0.55,0.0,4.3,23.5,14.1,0.7,0.9,16.7,14.1,0.0,0.1,0.1,0.086,-3.5,0.3,-3.2,0.0,205.74,101.604608,6,2015
0.0,51.0,42.0,7.0,0.0,27,79,32,21.2,1.9,4.5,0.415,0.9,2.6,0.35600000000000004,0.9,1.9,0.493,0.517,0.4,0.5,0.75,0.3,1.9,2.2,2.3,0.9,0.1,1.2,1.6,5.0,9.6,0.5329999999999999,0.5710000000000001,0.113,1.5,10.5,6.0,2.3,0.5,20.9,12.9,0.5,1.6,2.2,0.062,-2.3,1.1,-1.2,0.3,203.2,97.975872,1,2015
0.0,0.0,0.0,94.0,6.0,27,10,0,9.3,1.1,3.0,0.36700000000000005,0.4,1.4,0.28600000000000003,0.7,1.6,0.43799999999999994,0.433,0.1,0.4,0.25,0.1,2.2,2.3,0.3,0.3,0.4,0.6,1.2,2.7,6.7,0.425,0.467,0.133,1.2,26.5,13.9,1.7,3.5,15.9,18.5,-0.2,0.1,-0.1,-0.037000000000000005,-6.4,-0.1,-6.5,-0.1,208.28,106.140528,6,2015
0.0,0.0,2.0,96.0,1.0,30,72,72,32.9,4.9,11.2,0.435,2.3,5.9,0.397,2.5,5.3,0.47600000000000003,0.539,2.0,2.5,0.8059999999999999,0.9,3.6,4.4,1.5,1.1,0.4,1.5,2.5,14.1,14.0,0.573,0.525,0.22399999999999998,3.1,12.1,7.8,1.7,0.9,10.9,19.4,3.1,3.4,6.5,0.132,0.9,0.8,1.8,2.3,208.28,104.32616,12,2010
0.0,0.0,0.0,83.0,18.0,24,42,1,7.8,1.0,2.5,0.413,0.5,1.4,0.35100000000000003,0.5,1.1,0.489,0.51,0.2,0.3,0.818,0.3,1.5,1.7,0.4,0.1,0.2,0.3,1.2,2.7,9.4,0.528,0.5479999999999999,0.106,3.5,20.5,11.9,0.4,2.0,9.2,15.9,0.1,0.4,0.5,0.073,-3.7,-0.2,-3.9,-0.2,208.28,108.408488,4,2019
96.0,4.0,0.0,0.0,0.0,23,35,25,26.9,4.9,10.9,0.446,0.7,2.1,0.32,4.2,8.8,0.47700000000000004,0.478,4.2,5.2,0.7979999999999999,0.5,2.5,3.1,6.2,1.6,0.3,3.6,2.2,14.6,19.9,0.552,0.196,0.478,2.2,11.1,6.6,3.0,0.8,21.4,28.1,1.3,1.4,2.7,0.14,2.6,1.2,3.8,1.4,190.5,90.7184,2,2012
100.0,0.0,0.0,0.0,0.0,33,23,1,10.3,1.1,3.0,0.368,0.2,0.8,0.21100000000000002,0.9,2.1,0.429,0.397,0.4,0.7,0.529,0.1,1.0,1.0,2.3,0.4,0.1,0.8,0.7,2.7,9.1,0.41700000000000004,0.27899999999999997,0.25,0.9,10.5,5.5,2.1,0.7,20.1,17.0,-0.2,0.1,-0.1,-0.025,-3.3,-1.3,-4.6,-0.2,190.5,90.7184,2,2017
0.0,0.0,1.0,89.0,11.0,26,79,28,20.2,2.4,4.7,0.516,0.0,0.0,0.0,2.4,4.7,0.516,0.516,0.6,0.9,0.63,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4,12.4,0.532,0.0,0.19699999999999998,11.1,17.8,14.5,0.8,2.1,14.6,13.0,1.6,2.1,3.7,0.11,-1.7,0.1,-1.6,0.2,205.74,115.66596,5,2016
0.0,0.0,0.0,0.0,100.0,25,66,4,11.7,1.0,1.6,0.604,0.0,0.0,0.0,1.0,1.6,0.604,0.604,0.5,0.8,0.604,1.0,1.9,3.0,0.2,0.5,0.9,0.6,2.2,2.4,11.6,0.619,0.0,0.5,11.1,17.5,14.5,2.0,5.9,24.1,10.1,0.7,1.5,2.2,0.134,-3.9,2.4,-1.5,0.1,220.98,119.294696,4,2013
0.0,0.0,5.0,88.0,7.0,27,20,0,18.2,5.4,10.3,0.522,0.2,0.5,0.33299999999999996,5.2,9.8,0.531,0.529,1.9,2.5,0.7759999999999999,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2.0,12.8,22.5,0.563,0.044000000000000004,0.239,8.8,21.1,14.9,1.5,2.1,9.6,29.7,0.6,0.3,1.0,0.128,2.2,-1.2,0.9,0.3,208.28,106.59412,8,2016
1.0,79.0,20.0,0.0,0.0,25,59,4,11.1,1.5,4.0,0.387,0.6,1.8,0.321,0.9,2.1,0.444,0.462,0.6,0.8,0.8220000000000001,0.2,1.0,1.2,0.8,0.7,0.2,0.5,0.9,4.3,12.1,0.498,0.46399999999999997,0.191,2.0,9.7,6.0,3.0,1.4,10.2,18.8,0.2,1.0,1.3,0.092,-2.4,1.0,-1.4,0.1,198.12,83.91452,1,2015
18.0,81.0,1.0,0.0,0.0,31,56,0,14.1,2.3,5.3,0.43700000000000006,0.6,1.7,0.361,1.7,3.5,0.475,0.49700000000000005,1.0,1.2,0.836,0.1,1.0,1.1,0.9,0.3,0.0,1.0,1.1,6.2,10.6,0.5379999999999999,0.32899999999999996,0.22699999999999998,0.8,8.3,4.5,0.9,0.1,14.5,21.8,0.1,0.2,0.3,0.015,-2.0,-2.2,-4.2,-0.4,190.5,92.98636,11,2015
10.0,83.0,7.0,0.0,0.0,31,19,0,9.0,0.6,2.3,0.27899999999999997,0.3,1.1,0.28600000000000003,0.3,1.2,0.273,0.349,0.1,0.2,0.5,0.3,0.6,0.9,0.7,0.3,0.1,0.3,0.7,1.7,4.7,0.35700000000000004,0.488,0.09300000000000001,3.9,8.1,6.0,1.8,0.4,11.8,13.1,-0.2,0.0,-0.1,-0.04,-4.2,-0.8,-5.0,-0.1,190.5,90.7184,6,2011
0.0,0.0,0.0,7.0,93.0,22,18,0,7.9,0.4,0.8,0.5329999999999999,0.0,0.0,0.0,0.4,0.8,0.5329999999999999,0.5329999999999999,0.1,0.2,0.5,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1.0,7.0,0.537,0.0,0.267,11.1,17.5,14.4,1.8,3.6,32.3,7.9,0.0,0.2,0.2,0.066,-5.6,1.6,-4.0,-0.1,210.82,111.13004,1,2011
0.0,0.0,0.0,3.0,97.0,39,53,3,15.2,1.4,3.0,0.465,0.0,0.0,0.0,1.4,3.0,0.465,0.465,0.3,0.4,0.7,0.7,2.8,3.5,0.9,0.5,0.6,0.6,2.3,3.0,9.5,0.483,0.0,0.127,5.5,22.1,13.7,1.6,3.0,15.8,11.2,0.2,0.9,1.1,0.067,-4.0,2.1,-1.9,0.0,205.74,104.32616,17,2012
99.0,1.0,0.0,0.0,0.0,22,50,0,12.9,2.1,5.2,0.401,0.9,2.5,0.33899999999999997,1.2,2.7,0.45899999999999996,0.483,0.8,1.0,0.82,0.1,1.2,1.3,1.7,0.4,0.3,0.8,1.4,5.9,11.9,0.518,0.485,0.191,0.9,10.4,5.8,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,185.42,83.91452,1,2019
0.0,0.0,0.0,65.0,35.0,20,73,0,18.1,2.8,5.1,0.5429999999999999,0.0,0.0,0.5,2.7,5.0,0.5429999999999999,0.545,0.8,1.3,0.63,1.9,3.5,5.4,0.1,0.3,1.3,0.9,2.7,6.3,15.2,0.562,0.005,0.249,12.3,21.9,17.2,1.0,5.5,14.2,16.2,1.3,2.4,3.7,0.134,-2.4,0.9,-1.5,0.2,208.28,106.59412,2,2010
0.0,13.0,83.0,4.0,0.0,27,6,2,7.3,0.3,1.7,0.2,0.2,1.0,0.16699999999999998,0.2,0.7,0.25,0.25,0.0,0.0,0.0,0.2,0.5,0.7,0.5,0.2,0.0,0.5,1.3,0.8,-3.7,0.25,0.6,0.0,2.7,8.0,5.3,1.2,0.0,23.1,13.9,-0.2,0.0,-0.1,-0.124,-10.5,-0.9,-11.4,-0.1,200.66,102.0582,4,2010
0.0,0.0,0.0,0.0,100.0,27,51,5,10.3,1.5,3.1,0.494,0.0,0.0,0.0,1.5,3.1,0.49700000000000005,0.494,0.4,0.8,0.564,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,3.5,13.0,0.508,0.006,0.247,9.2,17.0,13.2,0.7,3.3,10.2,16.5,0.5,0.6,1.0,0.094,-2.2,-0.2,-2.4,0.0,213.36,114.758776,5,2017
24.0,72.0,4.0,0.0,0.0,19,22,0,5.5,0.2,1.5,0.152,0.0,0.4,0.0,0.2,1.1,0.2,0.152,0.4,0.7,0.6,0.4,0.7,1.1,0.7,0.4,0.2,0.3,0.4,0.9,6.0,0.24,0.242,0.455,7.9,13.5,10.8,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059000000000000004,-7.0,2.2,-4.8,-0.1,203.2,81.64656,1,2019
0.0,0.0,0.0,3.0,97.0,27,60,5,13.3,2.2,3.8,0.596,0.0,0.0,0.0,2.2,3.8,0.596,0.596,1.0,1.4,0.7140000000000001,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5,21.3,0.626,0.0,0.373,11.9,27.1,19.6,2.9,6.7,19.6,18.4,1.4,2.0,3.5,0.209,-0.9,3.4,2.4,0.9,210.82,113.398,6,2016
100.0,0.0,0.0,0.0,0.0,22,15,0,10.6,1.9,4.6,0.42,0.5,1.3,0.35,1.5,3.3,0.449,0.47100000000000003,1.0,1.2,0.833,0.2,1.0,1.2,1.0,0.3,0.0,0.8,0.4,5.3,14.5,0.52,0.29,0.261,2.2,10.8,6.5,1.3,0.0,13.5,25.6,0.1,0.1,0.2,0.067,-0.6,-1.7,-2.2,0.0,185.42,74.84268,1,2015
13.0,75.0,11.0,0.0,0.0,32,55,39,27.2,5.2,12.2,0.429,1.0,2.6,0.382,4.2,9.6,0.442,0.47,2.7,3.1,0.8490000000000001,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1,15.8,0.52,0.215,0.256,1.9,8.7,5.1,1.4,0.2,10.5,26.0,1.6,0.2,1.8,0.059000000000000004,0.6,-2.2,-1.6,0.1,200.66,87.543256,12,2011
59.0,41.0,0.0,0.0,0.0,19,63,0,13.6,2.4,6.7,0.36,1.3,3.9,0.342,1.1,2.9,0.385,0.45799999999999996,0.5,0.6,0.8420000000000001,0.1,0.9,1.0,1.4,0.3,0.1,0.8,1.0,6.7,10.3,0.47700000000000004,0.5720000000000001,0.08900000000000001,1.0,7.5,4.2,1.1,0.9,10.0,24.9,-0.5,0.5,0.0,0.0,-1.3,-2.0,-3.4,-0.3,190.5,90.7184,1,2018
0.0,0.0,0.0,0.0,100.0,32,34,6,14.6,1.4,3.1,0.452,0.1,0.5,0.188,1.3,2.6,0.5,0.466,1.2,1.8,0.6890000000000001,1.4,2.4,3.8,0.7,0.7,0.5,0.6,2.5,4.1,12.0,0.531,0.154,0.5870000000000001,10.3,17.7,13.9,2.4,2.7,13.8,12.9,0.5,0.5,1.0,0.092,-3.5,0.6,-3.0,-0.1,210.82,118.841104,14,2019
0.0,0.0,88.0,12.0,0.0,26,2,0,6.0,0.5,1.5,0.33299999999999996,0.0,0.0,0.0,0.5,1.5,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,-1.0,0.33299999999999996,0.0,0.0,9.1,9.6,9.3,0.0,0.0,25.0,14.9,0.0,0.0,0.0,-0.141,-8.7,-4.6,-13.3,0.0,200.66,99.79024,1,2014
0.0,0.0,0.0,97.0,4.0,33,71,71,32.5,6.4,13.1,0.48700000000000004,0.1,0.3,0.35,6.3,12.8,0.49,0.491,3.2,4.2,0.765,3.2,7.4,10.5,2.2,1.0,0.2,2.2,2.5,16.1,19.5,0.5379999999999999,0.021,0.32,11.2,25.8,18.5,1.6,0.5,12.8,24.3,3.4,3.8,7.2,0.149,1.4,-0.1,1.3,1.9,205.74,117.93392,14,2015
0.0,32.0,64.0,3.0,0.0,26,51,15,14.1,1.3,3.5,0.376,0.5,1.7,0.267,0.9,1.8,0.478,0.441,0.4,0.6,0.759,0.3,1.4,1.7,0.8,0.4,0.3,0.8,1.1,3.5,6.0,0.469,0.483,0.163,2.0,10.9,6.5,1.4,1.6,18.0,13.7,-0.6,0.4,-0.3,-0.017,-3.9,-0.6,-4.5,-0.5,198.12,96.615096,6,2016
0.0,0.0,0.0,52.0,48.0,26,61,16,16.0,2.4,4.9,0.478,0.0,0.0,0.0,2.4,4.9,0.478,0.478,0.8,1.0,0.7809999999999999,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5,18.1,0.513,0.0,0.213,11.6,28.9,20.0,2.0,5.5,15.2,18.3,0.8,1.4,2.2,0.107,-0.8,1.1,0.3,0.6,210.82,113.398,5,2015
