,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
32,Archie Goodwin,195.58,90.7184,1,1,3,1,29,2016
33,Aron Baynes,208.28,117.93392,1,0,4,Undrafted,Undrafted,2016
34,Arron Afflalo,195.58,95.25431999999999,1,1,9,1,27,2016
35,Austin Rivers,193.04,90.7184,1,1,4,1,10,2016
36,Avery Bradley,187.96,81.64656,1,1,6,1,19,2016
37,Axel Toupane,200.66,95.25431999999999,0,0,1,Undrafted,Undrafted,2016
38,Ben McLemore,195.58,88.45044,1,1,3,1,7,2016
39,Beno Udrih,190.5,92.98636,0,0,12,1,28,2016
40,Bismack Biyombo,205.74,111.13004,0,0,5,1,7,2016
41,Blake Griffin,208.28,113.851592,1,1,7,1,1,2016
42,Boban Marjanovic,220.98,131.54168,0,0,1,Undrafted,Undrafted,2016
43,Bobby Portis,210.82,104.32616,1,1,1,1,22,2016
44,Bojan Bogdanovic,203.2,97.975872,0,0,5,2,31,2016
45,Boris Diaw,203.2,113.398,0,0,13,1,21,2016
46,Bradley Beal,195.58,93.893544,1,1,4,1,3,2016
47,Brandan Wright,208.28,95.25431999999999,1,1,9,1,8,2016
48,Branden Dawson,198.12,102.0582,1,1,1,2,56,2016
49,Brandon Bass,203.2,113.398,1,1,11,2,33,2016
50,Brandon Jennings,185.42,76.657048,0,1,7,1,10,2016
51,Brandon Knight,190.5,85.728888,1,1,5,1,8,2016
52,Brandon Rush,198.12,99.79024,1,1,8,1,13,2016
53,Brian Roberts,185.42,78.471416,1,1,4,Undrafted,Undrafted,2016
54,Briante Weber,187.96,74.84268,1,1,1,Undrafted,Undrafted,2016
55,Brook Lopez,213.36,124.7378,1,1,8,1,10,2016
56,Bruno Caboclo,205.74,92.98636,0,0,2,1,20,2016
57,Bryce Cotton,185.42,74.84268,1,1,2,Undrafted,Undrafted,2016
58,Bryce Dejean-Jones,198.12,92.079176,1,1,1,Undrafted,Undrafted,2016
59,C.J. Watson,187.96,79.3786,1,1,9,Undrafted,Undrafted,2016
60,CJ McCollum,193.04,90.7184,1,1,3,1,10,2016
61,CJ Miles,198.12,104.779752,0,1,11,2,34,2016
62,CJ Wilcox,195.58,88.45044,1,1,2,1,28,2016
63,Cameron Bairstow,205.74,113.398,1,0,2,2,49,2016
64,Cameron Payne,190.5,83.91452,1,1,1,1,14,2016
65,Carl Landry,205.74,112.490816,1,1,9,2,31,2016
66,Carmelo Anthony,203.2,108.86208,1,1,13,1,3,2016
67,Caron Butler,200.66,103.418976,1,1,14,1,10,2016
68,Chandler Parsons,208.28,104.32616,1,1,5,2,38,2016
69,Channing Frye,210.82,115.66596,1,1,11,1,8,2016
70,Charlie Villanueva,210.82,105.233344,1,1,11,1,7,2016
71,Chase Budinger,200.66,94.800728,1,1,7,2,44,2016
72,Chris Andersen,208.28,111.13004,1,1,9,Undrafted,Undrafted,2016
73,Chris Bosh,210.82,106.59412,1,1,13,1,4,2016
74,Chris Copeland,205.74,108.408488,1,1,4,Undrafted,Undrafted,2016
75,Chris Johnson,198.12,93.439952,1,1,6,Undrafted,Undrafted,2016
76,Chris Kaman,213.36,120.20188,1,1,13,1,6,2016
77,Chris McCullough,210.82,90.7184,1,1,1,1,29,2016
78,Chris Paul,182.88,79.3786,1,1,11,1,4,2016
79,Christian Wood,210.82,99.79024,1,1,1,Undrafted,Undrafted,2016
80,Chuck Hayes,198.12,108.86208,1,1,11,Undrafted,Undrafted,2016
81,Cleanthony Early,203.2,95.25431999999999,1,1,2,2,34,2016
82,Cliff Alexander,203.2,108.86208,1,1,1,Undrafted,Undrafted,2016
83,Clint Capela,208.28,108.86208,0,0,2,1,25,2016
84,Cody Zeller,213.36,108.86208,1,1,3,1,4,2016
85,Cole Aldrich,210.82,113.398,1,1,6,1,11,2016
86,Corey Brewer,205.74,84.368112,1,1,9,1,7,2016
87,Cory Jefferson,205.74,98.883056,1,1,2,2,60,2016
88,Cory Joseph,190.5,86.18248,1,0,5,1,29,2016
89,Coty Clarke,200.66,102.0582,0,1,1,Undrafted,Undrafted,2016
90,Courtney Lee,195.58,90.7184,1,1,8,1,22,2016
91,Cristiano Felicio,208.28,124.7378,0,0,1,Undrafted,Undrafted,2016
92,D'Angelo Russell,195.58,88.45044,1,1,1,1,2,2016
93,D.J. Augustin,182.88,83.007336,1,1,8,1,9,2016
94,Dahntay Jones,198.12,102.0582,1,1,13,1,20,2016
95,Damian Lillard,190.5,88.45044,1,1,4,1,6,2016
96,Damien Inglis,203.2,111.583632,0,0,2,2,31,2016
97,Damjan Rudez,205.74,104.32616,0,0,2,Undrafted,Undrafted,2016
98,Danilo Gallinari,208.28,102.0582,0,0,8,1,6,2016
99,Danny Green,198.12,97.52228,1,1,7,2,46,2016
100,Dante Cunningham,203.2,104.32616,1,1,7,2,33,2016
101,Darrell Arthur,205.74,106.59412,1,1,8,1,27,2016
102,Darren Collison,182.88,79.3786,1,1,7,1,21,2016
103,Darrun Hilliard,198.12,92.98636,1,1,1,2,38,2016
104,David Lee,205.74,111.13004,1,1,11,1,30,2016
105,David West,205.74,113.398,1,1,13,1,18,2016
106,DeAndre Jordan,210.82,120.20188,1,1,8,2,35,2016
107,DeJuan Blair,200.66,122.46984,1,1,7,2,37,2016
108,DeMar DeRozan,200.66,99.79024,1,1,7,1,9,2016
109,DeMarcus Cousins,210.82,122.46984,1,1,6,1,5,2016
110,DeMarre Carroll,203.2,96.161504,1,1,7,1,27,2016
111,Delon Wright,195.58,86.18248,1,1,1,1,20,2016
112,Dennis Schroder,185.42,78.017824,0,0,3,1,17,2016
113,Deron Williams,190.5,90.7184,1,1,11,1,3,2016
114,Derrick Favors,208.28,120.20188,1,1,6,1,3,2016
115,Derrick Rose,190.5,86.18248,1,1,8,1,1,2016
116,Derrick Williams,203.2,108.86208,1,1,5,1,2,2016
117,Devin Booker,198.12,93.439952,1,1,1,1,13,2016
118,Devin Harris,190.5,83.91452,1,1,12,1,5,2016
119,Devyn Marble,198.12,90.7184,1,1,2,2,56,2016
120,Dewayne Dedmon,213.36,111.13004,1,1,3,Undrafted,Undrafted,2016
121,Dion Waiters,193.04,99.79024,1,1,4,1,4,2016
122,Dirk Nowitzki,213.36,111.13004,0,0,18,1,9,2016
123,Donald Sloan,190.5,92.98636,1,1,5,Undrafted,Undrafted,2016
124,Donatas Motiejunas,213.36,100.697424,0,0,5,1,20,2016
125,Doug McDermott,203.2,102.0582,1,1,2,1,11,2016
126,Draymond Green,200.66,104.32616,1,1,4,2,35,2016
127,Drew Gooden,208.28,113.398,1,1,14,1,4,2016
128,Duje Dukan,205.74,99.79024,1,0,1,Undrafted,Undrafted,2016
129,Dwight Howard,210.82,120.20188,0,1,12,1,1,2016
130,Dwight Powell,210.82,108.86208,1,0,2,2,45,2016
131,Dwyane Wade,193.04,99.79024,1,1,13,1,5,2016
132,E'Twaun Moore,193.04,86.636072,1,1,5,2,55,2016
133,Ed Davis,208.28,108.86208,1,1,6,1,13,2016
134,Edy Tavares,220.98,117.93392,0,0,2,2,43,2016
135,Elfrid Payton,193.04,83.91452,1,1,2,1,10,2016
136,Elijah Millsap,198.12,102.0582,1,1,2,Undrafted,Undrafted,2016
137,Elliot Williams,196.0,86.0,1,1,6,1,22,2016
138,Elton Brand,205.74,115.212368,1,1,17,1,1,2016
139,Emmanuel Mudiay,195.58,90.7184,0,0,1,1,7,2016
140,Enes Kanter,210.82,111.13004,1,0,5,1,3,2016
141,Eric Bledsoe,185.42,86.18248,1,1,6,1,18,2016
142,Eric Gordon,193.04,97.52228,1,1,8,1,7,2016
143,Eric Moreland,208.28,107.954896,1,1,2,Undrafted,Undrafted,2016
144,Erick Green,193.04,83.91452,1,1,3,2,46,2016
145,Ersan Ilyasova,208.28,106.59412,0,0,11,2,36,2016
146,Evan Fournier,200.66,92.98636,0,0,4,1,20,2016
147,Evan Turner,200.66,99.79024,1,1,6,1,2,2016
148,Festus Ezeli,210.82,120.20188,1,0,4,1,30,2016
149,Frank Kaminsky,213.36,108.86208,1,1,1,1,9,2016
150,Garrett Temple,198.12,88.45044,1,1,4,Undrafted,Undrafted,2016
151,Gary Harris,193.04,95.25431999999999,1,1,2,1,19,2016
152,Gary Neal,193.04,95.25431999999999,1,1,6,Undrafted,Undrafted,2016
153,George Hill,190.5,85.275296,1,1,8,1,26,2016
154,Gerald Green,200.66,92.98636,0,1,11,1,18,2016
155,Gerald Henderson,195.58,97.52228,1,1,7,1,12,2016
156,Giannis Antetokounmpo,210.82,100.697424,0,0,3,1,15,2016
157,Glenn Robinson III,200.66,100.697424,1,1,2,2,40,2016
158,Goran Dragic,190.5,86.18248,0,0,8,2,45,2016
159,Gordon Hayward,203.2,102.511792,1,1,6,1,9,2016
160,Gorgui Dieng,210.82,109.31567199999999,1,0,3,1,21,2016
161,Greg Monroe,210.82,120.20188,1,1,6,1,7,2016
162,Greg Smith,208.28,113.398,1,1,5,Undrafted,Undrafted,2016
163,Greivis Vasquez,198.12,98.429464,1,0,6,1,28,2016
164,Harrison Barnes,203.2,102.0582,1,1,4,1,7,2016
165,Hassan Whiteside,213.36,120.20188,1,1,6,2,33,2016
166,Henry Sims,208.28,112.490816,1,1,4,Undrafted,Undrafted,2016
167,Hollis Thompson,203.2,93.439952,1,1,3,Undrafted,Undrafted,2016
168,Ian Clark,190.5,79.3786,1,1,3,Undrafted,Undrafted,2016
169,Ian Mahinmi,210.82,113.398,0,0,11,1,28,2016
170,Iman Shumpert,195.58,99.79024,1,1,5,1,17,2016
171,Isaiah Canaan,182.88,91.171992,1,1,3,2,34,2016
172,Isaiah Thomas,175.26,83.91452,1,1,5,2,60,2016
173,Ish Smith,182.88,79.3786,1,1,6,Undrafted,Undrafted,2016
174,J.J. Barea,182.88,83.91452,1,0,10,Undrafted,Undrafted,2016
175,JJ Hickson,205.74,109.76926399999999,1,1,8,1,19,2016
176,JJ O'Brien,200.66,99.79024,1,1,1,Undrafted,Undrafted,2016
177,JJ Redick,193.04,86.18248,1,1,10,1,11,2016
178,JR Smith,198.12,102.0582,0,1,12,1,18,2016
179,JaKarr Sampson,205.74,97.068688,1,1,2,Undrafted,Undrafted,2016
180,JaMychal Green,205.74,102.965384,1,1,2,Undrafted,Undrafted,2016
181,JaVale McGee,213.36,122.46984,1,1,8,1,18,2016
182,Jabari Parker,203.2,113.398,1,1,2,1,2,2016
183,Jae Crowder,198.12,106.59412,1,1,4,2,34,2016
184,Jahlil Okafor,210.82,124.7378,1,1,1,1,3,2016
185,Jamal Crawford,195.58,88.45044,1,1,16,1,8,2016
186,Jameer Nelson,182.88,86.18248,1,1,12,1,20,2016
187,James Anderson,198.12,96.615096,1,1,6,1,20,2016
188,James Ennis III,200.66,95.25431999999999,1,1,3,2,50,2016
189,James Harden,195.58,99.79024,1,1,7,1,3,2016
190,James Johnson,205.74,113.398,1,1,7,1,16,2016
191,James Jones,203.2,98.883056,1,1,13,2,49,2016
192,James Michael McAdoo,205.74,108.86208,1,1,2,Undrafted,Undrafted,2016
193,James Young,198.12,97.52228,1,1,2,1,17,2016
194,Jared Cunningham,193.04,88.45044,1,1,4,1,24,2016
195,Jared Dudley,200.66,102.0582,1,1,9,1,22,2016
196,Jared Sullinger,205.74,117.93392,1,1,4,1,21,2016
197,Jarell Eddie,200.66,98.883056,1,1,1,Undrafted,Undrafted,2016
198,Jarell Martin,208.28,108.408488,1,1,1,1,25,2016
199,Jarnell Stokes,205.74,119.294696,1,1,2,2,35,2016
200,Jarrett Jack,190.5,90.7184,1,1,11,1,22,2016
201,Jason Smith,213.36,108.86208,1,1,9,1,20,2016
202,Jason Terry,187.96,83.91452,1,1,17,1,10,2016
203,Jason Thompson,210.82,113.398,1,1,8,1,12,2016
204,Jeff Ayres,205.74,113.398,1,1,7,2,31,2016
205,Jeff Green,205.74,106.59412,1,1,9,1,5,2016
206,Jeff Teague,187.96,84.368112,1,1,7,1,19,2016
207,Jeff Withey,213.36,104.779752,1,1,3,2,39,2016
208,Jerami Grant,203.2,95.25431999999999,1,1,2,2,39,2016
209,Jeremy Evans,205.74,90.7184,1,1,6,2,55,2016
210,Jeremy Lamb,195.58,83.91452,1,1,4,1,12,2016
211,Jeremy Lin,190.5,90.7184,1,1,6,Undrafted,Undrafted,2016
212,Jerian Grant,193.04,88.45044,1,1,1,1,19,2016
213,Jerryd Bayless,190.5,90.7184,1,1,8,1,11,2016
214,Jimmer Fredette,187.96,88.45044,1,1,5,1,10,2016
215,Jimmy Butler,200.66,99.79024,1,1,5,1,30,2016
216,Joakim Noah,210.82,105.233344,1,1,9,1,9,2016
217,Jodie Meeks,193.04,95.25431999999999,1,1,7,2,41,2016
218,Joe Harris,198.12,99.336648,1,1,2,2,33,2016
219,Joe Ingles,203.2,102.511792,0,0,2,Undrafted,Undrafted,2016
220,Joe Johnson,200.66,108.86208,1,1,15,1,10,2016
221,Joe Young,187.96,81.64656,1,1,1,2,43,2016
222,Joel Anthony,205.74,111.13004,1,0,9,Undrafted,Undrafted,2016
223,Joffrey Lauvergne,210.82,99.79024,0,0,3,2,55,2016
224,John Henson,210.82,103.872568,1,1,4,1,14,2016
225,John Jenkins,193.04,97.52228,1,1,4,1,23,2016
226,John Wall,193.04,88.45044,1,1,6,1,1,2016
227,Johnny O'Bryant III,205.74,116.573144,1,1,2,2,36,2016
228,Jon Leuer,208.28,103.418976,1,1,5,2,40,2016
229,Jonas Jerebko,208.28,104.779752,0,0,7,2,39,2016
230,Jonas Valanciunas,213.36,115.66596,0,0,5,1,5,2016
231,Jonathon Simmons,198.12,88.45044,1,1,1,Undrafted,Undrafted,2016
232,Jordan Adams,195.58,94.800728,1,1,2,1,22,2016
233,Jordan Clarkson,195.58,87.996848,1,1,2,2,46,2016
234,Jordan Farmar,187.96,81.64656,1,1,10,1,26,2016
235,Jordan Hamilton,200.66,99.79024,1,1,5,1,26,2016
236,Jordan Hill,208.28,106.59412,1,1,7,1,8,2016
237,Jordan McRae,195.58,81.19296800000002,1,1,2,2,58,2016
238,Jordan Mickey,203.2,106.59412,1,1,1,2,33,2016
239,Jorge Gutierrez,190.5,85.728888,1,0,3,Undrafted,Undrafted,2016
240,Jose Calderon,190.5,90.7184,0,0,11,Undrafted,Undrafted,2016
241,Josh Huestis,200.66,104.32616,1,1,2,1,29,2016
242,Josh McRoberts,208.28,108.86208,1,1,9,2,37,2016
243,Josh Richardson,198.12,90.7184,1,1,1,2,40,2016
244,Josh Smith,205.74,102.0582,0,1,12,1,17,2016
245,Jrue Holiday,193.04,92.98636,1,1,7,1,17,2016
246,Julius Randle,205.74,113.398,1,1,2,1,7,2016
247,Justin Anderson,198.12,103.418976,1,1,1,1,21,2016
248,Justin Harper,208.28,102.0582,1,1,5,2,32,2016
249,Justin Holiday,198.12,83.91452,1,1,2,Undrafted,Undrafted,2016
250,Justise Winslow,200.66,102.0582,1,1,1,1,10,2016
251,Jusuf Nurkic,213.36,127.00576,0,0,2,1,16,2016
252,KJ McDaniels,198.12,92.98636,1,1,2,2,32,2016
253,Karl-Anthony Towns,213.36,110.676448,1,1,1,1,1,2016
254,Kawhi Leonard,200.66,104.32616,1,1,5,1,15,2016
255,Keith Appling,185.42,83.91452,1,1,1,Undrafted,Undrafted,2016
256,Kelly Olynyk,213.36,107.954896,1,0,3,1,13,2016
257,Kelly Oubre Jr.,200.66,92.98636,1,1,1,1,15,2016
258,Kemba Walker,185.42,83.46092800000002,1,1,5,1,9,2016
259,Kendall Marshall,193.04,90.7184,1,1,4,1,13,2016
260,Kendrick Perkins,208.28,122.46984,0,1,13,1,27,2016
261,Kenneth Faried,203.2,103.418976,1,1,5,1,22,2016
262,Kent Bazemore,195.58,91.171992,1,1,4,Undrafted,Undrafted,2016
263,Kentavious Caldwell-Pope,195.58,92.98636,1,1,3,1,8,2016
264,Kevin Durant,205.74,108.86208,1,1,9,1,2,2016
265,Kevin Garnett,210.82,108.86208,0,1,21,1,5,2016
266,Kevin Love,208.28,113.851592,1,1,8,1,5,2016
267,Kevin Martin,200.66,90.264808,1,1,12,1,26,2016
268,Kevin Seraphin,208.28,126.098576,1,0,6,1,17,2016
269,Kevon Looney,205.74,99.79024,1,1,1,1,30,2016
270,Khris Middleton,203.2,106.140528,1,1,4,2,39,2016
271,Kirk Hinrich,193.04,86.18248,1,1,13,1,7,2016
272,Klay Thompson,200.66,97.52228,1,1,5,1,11,2016
273,Kobe Bryant,198.12,96.161504,0,1,20,1,13,2016
274,Kosta Koufos,213.36,120.20188,1,1,8,1,23,2016
275,Kostas Papanikolaou,203.2,106.59412,0,0,4,2,48,2016
276,Kris Humphries,205.74,106.59412,1,1,12,1,14,2016
277,Kristaps Porzingis,220.98,108.86208,0,0,1,1,4,2016
278,Kyle Anderson,205.74,104.32616,1,1,2,1,30,2016
279,Kyle Korver,200.66,96.161504,1,1,13,2,51,2016
280,Kyle Lowry,182.88,92.98636,1,1,10,1,24,2016
281,Kyle O'Quinn,208.28,113.398,1,1,4,2,49,2016
282,Kyle Singler,203.2,103.418976,1,1,5,2,33,2016
283,Kyrie Irving,190.5,87.543256,1,0,5,1,1,2016
284,LaMarcus Aldridge,210.82,108.86208,1,1,10,1,2,2016
285,Lamar Patterson,195.58,102.0582,1,1,2,2,48,2016
286,Lance Stephenson,195.58,104.32616,1,1,6,2,40,2016
287,Lance Thomas,203.2,106.59412,1,1,5,Undrafted,Undrafted,2016
288,Langston Galloway,187.96,90.7184,1,1,2,Undrafted,Undrafted,2016
289,Larry Nance Jr.,205.74,104.32616,1,1,1,1,27,2016
290,Lavoy Allen,205.74,115.66596,1,1,5,2,50,2016
291,LeBron James,203.2,113.398,0,1,13,1,1,2016
292,Leandro Barbosa,190.5,87.996848,0,0,13,1,28,2016
293,Lorenzo Brown,195.58,85.728888,1,1,3,2,52,2016
294,Lou Amundson,205.74,99.79024,1,1,10,Undrafted,Undrafted,2016
295,Lou Williams,185.42,79.3786,0,1,11,2,45,2016
296,Luc Mbah a Moute,203.2,104.32616,1,0,8,2,37,2016
297,Lucas Nogueira,213.36,99.79024,0,0,3,1,16,2016
298,Luis Montero,200.66,83.91452,1,0,1,Undrafted,Undrafted,2016
299,Luis Scola,205.74,108.86208,0,0,14,2,55,2016
300,Luke Babbitt,205.74,102.0582,1,1,6,1,16,2016
301,Luol Deng,205.74,99.79024,1,0,12,1,7,2016
302,Manu Ginobili,198.12,92.98636,0,0,17,2,57,2016
303,Marc Gasol,215.9,115.66596,0,0,9,2,48,2016
304,Marcelo Huertas,190.5,90.7184,0,0,1,Undrafted,Undrafted,2016
305,Marcin Gortat,210.82,108.86208,0,0,11,2,57,2016
306,Marco Belinelli,195.58,95.25431999999999,0,0,9,1,18,2016
307,Marcus Morris,205.74,106.59412,1,1,5,1,14,2016
308,Marcus Smart,193.04,99.79024,1,1,2,1,6,2016
309,Marcus Thornton,193.04,92.98636,1,1,7,2,43,2016
310,Mario Chalmers,187.96,86.18248,1,1,8,2,34,2016
311,Mario Hezonja,203.2,98.883056,0,0,1,1,5,2016
312,Markel Brown,190.5,86.18248,1,1,2,2,44,2016
313,Markieff Morris,208.28,111.13004,1,1,5,1,13,2016
314,Marreese Speights,208.28,115.66596,1,1,8,1,16,2016
315,Marvin Williams,205.74,107.501304,1,1,11,1,2,2016
316,Mason Plumlee,210.82,106.59412,1,1,3,1,22,2016
317,Matt Barnes,200.66,102.511792,1,1,14,2,45,2016
318,Matt Bonner,208.28,106.59412,1,1,13,2,45,2016
319,Matthew Dellavedova,193.04,89.811216,1,0,3,Undrafted,Undrafted,2016
320,Maurice Harkless,205.74,97.52228,1,1,4,1,15,2016
321,Metta World Peace,200.66,117.93392,1,1,17,1,16,2016
322,Meyers Leonard,215.9,111.13004,1,1,4,1,11,2016
323,Michael Beasley,208.28,106.59412,1,1,8,1,2,2016
324,Michael Carter-Williams,198.12,86.18248,1,1,3,1,11,2016
325,Michael Kidd-Gilchrist,200.66,105.233344,1,1,4,1,2,2016
326,Mike Conley,185.42,79.3786,1,1,9,1,4,2016
327,Mike Dunleavy,205.74,104.32616,1,1,14,1,3,2016
328,Mike Miller,203.2,98.883056,1,1,16,1,5,2016
329,Mike Muscala,210.82,108.86208,1,1,3,2,44,2016
330,Mike Scott,203.2,107.501304,1,1,4,2,43,2016
331,Miles Plumlee,210.82,112.944408,1,1,4,1,26,2016
332,Mirza Teletovic,205.74,109.76926399999999,0,0,4,Undrafted,Undrafted,2016
333,Mitch McGary,208.28,115.66596,1,1,2,1,21,2016
334,Mo Williams,185.42,89.811216,1,1,13,2,47,2016
335,Monta Ellis,190.5,83.91452,0,1,11,2,40,2016
336,Montrezl Harrell,203.2,108.86208,1,1,1,2,32,2016
337,Myles Turner,210.82,110.222856,1,1,1,1,11,2016
338,Nate Robinson,175.26,81.64656,1,1,11,1,21,2016
339,Nazr Mohammed,208.28,113.398,1,1,18,1,29,2016
340,Nemanja Bjelica,208.28,108.86208,0,0,6,2,35,2016
341,Nene,210.82,113.398,0,0,14,1,7,2016
342,Nerlens Noel,210.82,103.418976,1,1,3,1,6,2016
343,Nick Collison,208.28,115.66596,1,1,13,1,12,2016
344,Nick Young,200.66,95.25431999999999,1,1,9,1,16,2016
345,Nicolas Batum,203.2,90.7184,0,0,8,1,25,2016
346,Nik Stauskas,198.12,92.98636,1,0,2,1,8,2016
347,Nikola Jokic,208.28,113.398,0,0,2,2,41,2016
348,Nikola Mirotic,208.28,99.79024,0,0,5,1,23,2016
349,Nikola Pekovic,210.82,139.252744,0,0,8,2,31,2016
350,Nikola Vucevic,213.36,117.93392,1,0,5,1,16,2016
351,Noah Vonleh,205.74,108.86208,1,1,2,1,9,2016
352,Norman Powell,193.04,97.52228,1,1,1,2,46,2016
353,Norris Cole,187.96,79.3786,1,1,5,1,28,2016
354,O.J. Mayo,195.58,95.25431999999999,1,1,8,1,3,2016
355,Omer Asik,213.36,115.66596,0,0,8,2,36,2016
356,Omri Casspi,205.74,102.0582,0,0,7,1,23,2016
357,Orlando Johnson,195.58,99.79024,1,1,4,2,36,2016
358,Otto Porter Jr.,203.2,89.811216,1,1,3,1,3,2016
359,PJ Hairston,198.12,104.32616,1,1,2,1,26,2016
360,PJ Tucker,198.12,111.13004,1,1,10,2,35,2016
361,Pablo Prigioni,190.5,83.91452,0,0,4,Undrafted,Undrafted,2016
362,Pat Connaughton,195.58,93.439952,1,1,1,2,41,2016
363,Patrick Beverley,185.42,83.91452,1,1,7,2,42,2016
364,Patrick Patterson,205.74,106.59412,1,1,6,1,14,2016
365,Patty Mills,182.88,83.91452,1,0,7,2,55,2016
366,Pau Gasol,213.36,113.398,0,0,15,1,3,2016
367,Paul George,205.74,99.79024,1,1,6,1,10,2016
368,Paul Millsap,203.2,111.583632,1,1,10,2,47,2016
369,Paul Pierce,200.66,106.59412,1,1,18,1,10,2016
370,Phil Pressey,180.34,79.3786,1,1,3,Undrafted,Undrafted,2016
371,Quincy Acy,200.66,108.86208,1,1,4,2,37,2016
372,RJ Hunter,195.58,83.91452,1,1,1,1,28,2016
373,Rajon Rondo,185.42,84.368112,1,1,10,1,21,2016
374,Rakeem Christmas,205.74,113.398,1,1,1,2,36,2016
375,Ramon Sessions,190.5,86.18248,1,1,9,2,56,2016
376,Randy Foye,193.04,96.615096,1,1,10,1,7,2016
377,Rashad Vaughn,198.12,91.625584,1,1,1,1,17,2016
378,Rasual Butler,200.66,97.52228,1,1,14,2,52,2016
379,Raul Neto,185.42,81.19296800000002,0,0,3,2,47,2016
380,Ray McCallum,190.5,86.18248,1,1,3,2,36,2016
381,Raymond Felton,185.42,92.98636,1,1,11,1,5,2016
382,Reggie Bullock,200.66,92.98636,1,1,3,1,25,2016
383,Reggie Jackson,190.5,94.347136,1,1,5,1,24,2016
384,Richard Jefferson,200.66,105.68693600000002,1,1,15,1,13,2016
385,Richaun Holmes,208.28,111.13004,1,1,1,2,37,2016
386,Ricky Rubio,193.04,87.996848,0,0,7,1,5,2016
387,Robert Covington,205.74,97.52228,1,1,3,Undrafted,Undrafted,2016
388,Robert Sacre,213.36,122.46984,1,0,4,2,60,2016
389,Robin Lopez,213.36,115.66596,1,1,8,1,15,2016
390,Rodney Hood,203.2,93.439952,1,1,2,1,23,2016
391,Rodney Stuckey,195.58,92.98636,1,1,9,1,15,2016
392,Rondae Hollis-Jefferson,200.66,99.79024,1,1,1,1,23,2016
393,Ronnie Price,187.96,86.18248,1,1,11,Undrafted,Undrafted,2016
394,Roy Hibbert,218.44,122.46984,1,1,8,1,17,2016
395,Rudy Gay,203.2,104.32616,1,1,10,1,8,2016
396,Rudy Gobert,215.9,111.13004,0,0,3,1,27,2016
397,Russ Smith,182.88,74.84268,1,1,2,2,47,2016
398,Russell Westbrook,190.5,90.7184,1,1,8,1,4,2016
399,Ryan Anderson,208.28,108.86208,1,1,8,1,21,2016
400,Ryan Hollins,213.36,108.86208,1,1,10,2,50,2016
401,Ryan Kelly,210.82,104.32616,1,1,3,2,48,2016
402,Salah Mejri,218.44,111.13004,0,0,1,Undrafted,Undrafted,2016
403,Sam Dekker,205.74,104.32616,1,1,1,1,18,2016
404,Sasha Kaun,210.82,117.93392,1,0,8,2,56,2016
405,Sasha Vujacic,200.66,88.45044,0,0,12,1,27,2016
406,Sean Kilpatrick,193.04,99.336648,1,1,2,Undrafted,Undrafted,2016
407,Serge Ibaka,208.28,111.13004,0,0,8,1,24,2016
408,Sergey Karasev,200.66,94.347136,0,0,3,1,19,2016
