,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
409,Seth Curry,187.96,83.91452,1,1,3,Undrafted,Undrafted,2016
410,Shabazz Muhammad,198.12,101.151016,1,1,3,1,14,2016
411,Shabazz Napier,185.42,79.3786,1,1,2,1,24,2016
412,Shane Larkin,180.34,79.3786,1,1,3,1,18,2016
413,Shaun Livingston,200.66,87.089664,0,1,12,1,4,2016
414,Shayne Whittington,210.82,113.398,1,1,2,Undrafted,Undrafted,2016
415,Shelvin Mack,190.5,92.079176,1,1,5,2,34,2016
416,Solomon Hill,200.66,102.0582,1,1,3,1,23,2016
417,Sonny Weems,198.12,92.98636,1,1,8,2,39,2016
418,Spencer Dinwiddie,198.12,90.7184,1,1,2,2,38,2016
419,Spencer Hawes,215.9,111.13004,1,1,9,1,10,2016
420,Stanley Johnson,200.66,111.13004,1,1,1,1,8,2016
421,Stephen Curry,190.5,86.18248,1,1,7,1,7,2016
422,Steve Blake,190.5,78.017824,1,1,13,2,38,2016
423,Steve Novak,208.28,102.0582,1,1,10,2,32,2016
424,Steven Adams,213.36,115.66596,1,0,3,1,12,2016
425,T.J. McConnell,187.96,90.7184,1,1,1,Undrafted,Undrafted,2016
426,TJ Warren,203.2,104.32616,1,1,2,1,14,2016
427,Taj Gibson,205.74,102.0582,1,1,7,1,26,2016
428,Tarik Black,205.74,113.398,1,1,2,Undrafted,Undrafted,2016
429,Tayshaun Prince,205.74,96.161504,1,1,14,1,23,2016
430,Terrence Jones,205.74,114.305184,1,1,4,1,18,2016
431,Terrence Ross,200.66,88.45044,1,1,4,1,8,2016
432,Terry Rozier,187.96,86.18248,1,1,1,1,16,2016
433,Thabo Sefolosha,200.66,99.79024,0,0,10,1,13,2016
434,Thaddeus Young,203.2,100.243832,1,1,9,1,12,2016
435,Thanasis Antetokounmpo,200.66,92.98636,0,0,2,2,51,2016
436,Thomas Robinson,208.28,107.501304,1,1,4,1,5,2016
437,Tiago Splitter,210.82,111.13004,0,0,9,1,28,2016
438,Tibor Pleiss,220.98,116.119552,0,0,6,2,31,2016
439,Tim Duncan,210.82,113.398,1,0,19,1,1,2016
440,Tim Frazier,185.42,77.11064,0,1,2,Undrafted,Undrafted,2016
441,Tim Hardaway Jr.,198.12,92.98636,1,1,3,1,24,2016
442,Timofey Mozgov,215.9,124.7378,0,0,6,Undrafted,Undrafted,2016
443,Tobias Harris,205.74,106.59412,1,1,5,1,19,2016
444,Toney Douglas,187.96,88.45044,1,1,7,1,29,2016
445,Tony Allen,193.04,96.615096,1,1,12,1,25,2016
446,Tony Parker,187.96,83.91452,0,0,15,1,28,2016
447,Tony Snell,200.66,90.7184,1,1,3,1,20,2016
448,Tony Wroten,198.12,92.98636,1,1,4,1,25,2016
449,Trevor Ariza,203.2,97.52228,1,1,12,2,43,2016
450,Trevor Booker,203.2,103.418976,1,1,6,1,23,2016
451,Trey Burke,185.42,86.636072,1,1,3,1,9,2016
452,Trey Lyles,208.28,106.140528,1,1,1,1,12,2016
453,Tristan Thompson,205.74,107.954896,1,0,5,1,4,2016
454,Troy Daniels,193.04,92.98636,1,1,3,Undrafted,Undrafted,2016
455,Ty Lawson,180.34,88.45044,1,1,7,1,18,2016
456,Tyler Ennis,190.5,87.996848,1,0,2,1,18,2016
457,Tyler Hansbrough,205.74,113.398,1,1,7,1,13,2016
458,Tyler Johnson,193.04,84.368112,1,1,2,Undrafted,Undrafted,2016
459,Tyler Zeller,213.36,114.758776,1,1,4,1,17,2016
460,Tyreke Evans,198.12,99.79024,1,1,7,1,4,2016
461,Tyson Chandler,215.9,108.86208,0,1,15,1,2,2016
462,Tyus Jones,187.96,88.45044,1,1,1,1,24,2016
463,Udonis Haslem,203.2,106.59412,1,1,12,Undrafted,Undrafted,2016
464,Victor Oladipo,193.04,95.25431999999999,1,1,3,1,2,2016
465,Vince Carter,198.12,99.79024,1,1,18,1,5,2016
466,Wayne Ellington,193.04,90.7184,1,1,7,1,28,2016
467,Wesley Johnson,200.66,97.52228,1,1,6,1,4,2016
468,Wesley Matthews,195.58,99.79024,1,1,7,Undrafted,Undrafted,2016
469,Will Barton,198.12,79.3786,1,1,4,2,40,2016
470,Willie Cauley-Stein,213.36,108.86208,1,1,1,1,6,2016
471,Willie Reed,208.28,99.79024,1,1,1,Undrafted,Undrafted,2016
472,Xavier Munford,190.5,81.64656,1,1,1,Undrafted,Undrafted,2016
473,Zach LaVine,195.58,85.728888,1,1,2,1,13,2016
474,Zach Randolph,205.74,117.93392,1,1,15,1,19,2016
475,Zaza Pachulia,210.82,124.7378,0,0,13,2,42,2016
