,Unnamed: 0,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
39,39,Ben Moore,203.2,99.79024,1,1,1,Undrafted,Undrafted,2018
40,40,Ben Simmons,208.28,104.32616,1,0,2,1,1,2018
41,41,Bismack Biyombo,205.74,115.66596000000001,0,0,7,1,7,2018
42,42,Blake Griffin,208.28,113.851592,1,1,9,1,1,2018
43,43,Boban Marjanovic,220.98,131.54168,0,0,3,Undrafted,Undrafted,2018
44,44,Bobby Brown,187.96,79.3786,1,1,2,Undrafted,Undrafted,2018
45,45,Bobby Portis,210.82,112.490816,1,1,3,1,22,2018
46,46,Bogdan Bogdanovic,198.12,92.98635999999999,0,0,4,1,27,2018
47,47,Bojan Bogdanovic,203.2,104.32616,0,0,7,2,31,2018
48,48,Bradley Beal,195.58,93.89354399999999,1,1,6,1,3,2018
49,49,Brandan Wright,208.28,106.59411999999999,1,1,11,1,8,2018
50,50,Brandon Ingram,205.74,86.18248,1,1,2,1,2,2018
51,51,Brandon Jennings,185.42,77.11064,0,1,9,1,10,2018
52,52,Brandon Paul,193.04,90.7184,0,1,1,Undrafted,Undrafted,2018
53,53,Briante Weber,187.96,74.84268,1,1,3,Undrafted,Undrafted,2018
54,54,Brice Johnson,208.28,104.32616,1,1,2,1,25,2018
55,55,Brook Lopez,213.36,121.562656,1,1,10,1,10,2018
56,56,Bruno Caboclo,205.74,92.98635999999999,0,0,4,1,20,2018
57,57,Bryn Forbes,190.5,86.18248,1,1,2,Undrafted,Undrafted,2018
58,58,Buddy Hield,193.04,97.068688,1,0,2,1,6,2018
59,59,CJ Williams,195.58,104.32616,1,1,1,Undrafted,Undrafted,2018
60,60,CJ McCollum,190.5,86.18248,1,1,5,1,10,2018
61,61,CJ Miles,198.12,102.0582,0,1,13,2,34,2018
62,62,Caleb Swanigan,203.2,113.398,1,1,1,1,26,2018
63,63,Cameron Payne,190.5,83.91452,1,1,3,1,14,2018
64,64,Caris LeVert,200.66,92.079176,1,1,2,1,20,2018
65,65,Carmelo Anthony,203.2,108.86208,1,1,15,1,3,2018
66,66,Cedi Osman,203.2,97.52228000000001,0,0,3,2,31,2018
67,67,Chandler Parsons,208.28,104.32616,1,1,7,2,38,2018
68,68,Channing Frye,210.82,115.66596000000001,1,1,13,1,8,2018
69,69,Charles Cooke,195.58,88.904032,1,1,1,Undrafted,Undrafted,2018
70,70,Cheick Diallo,205.74,99.79024,1,0,2,2,33,2018
71,71,Chinanu Onuaku,208.28,111.13004,1,1,2,2,37,2018
72,72,Chris Boucher,208.28,90.7184,1,0,1,Undrafted,Undrafted,2018
73,73,Chris McCullough,205.74,97.52228000000001,1,1,3,1,29,2018
74,74,Chris Paul,182.88,79.3786,1,1,13,1,4,2018
75,75,Clint Capela,208.28,108.86208,0,0,4,1,25,2018
76,76,Cody Zeller,213.36,108.86208,1,1,5,1,4,2018
77,77,Cole Aldrich,210.82,114.758776,1,1,8,1,11,2018
78,78,Corey Brewer,205.74,84.368112,1,1,11,1,7,2018
79,79,Cory Joseph,190.5,86.18248,1,0,7,1,29,2018
80,80,Courtney Lee,195.58,90.7184,1,1,10,1,22,2018
81,81,Cristiano Felicio,205.74,127.00576000000001,0,0,3,Undrafted,Undrafted,2018
82,82,DAngelo Russell,195.58,88.45044,1,1,3,1,2,2018
83,83,DJ Augustin,182.88,83.007336,1,1,10,1,9,2018
84,84,DJ Wilson,208.28,107.047712,1,1,1,1,17,2018
85,85,Dakari Johnson,213.36,115.66596000000001,1,1,3,2,48,2018
86,86,Damian Jones,213.36,111.13004,1,1,2,1,30,2018
87,87,Damian Lillard,190.5,88.45044,1,1,6,1,6,2018
88,88,Damien Wilkins,198.12,98.429464,1,1,1,Undrafted,Undrafted,2018
89,89,Damion Lee,198.12,95.25432,1,1,1,Undrafted,Undrafted,2018
90,90,Damyean Dotson,195.58,95.25432,1,1,1,2,44,2018
91,91,Daniel Hamilton,200.66,88.45044,1,1,2,2,56,2018
92,92,Daniel Theis,205.74,110.22285600000001,0,0,1,Undrafted,Undrafted,2018
93,93,Danilo Gallinari,208.28,102.0582,0,0,10,1,6,2018
94,94,Danny Green,198.12,97.52228000000001,1,1,9,2,46,2018
95,95,Dante Cunningham,203.2,104.32616,1,1,9,2,33,2018
96,96,Dante Exum,198.12,86.18248,0,0,4,1,5,2018
97,97,Danuel House,200.66,99.79024,1,1,1,Undrafted,Undrafted,2018
98,98,Dario Saric,208.28,101.151016,0,0,4,1,12,2018
99,99,Darius Miller,203.2,102.0582,1,1,6,2,46,2018
100,100,Darrell Arthur,205.74,106.59411999999999,1,1,10,1,27,2018
101,101,Darren Collison,187.96,83.91452,1,1,9,1,21,2018
102,102,Darrun Hilliard,198.12,99.79024,1,1,3,2,38,2018
103,103,David Nwaba,193.04,94.800728,0,1,2,Undrafted,Undrafted,2018
104,104,David Stockton,180.34,74.84268,1,1,1,Undrafted,Undrafted,2018
105,105,David West,205.74,113.398,1,1,15,1,18,2018
106,106,Davis Bertans,208.28,95.25432,0,0,7,2,42,2018
107,107,Davon Reed,198.12,95.25432,1,1,1,2,32,2018
108,108,DeAaron Fox,190.5,79.3786,1,1,1,1,5,2018
109,109,DeAndre Jordan,210.82,120.20188,1,1,10,2,35,2018
110,110,DeAndre Liggins,198.12,94.800728,1,1,7,2,53,2018
111,111,DeAndre Bembry,198.12,95.25432,0,1,2,1,21,2018
112,112,DeMar DeRozan,200.66,99.79024,1,1,9,1,9,2018
113,113,DeMarcus Cousins,210.82,122.46983999999999,1,1,8,1,5,2018
114,114,DeMarre Carroll,203.2,97.52228000000001,1,1,9,1,27,2018
115,115,Dejounte Murray,195.58,77.11064,1,1,2,1,29,2018
116,116,Delon Wright,195.58,86.18248,1,1,3,1,20,2018
117,117,Demetrius Jackson,185.42,91.171992,1,1,2,2,45,2018
118,118,Dennis Schroder,185.42,78.017824,0,0,5,1,17,2018
119,119,Dennis Smith Jr,190.5,88.45044,1,1,1,1,9,2018
120,120,Denzel Valentine,198.12,97.068688,1,1,2,1,14,2018
121,121,Derrick Favors,208.28,120.20188,1,1,8,1,3,2018
122,122,Derrick Jones Jr,200.66,90.7184,1,1,2,Undrafted,Undrafted,2018
123,123,Derrick Rose,190.5,86.18248,1,1,10,1,1,2018
124,124,Derrick Walton,185.42,83.91452,1,1,1,Undrafted,Undrafted,2018
125,125,Derrick White,193.04,86.18248,1,1,1,1,29,2018
126,126,Derrick Williams,203.2,108.86208,1,1,7,1,2,2018
127,127,Devin Booker,198.12,95.25432,1,1,3,1,13,2018
128,128,Devin Harris,190.5,83.91452,1,1,14,1,5,2018
129,129,Devin Robinson,203.2,90.7184,1,1,1,Undrafted,Undrafted,2018
130,130,Dewayne Dedmon,213.36,111.13004,1,1,5,Undrafted,Undrafted,2018
131,131,Deyonta Davis,210.82,107.501304,1,1,2,2,31,2018
132,132,Dillon Brooks,198.12,99.79024,1,0,1,2,45,2018
133,133,Dion Waiters,193.04,97.52228000000001,1,1,6,1,4,2018
134,134,Dirk Nowitzki,213.36,111.13004,0,0,20,1,9,2018
135,135,Domantas Sabonis,208.28,114.30518400000001,1,0,2,1,11,2018
136,136,Donovan Mitchell,190.5,97.52228000000001,1,1,1,1,13,2018
137,137,Dorian Finney-Smith,203.2,99.79024,1,1,2,Undrafted,Undrafted,2018
138,138,Doug McDermott,203.2,99.336648,1,1,4,1,11,2018
139,139,Dragan Bender,215.9,102.0582,0,0,2,1,4,2018
140,140,Draymond Green,200.66,104.32616,1,1,6,2,35,2018
141,141,Dwayne Bacon,200.66,100.243832,1,1,1,2,40,2018
142,142,Dwight Buycks,190.5,86.18248,1,1,1,Undrafted,Undrafted,2018
143,143,Dwight Howard,210.82,120.20188,0,1,14,1,1,2018
144,144,Dwight Powell,210.82,108.86208,1,0,4,2,45,2018
145,145,Dwyane Wade,193.04,99.79024,1,1,15,1,5,2018
146,146,ETwaun Moore,193.04,86.636072,1,1,7,2,55,2018
147,147,Ed Davis,208.28,111.13004,1,1,8,1,13,2018
148,148,Edmond Sumner,195.58,85.275296,1,1,1,2,52,2018
149,149,Ekpe Udoh,208.28,111.13004,1,1,8,1,6,2018
150,150,Elfrid Payton,193.04,83.91452,1,1,4,1,10,2018
151,151,Emeka Okafor,208.28,115.66596000000001,1,1,14,1,2,2018
152,152,Emmanuel Mudiay,195.58,90.7184,0,0,3,1,7,2018
153,153,Enes Kanter,210.82,111.13004,1,0,7,1,3,2018
154,154,Eric Bledsoe,185.42,92.98635999999999,1,1,8,1,18,2018
155,155,Eric Gordon,193.04,97.52228000000001,1,1,10,1,7,2018
156,156,Eric Moreland,208.28,107.95489599999999,1,1,1,Undrafted,Undrafted,2018
157,157,Erik McCree,203.2,102.0582,1,1,1,Undrafted,Undrafted,2018
158,158,Ersan Ilyasova,208.28,106.59411999999999,0,0,13,2,36,2018
159,159,Evan Fournier,200.66,92.98635999999999,0,0,6,1,20,2018
160,160,Evan Turner,200.66,99.79024,1,1,8,1,2,2018
161,161,Frank Kaminsky,213.36,109.769264,1,1,3,1,9,2018
162,162,Frank Mason III,180.34,86.18248,1,1,1,2,34,2018
163,163,Frank Ntilikina,195.58,86.18248,0,0,1,1,8,2018
164,164,Fred VanVleet,182.88,88.45044,1,1,2,Undrafted,Undrafted,2018
165,165,Furkan Korkmaz,200.66,86.18248,0,0,2,1,26,2018
166,166,Garrett Temple,198.12,88.45044,1,1,6,Undrafted,Undrafted,2018
167,167,Gary Harris,193.04,95.25432,1,1,4,1,19,2018
168,168,Gary Payton II,190.5,86.18248,1,1,2,Undrafted,Undrafted,2018
169,169,George Hill,190.5,85.275296,0,1,10,1,26,2018
170,170,Georges Niang,198.12,104.779752,1,1,2,2,50,2018
171,171,Georgios Papagiannis,215.9,108.86208,0,0,2,1,13,2018
172,172,Gerald Green,200.66,92.98635999999999,0,1,13,1,18,2018
173,173,Gian Clavell,193.04,83.91452,1,0,1,Undrafted,Undrafted,2018
174,174,Giannis Antetokounmpo,210.82,100.697424,0,0,5,1,15,2018
175,175,Glenn Robinson III,200.66,97.52228000000001,1,1,4,2,40,2018
176,176,Goran Dragic,190.5,86.18248,0,0,10,2,45,2018
177,177,Gordon Hayward,203.2,102.511792,1,1,8,1,9,2018
178,178,Gorgui Dieng,210.82,113.851592,1,0,5,1,21,2018
179,179,Greg Monroe,210.82,120.20188,1,1,8,1,7,2018
180,180,Guerschon Yabusele,203.2,117.93392,0,0,2,1,16,2018
181,181,Harrison Barnes,203.2,102.0582,1,1,6,1,7,2018
182,182,Hassan Whiteside,213.36,120.20188,1,1,8,2,33,2018
183,183,Henry Ellenson,210.82,111.13004,1,1,2,1,18,2018
184,184,Ian Clark,190.5,79.3786,1,1,5,Undrafted,Undrafted,2018
185,185,Ian Mahinmi,210.82,118.841104,0,0,13,1,28,2018
186,186,Ike Anigbogu,208.28,118.841104,1,1,1,2,47,2018
187,187,Iman Shumpert,195.58,99.79024,1,1,7,1,17,2018
188,188,Isaiah Canaan,182.88,91.171992,1,1,5,2,34,2018
189,189,Isaiah Hicks,205.74,109.769264,1,1,1,Undrafted,Undrafted,2018
190,190,Isaiah Taylor,190.5,77.11064,1,1,2,Undrafted,Undrafted,2018
191,191,Isaiah Thomas,175.26,83.91452,1,1,7,2,60,2018
192,192,Isaiah Whitehead,193.04,96.615096,1,1,2,2,42,2018
193,193,Ish Smith,182.88,79.3786,1,1,8,Undrafted,Undrafted,2018
194,194,Ivan Rabb,208.28,99.79024,1,1,1,2,35,2018
195,195,Ivica Zubac,215.9,108.86208,0,0,2,2,32,2018
196,196,JJ Barea,182.88,83.91452,1,0,12,Undrafted,Undrafted,2018
197,197,JJ Redick,193.04,90.7184,1,1,12,1,11,2018
198,198,JR Smith,198.12,102.0582,0,1,14,1,18,2018
199,199,JaKarr Sampson,205.74,93.89354399999999,1,1,1,Undrafted,Undrafted,2018
200,200,JaMychal Green,205.74,102.965384,1,1,4,Undrafted,Undrafted,2018
201,201,JaVale McGee,213.36,122.46983999999999,1,1,10,1,18,2018
202,202,Jabari Bird,198.12,89.811216,1,1,1,2,56,2018
203,203,Jabari Parker,203.2,113.398,1,1,4,1,2,2018
204,204,Jack Cooley,208.28,124.284208,1,1,1,Undrafted,Undrafted,2018
205,205,Jacob Pullen,185.42,90.7184,1,1,1,Undrafted,Undrafted,2018
206,206,Jacob Wiley,203.2,101.151016,1,1,1,Undrafted,Undrafted,2018
207,207,Jae Crowder,198.12,106.59411999999999,1,1,6,2,34,2018
208,208,Jahlil Okafor,210.82,117.93392,1,1,3,1,3,2018
209,209,Jake Layman,205.74,95.25432,1,1,2,2,47,2018
210,210,Jakob Poeltl,213.36,104.32616,1,0,2,1,9,2018
211,211,Jalen Jones,200.66,99.79024,1,1,1,Undrafted,Undrafted,2018
212,212,Jamal Crawford,195.58,83.91452,1,1,18,1,8,2018
213,213,Jamal Murray,193.04,93.89354399999999,1,0,2,1,7,2018
214,214,Jameel Warney,203.2,117.93392,1,1,1,Undrafted,Undrafted,2018
215,215,Jameer Nelson,182.88,86.18248,0,1,14,1,20,2018
216,216,Jamel Artis,200.66,96.615096,1,1,1,Undrafted,Undrafted,2018
217,217,James Ennis,200.66,95.25432,1,1,5,2,50,2018
218,218,James Harden,195.58,99.79024,1,1,9,1,3,2018
219,219,James Johnson,203.2,108.86208,1,1,9,1,16,2018
220,220,James Michael McAdoo,205.74,104.32616,1,1,4,Undrafted,Undrafted,2018
221,221,James Webb III,205.74,91.625584,1,1,1,Undrafted,Undrafted,2018
222,222,James Young,198.12,97.52228000000001,1,1,4,1,17,2018
223,223,Jamil Wilson,200.66,103.872568,1,1,1,Undrafted,Undrafted,2018
224,224,Jared Dudley,200.66,108.86208,1,1,11,1,22,2018
225,225,Jarell Eddie,200.66,98.88305600000001,1,1,3,Undrafted,Undrafted,2018
226,226,Jarell Martin,208.28,108.40848799999999,1,1,3,1,25,2018
227,227,Jarrett Allen,210.82,106.140528,1,1,1,1,22,2018
228,228,Jarrett Jack,190.5,90.7184,1,1,13,1,22,2018
229,229,Jason Smith,213.36,108.86208,1,1,11,1,20,2018
230,230,Jason Terry,187.96,83.91452,1,1,19,1,10,2018
231,231,Jawun Evans,182.88,86.18248,1,1,1,2,39,2018
232,232,Jaylen Brown,200.66,102.0582,1,1,2,1,3,2018
233,233,Jaylen Morris,195.58,83.91452,1,1,1,Undrafted,Undrafted,2018
234,234,Jayson Tatum,203.2,92.98635999999999,1,1,1,1,3,2018
235,235,Jeff Green,205.74,106.59411999999999,1,1,11,1,5,2018
236,236,Jeff Teague,187.96,85.728888,1,1,9,1,19,2018
237,237,Jeff Withey,213.36,104.32616,1,1,5,2,39,2018
238,238,Jerami Grant,205.74,99.79024,1,1,4,2,39,2018
239,239,Jeremy Evans,205.74,90.7184,1,1,8,2,55,2018
240,240,Jeremy Lamb,195.58,83.91452,1,1,6,1,12,2018
241,241,Jeremy Lin,190.5,90.7184,1,1,8,Undrafted,Undrafted,2018
242,242,Jerian Grant,193.04,89.811216,1,1,3,1,19,2018
243,243,Jerryd Bayless,190.5,90.7184,1,1,10,1,11,2018
244,244,Jimmy Butler,203.2,107.047712,1,1,7,1,30,2018
245,245,Joakim Noah,210.82,104.32616,1,1,11,1,9,2018
246,246,Jodie Meeks,193.04,95.25432,1,1,9,2,41,2018
247,247,Joe Harris,198.12,99.336648,1,1,4,2,33,2018
248,248,Joe Ingles,203.2,102.511792,0,0,4,Undrafted,Undrafted,2018
249,249,Joe Johnson,200.66,108.86208,1,1,17,1,10,2018
250,250,Joe Young,187.96,83.91452,1,1,3,2,43,2018
251,251,Joel Bolomboy,205.74,106.59411999999999,1,0,2,2,52,2018
252,252,Joel Embiid,213.36,113.398,1,0,4,1,3,2018
253,253,Joffrey Lauvergne,210.82,117.93392,0,0,5,2,55,2018
254,254,John Collins,208.28,106.59411999999999,1,1,1,1,19,2018
255,255,John Henson,210.82,103.872568,1,1,6,1,14,2018
256,256,John Holland,195.58,92.98635999999999,1,1,1,Undrafted,Undrafted,2018
257,257,John Wall,193.04,95.25432,1,1,8,1,1,2018
258,258,Johnathan Motley,208.28,104.32616,1,1,1,Undrafted,Undrafted,2018
259,259,Johnny OBryant,205.74,116.573144,1,1,4,2,36,2018
260,260,Jon Leuer,208.28,103.418976,1,1,7,2,40,2018
261,261,Jonas Jerebko,208.28,104.779752,0,0,9,2,39,2018
262,262,Jonas Valanciunas,213.36,115.66596000000001,0,0,7,1,5,2018
263,263,Jonathan Gibson,187.96,83.91452,1,1,2,Undrafted,Undrafted,2018
264,264,Jonathan Isaac,208.28,95.25432,1,1,1,1,6,2018
265,265,Jonathon Simmons,198.12,88.45044,1,1,3,Undrafted,Undrafted,2018
266,266,Jordan Bell,205.74,101.604608,1,1,1,2,38,2018
267,267,Jordan Clarkson,195.58,87.996848,1,1,4,2,46,2018
268,268,Jordan Crawford,195.58,88.45044,1,1,8,1,27,2018
269,269,Jordan Mickey,203.2,106.59411999999999,1,1,3,2,33,2018
270,270,Jose Calderon,190.5,90.7184,0,0,13,Undrafted,Undrafted,2018
271,271,Josh Gray,185.42,81.64656,0,1,1,Undrafted,Undrafted,2018
272,272,Josh Hart,195.58,97.52228000000001,1,1,1,1,30,2018
273,273,Josh Huestis,200.66,104.32616,1,1,4,1,29,2018
274,274,Josh Jackson,203.2,90.7184,1,1,1,1,4,2018
275,275,Josh Magette,185.42,72.57472,1,1,1,Undrafted,Undrafted,2018
276,276,Josh McRoberts,208.28,108.86208,1,1,11,2,37,2018
277,277,Josh Richardson,198.12,90.7184,1,1,3,2,40,2018
278,278,Josh Smith,205.74,102.0582,0,1,14,1,17,2018
279,279,Jrue Holiday,193.04,92.98635999999999,1,1,9,1,17,2018
280,280,Juan Hernangomez,205.74,104.32616,0,0,2,1,15,2018
281,281,Julius Randle,205.74,113.398,1,1,4,1,7,2018
282,282,Julyan Stone,198.12,90.7184,1,1,1,Undrafted,Undrafted,2018
283,283,Justin Anderson,198.12,104.32616,1,1,3,1,21,2018
284,284,Justin Holiday,198.12,83.91452,1,1,4,Undrafted,Undrafted,2018
285,285,Justin Jackson,203.2,95.25432,1,1,1,1,15,2018
286,286,Justin Patton,213.36,107.047712,1,1,1,1,16,2018
287,287,Justise Winslow,200.66,102.0582,1,1,3,1,10,2018
288,288,Jusuf Nurkic,213.36,127.00576000000001,0,0,4,1,16,2018
289,289,Kadeem Allen,190.5,90.7184,1,1,1,2,53,2018
290,290,Karl-Anthony Towns,213.36,112.490816,1,1,3,1,1,2018
291,291,Kawhi Leonard,200.66,104.32616,1,1,7,1,15,2018
292,292,Kay Felder,175.26,79.83219199999998,0,1,2,2,54,2018
293,293,Kelly Olynyk,213.36,111.13004,1,0,5,1,13,2018
294,294,Kelly Oubre Jr,200.66,92.98635999999999,1,1,3,1,15,2018
295,295,Kemba Walker,185.42,83.46092800000002,1,1,7,1,9,2018
296,296,Kendrick Perkins,208.28,122.46983999999999,0,1,15,1,27,2018
297,297,Kenneth Faried,203.2,103.418976,1,1,7,1,22,2018
298,298,Kent Bazemore,195.58,91.171992,1,1,6,Undrafted,Undrafted,2018
299,299,Kentavious Caldwell-Pope,195.58,92.98635999999999,1,1,5,1,8,2018
300,300,Kevin Durant,205.74,108.86208,1,1,11,1,2,2018
301,301,Kevin Love,208.28,113.851592,1,1,10,1,5,2018
302,302,Kevon Looney,205.74,99.79024,1,1,3,1,30,2018
303,303,Khem Birch,205.74,99.79024,1,0,1,Undrafted,Undrafted,2018
304,304,Khris Middleton,203.2,106.140528,1,1,6,2,39,2018
305,305,Klay Thompson,200.66,97.52228000000001,1,1,7,1,11,2018
306,306,Kobi Simmons,193.04,77.11064,1,1,1,Undrafted,Undrafted,2018
307,307,Kosta Koufos,213.36,120.20188,1,1,10,1,23,2018
308,308,Kris Dunn,193.04,95.25432,1,1,2,1,5,2018
309,309,Kristaps Porzingis,220.98,108.86208,0,0,3,1,4,2018
310,310,Kyle Anderson,205.74,104.32616,1,1,4,1,30,2018
311,311,Kyle Collinsworth,198.12,95.25432,1,1,1,Undrafted,Undrafted,2018
312,312,Kyle Korver,200.66,96.16150400000001,1,1,15,2,51,2018
313,313,Kyle Kuzma,205.74,99.79024,1,1,1,1,27,2018
314,314,Kyle Lowry,182.88,92.98635999999999,1,1,12,1,24,2018
315,315,Kyle OQuinn,208.28,113.398,1,1,6,2,49,2018
316,316,Kyle Singler,203.2,103.418976,1,1,7,2,33,2018
317,317,Kyrie Irving,190.5,87.543256,1,0,7,1,1,2018
318,318,LaMarcus Aldridge,210.82,117.93392,1,1,12,1,2,2018
319,319,Lance Stephenson,198.12,104.32616,1,1,8,2,40,2018
320,320,Lance Thomas,203.2,106.59411999999999,1,1,7,Undrafted,Undrafted,2018
321,321,Langston Galloway,187.96,90.7184,0,1,4,Undrafted,Undrafted,2018
322,322,Larry Drew II,187.96,81.64656,1,1,1,Undrafted,Undrafted,2018
323,323,Larry Nance Jr,205.74,104.32616,1,1,3,1,27,2018
324,324,Lauri Markkanen,213.36,104.32616,1,0,1,1,7,2018
325,325,LeBron James,203.2,113.398,0,1,15,1,1,2018
326,326,London Perrantes,187.96,86.18248,1,1,1,Undrafted,Undrafted,2018
327,327,Lonzo Ball,198.12,86.18248,1,1,1,1,2,2018
328,328,Lorenzo Brown,195.58,85.728888,1,1,5,2,52,2018
329,329,Lou Williams,185.42,79.3786,0,1,13,2,45,2018
330,330,Luc Mbah a Moute,203.2,104.32616,1,0,10,2,37,2018
331,331,Lucas Nogueira,213.36,99.79024,0,0,5,1,16,2018
332,332,Luis Montero,200.66,90.7184,1,0,1,Undrafted,Undrafted,2018
333,333,Luke Babbitt,205.74,102.0582,1,1,8,1,16,2018
334,334,Luke Kennard,195.58,90.7184,1,1,1,1,12,2018
335,335,Luke Kornet,215.9,113.398,1,1,1,Undrafted,Undrafted,2018
336,336,Luol Deng,205.74,99.79024,1,0,14,1,7,2018
337,337,Malachi Richardson,198.12,92.98635999999999,1,1,2,1,22,2018
338,338,Malcolm Brogdon,195.58,97.52228000000001,1,1,2,2,36,2018
339,339,Malcolm Delaney,190.5,86.18248,1,1,2,Undrafted,Undrafted,2018
340,340,Malcolm Miller,200.66,95.25432,1,1,1,Undrafted,Undrafted,2018
341,341,Malik Beasley,195.58,88.904032,1,1,2,1,19,2018
342,342,Malik Monk,190.5,90.7184,1,1,1,1,11,2018
343,343,Mangok Mathiang,208.28,104.32616,1,0,1,Undrafted,Undrafted,2018
344,344,Manu Ginobili,198.12,92.98635999999999,0,0,19,2,57,2018
345,345,MarShon Brooks,195.58,90.7184,1,1,7,1,25,2018
346,346,Marc Gasol,215.9,115.66596000000001,0,0,11,2,48,2018
347,347,Marcin Gortat,210.82,108.86208,0,0,13,2,57,2018
348,348,Marco Belinelli,195.58,95.25432,0,0,11,1,18,2018
349,349,Marcus Georges-Hunt,195.58,102.511792,1,1,2,Undrafted,Undrafted,2018
350,350,Marcus Morris,205.74,106.59411999999999,1,1,7,1,14,2018
351,351,Marcus Paige,182.88,74.389088,1,1,2,2,55,2018
352,352,Marcus Smart,193.04,99.79024,1,1,4,1,6,2018
353,353,Mario Chalmers,187.96,86.18248,1,1,10,2,34,2018
354,354,Mario Hezonja,203.2,98.88305600000001,0,0,3,1,5,2018
355,355,Markel Brown,190.5,86.18248,1,1,4,2,44,2018
356,356,Markelle Fultz,193.04,90.7184,1,1,1,1,1,2018
357,357,Markieff Morris,208.28,111.13004,1,1,7,1,13,2018
358,358,Marquese Chriss,208.28,108.86208,1,1,2,1,8,2018
359,359,Marquis Teague,187.96,85.728888,1,1,6,1,29,2018
360,360,Marreese Speights,208.28,115.66596000000001,1,1,10,1,16,2018
361,361,Marshall Plumlee,213.36,113.398,1,1,2,Undrafted,Undrafted,2018
362,362,Marvin Williams,205.74,107.501304,1,1,13,1,2,2018
363,363,Mason Plumlee,210.82,115.66596000000001,1,1,5,1,22,2018
364,364,Matt Costello,208.28,108.86208,1,1,1,Undrafted,Undrafted,2018
365,365,Matt Williams,195.58,95.25432,1,1,1,Undrafted,Undrafted,2018
366,366,Matthew Dellavedova,193.04,89.811216,1,0,5,Undrafted,Undrafted,2018
367,367,Maurice Harkless,205.74,99.79024,1,1,6,1,15,2018
368,368,Maxi Kleber,210.82,99.79024,0,0,1,Undrafted,Undrafted,2018
369,369,Meyers Leonard,215.9,115.66596000000001,1,1,6,1,11,2018
370,370,Michael Beasley,205.74,106.59411999999999,1,1,10,1,2,2018
371,371,Michael Carter-Williams,198.12,86.18248,1,1,5,1,11,2018
372,372,Michael Kidd-Gilchrist,200.66,105.23334399999999,1,1,6,1,2,2018
373,373,Mike Conley,185.42,79.3786,1,1,11,1,4,2018
374,374,Mike James,185.42,88.45044,1,1,1,Undrafted,Undrafted,2018
