,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
66,Charles Jenkins,190.5,99.79024,1,1,1,2,44,2012
67,Charlie Villanueva,210.82,105.233344,1,1,7,1,7,2012
68,Chase Budinger,200.66,98.883056,1,1,3,2,44,2012
69,Chauncey Billups,190.5,95.25431999999999,1,1,15,1,3,2012
70,Chris Andersen,208.28,103.418976,1,1,5,Undrafted,Undrafted,2012
71,Chris Bosh,210.82,106.59412,1,1,9,1,4,2012
72,Chris Duhon,185.42,86.18248,1,1,8,2,38,2012
73,Chris Johnson,210.82,95.25431999999999,1,1,2,Undrafted,Undrafted,2012
74,Chris Kaman,213.36,120.20188,1,1,9,1,6,2012
75,Chris Paul,182.88,79.3786,1,1,7,1,4,2012
76,Chris Singleton,203.2,104.32616,1,1,1,1,18,2012
77,Chris Wilcox,208.28,106.59412,1,1,10,1,8,2012
78,Chris Wright,203.2,102.511792,1,1,1,Undrafted,Undrafted,2012
79,Christian Eyenga,200.66,95.25431999999999,0,0,3,1,30,2012
80,Chuck Hayes,198.12,113.398,1,1,7,Undrafted,Undrafted,2012
81,Cole Aldrich,210.82,108.86208,1,1,2,1,11,2012
82,Corey Brewer,205.74,85.275296,1,1,5,1,7,2012
83,Corey Maggette,198.12,102.0582,1,1,13,1,13,2012
84,Cory Higgins,195.58,81.64656,1,1,1,Undrafted,Undrafted,2012
85,Cory Joseph,190.5,83.91452,1,0,1,1,29,2012
86,Courtney Fortson,180.34,83.91452,1,1,1,Undrafted,Undrafted,2012
87,Courtney Lee,195.58,90.7184,1,1,4,1,22,2012
88,Craig Brackins,208.28,104.32616,1,1,2,1,21,2012
89,Craig Smith,200.66,120.20188,1,1,6,2,36,2012
90,D.J. Augustin,182.88,81.64656,1,1,4,1,9,2012
91,D.J. Kennedy,195.58,97.068688,1,1,1,Undrafted,Undrafted,2012
92,DJ White,205.74,106.59412,1,1,4,1,29,2012
93,DaJuan Summers,203.2,108.86208,1,1,3,2,35,2012
94,Daequan Cook,195.58,95.25431999999999,1,1,5,1,21,2012
95,Dahntay Jones,198.12,102.0582,1,1,9,1,20,2012
96,Damien Wilkins,198.12,102.0582,1,1,8,Undrafted,Undrafted,2012
97,Damion James,200.66,102.0582,1,1,2,1,24,2012
98,Dan Gadzuric,210.82,108.86208,1,0,10,2,33,2012
99,Daniel Gibson,187.96,90.7184,1,1,6,2,42,2012
100,Daniel Orton,208.28,115.66596,1,1,2,1,29,2012
101,Danilo Gallinari,208.28,102.0582,0,0,4,1,6,2012
102,Danny Granger,203.2,103.418976,1,1,7,1,17,2012
103,Danny Green,198.12,95.25431999999999,1,1,3,2,46,2012
104,Dante Cunningham,203.2,104.32616,1,1,3,2,33,2012
105,Darington Hobson,200.66,95.25431999999999,1,1,2,2,37,2012
106,Darius Morris,193.04,86.18248,1,1,1,2,41,2012
107,Darko Milicic,213.36,124.7378,0,0,9,1,2,2012
108,Darren Collison,182.88,72.57472,1,1,3,1,21,2012
109,Darryl Watkins,210.82,117.026736,1,1,1,Undrafted,Undrafted,2012
110,David Lee,205.74,108.86208,1,1,7,1,30,2012
111,David West,205.74,108.86208,1,1,9,1,18,2012
112,DeAndre Jordan,210.82,120.20188,1,1,4,2,35,2012
113,DeAndre Liggins,198.12,94.800728,1,1,1,2,53,2012
114,DeJuan Blair,200.66,122.46984,1,1,3,2,37,2012
115,DeMar DeRozan,200.66,97.975872,1,1,3,1,9,2012
116,DeMarcus Cousins,210.82,122.46984,1,1,2,1,5,2012
117,DeMarre Carroll,203.2,96.161504,1,1,3,1,27,2012
118,DeSagana Diop,213.36,127.00576,0,0,11,1,8,2012
119,DeShawn Stevenson,195.58,98.883056,0,1,12,1,23,2012
120,Delonte West,190.5,81.64656,1,1,8,1,24,2012
121,Dennis Horner,205.74,104.32616,1,1,1,Undrafted,Undrafted,2012
122,Derek Fisher,185.42,95.25431999999999,1,1,16,1,24,2012
123,Deron Williams,190.5,94.800728,1,1,7,1,3,2012
124,Derrick Brown,203.2,105.68693600000002,1,1,3,2,40,2012
125,Derrick Byars,200.66,99.79024,1,1,5,2,42,2012
126,Derrick Favors,208.28,112.490816,1,1,2,1,3,2012
127,Derrick Rose,190.5,86.18248,1,1,4,1,1,2012
128,Derrick Williams,203.2,109.31567199999999,1,1,1,1,2,2012
129,Devin Ebanks,205.74,97.52228,1,1,2,2,43,2012
130,Devin Harris,190.5,87.089664,1,1,8,1,5,2012
131,Dexter Pittman,210.82,129.27372,1,1,2,2,32,2012
132,Dirk Nowitzki,213.36,111.13004,0,0,14,1,9,2012
133,Dominic McGuire,205.74,106.59412,1,1,5,2,47,2012
134,Dominique Jones,195.58,97.52228,1,1,2,1,25,2012
135,Donald Sloan,190.5,92.98636,1,1,1,Undrafted,Undrafted,2012
136,Donte Greene,210.82,102.511792,1,1,4,1,28,2012
137,Dorell Wright,205.74,92.98636,0,1,8,1,19,2012
138,Drew Gooden,208.28,113.398,1,1,10,1,4,2012
139,Dwight Howard,210.82,120.20188,0,1,8,1,1,2012
140,Dwyane Wade,193.04,99.79024,1,1,9,1,5,2012
141,E'Twaun Moore,193.04,86.636072,1,1,1,2,55,2012
142,Earl Barron,213.36,113.398,1,1,3,Undrafted,Undrafted,2012
143,Earl Boykins,165.1,60.327736,1,1,3,Undrafted,Undrafted,2012
144,Earl Clark,208.28,102.0582,1,1,3,1,14,2012
145,Earl Watson,185.42,90.264808,1,1,11,2,39,2012
146,Ed Davis,208.28,105.233344,1,1,2,1,13,2012
147,Eddy Curry,213.36,133.80964,0,1,11,1,4,2012
148,Eduardo Najera,203.2,106.59412,1,0,12,2,38,2012
149,Edwin Ubiles,198.12,92.532768,1,0,1,Undrafted,Undrafted,2012
150,Ekpe Udoh,208.28,111.13004,1,1,2,1,6,2012
151,Elliot Williams,196.0,86.0,1,1,2,1,22,2012
152,Elton Brand,205.74,115.212368,1,1,13,1,1,2012
153,Emeka Okafor,208.28,115.66596,1,1,8,1,2,2012
154,Enes Kanter,210.82,121.109064,1,0,1,1,3,2012
155,Eric Bledsoe,185.42,88.45044,1,1,2,1,18,2012
156,Eric Dawson,205.74,113.398,1,1,1,Undrafted,Undrafted,2012
157,Eric Gordon,190.5,97.52228,1,1,4,1,7,2012
158,Eric Maynor,190.5,79.3786,1,1,3,1,20,2012
159,Erick Dampier,210.82,120.20188,1,1,16,1,10,2012
160,Ersan Ilyasova,208.28,106.59412,0,0,7,2,36,2012
161,Evan Turner,200.66,92.98636,1,1,2,1,2,2012
162,Francisco Elson,213.36,108.86208,1,0,13,2,41,2012
163,Francisco Garcia,200.66,88.45044,1,0,7,1,23,2012
164,Gary Forbes,200.66,99.79024,1,0,2,Undrafted,Undrafted,2012
165,Gary Neal,193.04,95.25431999999999,1,1,2,Undrafted,Undrafted,2012
166,George Hill,187.96,81.64656,1,1,4,1,26,2012
167,Gerald Green,203.2,90.7184,0,1,7,1,18,2012
168,Gerald Henderson,195.58,97.52228,1,1,3,1,12,2012
169,Gerald Wallace,200.66,99.79024,1,1,11,1,25,2012
170,Gilbert Arenas,193.04,97.52228,1,1,11,2,30,2012
171,Glen Davis,205.74,131.088088,1,1,5,2,35,2012
172,Goran Dragic,190.5,86.18248,0,0,4,2,45,2012
173,Gordon Hayward,203.2,95.25431999999999,1,1,2,1,9,2012
174,Grant Hill,203.2,102.0582,1,1,18,1,3,2012
175,Greg Monroe,210.82,113.398,1,1,2,1,7,2012
176,Greg Smith,208.28,113.398,1,1,1,Undrafted,Undrafted,2012
177,Greg Stiemsma,210.82,117.93392,1,1,1,Undrafted,Undrafted,2012
178,Greivis Vasquez,198.12,95.707912,1,0,2,1,28,2012
179,Gustavo Ayon,208.28,113.398,0,0,1,Undrafted,Undrafted,2012
180,Hakim Warrick,205.74,99.336648,1,1,7,1,19,2012
181,Hamady Ndiaye,213.36,106.59412,1,0,2,2,56,2012
182,Hamed Haddadi,218.44,120.20188,0,0,4,Undrafted,Undrafted,2012
183,Hasheem Thabeet,220.98,119.294696,1,0,3,1,2,2012
184,Hassan Whiteside,213.36,106.59412,1,1,2,2,33,2012
185,Hedo Turkoglu,208.28,99.79024,0,0,12,1,16,2012
186,Henry Walker,198.12,106.59412,1,1,4,2,47,2012
187,Ian Mahinmi,210.82,104.32616,0,0,7,1,28,2012
188,Ike Diogu,205.74,113.398,1,1,7,1,9,2012
189,Iman Shumpert,195.58,99.79024,1,1,1,1,17,2012
190,Isaiah Thomas,175.26,83.91452,1,1,1,2,60,2012
191,Ish Smith,182.88,79.3786,1,1,2,Undrafted,Undrafted,2012
192,Ivan Johnson,203.2,115.66596,1,1,1,Undrafted,Undrafted,2012
193,J.J. Barea,182.88,79.3786,1,0,6,Undrafted,Undrafted,2012
194,JJ Hickson,205.74,109.76926399999999,1,1,4,1,19,2012
195,JJ Redick,193.04,86.18248,1,1,6,1,11,2012
196,JR Smith,198.12,99.79024,0,1,8,1,18,2012
197,JaJuan Johnson,208.28,100.243832,1,1,1,1,27,2012
198,JaVale McGee,213.36,114.305184,1,1,4,1,18,2012
199,Jamaal Magloire,210.82,120.20188,1,0,12,1,19,2012
200,Jamaal Tinsley,190.5,89.357624,1,1,11,1,27,2012
201,Jamal Crawford,195.58,90.7184,1,1,12,1,8,2012
202,Jamario Moon,203.2,92.98636,1,1,5,Undrafted,Undrafted,2012
203,Jameer Nelson,182.88,86.18248,1,1,8,1,20,2012
204,James Anderson,198.12,97.52228,1,1,2,1,20,2012
205,James Harden,195.58,99.79024,1,1,3,1,3,2012
206,James Johnson,205.74,112.490816,1,1,3,1,16,2012
207,James Jones,203.2,97.52228,1,1,9,2,49,2012
208,James Singleton,203.2,104.32616,1,1,1,Undrafted,Undrafted,2012
209,Jan Vesely,210.82,108.86208,0,0,1,1,6,2012
210,Jannero Pargo,185.42,83.91452,1,1,1,Undrafted,Undrafted,2012
211,Jared Dudley,200.66,102.0582,1,1,5,1,22,2012
212,Jared Jeffries,210.82,108.86208,1,1,10,1,11,2012
213,Jarrett Jack,190.5,89.357624,1,1,7,1,22,2012
214,Jason Collins,213.36,115.66596,1,1,11,1,18,2012
215,Jason Kapono,203.2,97.52228,1,1,9,2,31,2012
216,Jason Kidd,193.04,95.25431999999999,1,1,18,1,2,2012
217,Jason Maxiell,200.66,117.93392,1,1,7,1,26,2012
218,Jason Richardson,198.12,102.0582,1,1,11,1,5,2012
219,Jason Smith,213.36,108.86208,1,1,5,1,20,2012
220,Jason Terry,187.96,81.64656,1,1,13,1,10,2012
221,Jason Thompson,210.82,113.398,1,1,4,1,12,2012
222,Jeff Adrien,201.0,111.0,1,1,2,Undrafted,Undrafted,2012
223,Jeff Ayres,205.74,108.86208,1,1,3,2,31,2012
224,Jeff Foote,213.36,120.20188,1,1,1,Undrafted,Undrafted,2012
225,Jeff Foster,210.82,113.398,1,1,13,1,21,2012
226,Jeff Teague,187.96,82.10015200000002,1,1,3,1,19,2012
227,Jeremy Evans,205.74,87.996848,1,1,2,2,55,2012
228,Jeremy Lin,190.5,90.7184,1,1,2,Undrafted,Undrafted,2012
229,Jeremy Pargo,187.96,99.336648,1,1,1,Undrafted,Undrafted,2012
230,Jeremy Tyler,208.28,117.93392,0,1,1,2,39,2012
231,Jermaine O'Neal,210.82,115.66596,0,1,16,1,17,2012
232,Jerome Dyson,190.5,81.64656,1,1,1,Undrafted,Undrafted,2012
233,Jerome Jordan,213.36,108.86208,1,0,2,2,44,2012
234,Jerry Smith,187.96,86.18248,1,1,49,2,12,2012
235,Jerry Stackhouse,198.12,98.883056,1,1,17,1,3,2012
236,Jerryd Bayless,190.5,94.347136,1,1,4,1,11,2012
237,Jimmer Fredette,187.96,88.45044,1,1,1,1,10,2012
238,Jimmy Butler,200.66,99.79024,1,1,1,1,30,2012
239,Joakim Noah,210.82,105.233344,1,1,5,1,9,2012
240,Jodie Meeks,193.04,94.347136,1,1,3,2,41,2012
241,Joe Johnson,200.66,108.86208,1,1,11,1,10,2012
242,Joel Anthony,205.74,111.13004,1,0,5,Undrafted,Undrafted,2012
243,Joel Przybilla,215.9,111.13004,1,1,12,1,9,2012
244,Johan Petro,213.36,112.037224,0,0,7,1,25,2012
245,John Lucas III,180.34,74.84268,1,1,2,Undrafted,Undrafted,2012
246,John Salmons,198.12,93.893544,1,1,10,1,26,2012
247,John Wall,193.04,88.45044,1,1,2,1,1,2012
248,Jon Brockman,200.66,115.66596,1,1,3,2,38,2012
249,Jon Leuer,208.28,103.418976,1,1,1,2,40,2012
250,Jonas Jerebko,208.28,104.779752,0,0,3,2,39,2012
251,Jonny Flynn,182.88,83.91452,1,1,3,1,6,2012
252,Jordan Crawford,193.04,88.45044,1,1,2,1,27,2012
253,Jordan Farmar,187.96,81.64656,1,1,6,1,26,2012
254,Jordan Hamilton,200.66,99.79024,1,1,1,1,26,2012
255,Jordan Hill,208.28,106.59412,1,1,3,1,8,2012
256,Jordan Williams,208.28,117.93392,1,1,1,2,36,2012
257,Jose Calderon,190.5,95.707912,0,0,7,Undrafted,Undrafted,2012
258,Josh Childress,203.2,95.25431999999999,1,1,8,1,6,2012
259,Josh Davis,203.2,106.59412,1,1,1,Undrafted,Undrafted,2012
260,Josh Harrellson,208.28,124.7378,1,1,1,2,45,2012
261,Josh Howard,200.66,95.25431999999999,1,1,9,1,29,2012
262,Josh McRoberts,208.28,108.86208,1,1,5,2,37,2012
263,Josh Selby,187.96,83.007336,1,1,1,2,49,2012
264,Josh Smith,205.74,102.0582,0,1,8,1,17,2012
265,Jrue Holiday,193.04,81.64656,1,1,3,1,17,2012
266,Julyan Stone,198.12,90.7184,1,1,1,Undrafted,Undrafted,2012
267,Justin Dentmon,180.34,83.91452,1,1,1,Undrafted,Undrafted,2012
268,Justin Harper,208.28,102.0582,1,1,1,2,32,2012
269,Juwan Howard,205.74,113.398,1,1,18,1,5,2012
270,Kawhi Leonard,200.66,102.0582,1,1,1,1,15,2012
271,Keith Benson,210.82,104.32616,1,1,1,2,48,2012
272,Keith Bogans,195.58,97.52228,1,1,9,2,43,2012
273,Kelenna Azubuike,195.58,97.52228,1,0,1,Undrafted,Undrafted,2012
274,Kemba Walker,185.42,83.46092800000002,1,1,1,1,9,2012
275,Kendrick Perkins,208.28,122.46984,0,1,9,1,27,2012
276,Kenneth Faried,203.2,103.418976,1,1,1,1,22,2012
277,Kenyon Martin,205.74,108.86208,1,1,12,1,1,2012
278,Kevin Durant,205.74,106.59412,1,1,5,1,2,2012
279,Kevin Garnett,210.82,114.758776,0,1,17,1,5,2012
280,Kevin Love,208.28,117.93392,1,1,4,1,5,2012
281,Kevin Martin,200.66,83.91452,1,1,8,1,26,2012
282,Kevin Seraphin,205.74,124.7378,1,0,2,1,17,2012
283,Keyon Dooling,190.5,88.45044,1,1,12,1,10,2012
284,Kirk Hinrich,193.04,86.18248,1,1,9,1,7,2012
285,Klay Thompson,200.66,92.98636,1,1,1,1,11,2012
286,Kobe Bryant,198.12,92.98636,0,1,16,1,13,2012
287,Kosta Koufos,213.36,120.20188,1,1,4,1,23,2012
288,Kris Humphries,205.74,106.59412,1,1,8,1,14,2012
289,Kurt Thomas,205.74,104.32616,1,1,17,1,10,2012
290,Kwame Brown,210.82,122.46984,0,1,11,1,1,2012
291,Kyle Korver,200.66,96.161504,1,1,9,2,51,2012
292,Kyle Lowry,182.88,92.98636,1,1,6,1,24,2012
293,Kyrie Irving,190.5,86.636072,1,0,1,1,1,2012
294,Kyrylo Fesenko,215.9,127.00576,0,0,5,2,38,2012
295,LaMarcus Aldridge,210.82,108.86208,1,1,6,1,2,2012
296,Lamar Odom,208.28,104.32616,1,1,13,1,4,2012
297,Lance Stephenson,195.58,99.79024,1,1,2,2,40,2012
298,Lance Thomas,203.2,102.0582,1,1,1,Undrafted,Undrafted,2012
299,Landry Fields,200.66,97.52228,1,1,2,2,39,2012
300,Larry Hughes,195.58,83.91452,1,1,14,1,8,2012
301,Larry Owens,200.66,95.25431999999999,1,1,2,Undrafted,Undrafted,2012
302,Larry Sanders,210.82,106.59412,1,1,2,1,15,2012
303,Lavoy Allen,205.74,102.0582,1,1,1,2,50,2012
304,Lazar Hayward,198.12,102.0582,1,1,2,1,30,2012
305,LeBron James,203.2,113.398,0,1,9,1,1,2012
306,Leandro Barbosa,190.5,87.996848,0,0,9,1,28,2012
307,Lester Hudson,190.5,86.18248,1,1,3,2,58,2012
308,Linas Kleiza,203.2,106.140528,1,0,7,1,27,2012
309,Lou Amundson,205.74,102.0582,1,1,6,Undrafted,Undrafted,2012
310,Lou Williams,185.42,79.3786,0,1,7,2,45,2012
311,Luc Mbah a Moute,203.2,104.32616,1,0,4,2,37,2012
312,Luis Scola,205.74,111.13004,0,0,10,2,55,2012
313,Luke Babbitt,205.74,102.0582,1,1,2,1,16,2012
314,Luke Harangody,200.66,111.13004,1,1,2,2,52,2012
315,Luke Ridnour,187.96,79.3786,1,1,9,1,14,2012
316,Luke Walton,203.2,106.59412,1,1,9,2,32,2012
317,Luol Deng,205.74,99.79024,1,0,8,1,7,2012
318,Malcolm Lee,195.58,90.7184,1,1,1,2,43,2012
319,Malcolm Thomas,205.74,102.0582,1,1,1,Undrafted,Undrafted,2012
320,Manny Harris,195.58,83.91452,1,1,2,Undrafted,Undrafted,2012
321,Manu Ginobili,198.12,92.98636,0,0,13,2,57,2012
322,MarShon Brooks,195.58,90.7184,1,1,1,1,25,2012
323,Marc Gasol,215.9,120.20188,0,0,5,2,48,2012
324,Marcin Gortat,210.82,108.86208,0,0,7,2,57,2012
325,Marco Belinelli,195.58,88.45044,0,0,5,1,18,2012
326,Marcus Camby,210.82,106.59412,1,1,16,1,2,2012
327,Marcus Morris,205.74,106.59412,1,1,1,1,14,2012
328,Marcus Thornton,193.04,92.98636,1,1,3,2,43,2012
329,Mario Chalmers,187.96,86.18248,1,1,4,2,34,2012
330,Markieff Morris,208.28,111.13004,1,1,1,1,13,2012
331,Marquis Daniels,198.12,90.7184,1,1,8,Undrafted,Undrafted,2012
332,Marreese Speights,208.28,115.66596,1,1,4,1,16,2012
333,Martell Webster,200.66,104.32616,0,1,7,1,6,2012
334,Marvin Williams,205.74,111.13004,1,1,7,1,2,2012
335,Matt Barnes,200.66,102.511792,1,1,10,2,45,2012
336,Matt Bonner,208.28,106.59412,1,1,9,2,45,2012
337,Matt Carroll,198.12,96.161504,1,1,8,Undrafted,Undrafted,2012
338,Maurice Evans,195.58,99.79024,1,1,8,Undrafted,Undrafted,2012
339,Mehmet Okur,210.82,117.93392,0,0,11,2,37,2012
340,Metta World Peace,200.66,117.93392,1,1,13,1,16,2012
341,Michael Beasley,208.28,106.59412,1,1,4,1,2,2012
342,Michael Redd,198.12,97.52228,1,1,12,2,43,2012
343,Mickael Pietrus,198.12,97.52228,0,0,9,1,11,2012
344,Mickell Gladness,210.82,99.79024,1,1,1,Undrafted,Undrafted,2012
345,Mike Bibby,187.96,88.45044,1,1,14,1,2,2012
346,Mike Conley,185.42,83.91452,1,1,5,1,4,2012
347,Mike Dunleavy,205.74,104.32616,1,1,10,1,3,2012
348,Mike James,187.96,85.275296,1,1,1,Undrafted,Undrafted,2012
349,Mike Miller,203.2,95.25431999999999,1,1,12,1,5,2012
350,Mikki Moore,213.36,102.0582,1,1,1,Undrafted,Undrafted,2012
351,Mo Williams,185.42,88.45044,1,1,9,2,47,2012
352,Monta Ellis,190.5,83.91452,0,1,7,2,40,2012
353,Morris Almond,198.12,102.0582,1,1,5,1,25,2012
354,Mychel Thompson,198.12,95.707912,1,1,1,Undrafted,Undrafted,2012
355,Nate Robinson,175.26,81.64656,1,1,7,1,21,2012
356,Nazr Mohammed,208.28,113.398,1,1,14,1,29,2012
357,Nene,210.82,113.398,0,0,10,1,7,2012
358,Nick Collison,208.28,115.66596,1,1,9,1,12,2012
359,Nick Young,200.66,95.25431999999999,1,1,5,1,16,2012
360,Nicolas Batum,203.2,90.7184,0,0,4,1,25,2012
361,Nikola Pekovic,210.82,131.54168,0,0,4,2,31,2012
362,Nikola Vucevic,213.36,108.86208,1,0,1,1,16,2012
363,Nolan Smith,187.96,83.91452,1,1,1,1,21,2012
364,Norris Cole,187.96,79.3786,1,1,1,1,28,2012
365,O.J. Mayo,193.04,95.25431999999999,1,1,4,1,3,2012
366,Omer Asik,213.36,115.66596,0,0,4,2,36,2012
367,Omri Casspi,205.74,102.0582,0,0,3,1,23,2012
368,Patrick Patterson,205.74,106.59412,1,1,2,1,14,2012
369,Patty Mills,182.88,83.91452,1,0,3,2,55,2012
370,Pau Gasol,213.36,113.398,0,0,11,1,3,2012
371,Paul George,203.2,97.52228,1,1,2,1,10,2012
372,Paul Millsap,203.2,114.758776,1,1,6,2,47,2012
373,Paul Pierce,200.66,106.59412,1,1,14,1,10,2012
374,Quentin Richardson,198.12,103.418976,1,1,12,1,18,2012
375,Quincy Pondexter,198.12,102.0582,1,1,2,1,26,2012
376,Raja Bell,195.58,95.25431999999999,1,0,8,Undrafted,Undrafted,2012
377,Rajon Rondo,185.42,84.368112,1,1,6,1,21,2012
378,Ramon Sessions,190.5,86.18248,1,1,5,2,56,2012
379,Randy Foye,193.04,96.615096,1,1,6,1,7,2012
380,Rashard Lewis,208.28,104.32616,0,1,14,2,32,2012
381,Rasual Butler,200.66,97.52228,1,1,10,2,52,2012
382,Ray Allen,195.58,92.98636,1,1,16,1,5,2012
383,Raymond Felton,185.42,92.98636,1,1,7,1,5,2012
384,Reggie Evans,203.2,111.13004,1,1,8,Undrafted,Undrafted,2012
385,Reggie Jackson,190.5,94.347136,1,1,1,1,24,2012
386,Reggie Williams,201.0,86.0,1,1,3,Undrafted,Undrafted,2012
387,Renaldo Balkman,203.2,102.0582,1,1,6,1,20,2012
388,Richard Hamilton,200.66,87.543256,1,1,13,1,7,2012
389,Richard Jefferson,200.66,104.32616,1,1,11,1,13,2012
390,Ricky Rubio,193.04,81.64656,0,0,3,1,5,2012
391,Robin Lopez,213.36,115.66596,1,1,4,1,15,2012
392,Rodney Stuckey,195.58,92.98636,1,1,5,1,15,2012
393,Rodrigue Beaubois,187.96,83.91452,0,0,3,1,25,2012
394,Roger Mason Jr.,195.58,92.98636,1,1,10,2,30,2012
395,Ronnie Brewer,200.66,102.965384,1,1,6,1,14,2012
396,Ronnie Price,187.96,86.18248,1,1,7,Undrafted,Undrafted,2012
397,Ronny Turiaf,208.28,111.13004,1,0,7,2,37,2012
398,Roy Hibbert,218.44,117.93392,1,1,4,1,17,2012
399,Royal Ivey,193.04,97.52228,1,1,8,2,37,2012
400,Rudy Fernandez,198.12,83.91452,0,0,5,1,24,2012
401,Rudy Gay,203.2,104.32616,1,1,6,1,8,2012
402,Russell Westbrook,190.5,84.821704,1,1,4,1,4,2012
403,Ryan Anderson,208.28,108.86208,1,1,4,1,21,2012
404,Ryan Gomes,200.66,111.13004,1,1,7,2,50,2012
405,Ryan Hollins,213.36,108.86208,1,1,6,2,50,2012
406,Ryan Reid,203.2,106.59412,1,1,2,2,57,2012
407,Sam Young,198.12,99.79024,1,1,3,2,36,2012
408,Samardo Samuels,205.74,117.93392,1,0,2,Undrafted,Undrafted,2012
409,Samuel Dalembert,210.82,113.398,1,0,11,1,26,2012
410,Sasha Pavlovic,200.66,106.59412,0,0,9,1,19,2012
