,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
243,Jordan Mickey,203.2,106.59412,1,1,2,2,33,2017
244,Jose Calderon,190.5,90.7184,0,0,12,Undrafted,Undrafted,2017
245,Josh Huestis,200.66,104.32616,1,1,3,1,29,2017
246,Josh McRoberts,208.28,108.86208,1,1,10,2,37,2017
247,Josh Richardson,198.12,90.7184,1,1,2,2,40,2017
248,Jrue Holiday,193.04,92.98636,1,1,8,1,17,2017
249,Juancho Hernangomez,205.74,104.32616,0,0,1,1,15,2017
250,Julius Randle,205.74,113.398,1,1,3,1,7,2017
251,Justin Anderson,198.12,103.418976,1,1,2,1,21,2017
252,Justin Hamilton,213.36,115.66596,1,1,5,2,45,2017
253,Justin Harper,208.28,102.0582,1,1,6,2,32,2017
254,Justin Holiday,198.12,83.91452,1,1,3,Undrafted,Undrafted,2017
255,Justise Winslow,200.66,102.0582,1,1,2,1,10,2017
256,Jusuf Nurkic,213.36,127.00576,0,0,3,1,16,2017
257,KJ McDaniels,198.12,92.98636,1,1,3,2,32,2017
258,Karl-Anthony Towns,213.36,110.676448,1,1,2,1,1,2017
259,Kawhi Leonard,200.66,104.32616,1,1,6,1,15,2017
260,Kay Felder,175.26,79.83219199999998,0,1,1,2,54,2017
261,Kelly Olynyk,213.36,107.954896,1,0,4,1,13,2017
262,Kelly Oubre Jr.,200.66,92.98636,1,1,2,1,15,2017
263,Kemba Walker,185.42,83.46092800000002,1,1,6,1,9,2017
264,Kenneth Faried,203.2,103.418976,1,1,6,1,22,2017
265,Kent Bazemore,195.58,91.171992,1,1,5,Undrafted,Undrafted,2017
266,Kentavious Caldwell-Pope,195.58,92.98636,1,1,4,1,8,2017
267,Kevin Durant,205.74,108.86208,1,1,10,1,2,2017
268,Kevin Love,208.28,113.851592,1,1,9,1,5,2017
269,Kevin Seraphin,208.28,126.098576,1,0,7,1,17,2017
270,Kevon Looney,205.74,99.79024,1,1,2,1,30,2017
271,Khris Middleton,203.2,106.140528,1,1,5,2,39,2017
272,Klay Thompson,200.66,97.52228,1,1,6,1,11,2017
273,Kosta Koufos,213.36,120.20188,1,1,9,1,23,2017
274,Kris Dunn,193.04,92.98636,1,1,1,1,5,2017
275,Kris Humphries,205.74,106.59412,1,1,13,1,14,2017
276,Kristaps Porzingis,220.98,108.86208,0,0,2,1,4,2017
277,Kyle Anderson,205.74,104.32616,1,1,3,1,30,2017
278,Kyle Korver,200.66,96.161504,1,1,14,2,51,2017
279,Kyle Lowry,182.88,92.98636,1,1,11,1,24,2017
280,Kyle O'Quinn,208.28,113.398,1,1,5,2,49,2017
281,Kyle Singler,203.2,103.418976,1,1,6,2,33,2017
282,Kyle Wiltjer,208.28,108.86208,1,0,1,Undrafted,Undrafted,2017
283,Kyrie Irving,190.5,87.543256,1,0,6,1,1,2017
284,LaMarcus Aldridge,210.82,117.93392,1,1,11,1,2,2017
285,Lamar Patterson,195.58,102.0582,1,1,3,2,48,2017
286,Lance Stephenson,195.58,104.32616,1,1,7,2,40,2017
287,Lance Thomas,203.2,106.59412,1,1,6,Undrafted,Undrafted,2017
288,Langston Galloway,187.96,90.7184,1,1,3,Undrafted,Undrafted,2017
289,Larry Nance Jr.,205.74,104.32616,1,1,2,1,27,2017
290,Larry Sanders,210.82,104.32616,1,1,7,1,15,2017
291,Lavoy Allen,205.74,117.93392,1,1,6,2,50,2017
292,LeBron James,203.2,113.398,0,1,14,1,1,2017
293,Leandro Barbosa,190.5,87.996848,0,0,14,1,28,2017
294,Lou Williams,185.42,79.3786,0,1,12,2,45,2017
295,Luc Mbah a Moute,203.2,104.32616,1,0,9,2,37,2017
296,Lucas Nogueira,213.36,99.79024,0,0,4,1,16,2017
297,Luis Scola,205.74,109.31567199999999,0,0,15,2,55,2017
298,Luke Babbitt,205.74,102.0582,1,1,7,1,16,2017
299,Luol Deng,205.74,99.79024,1,0,13,1,7,2017
300,Malachi Richardson,198.12,92.98636,1,1,1,1,22,2017
301,Malcolm Brogdon,195.58,97.52228,1,1,1,2,36,2017
302,Malcolm Delaney,190.5,86.18248,1,1,1,Undrafted,Undrafted,2017
303,Malik Beasley,195.58,88.904032,1,1,1,1,19,2017
304,Manny Harris,195.58,83.91452,1,1,1,Undrafted,Undrafted,2017
305,Manu Ginobili,198.12,92.98636,0,0,18,2,57,2017
306,Marc Gasol,215.9,115.66596,0,0,10,2,48,2017
307,Marcelo Huertas,190.5,90.7184,0,0,2,Undrafted,Undrafted,2017
308,Marcin Gortat,210.82,108.86208,0,0,12,2,57,2017
309,Marco Belinelli,195.58,95.25431999999999,0,0,10,1,18,2017
310,Marcus Georges-Hunt,198.12,99.79024,1,1,1,Undrafted,Undrafted,2017
311,Marcus Morris,205.74,106.59412,1,1,6,1,14,2017
312,Marcus Smart,193.04,99.79024,1,1,3,1,6,2017
313,Marcus Thornton,193.04,92.98636,1,1,8,2,43,2017
314,Mario Hezonja,203.2,98.883056,0,0,2,1,5,2017
315,Markieff Morris,208.28,111.13004,1,1,6,1,13,2017
316,Marquese Chriss,208.28,105.68693600000002,1,1,1,1,8,2017
317,Marreese Speights,208.28,115.66596,1,1,9,1,16,2017
318,Marshall Plumlee,213.36,113.398,1,1,1,Undrafted,Undrafted,2017
319,Marvin Williams,205.74,107.501304,1,1,12,1,2,2017
320,Mason Plumlee,210.82,115.66596,1,1,4,1,22,2017
321,Matt Barnes,200.66,102.511792,1,1,15,2,45,2017
322,Matthew Dellavedova,193.04,89.811216,1,0,4,Undrafted,Undrafted,2017
323,Maurice Harkless,205.74,99.79024,1,1,5,1,15,2017
324,Maurice Ndour,205.74,90.7184,1,0,1,Undrafted,Undrafted,2017
325,Metta World Peace,200.66,117.93392,1,1,18,1,16,2017
326,Meyers Leonard,215.9,115.66596,1,1,5,1,11,2017
327,Michael Beasley,208.28,106.59412,1,1,9,1,2,2017
328,Michael Carter-Williams,198.12,86.18248,1,1,4,1,11,2017
329,Michael Gbinije,200.66,90.7184,1,1,1,2,49,2017
330,Michael Kidd-Gilchrist,200.66,105.233344,1,1,5,1,2,2017
331,Mike Conley,185.42,79.3786,1,1,10,1,4,2017
332,Mike Dunleavy,205.74,104.32616,1,1,15,1,3,2017
333,Mike Miller,203.2,98.883056,1,1,17,1,5,2017
334,Mike Muscala,210.82,108.86208,1,1,4,2,44,2017
335,Mike Scott,203.2,107.501304,1,1,5,2,43,2017
336,Mike Tobey,213.36,117.93392,1,1,1,Undrafted,Undrafted,2017
337,Miles Plumlee,210.82,112.944408,1,1,5,1,26,2017
338,Mindaugas Kuzminskas,205.74,97.52228,0,0,1,Undrafted,Undrafted,2017
339,Mirza Teletovic,205.74,111.13004,0,0,5,Undrafted,Undrafted,2017
340,Monta Ellis,190.5,83.91452,0,1,12,2,40,2017
341,Montrezl Harrell,203.2,108.86208,1,1,2,2,32,2017
342,Myles Turner,210.82,110.222856,1,1,2,1,11,2017
343,Nemanja Bjelica,208.28,102.0582,0,0,7,2,35,2017
344,Nene,210.82,113.398,0,0,15,1,7,2017
345,Nerlens Noel,210.82,103.418976,1,1,4,1,6,2017
346,Nick Collison,208.28,115.66596,1,1,14,1,12,2017
347,Nick Young,200.66,95.25431999999999,1,1,10,1,16,2017
348,Nicolas Batum,203.2,90.7184,0,0,9,1,25,2017
349,Nicolas Brussino,203.2,97.52228,0,0,1,Undrafted,Undrafted,2017
350,Nicolas Laprovittola,193.04,81.64656,0,0,1,Undrafted,Undrafted,2017
351,Nik Stauskas,198.12,92.98636,1,0,3,1,8,2017
352,Nikola Jokic,208.28,113.398,0,0,3,2,41,2017
353,Nikola Mirotic,208.28,107.954896,0,0,6,1,23,2017
354,Nikola Vucevic,213.36,117.93392,1,0,6,1,16,2017
355,Noah Vonleh,205.74,111.13004,1,1,3,1,9,2017
356,Norman Powell,193.04,97.52228,1,1,2,2,46,2017
357,Norris Cole,187.96,79.3786,1,1,6,1,28,2017
358,Okaro White,203.2,92.532768,1,1,1,Undrafted,Undrafted,2017
359,Omer Asik,213.36,115.66596,0,0,9,2,36,2017
360,Omri Casspi,205.74,102.0582,0,0,8,1,23,2017
361,Otto Porter Jr.,203.2,89.811216,1,1,4,1,3,2017
362,PJ Tucker,198.12,111.13004,1,1,11,2,35,2017
363,Pascal Siakam,205.74,104.32616,1,0,1,1,27,2017
364,Pat Connaughton,195.58,95.25431999999999,1,1,2,2,41,2017
365,Patricio Garino,198.12,92.079176,1,0,1,Undrafted,Undrafted,2017
366,Patrick Beverley,185.42,83.91452,1,1,8,2,42,2017
367,Patrick McCaw,200.66,83.91452,1,1,1,2,38,2017
368,Patrick Patterson,205.74,106.59412,1,1,7,1,14,2017
369,Patty Mills,182.88,83.91452,1,0,8,2,55,2017
370,Pau Gasol,213.36,113.398,0,0,16,1,3,2017
371,Paul George,205.74,99.79024,1,1,7,1,10,2017
372,Paul Millsap,203.2,111.583632,1,1,11,2,47,2017
373,Paul Pierce,200.66,106.59412,1,1,19,1,10,2017
374,Paul Zipser,203.2,95.25431999999999,0,0,1,2,48,2017
375,Pierre Jackson,177.8,81.64656,1,1,4,2,42,2017
376,Quincy Acy,200.66,108.86208,1,1,5,2,37,2017
377,Quinn Cook,187.96,81.19296800000002,1,1,1,Undrafted,Undrafted,2017
378,RJ Hunter,195.58,83.91452,1,1,2,1,28,2017
379,Rajon Rondo,185.42,84.368112,1,1,11,1,21,2017
380,Rakeem Christmas,205.74,113.398,1,1,2,2,36,2017
381,Ramon Sessions,190.5,86.18248,1,1,10,2,56,2017
382,Randy Foye,193.04,98.883056,1,1,11,1,7,2017
383,Rashad Vaughn,198.12,91.625584,1,1,2,1,17,2017
384,Raul Neto,185.42,81.19296800000002,0,0,4,2,47,2017
385,Raymond Felton,185.42,92.98636,1,1,12,1,5,2017
386,Reggie Bullock,200.66,92.98636,1,1,4,1,25,2017
387,Reggie Jackson,190.5,94.347136,1,1,6,1,24,2017
388,Reggie Williams,201.0,86.0,1,1,1,Undrafted,Undrafted,2017
389,Richard Jefferson,200.66,105.68693600000002,1,1,16,1,13,2017
390,Richaun Holmes,208.28,111.13004,1,1,2,2,37,2017
391,Ricky Rubio,193.04,86.18248,0,0,8,1,5,2017
392,Robert Covington,205.74,97.52228,1,1,4,Undrafted,Undrafted,2017
393,Robin Lopez,213.36,115.66596,1,1,9,1,15,2017
394,Rodney Hood,203.2,93.439952,1,1,3,1,23,2017
395,Rodney McGruder,193.04,92.98636,1,1,1,Undrafted,Undrafted,2017
396,Rodney Stuckey,195.58,92.98636,1,1,10,1,15,2017
397,Ron Baker,193.04,99.79024,1,1,1,Undrafted,Undrafted,2017
398,Rondae Hollis-Jefferson,200.66,97.068688,1,1,2,1,23,2017
399,Ronnie Price,187.96,86.18248,1,1,12,Undrafted,Undrafted,2017
400,Roy Hibbert,218.44,122.46984,1,1,9,1,17,2017
401,Rudy Gay,203.2,104.32616,1,1,11,1,8,2017
402,Rudy Gobert,215.9,111.13004,0,0,4,1,27,2017
403,Russell Westbrook,190.5,90.7184,1,1,9,1,4,2017
404,Ryan Anderson,208.28,108.86208,1,1,9,1,21,2017
405,Ryan Kelly,210.82,104.32616,1,1,4,2,48,2017
