,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
40,Blake Griffin,208.28,113.851592,1,1,4,1,1,2013
41,Boris Diaw,203.2,106.59412,0,0,10,1,21,2013
42,Bradley Beal,195.58,93.893544,1,1,1,1,3,2013
43,Brandan Wright,208.28,95.25431999999999,1,1,6,1,8,2013
44,Brandon Bass,203.2,113.398,1,1,8,2,33,2013
45,Brandon Jennings,185.42,76.657048,0,1,4,1,10,2013
46,Brandon Knight,190.5,85.728888,1,1,2,1,8,2013
47,Brandon Roy,198.12,95.707912,1,1,7,1,6,2013
48,Brandon Rush,198.12,95.25431999999999,1,1,5,1,13,2013
49,Brendan Haywood,213.36,119.294696,1,1,12,1,20,2013
50,Brian Roberts,185.42,81.64656,1,1,1,Undrafted,Undrafted,2013
51,Brook Lopez,213.36,120.20188,1,1,5,1,10,2013
52,Byron Mullens,213.36,124.7378,1,1,4,1,24,2013
53,C.J. Watson,187.96,79.3786,1,1,6,Undrafted,Undrafted,2013
54,CJ Miles,198.12,100.697424,0,1,8,2,34,2013
55,Carl Landry,205.74,112.490816,1,1,6,2,31,2013
56,Carlos Boozer,205.74,120.655472,1,1,11,2,34,2013
57,Carlos Delfino,198.12,104.32616,0,0,10,1,25,2013
58,Carmelo Anthony,203.2,104.32616,1,1,10,1,3,2013
59,Caron Butler,200.66,103.418976,1,1,11,1,10,2013
60,Cartier Martin,200.66,99.79024,1,1,5,Undrafted,Undrafted,2013
61,Chandler Parsons,205.74,102.965384,1,1,2,2,38,2013
62,Charles Jenkins,190.5,97.52228,1,1,2,2,44,2013
63,Charlie Villanueva,210.82,105.233344,1,1,8,1,7,2013
64,Chase Budinger,200.66,98.883056,1,1,4,2,44,2013
65,Chauncey Billups,190.5,95.25431999999999,1,1,16,1,3,2013
66,Chris Andersen,208.28,103.418976,1,1,6,Undrafted,Undrafted,2013
67,Chris Bosh,210.82,106.59412,1,1,10,1,4,2013
68,Chris Copeland,203.2,102.0582,1,1,1,Undrafted,Undrafted,2013
69,Chris Douglas-Roberts,200.66,95.25431999999999,1,1,5,2,40,2013
70,Chris Duhon,185.42,86.18248,1,1,9,2,38,2013
71,Chris Johnson,210.82,95.25431999999999,1,1,3,Undrafted,Undrafted,2013
72,Chris Johnson,198.12,91.171992,1,1,3,Undrafted,Undrafted,2013
73,Chris Kaman,213.36,120.20188,1,1,10,1,6,2013
74,Chris Paul,182.88,79.3786,1,1,8,1,4,2013
75,Chris Quinn,187.96,79.3786,1,1,1,Undrafted,Undrafted,2013
76,Chris Singleton,203.2,104.32616,1,1,2,1,18,2013
77,Chris Wilcox,208.28,106.59412,1,1,11,1,8,2013
78,Chris Wright,185.42,95.25431999999999,1,1,2,Undrafted,Undrafted,2013
79,Chuck Hayes,198.12,113.398,1,1,8,Undrafted,Undrafted,2013
80,Cole Aldrich,210.82,108.86208,1,1,3,1,11,2013
81,Corey Brewer,205.74,85.275296,1,1,6,1,7,2013
82,Corey Maggette,198.12,102.0582,1,1,14,1,13,2013
83,Cory Higgins,195.58,81.64656,1,1,2,Undrafted,Undrafted,2013
84,Cory Joseph,190.5,83.91452,1,0,2,1,29,2013
85,Courtney Lee,195.58,90.7184,1,1,5,1,22,2013
86,D.J. Augustin,182.88,83.007336,1,1,5,1,9,2013
87,DJ White,205.74,113.398,1,1,5,1,29,2013
88,DaJuan Summers,203.2,108.86208,1,1,4,2,35,2013
89,Daequan Cook,195.58,95.25431999999999,1,1,6,1,21,2013
90,Dahntay Jones,198.12,102.0582,1,1,10,1,20,2013
91,Damian Lillard,190.5,88.45044,1,1,1,1,6,2013
92,Damien Wilkins,198.12,102.0582,1,1,9,Undrafted,Undrafted,2013
93,Damion James,200.66,102.0582,1,1,3,1,24,2013
94,Daniel Gibson,187.96,90.7184,1,1,7,2,42,2013
95,Daniel Orton,208.28,115.66596,1,1,3,1,29,2013
96,Danilo Gallinari,208.28,102.0582,0,0,5,1,6,2013
97,Danny Granger,203.2,103.418976,1,1,8,1,17,2013
98,Danny Green,198.12,95.25431999999999,1,1,4,2,46,2013
99,Dante Cunningham,203.2,104.32616,1,1,4,2,33,2013
100,Darius Johnson-Odom,187.96,97.52228,1,1,1,2,55,2013
101,Darius Miller,203.2,106.59412,1,1,1,2,46,2013
102,Darius Morris,193.04,86.18248,1,1,2,2,41,2013
103,Darko Milicic,213.36,124.7378,0,0,10,1,2,2013
104,Darrell Arthur,205.74,106.59412,1,1,5,1,27,2013
105,Darren Collison,182.88,79.3786,1,1,4,1,21,2013
106,David Lee,205.74,108.86208,1,1,8,1,30,2013
107,David West,205.74,113.398,1,1,10,1,18,2013
108,DeAndre Jordan,210.82,120.20188,1,1,5,2,35,2013
109,DeAndre Liggins,198.12,94.800728,1,1,2,2,53,2013
110,DeJuan Blair,200.66,122.46984,1,1,4,2,37,2013
111,DeMar DeRozan,200.66,97.975872,1,1,4,1,9,2013
112,DeMarcus Cousins,210.82,122.46984,1,1,3,1,5,2013
113,DeMarre Carroll,203.2,96.161504,1,1,4,1,27,2013
114,DeQuan Jones,203.2,100.243832,1,1,1,Undrafted,Undrafted,2013
115,DeSagana Diop,213.36,127.00576,0,0,12,1,8,2013
116,DeShawn Stevenson,195.58,98.883056,0,1,13,1,23,2013
117,Derek Fisher,185.42,95.25431999999999,1,1,17,1,24,2013
118,Deron Williams,190.5,94.800728,1,1,8,1,3,2013
119,Derrick Favors,208.28,112.490816,1,1,3,1,3,2013
120,Derrick Williams,203.2,109.31567199999999,1,1,2,1,2,2013
121,Devin Ebanks,205.74,97.52228,1,1,3,2,43,2013
122,Devin Harris,190.5,87.089664,1,1,9,1,5,2013
123,Dexter Pittman,210.82,129.27372,1,1,3,2,32,2013
124,Diante Garrett,193.04,86.18248,1,1,1,Undrafted,Undrafted,2013
125,Dion Waiters,193.04,97.52228,1,1,1,1,4,2013
126,Dirk Nowitzki,213.36,111.13004,0,0,15,1,9,2013
127,Dominic McGuire,205.74,106.59412,1,1,6,2,47,2013
128,Dominique Jones,195.58,97.52228,1,1,3,1,25,2013
129,Donald Sloan,190.5,92.98636,1,1,2,Undrafted,Undrafted,2013
130,Donatas Motiejunas,213.36,100.697424,0,0,2,1,20,2013
131,Dorell Wright,205.74,92.98636,0,1,9,1,19,2013
132,Doron Lamb,193.04,95.25431999999999,1,1,1,2,42,2013
133,Draymond Green,200.66,104.32616,1,1,1,2,35,2013
134,Drew Gooden,208.28,113.398,1,1,11,1,4,2013
135,Dwight Howard,210.82,120.20188,0,1,9,1,1,2013
136,Dwyane Wade,193.04,99.79024,1,1,10,1,5,2013
137,E'Twaun Moore,193.04,86.636072,1,1,2,2,55,2013
138,Earl Barron,213.36,113.398,1,1,4,Undrafted,Undrafted,2013
139,Earl Clark,208.28,102.0582,1,1,4,1,14,2013
140,Earl Watson,185.42,90.264808,1,1,12,2,39,2013
141,Ed Davis,208.28,105.233344,1,1,3,1,13,2013
142,Eddy Curry,213.36,133.80964,0,1,12,1,4,2013
143,Ekpe Udoh,208.28,111.13004,1,1,3,1,6,2013
144,Elton Brand,205.74,115.212368,1,1,14,1,1,2013
145,Emeka Okafor,208.28,115.66596,1,1,9,1,2,2013
146,Enes Kanter,210.82,121.109064,1,0,2,1,3,2013
147,Eric Bledsoe,185.42,88.45044,1,1,3,1,18,2013
148,Eric Gordon,190.5,97.52228,1,1,5,1,7,2013
149,Eric Maynor,190.5,79.3786,1,1,4,1,20,2013
150,Ersan Ilyasova,208.28,106.59412,0,0,8,2,36,2013
151,Evan Fournier,198.12,90.7184,0,0,1,1,20,2013
152,Evan Turner,200.66,99.79024,1,1,3,1,2,2013
153,Fab Melo,213.36,115.66596,1,0,1,1,22,2013
154,Festus Ezeli,210.82,115.66596,1,0,1,1,30,2013
155,Francisco Garcia,200.66,88.45044,1,0,8,1,23,2013
156,Garrett Temple,198.12,88.45044,1,1,1,Undrafted,Undrafted,2013
157,Gary Neal,193.04,95.25431999999999,1,1,3,Undrafted,Undrafted,2013
158,George Hill,187.96,86.18248,1,1,5,1,26,2013
159,Gerald Green,203.2,95.25431999999999,0,1,8,1,18,2013
160,Gerald Henderson,195.58,97.52228,1,1,4,1,12,2013
161,Gerald Wallace,200.66,99.79024,1,1,12,1,25,2013
162,Glen Davis,205.74,131.088088,1,1,6,2,35,2013
163,Goran Dragic,190.5,86.18248,0,0,5,2,45,2013
164,Gordon Hayward,203.2,95.25431999999999,1,1,3,1,9,2013
165,Grant Hill,203.2,102.0582,1,1,19,1,3,2013
166,Greg Monroe,210.82,113.398,1,1,3,1,7,2013
167,Greg Smith,208.28,113.398,1,1,2,Undrafted,Undrafted,2013
168,Greg Stiemsma,210.82,117.93392,1,1,2,Undrafted,Undrafted,2013
169,Greivis Vasquez,198.12,95.707912,1,0,3,1,28,2013
170,Gustavo Ayon,208.28,113.398,0,0,2,Undrafted,Undrafted,2013
171,Hakim Warrick,205.74,99.336648,1,1,8,1,19,2013
172,Hamed Haddadi,218.44,120.20188,0,0,5,Undrafted,Undrafted,2013
173,Harrison Barnes,203.2,95.25431999999999,1,1,1,1,7,2013
174,Hasheem Thabeet,220.98,119.294696,1,0,4,1,2,2013
175,Hedo Turkoglu,208.28,99.79024,0,0,13,1,16,2013
176,Henry Sims,208.28,111.13004,1,1,1,Undrafted,Undrafted,2013
177,Ian Mahinmi,210.82,104.32616,0,0,8,1,28,2013
178,Iman Shumpert,195.58,99.79024,1,1,2,1,17,2013
179,Isaiah Thomas,175.26,83.91452,1,1,2,2,60,2013
180,Ish Smith,182.88,79.3786,1,1,3,Undrafted,Undrafted,2013
181,Ivan Johnson,203.2,115.66596,1,1,2,Undrafted,Undrafted,2013
182,J.J. Barea,182.88,79.3786,1,0,7,Undrafted,Undrafted,2013
183,JJ Hickson,205.74,109.76926399999999,1,1,5,1,19,2013
184,JJ Redick,193.04,86.18248,1,1,7,1,11,2013
185,JR Smith,198.12,99.79024,0,1,9,1,18,2013
186,JaVale McGee,213.36,114.305184,1,1,5,1,18,2013
187,Jae Crowder,198.12,106.59412,1,1,1,2,34,2013
188,Jamaal Tinsley,190.5,89.357624,1,1,12,1,27,2013
189,Jamal Crawford,195.58,90.7184,1,1,13,1,8,2013
190,Jameer Nelson,182.88,86.18248,1,1,9,1,20,2013
191,James Anderson,198.12,97.52228,1,1,3,1,20,2013
192,James Harden,195.58,99.79024,1,1,4,1,3,2013
193,James Johnson,205.74,112.490816,1,1,4,1,16,2013
194,James Jones,203.2,97.52228,1,1,10,2,49,2013
195,James White,200.66,97.52228,1,1,7,2,31,2013
196,Jan Vesely,210.82,108.86208,0,0,2,1,6,2013
197,Jannero Pargo,185.42,83.91452,1,1,2,Undrafted,Undrafted,2013
198,Jared Cunningham,193.04,88.45044,1,1,1,1,24,2013
199,Jared Dudley,200.66,102.0582,1,1,6,1,22,2013
200,Jared Jeffries,210.82,108.86208,1,1,11,1,11,2013
201,Jared Sullinger,205.74,117.93392,1,1,1,1,21,2013
202,Jarrett Jack,190.5,89.357624,1,1,8,1,22,2013
203,Jarvis Varnado,205.74,104.32616,1,1,3,2,41,2013
204,Jason Collins,213.36,115.66596,1,1,12,1,18,2013
205,Jason Kidd,193.04,95.25431999999999,1,1,19,1,2,2013
206,Jason Maxiell,200.66,117.93392,1,1,8,1,26,2013
207,Jason Richardson,198.12,102.0582,1,1,12,1,5,2013
208,Jason Smith,213.36,108.86208,1,1,6,1,20,2013
209,Jason Terry,187.96,81.64656,1,1,14,1,10,2013
210,Jason Thompson,210.82,113.398,1,1,5,1,12,2013
211,Jeff Adrien,201.0,111.0,1,1,3,Undrafted,Undrafted,2013
212,Jeff Ayres,205.74,113.398,1,1,4,2,31,2013
213,Jeff Green,205.74,106.59412,1,1,6,1,5,2013
214,Jeff Teague,187.96,82.10015200000002,1,1,4,1,19,2013
215,Jeffery Taylor,200.66,102.0582,1,0,1,2,31,2013
216,Jeremy Evans,205.74,87.996848,1,1,3,2,55,2013
217,Jeremy Lamb,195.58,81.64656,1,1,1,1,12,2013
218,Jeremy Lin,190.5,90.7184,1,1,3,Undrafted,Undrafted,2013
219,Jeremy Pargo,187.96,99.336648,1,1,2,Undrafted,Undrafted,2013
220,Jeremy Tyler,208.28,117.93392,0,1,2,2,39,2013
221,Jermaine O'Neal,210.82,115.66596,0,1,17,1,17,2013
222,Jerry Stackhouse,198.12,98.883056,1,1,18,1,3,2013
223,Jerryd Bayless,190.5,90.7184,1,1,5,1,11,2013
224,Jimmer Fredette,187.96,88.45044,1,1,2,1,10,2013
225,Jimmy Butler,200.66,99.79024,1,1,2,1,30,2013
226,Joakim Noah,210.82,105.233344,1,1,6,1,9,2013
227,Jodie Meeks,193.04,94.347136,1,1,4,2,41,2013
228,Joe Johnson,200.66,108.86208,1,1,12,1,10,2013
229,Joel Anthony,205.74,111.13004,1,0,6,Undrafted,Undrafted,2013
230,Joel Freeland,208.28,102.0582,0,0,7,1,30,2013
231,Joel Przybilla,215.9,111.13004,1,1,13,1,9,2013
232,Johan Petro,213.36,112.037224,0,0,8,1,25,2013
233,John Henson,210.82,99.79024,1,1,1,1,14,2013
234,John Jenkins,193.04,97.52228,1,1,1,1,23,2013
235,John Lucas III,180.34,74.84268,1,1,3,Undrafted,Undrafted,2013
236,John Salmons,198.12,93.893544,1,1,11,1,26,2013
237,John Wall,193.04,88.45044,1,1,3,1,1,2013
238,Jon Leuer,208.28,103.418976,1,1,2,2,40,2013
239,Jonas Jerebko,208.28,104.779752,0,0,4,2,39,2013
240,Jonas Valanciunas,210.82,104.779752,0,0,2,1,5,2013
241,Jordan Crawford,193.04,88.45044,1,1,3,1,27,2013
242,Jordan Hamilton,200.66,99.79024,1,1,2,1,26,2013
243,Jordan Hill,208.28,106.59412,1,1,4,1,8,2013
244,Jose Calderon,190.5,95.707912,0,0,8,Undrafted,Undrafted,2013
245,Josh Akognon,180.34,83.91452,1,1,1,Undrafted,Undrafted,2013
246,Josh Childress,203.2,95.25431999999999,1,1,9,1,6,2013
247,Josh Harrellson,208.28,124.7378,1,1,2,2,45,2013
248,Josh Howard,200.66,95.25431999999999,1,1,10,1,29,2013
249,Josh McRoberts,208.28,108.86208,1,1,6,2,37,2013
250,Josh Selby,187.96,83.007336,1,1,2,2,49,2013
251,Josh Smith,205.74,102.0582,0,1,9,1,17,2013
252,Jrue Holiday,193.04,92.98636,1,1,4,1,17,2013
253,Julyan Stone,198.12,90.7184,1,1,2,Undrafted,Undrafted,2013
254,Justin Dentmon,180.34,83.91452,1,1,2,Undrafted,Undrafted,2013
255,Justin Holiday,198.12,83.91452,1,1,1,Undrafted,Undrafted,2013
256,Juwan Howard,205.74,113.398,1,1,19,1,5,2013
257,Kawhi Leonard,200.66,102.0582,1,1,2,1,15,2013
258,Keith Bogans,195.58,97.52228,1,1,10,2,43,2013
259,Kemba Walker,185.42,83.46092800000002,1,1,2,1,9,2013
260,Kendall Marshall,193.04,88.45044,1,1,1,1,13,2013
261,Kendrick Perkins,208.28,122.46984,0,1,10,1,27,2013
262,Kenneth Faried,203.2,103.418976,1,1,2,1,22,2013
263,Kent Bazemore,195.58,91.171992,1,1,1,Undrafted,Undrafted,2013
264,Kenyon Martin,205.74,108.86208,1,1,13,1,1,2013
265,Kevin Durant,205.74,106.59412,1,1,6,1,2,2013
266,Kevin Garnett,210.82,114.758776,0,1,18,1,5,2013
267,Kevin Jones,203.2,117.93392,1,1,1,Undrafted,Undrafted,2013
268,Kevin Love,208.28,117.93392,1,1,5,1,5,2013
269,Kevin Martin,200.66,83.91452,1,1,9,1,26,2013
270,Kevin Murphy,198.12,83.91452,1,1,1,2,47,2013
271,Kevin Seraphin,205.74,124.7378,1,0,3,1,17,2013
272,Keyon Dooling,190.5,88.45044,1,1,13,1,10,2013
273,Khris Middleton,200.66,97.52228,1,1,1,2,39,2013
274,Kim English,198.12,90.7184,1,1,1,2,44,2013
275,Kirk Hinrich,193.04,86.18248,1,1,10,1,7,2013
276,Klay Thompson,200.66,92.98636,1,1,2,1,11,2013
277,Kobe Bryant,198.12,92.98636,0,1,17,1,13,2013
278,Kosta Koufos,213.36,120.20188,1,1,5,1,23,2013
279,Kris Humphries,205.74,106.59412,1,1,9,1,14,2013
280,Kris Joseph,200.66,95.25431999999999,1,1,1,2,51,2013
281,Kurt Thomas,205.74,108.86208,1,1,18,1,10,2013
282,Kwame Brown,210.82,131.54168,0,1,12,1,1,2013
283,Kyle Korver,200.66,96.161504,1,1,10,2,51,2013
284,Kyle Lowry,182.88,92.98636,1,1,7,1,24,2013
285,Kyle O'Quinn,208.28,108.86208,1,1,1,2,49,2013
286,Kyle Singler,203.2,104.32616,1,1,2,2,33,2013
287,Kyrie Irving,190.5,86.636072,1,0,2,1,1,2013
288,LaMarcus Aldridge,210.82,108.86208,1,1,7,1,2,2013
289,Lamar Odom,208.28,104.32616,1,1,14,1,4,2013
290,Lance Stephenson,195.58,103.418976,1,1,3,2,40,2013
291,Lance Thomas,203.2,102.0582,1,1,2,Undrafted,Undrafted,2013
292,Landry Fields,200.66,97.52228,1,1,3,2,39,2013
293,Larry Sanders,210.82,106.59412,1,1,3,1,15,2013
294,Lavoy Allen,205.74,115.66596,1,1,2,2,50,2013
295,Lazar Hayward,198.12,102.0582,1,1,3,1,30,2013
296,LeBron James,203.2,113.398,0,1,10,1,1,2013
297,Leandro Barbosa,190.5,87.996848,0,0,10,1,28,2013
298,Linas Kleiza,203.2,106.140528,1,0,8,1,27,2013
299,Lou Amundson,205.74,102.0582,1,1,7,Undrafted,Undrafted,2013
300,Lou Williams,185.42,79.3786,0,1,8,2,45,2013
301,Luc Mbah a Moute,203.2,104.32616,1,0,5,2,37,2013
302,Luis Scola,205.74,111.13004,0,0,11,2,55,2013
303,Luke Babbitt,205.74,102.0582,1,1,3,1,16,2013
304,Luke Ridnour,187.96,79.3786,1,1,10,1,14,2013
305,Luke Walton,203.2,106.59412,1,1,10,2,32,2013
306,Luke Zeller,210.82,111.13004,1,1,1,Undrafted,Undrafted,2013
307,Luol Deng,205.74,99.79024,1,0,9,1,7,2013
308,Maalik Wayns,185.42,88.45044,1,1,1,Undrafted,Undrafted,2013
309,Malcolm Lee,195.58,90.7184,1,1,2,2,43,2013
310,Malcolm Thomas,205.74,102.0582,1,1,2,Undrafted,Undrafted,2013
311,Manu Ginobili,198.12,92.98636,0,0,14,2,57,2013
312,MarShon Brooks,195.58,90.7184,1,1,2,1,25,2013
313,Marc Gasol,215.9,120.20188,0,0,6,2,48,2013
314,Marcin Gortat,210.82,108.86208,0,0,8,2,57,2013
315,Marco Belinelli,195.58,88.45044,0,0,6,1,18,2013
316,Marcus Camby,210.82,108.86208,1,1,17,1,2,2013
317,Marcus Morris,205.74,106.59412,1,1,2,1,14,2013
318,Marcus Thornton,193.04,92.98636,1,1,4,2,43,2013
319,Mario Chalmers,187.96,86.18248,1,1,5,2,34,2013
320,Markieff Morris,208.28,111.13004,1,1,2,1,13,2013
321,Marquis Daniels,198.12,90.7184,1,1,9,Undrafted,Undrafted,2013
322,Marquis Teague,187.96,86.18248,1,1,1,1,29,2013
323,Marreese Speights,208.28,115.66596,1,1,5,1,16,2013
324,Martell Webster,200.66,104.32616,0,1,8,1,6,2013
325,Marvin Williams,205.74,111.13004,1,1,8,1,2,2013
326,Matt Barnes,200.66,102.511792,1,1,11,2,45,2013
327,Matt Bonner,208.28,106.59412,1,1,10,2,45,2013
328,Matt Carroll,198.12,96.161504,1,1,9,Undrafted,Undrafted,2013
329,Maurice Harkless,203.2,95.25431999999999,1,1,1,1,15,2013
330,Metta World Peace,200.66,117.93392,1,1,14,1,16,2013
331,Meyers Leonard,215.9,111.13004,1,1,1,1,11,2013
332,Michael Beasley,208.28,106.59412,1,1,5,1,2,2013
333,Michael Kidd-Gilchrist,200.66,105.233344,1,1,1,1,2,2013
334,Mickael Gelabale,200.66,97.52228,0,1,8,2,48,2013
335,Mickael Pietrus,198.12,97.52228,0,0,10,1,11,2013
336,Mike Conley,185.42,83.91452,1,1,6,1,4,2013
337,Mike Dunleavy,205.74,104.32616,1,1,11,1,3,2013
338,Mike James,187.96,85.275296,1,1,2,Undrafted,Undrafted,2013
339,Mike Miller,203.2,95.25431999999999,1,1,13,1,5,2013
340,Mike Scott,203.2,107.501304,1,1,1,2,43,2013
341,Miles Plumlee,210.82,115.66596,1,1,1,1,26,2013
342,Mirza Teletovic,205.74,115.66596,0,0,1,Undrafted,Undrafted,2013
343,Mo Williams,185.42,88.45044,1,1,10,2,47,2013
344,Monta Ellis,190.5,83.91452,0,1,8,2,40,2013
345,Nando De Colo,195.58,90.7184,0,0,4,2,53,2013
346,Nate Robinson,175.26,81.64656,1,1,8,1,21,2013
347,Nazr Mohammed,208.28,113.398,1,1,15,1,29,2013
348,Nene,210.82,113.398,0,0,11,1,7,2013
349,Nick Collison,208.28,115.66596,1,1,10,1,12,2013
350,Nick Young,200.66,95.25431999999999,1,1,6,1,16,2013
351,Nicolas Batum,203.2,90.7184,0,0,5,1,25,2013
352,Nikola Pekovic,210.82,131.54168,0,0,5,2,31,2013
353,Nikola Vucevic,213.36,108.86208,1,0,2,1,16,2013
354,Nolan Smith,187.96,83.91452,1,1,2,1,21,2013
355,Norris Cole,187.96,79.3786,1,1,2,1,28,2013
356,O.J. Mayo,193.04,95.25431999999999,1,1,5,1,3,2013
357,Omer Asik,213.36,115.66596,0,0,5,2,36,2013
358,Omri Casspi,205.74,102.0582,0,0,4,1,23,2013
359,Orlando Johnson,195.58,99.79024,1,1,1,2,36,2013
360,PJ Tucker,198.12,101.604608,1,1,7,2,35,2013
361,Pablo Prigioni,190.5,83.91452,0,0,1,Undrafted,Undrafted,2013
362,Patrick Beverley,185.42,83.91452,1,1,4,2,42,2013
363,Patrick Patterson,205.74,106.59412,1,1,3,1,14,2013
364,Patty Mills,182.88,83.91452,1,0,4,2,55,2013
365,Pau Gasol,213.36,113.398,0,0,12,1,3,2013
366,Paul George,203.2,100.243832,1,1,3,1,10,2013
367,Paul Millsap,203.2,114.758776,1,1,7,2,47,2013
368,Paul Pierce,200.66,106.59412,1,1,15,1,10,2013
369,Perry Jones III,210.82,106.59412,1,1,1,1,28,2013
370,Quentin Richardson,198.12,103.418976,1,1,13,1,18,2013
371,Quincy Acy,200.66,102.0582,1,1,1,2,37,2013
372,Quincy Miller,205.74,95.25431999999999,1,1,1,2,38,2013
373,Quincy Pondexter,198.12,102.0582,1,1,3,1,26,2013
374,Rajon Rondo,185.42,84.368112,1,1,7,1,21,2013
375,Ramon Sessions,190.5,86.18248,1,1,6,2,56,2013
376,Randy Foye,193.04,96.615096,1,1,7,1,7,2013
377,Rashard Lewis,208.28,104.32616,0,1,15,2,32,2013
378,Rasheed Wallace,210.82,104.32616,1,1,18,1,4,2013
379,Ray Allen,195.58,92.98636,1,1,17,1,5,2013
380,Raymond Felton,185.42,92.98636,1,1,8,1,5,2013
381,Reggie Evans,203.2,111.13004,1,1,9,Undrafted,Undrafted,2013
382,Reggie Jackson,190.5,94.347136,1,1,2,1,24,2013
383,Reggie Williams,201.0,86.0,1,1,4,Undrafted,Undrafted,2013
384,Richard Hamilton,200.66,87.543256,1,1,14,1,7,2013
385,Richard Jefferson,200.66,104.32616,1,1,12,1,13,2013
386,Ricky Rubio,193.04,81.64656,0,0,4,1,5,2013
387,Robert Sacre,213.36,117.93392,1,0,1,2,60,2013
388,Robin Lopez,213.36,115.66596,1,1,5,1,15,2013
389,Rodney Stuckey,195.58,92.98636,1,1,6,1,15,2013
390,Rodrigue Beaubois,187.96,83.91452,0,0,4,1,25,2013
391,Roger Mason Jr.,195.58,92.98636,1,1,11,2,30,2013
392,Ronnie Brewer,200.66,102.0582,1,1,7,1,14,2013
393,Ronnie Price,187.96,86.18248,1,1,8,Undrafted,Undrafted,2013
394,Ronny Turiaf,208.28,112.944408,1,0,8,2,37,2013
395,Roy Hibbert,218.44,127.00576,1,1,5,1,17,2013
396,Royal Ivey,193.04,90.7184,1,1,9,2,37,2013
397,Rudy Gay,203.2,104.32616,1,1,7,1,8,2013
398,Russell Westbrook,190.5,84.821704,1,1,5,1,4,2013
399,Ryan Anderson,208.28,108.86208,1,1,5,1,21,2013
400,Ryan Hollins,213.36,108.86208,1,1,7,2,50,2013
401,Sam Young,198.12,102.0582,1,1,4,2,36,2013
402,Samardo Samuels,205.74,117.93392,1,0,3,Undrafted,Undrafted,2013
403,Samuel Dalembert,210.82,113.398,1,0,12,1,26,2013
404,Sasha Pavlovic,200.66,106.59412,0,0,10,1,19,2013
405,Scott Machado,185.42,92.98636,1,1,1,Undrafted,Undrafted,2013
406,Sebastian Telfair,182.88,77.11064,0,1,9,1,13,2013
407,Serge Ibaka,208.28,106.59412,0,0,5,1,24,2013
408,Shane Battier,203.2,102.0582,1,1,12,1,6,2013
409,Shannon Brown,193.04,95.25431999999999,1,1,7,1,25,2013
410,Shaun Livingston,200.66,79.3786,0,1,9,1,4,2013
411,Shavlik Randolph,208.28,107.047712,1,1,1,Undrafted,Undrafted,2013
