,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
409,Rudy Gobert,215.9,111.13004,0,0,2,1,27,2015
410,Russ Smith,182.88,74.84268,1,1,1,2,47,2015
411,Russell Westbrook,190.5,90.7184,1,1,7,1,4,2015
412,Ryan Anderson,208.28,108.86208,1,1,7,1,21,2015
413,Ryan Hollins,213.36,108.86208,1,1,9,2,50,2015
414,Ryan Kelly,210.82,104.32616,1,1,2,2,48,2015
415,Samuel Dalembert,210.82,115.66596,1,0,14,1,26,2015
416,Sean Kilpatrick,193.04,95.25431999999999,1,1,1,Undrafted,Undrafted,2015
417,Sebastian Telfair,182.88,77.11064,0,1,11,1,13,2015
418,Serge Ibaka,208.28,111.13004,0,0,7,1,24,2015
419,Sergey Karasev,200.66,94.347136,0,0,2,1,19,2015
420,Seth Curry,187.96,83.91452,1,1,2,Undrafted,Undrafted,2015
421,Shabazz Muhammad,198.12,102.965384,1,1,2,1,14,2015
422,Shabazz Napier,185.42,79.3786,1,1,1,1,24,2015
423,Shane Larkin,180.34,79.3786,1,1,2,1,18,2015
424,Shannon Brown,190.5,97.52228,1,1,9,1,25,2015
425,Shaun Livingston,200.66,87.089664,0,1,11,1,4,2015
426,Shavlik Randolph,208.28,107.047712,1,1,3,Undrafted,Undrafted,2015
427,Shawn Marion,200.66,103.418976,1,1,16,1,9,2015
428,Shawne Williams,208.28,104.32616,1,1,9,1,17,2015
429,Shayne Whittington,210.82,113.398,1,1,1,Undrafted,Undrafted,2015
430,Shelvin Mack,190.5,93.893544,1,1,4,2,34,2015
431,Sim Bhullar,226.06,163.29312,1,0,1,Undrafted,Undrafted,2015
432,Solomon Hill,200.66,102.0582,1,1,2,1,23,2015
433,Spencer Dinwiddie,198.12,90.7184,1,1,1,2,38,2015
434,Spencer Hawes,215.9,111.13004,1,1,8,1,10,2015
435,Stephen Curry,190.5,86.18248,1,1,6,1,7,2015
436,Steve Blake,190.5,78.017824,1,1,12,2,38,2015
437,Steve Novak,208.28,102.0582,1,1,9,2,32,2015
438,Steven Adams,213.36,115.66596,1,0,2,1,12,2015
439,TJ Warren,203.2,97.52228,1,1,1,1,14,2015
440,Taj Gibson,205.74,102.0582,1,1,6,1,26,2015
441,Tarik Black,210.82,116.573144,1,1,1,Undrafted,Undrafted,2015
442,Tayshaun Prince,205.74,97.52228,1,1,13,1,23,2015
443,Terrence Jones,205.74,115.66596,1,1,3,1,18,2015
444,Terrence Ross,200.66,88.45044,1,1,3,1,8,2015
445,Thabo Sefolosha,200.66,100.697424,0,0,9,1,13,2015
446,Thaddeus Young,203.2,100.243832,1,1,8,1,12,2015
447,Thomas Robinson,208.28,107.501304,1,1,3,1,5,2015
448,Tiago Splitter,210.82,111.13004,0,0,8,1,28,2015
449,Tim Duncan,210.82,113.398,1,0,18,1,1,2015
450,Tim Frazier,185.42,77.11064,0,1,1,Undrafted,Undrafted,2015
451,Tim Hardaway Jr.,198.12,95.25431999999999,1,1,2,1,24,2015
452,Timofey Mozgov,215.9,113.398,0,0,5,Undrafted,Undrafted,2015
453,Tobias Harris,205.74,106.59412,1,1,4,1,19,2015
454,Toney Douglas,187.96,88.45044,1,1,6,1,29,2015
455,Tony Allen,193.04,96.615096,1,1,11,1,25,2015
456,Tony Parker,187.96,83.91452,0,0,14,1,28,2015
457,Tony Snell,200.66,90.7184,1,1,2,1,20,2015
458,Tony Wroten,198.12,92.98636,1,1,3,1,25,2015
459,Toure' Murry,195.58,88.45044,1,1,2,Undrafted,Undrafted,2015
460,Travis Wear,208.28,102.0582,1,1,1,Undrafted,Undrafted,2015
461,Trevor Ariza,203.2,97.52228,1,1,11,2,43,2015
462,Trevor Booker,203.2,104.32616,1,1,5,1,23,2015
463,Trey Burke,185.42,83.91452,1,1,2,1,9,2015
464,Tristan Thompson,205.74,107.954896,1,0,4,1,4,2015
465,Troy Daniels,193.04,92.98636,1,1,2,Undrafted,Undrafted,2015
466,Ty Lawson,180.34,88.45044,1,1,6,1,18,2015
467,Tyler Ennis,190.5,79.3786,1,0,1,1,18,2015
468,Tyler Hansbrough,205.74,113.398,1,1,6,1,13,2015
469,Tyler Johnson,190.5,86.18248,1,1,1,Undrafted,Undrafted,2015
470,Tyler Zeller,213.36,114.758776,1,1,3,1,17,2015
471,Tyreke Evans,198.12,99.79024,1,1,6,1,4,2015
472,Tyrus Thomas,208.28,102.0582,1,1,9,1,4,2015
473,Tyson Chandler,215.9,108.86208,0,1,14,1,2,2015
474,Udonis Haslem,203.2,106.59412,1,1,11,Undrafted,Undrafted,2015
475,Vander Blue,193.04,90.7184,1,1,2,Undrafted,Undrafted,2015
476,Victor Claver,205.74,101.604608,0,0,6,1,22,2015
477,Victor Oladipo,193.04,95.25431999999999,1,1,2,1,2,2015
478,Vince Carter,198.12,99.79024,1,1,17,1,5,2015
479,Wayne Ellington,193.04,90.7184,1,1,6,1,28,2015
480,Wesley Johnson,200.66,97.52228,1,1,5,1,4,2015
481,Wesley Matthews,195.58,99.79024,1,1,6,Undrafted,Undrafted,2015
482,Will Barton,198.12,79.3786,1,1,3,2,40,2015
483,Will Bynum,182.88,83.91452,1,1,7,Undrafted,Undrafted,2015
484,Will Cherry,183.0,83.0,1,1,1,Undrafted,Undrafted,2015
485,Willie Green,190.5,92.98636,1,1,12,2,41,2015
486,Wilson Chandler,203.2,102.0582,1,1,8,1,23,2015
487,Xavier Henry,198.12,99.79024,1,1,5,1,12,2015
488,Zach LaVine,195.58,83.007336,1,1,1,1,13,2015
489,Zach Randolph,205.74,117.93392,1,1,14,1,19,2015
490,Zaza Pachulia,210.82,122.46984,0,0,12,2,42,2015
491,Zoran Dragic,195.58,90.7184,0,0,1,Undrafted,Undrafted,2015
