,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
11,Lou Amundson,PF,33,NYK,29,204,0.0,0.0,0.0,65.0,35.0,0,0.7,1.8,0.358,0.0,0.0,0.0,0.7,1.8,0.358,0.358,0.5,0.9,0.519,0.8,0.9,1.7,0.4,0.2,0.2,0.5,1.5,1.8,6.7,0.401,0.0,0.509,12.5,13.7,13.1,1.5,2.6,18.8,17.7,-0.3,0.2,-0.1,-0.013999999999999999,-6.7,-0.2,-6.9,-0.3
12,Chris Andersen,C,37,TOT,27,402,0.0,0.0,0.0,1.0,100.0,15,1.4,2.7,0.528,0.1,0.5,0.28600000000000003,1.3,2.1,0.586,0.556,0.9,1.3,0.6940000000000001,1.3,2.3,3.6,0.4,0.6,0.5,0.3,1.1,3.9,15.3,0.598,0.19399999999999998,0.5,9.9,18.2,13.9,1.9,2.9,9.3,10.8,0.8,0.4,1.3,0.149,0.7,0.0,0.7,0.3
13,Alan Anderson,SG,33,WAS,13,192,12.0,33.0,55.0,0.0,0.0,0,1.6,4.5,0.35600000000000004,0.9,2.8,0.324,0.7,1.7,0.409,0.45799999999999996,0.8,1.2,0.733,0.1,2.0,2.1,1.1,0.3,0.1,0.2,1.9,5.0,9.2,0.495,0.627,0.254,0.6,15.5,7.9,1.0,0.4,3.0,15.4,0.2,0.2,0.3,0.078,-2.4,0.1,-2.3,0.0
14,James Anderson,SG,26,SAC,51,721,0.0,32.0,64.0,3.0,0.0,15,1.3,3.5,0.376,0.5,1.7,0.267,0.9,1.8,0.478,0.441,0.4,0.6,0.759,0.3,1.4,1.7,0.8,0.4,0.3,0.8,1.1,3.5,6.0,0.469,0.483,0.163,2.0,10.9,6.5,1.4,1.6,18.0,13.7,-0.6,0.4,-0.3,-0.017,-3.9,-0.6,-4.5,-0.5
15,Justin Anderson,SF,22,DAL,55,647,2.0,15.0,77.0,7.0,0.0,9,1.3,3.2,0.406,0.4,1.5,0.265,0.9,1.7,0.5329999999999999,0.469,0.8,1.0,0.8,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,3.8,12.3,0.522,0.474,0.314,3.1,19.3,11.2,1.5,3.2,10.8,15.8,0.3,0.8,1.1,0.083,-1.1,1.4,0.3,0.4
16,Kyle Anderson,SF,22,SAS,78,1245,0.0,1.0,65.0,34.0,0.0,11,1.8,3.8,0.46799999999999997,0.2,0.5,0.324,1.6,3.3,0.488,0.488,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5,12.9,0.528,0.125,0.281,2.4,19.4,11.2,2.5,1.8,15.1,14.4,0.7,2.8,3.5,0.133,-1.7,3.1,1.4,1.1
17,Ryan Anderson,PF,27,NOP,66,2008,0.0,0.0,1.0,85.0,14.0,7,6.0,14.1,0.42700000000000005,2.0,5.4,0.366,4.0,8.7,0.466,0.498,3.0,3.5,0.873,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,17.0,17.2,0.546,0.385,0.245,7.0,15.2,10.9,0.9,1.0,8.0,24.7,3.1,0.8,3.9,0.092,2.2,-2.4,-0.2,0.9
18,Giannis Antetokounmpo,PG,21,MIL,80,2823,40.0,59.0,1.0,0.0,0.0,79,6.4,12.7,0.506,0.4,1.4,0.257,6.1,11.3,0.537,0.52,3.7,5.1,0.7240000000000001,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9,18.8,0.5660000000000001,0.10800000000000001,0.40399999999999997,4.6,20.0,12.4,1.7,3.4,14.8,22.3,4.2,2.9,7.1,0.121,1.3,0.7,2.1,2.9
19,Thanasis Antetokounmpo,SF,23,NYK,2,6,0.0,0.0,100.0,0.0,0.0,0,1.5,2.0,0.75,0.0,0.5,0.0,1.5,1.5,1.0,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0,32.9,0.75,0.25,0.0,0.0,17.9,9.1,0.0,0.0,0.0,30.2,0.0,0.0,0.0,0.29100000000000004,3.7,2.2,5.9,0.0
20,Carmelo Anthony,SF,31,NYK,72,2530,0.0,2.0,91.0,8.0,0.0,72,7.9,18.2,0.434,1.5,4.3,0.33899999999999997,6.4,13.8,0.46299999999999997,0.474,4.6,5.6,0.8290000000000001,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8,20.3,0.53,0.237,0.308,4.3,19.5,12.0,1.3,1.1,10.6,29.7,3.9,2.5,6.4,0.121,3.8,-0.5,3.3,3.4
21,Joel Anthony,C,33,DET,19,96,0.0,0.0,0.0,0.0,100.0,0,0.3,0.5,0.6,0.0,0.0,0.0,0.3,0.5,0.6,0.6,0.3,0.4,0.75,0.4,0.7,1.1,0.1,0.1,0.6,0.1,0.8,0.9,14.1,0.6659999999999999,0.0,0.8,8.8,15.4,11.9,1.1,9.5,12.9,7.0,0.2,0.2,0.4,0.177,-2.9,3.3,0.4,0.1
22,Keith Appling,PG,23,ORL,5,27,56.0,44.0,0.0,0.0,0.0,0,0.4,1.6,0.25,0.0,0.6,0.0,0.4,1.0,0.4,0.25,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2,-4.8,0.33799999999999997,0.375,0.25,0.0,4.2,2.1,1.9,0.0,25.3,19.5,-0.1,0.0,-0.1,-0.19899999999999998,-13.2,-2.0,-15.1,-0.1
23,Trevor Ariza,SF,30,HOU,81,2859,0.0,0.0,58.0,41.0,1.0,81,4.4,10.6,0.41600000000000004,2.3,6.2,0.371,2.1,4.4,0.478,0.523,1.6,2.0,0.7829999999999999,0.8,3.7,4.5,2.3,2.0,0.3,1.4,2.2,12.7,12.9,0.551,0.581,0.187,2.6,11.6,7.1,2.8,0.8,10.8,15.7,3.1,2.3,5.4,0.09,0.1,0.3,0.4,1.7
24,Darrell Arthur,PF,27,DEN,70,1516,0.0,0.0,1.0,79.0,21.0,16,3.2,7.0,0.452,0.6,1.7,0.385,2.5,5.3,0.473,0.498,0.6,0.8,0.755,1.2,3.0,4.2,1.4,0.8,0.7,0.9,2.6,7.5,12.5,0.514,0.239,0.10800000000000001,6.2,15.4,10.7,1.8,2.6,11.4,16.7,1.0,1.3,2.3,0.07200000000000001,-1.3,0.5,-0.8,0.4
25,Omer Ask,C,29,NOP,68,1178,0.0,0.0,0.0,9.0,91.0,64,1.5,2.9,0.5329999999999999,0.0,0.0,0.0,1.5,2.9,0.5329999999999999,0.5329999999999999,0.9,1.6,0.545,1.8,4.3,6.1,0.4,0.3,0.3,0.9,1.8,4.0,11.0,0.551,0.0,0.574,10.9,28.7,19.5,0.9,1.6,19.7,11.4,0.7,1.0,1.7,0.07,-2.8,-1.0,-3.8,-0.5
26,DJ Augustin,PG,28,TOT,62,1178,100.0,0.0,0.0,0.0,0.0,0,2.4,5.6,0.423,1.1,2.7,0.405,1.3,2.9,0.44,0.52,1.7,2.1,0.805,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,7.5,13.9,0.575,0.48,0.366,0.8,8.0,4.4,1.6,0.3,17.1,18.0,2.0,0.6,2.6,0.106,0.6,-1.1,-0.4,0.4
27,Jeff Ayres,C,28,LAC,17,107,0.0,0.0,0.0,17.0,83.0,0,0.7,1.4,0.522,0.0,0.1,0.0,0.7,1.3,0.545,0.522,0.4,0.4,1.0,0.2,1.1,1.3,0.3,0.0,0.2,0.4,1.1,1.8,8.3,0.585,0.043,0.261,4.1,18.1,11.2,0.0,2.2,19.0,13.4,0.1,0.1,0.2,0.077,-5.6,-0.5,-6.1,-0.1
28,Luke Babbitt,SF,26,NOP,47,845,0.0,0.0,28.0,66.0,6.0,13,2.6,6.1,0.42200000000000004,0.9,2.3,0.40399999999999997,1.7,3.8,0.433,0.498,0.8,1.1,0.78,0.5,2.6,3.1,1.1,0.2,0.1,0.5,1.9,7.0,11.6,0.526,0.377,0.17300000000000001,3.2,16.7,9.7,0.6,0.7,6.9,17.5,0.8,0.3,1.1,0.064,-1.0,-1.5,-2.5,-0.1
29,Cameron Bairstow,C,25,CHI,18,103,0.0,0.0,0.0,34.0,66.0,2,0.7,2.2,0.325,0.1,0.3,0.2,0.7,1.9,0.34299999999999997,0.33799999999999997,0.4,0.4,0.875,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.9,6.8,0.391,0.125,0.2,4.2,24.0,14.3,1.0,2.1,8.4,20.3,-0.1,0.1,0.0,-0.004,-6.7,-0.9,-7.5,-0.1
30,Leandro Barbosa,SG,33,GSW,68,1079,1.0,85.0,14.0,0.0,0.0,0,2.5,5.4,0.462,0.6,1.6,0.355,1.9,3.8,0.508,0.515,0.8,0.9,0.8390000000000001,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4,11.7,0.545,0.297,0.168,3.0,8.4,5.8,2.0,0.7,11.8,18.1,0.9,1.2,2.1,0.092,-1.9,-0.1,-2.0,0.0
31,JJ Barea,PG,31,DAL,74,1667,100.0,0.0,0.0,0.0,0.0,16,4.3,9.6,0.446,1.4,3.5,0.385,2.9,6.1,0.48100000000000004,0.516,1.0,1.3,0.7709999999999999,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9,15.4,0.536,0.366,0.135,1.7,8.3,5.0,0.8,0.1,13.0,23.8,2.1,0.7,2.8,0.08199999999999999,1.6,-1.6,0.0,0.9
32,Andrea Bargnani,C,30,BRK,46,634,0.0,0.0,0.0,33.0,67.0,0,2.8,6.1,0.455,0.1,0.3,0.188,2.7,5.7,0.47100000000000003,0.461,1.0,1.2,0.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6,11.8,0.5,0.057,0.204,4.9,12.4,8.6,0.3,1.1,7.9,23.2,0.1,0.0,0.2,0.013000000000000001,-2.6,-2.6,-5.1,-0.5
33,Harrison Barnes,SF,23,GSW,66,2042,0.0,0.0,44.0,55.0,1.0,59,4.5,9.6,0.466,1.2,3.2,0.38299999999999995,3.2,6.3,0.508,0.531,1.5,2.0,0.7609999999999999,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,11.7,12.3,0.5589999999999999,0.33799999999999997,0.212,4.3,12.4,8.6,1.0,0.4,7.6,15.9,3.1,1.9,4.9,0.11599999999999999,-0.2,-1.1,-1.3,0.3
34,Matt Barnes,SF,35,MEM,76,2190,0.0,10.0,73.0,17.0,0.0,45,3.5,9.1,0.381,1.6,4.9,0.322,1.9,4.3,0.449,0.467,1.5,1.8,0.804,1.1,4.4,5.5,2.1,1.0,0.8,1.6,3.1,10.0,11.7,0.503,0.534,0.19899999999999998,4.2,18.3,10.9,1.8,2.4,13.8,17.9,0.4,2.2,2.6,0.055999999999999994,-1.1,0.2,-0.9,0.6
35,Will Barton,SG,25,DEN,82,2353,20.0,73.0,8.0,0.0,0.0,1,5.2,12.0,0.43200000000000005,1.4,4.0,0.345,3.8,8.0,0.47600000000000003,0.489,2.6,3.3,0.8059999999999999,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4,16.0,0.535,0.331,0.273,2.7,20.0,11.2,1.5,1.3,11.2,23.0,2.4,1.9,4.3,0.08800000000000001,1.2,-0.4,0.8,1.7
36,Brandon Bass,PF,30,LAL,66,1342,0.0,0.0,7.0,90.0,3.0,0,2.6,4.8,0.5489999999999999,0.0,0.0,0.0,2.6,4.8,0.552,0.5489999999999999,1.9,2.2,0.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,7.2,17.4,0.619,0.006,0.467,8.1,15.0,11.4,1.2,3.2,9.9,13.9,3.4,0.7,4.1,0.146,0.6,0.0,0.6,0.9
37,Nicolas Batum,SF,27,CHO,70,2448,0.0,10.0,89.0,1.0,0.0,70,5.3,12.5,0.426,2.0,5.7,0.348,3.3,6.8,0.49200000000000005,0.506,2.3,2.7,0.8490000000000001,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9,15.6,0.546,0.457,0.22,2.4,16.8,9.6,1.3,1.4,17.6,21.4,2.0,2.9,5.0,0.09699999999999999,1.1,0.1,1.2,2.0
38,Jerryd Bayless,SG,27,MIL,52,1505,9.0,67.0,24.0,0.0,0.0,18,3.6,8.4,0.423,1.9,4.4,0.43700000000000006,1.6,4.0,0.408,0.539,1.3,1.7,0.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4,12.4,0.568,0.529,0.20600000000000002,1.6,9.0,5.4,1.6,0.6,13.3,16.4,1.8,0.6,2.4,0.075,0.2,-1.0,-0.8,0.4
39,Aron Baynes,C,29,DET,81,1233,0.0,0.0,0.0,2.0,98.0,1,2.4,4.7,0.505,0.0,0.0,0.0,2.4,4.7,0.508,0.505,1.6,2.0,0.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3,17.8,0.563,0.005,0.43,11.9,22.5,17.0,0.9,3.2,12.8,18.5,2.4,1.7,4.1,0.158,-0.5,0.3,-0.2,0.6
40,Kent Bazemore,SF,26,ATL,75,2083,0.0,20.0,79.0,0.0,0.0,68,4.3,9.7,0.441,1.5,4.1,0.35700000000000004,2.8,5.6,0.502,0.517,1.6,2.0,0.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6,13.4,0.551,0.42100000000000004,0.20800000000000002,1.5,18.0,9.9,2.3,1.4,14.8,20.0,0.3,3.8,4.1,0.094,-1.2,1.5,0.3,1.2
41,Bradley Beal,SG,22,WAS,55,1708,2.0,76.0,21.0,1.0,0.0,35,6.5,14.5,0.449,1.9,4.9,0.387,4.6,9.6,0.48100000000000004,0.515,2.5,3.2,0.767,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,17.4,15.5,0.547,0.33899999999999997,0.22,2.6,9.8,6.2,1.5,0.5,11.3,25.3,1.4,1.3,2.7,0.076,1.2,-0.9,0.3,1.0
42,Michael Beasley,PF,27,HOU,20,363,0.0,0.0,5.0,88.0,7.0,0,5.4,10.3,0.522,0.2,0.5,0.33299999999999996,5.2,9.8,0.531,0.529,1.9,2.5,0.7759999999999999,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2.0,12.8,22.5,0.563,0.044000000000000004,0.239,8.8,21.1,14.9,1.5,2.1,9.6,29.7,0.6,0.3,1.0,0.128,2.2,-1.2,0.9,0.3
43,Marco Belinelli,SG,29,SAC,68,1672,0.0,56.0,43.0,1.0,0.0,7,3.6,9.3,0.386,1.3,4.4,0.306,2.3,5.0,0.456,0.457,1.7,2.0,0.833,0.1,1.6,1.7,1.9,0.5,0.0,1.2,1.3,10.2,9.4,0.5,0.46799999999999997,0.217,0.7,6.9,3.8,1.1,0.1,10.3,19.7,0.2,0.3,0.5,0.013999999999999999,-2.1,-1.7,-3.8,-0.8
44,Anthony Bennett,PF,22,TOR,19,84,0.0,0.0,35.0,65.0,0.0,0,0.4,1.4,0.29600000000000004,0.2,0.7,0.214,0.3,0.7,0.385,0.35200000000000004,0.5,0.5,0.9,0.3,0.9,1.2,0.0,0.3,0.0,0.2,0.4,1.5,10.4,0.446,0.519,0.37,8.3,22.8,15.7,3.1,0.0,11.3,19.2,0.0,0.1,0.1,0.054000000000000006,-2.9,-1.1,-3.9,0.0
45,Patrick Beverley,PG,27,HOU,71,2041,94.0,6.0,0.0,0.0,0.0,63,3.6,8.4,0.434,1.7,4.4,0.4,1.9,4.0,0.47200000000000003,0.539,0.8,1.2,0.682,1.0,2.5,3.5,3.4,1.3,0.4,1.3,3.3,9.9,13.0,0.5529999999999999,0.522,0.14800000000000002,3.9,9.6,6.8,2.3,1.1,12.6,15.3,3.1,1.3,4.4,0.102,0.0,0.1,0.2,1.1
46,Bismack Biyombo,C,23,TOR,82,1808,0.0,0.0,0.0,4.0,96.0,22,1.9,3.5,0.542,0.0,0.0,0.0,1.9,3.5,0.544,0.542,1.7,2.8,0.628,2.2,5.8,8.0,0.4,0.2,1.6,0.9,2.7,5.5,14.9,0.586,0.003,0.785,11.7,29.5,20.8,0.5,6.1,15.5,11.5,2.8,3.1,5.9,0.156,-1.3,1.1,-0.2,0.8
47,Nemanja Bjelica,PF,27,MIN,60,1075,0.0,0.0,0.0,94.0,6.0,0,1.8,3.9,0.46799999999999997,0.8,2.1,0.384,1.0,1.8,0.564,0.57,0.7,0.9,0.727,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1,11.2,0.594,0.532,0.23399999999999999,5.4,17.2,11.4,1.2,1.6,15.3,12.8,1.4,0.6,1.9,0.087,-0.9,0.2,-0.7,0.3
48,Tarik Black,C,24,LAL,39,496,0.0,0.0,0.0,2.0,98.0,0,1.5,2.7,0.5479999999999999,0.0,0.0,0.0,1.5,2.7,0.5479999999999999,0.5479999999999999,0.5,1.2,0.42200000000000004,1.1,2.9,4.0,0.4,0.4,0.5,0.6,2.0,3.4,12.3,0.537,0.0,0.433,9.2,25.4,17.0,1.4,2.9,15.1,12.9,0.3,0.4,0.7,0.07200000000000001,-3.1,-0.2,-3.3,-0.2
49,DeJuan Blair,C,26,WAS,29,218,0.0,0.0,0.0,1.0,99.0,0,1.0,2.3,0.41200000000000003,0.0,0.0,0.0,1.0,2.3,0.418,0.41200000000000003,0.2,0.4,0.385,0.7,1.3,2.0,0.4,0.3,0.1,0.5,1.8,2.1,5.4,0.414,0.015,0.191,10.1,19.4,14.6,1.8,0.7,16.9,17.8,-0.3,0.3,-0.1,-0.015,-8.1,-0.7,-8.9,-0.4
50,Steve Blake,PG,35,DET,58,986,100.0,0.0,0.0,0.0,0.0,2,1.6,4.1,0.38799999999999996,0.9,2.6,0.344,0.7,1.5,0.461,0.496,0.3,0.3,0.8,0.2,1.4,1.5,3.4,0.4,0.1,1.4,1.2,4.4,9.8,0.51,0.629,0.083,1.0,9.2,4.9,1.2,0.4,24.6,14.6,0.3,0.8,1.1,0.053,-1.7,-0.7,-2.4,-0.1
51,Eric Bledsoe,PG,26,PHO,31,1059,100.0,0.0,0.0,0.0,0.0,31,7.2,15.9,0.45299999999999996,1.5,4.2,0.37200000000000005,5.6,11.7,0.48200000000000004,0.502,4.5,5.5,0.802,0.6,3.5,4.0,6.1,2.0,0.6,3.5,2.4,20.4,20.0,0.557,0.262,0.35,1.8,11.2,6.4,2.9,1.5,16.2,27.2,1.6,1.0,2.5,0.11599999999999999,2.5,0.8,3.3,1.4
52,Bojan Bogdanovic,SF,26,BRK,79,2115,0.0,30.0,63.0,5.0,2.0,39,4.1,9.5,0.433,1.6,4.3,0.382,2.5,5.2,0.474,0.519,1.4,1.7,0.833,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,11.2,10.7,0.55,0.451,0.17600000000000002,1.9,11.8,6.8,0.7,0.2,12.5,19.4,0.9,0.0,0.9,0.021,-1.0,-2.6,-3.5,-0.8
53,Andrew Bogut,C,31,GSW,70,1451,0.0,0.0,0.0,0.0,100.0,66,2.5,4.0,0.627,0.0,0.0,1.0,2.5,4.0,0.626,0.629,0.3,0.7,0.48,1.7,5.3,7.0,2.3,0.5,1.6,1.2,3.2,5.4,15.9,0.623,0.004,0.179,9.5,26.0,18.3,1.1,5.8,21.6,11.4,2.6,2.9,5.4,0.18,-0.9,3.2,2.4,1.6
54,Matt Bonner,C,35,SAS,30,206,0.0,0.0,0.0,48.0,52.0,2,1.0,1.9,0.509,0.5,1.1,0.441,0.5,0.8,0.609,0.64,0.1,0.1,0.75,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.5,2.5,14.1,0.647,0.596,0.07,1.7,12.8,7.5,1.5,0.4,4.9,13.7,0.4,0.3,0.8,0.18100000000000002,1.2,1.0,2.2,0.2
55,Devin Booker,SG,19,PHO,76,2108,1.0,80.0,17.0,1.0,0.0,51,4.8,11.4,0.423,1.3,3.8,0.34299999999999997,3.5,7.6,0.46399999999999997,0.48,2.8,3.4,0.84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3.0,13.8,11.9,0.535,0.33299999999999996,0.295,1.4,8.4,4.8,1.0,0.8,14.0,23.0,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5
56,Trevor Booker,PF,28,UTA,79,1632,0.0,0.0,0.0,96.0,4.0,2,2.4,4.9,0.49,0.2,0.5,0.293,2.3,4.4,0.513,0.505,0.9,1.3,0.67,2.1,3.6,5.7,1.1,0.7,0.5,1.0,2.1,5.9,14.4,0.5329999999999999,0.106,0.273,11.9,20.4,16.2,1.9,2.1,15.7,14.6,1.8,2.6,4.3,0.128,-1.0,1.0,0.0,0.8
57,Chris Bosh,PF,31,MIA,53,1778,0.0,0.0,0.0,55.0,45.0,53,6.8,14.5,0.467,1.5,4.2,0.365,5.2,10.3,0.508,0.52,4.0,5.1,0.795,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,19.1,20.2,0.5710000000000001,0.289,0.349,3.2,21.1,12.4,1.0,1.5,8.1,24.7,4.1,2.3,6.4,0.172,3.6,0.5,4.0,2.7
58,Avery Bradley,SG,25,BOS,76,2536,10.0,76.0,14.0,0.0,0.0,72,6.0,13.4,0.447,1.9,5.4,0.361,4.1,8.1,0.505,0.52,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2,13.2,0.5379999999999999,0.39899999999999997,0.121,2.0,7.3,4.6,2.2,0.6,9.2,19.8,2.0,2.8,4.8,0.09,-0.4,0.3,-0.1,1.2
59,Elton Brand,C,36,PHI,17,225,0.0,0.0,0.0,10.0,90.0,1,1.8,4.2,0.431,0.0,0.1,0.0,1.8,4.2,0.43700000000000006,0.431,0.5,0.5,0.889,0.5,3.2,3.7,1.1,0.5,0.5,0.6,1.9,4.1,11.4,0.461,0.013999999999999999,0.125,4.2,27.0,15.2,2.0,2.7,12.6,16.9,-0.1,0.3,0.2,0.036000000000000004,-4.7,1.3,-3.4,-0.1
60,Corey Brewer,SF,29,HOU,82,1669,0.0,5.0,83.0,12.0,0.0,12,2.6,6.7,0.384,0.7,2.7,0.272,1.8,4.0,0.46,0.439,1.3,1.7,0.75,0.5,1.9,2.4,1.3,1.0,0.2,1.0,2.0,7.2,9.9,0.48100000000000004,0.406,0.254,2.8,10.4,6.6,2.5,0.9,11.3,17.8,0.1,1.2,1.2,0.035,-2.7,-0.3,-2.9,-0.4
