,Player,PG%,SG%,SF%,PF%,C%,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
68,Kobe Bryant*,27,55,18,0.0,0.0,SG,35,LAL,6,6,29.5,5.2,12.2,.425,0.5,2.7,.188,4.7,9.5,.491,.445,3.0,3.5,.857,0.3,4.0,4.3,6.3,1.2,0.2,5.7,1.5,13.8,10.7,.505,.219,.288,1.2,14.5,7.8,1.9,0.4,29.2,28.7,-0.5,0.1,-0.4,-0.097,-3.1,-2.1,-5.1,-0.1
69,Chase Budinger,0.0,50,50,0.0,0.0,SF,25,MIN,41,8,18.3,2.4,6.2,.394,1.0,2.9,.350,1.4,3.3,.433,.476,0.8,1.0,.821,0.5,2.0,2.5,0.8,0.5,0.0,0.6,1.4,6.7,9.7,.505,.472,.154,2.7,12.5,7.5,1.2,0.2,8.1,16.7,0.3,0.6,0.9,.059,-1.7,-0.8,-2.5,-0.1
70,Reggie Bullock,0.0,30,67,3,0.0,SF,22,LAC,43,0,9.2,1.0,2.8,.355,0.5,1.7,.301,0.5,1.1,.438,.446,0.2,0.2,.778,0.3,1.0,1.3,0.3,0.2,0.0,0.3,0.6,2.7,6.7,.460,.603,.074,3.2,11.7,7.6,1.1,0.2,9.4,15.4,-0.2,0.3,0.2,.019,-2.5,-0.9,-3.3,-0.1
71,Trey Burke,100,0.0,0.0,0.0,0.0,PG,21,UTA,70,68,32.3,4.9,12.8,.380,1.6,4.8,.330,3.3,8.0,.410,.442,1.5,1.6,.903,0.5,2.4,3.0,5.7,0.6,0.1,1.9,2.1,12.8,12.6,.473,.375,.126,1.8,9.0,5.3,1.0,0.2,12.2,21.8,1.0,0.0,0.9,.020,0.0,-2.6,-2.6,-0.4
72,Alec Burks,6,89,5,0.0,0.0,SG,22,UTA,78,12,28.1,4.9,10.7,.457,0.6,1.8,.350,4.2,8.8,.480,.487,3.6,4.8,.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4,14.0,15.8,.547,.172,.449,3.0,10.7,6.8,1.7,0.5,13.0,23.9,2.6,0.6,3.2,.070,0.2,-1.0,-0.8,0.7
73,Caron Butler,0.0,22,72,6,0.0,SF,33,TOT,56,13,25.3,3.8,9.6,.394,1.8,4.4,.394,2.1,5.2,.395,.485,1.1,1.3,.840,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1,10.5,12.2,.512,.461,.139,1.7,16.8,9.2,1.7,1.0,9.5,20.1,0.6,1.2,1.8,.062,-0.6,-0.8,-1.4,0.2
74,Jimmy Butler,0.0,71,29,0.0,0.0,SG,24,CHI,67,67,38.7,4.1,10.3,.397,1.0,3.6,.283,3.1,6.8,.457,.446,3.9,5.0,.769,1.3,3.6,4.9,2.6,1.9,0.5,1.5,1.6,13.1,13.5,.522,.346,.488,3.9,10.5,7.2,2.6,1.1,10.8,16.8,2.4,4.6,7.1,.131,-0.9,2.0,1.1,2.0
75,Rasual Butler,5,69,24,2,0.0,SG,34,IND,50,2,7.6,1.0,2.2,.464,0.5,1.2,.419,0.5,1.0,.521,.582,0.2,0.3,.571,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.6,2.7,12.2,.585,.564,.127,1.9,9.9,6.1,1.0,1.8,8.7,15.4,0.5,0.6,1.1,.138,0.0,0.3,0.3,0.2
76,Dwight Buycks,83,17,0.0,0.0,0.0,PG,24,TOR,14,0,10.4,1.1,3.4,.313,0.4,1.2,.294,0.7,2.2,.323,.365,0.6,0.6,.889,0.3,1.4,1.6,0.7,0.6,0.0,0.7,0.8,3.1,7.2,.414,.354,.188,3.2,15.2,9.2,2.9,0.0,16.1,19.3,-0.2,0.2,0.0,-0.009,-4.4,1.1,-3.4,0.0
77,Andrew Bynum,0.0,0.0,0.0,0.0,100,C,26,TOT,26,19,19.8,3.6,8.7,.418,0.0,0.0,0.0,3.6,8.7,.418,.418,1.4,1.9,.755,2.0,3.5,5.6,1.1,0.2,1.1,1.3,1.2,8.7,15.2,.456,.000,.218,11.4,20.3,15.8,0.6,4.7,12.1,24.3,-0.2,0.6,0.4,.038,-1.4,-0.5,-1.9,0.0
78,Will Bynum,80,20,0.0,0.0,0.0,PG,31,DET,56,3,18.8,3.3,7.7,.428,0.4,1.1,.323,2.9,6.6,.446,.451,1.7,2.2,.802,0.4,1.3,1.8,3.9,0.7,0.1,1.8,2.2,8.7,14.4,.502,.144,.281,2.4,8.2,5.1,1.9,0.5,17.6,23.8,0.6,0.4,1.0,.047,-0.6,-1.5,-2.1,0.0
79,Nick Calathes,17,75,8,0.0,0.0,SG,24,MEM,71,7,16.5,2.0,4.4,.457,0.3,0.9,.311,1.7,3.5,.492,.487,0.6,1.0,.611,0.3,1.6,1.9,2.9,0.9,0.1,1.4,1.6,4.9,12.3,.506,.196,.232,2.3,11.5,6.9,3.0,0.6,22.8,17.5,-0.1,1.6,1.5,.062,-2.5,1.6,-0.9,0.3
80,José Calderón,95,5,0.0,0.0,0.0,PG,32,DAL,81,81,30.5,4.2,9.2,.456,2.4,5.2,.449,1.9,4.0,.464,.584,0.6,0.8,.825,0.4,2.0,2.4,4.7,0.9,0.1,1.3,1.7,11.4,15.2,.596,.568,.084,1.4,7.6,4.5,1.4,0.4,11.7,16.2,5.4,0.8,6.3,.122,2.5,-0.7,1.9,2.4
81,Kentavious Caldwell-Pope,6,91,3,0.0,0.0,SG,20,DET,80,41,19.8,2.3,5.8,.396,0.7,2.3,.319,1.5,3.4,.447,.460,0.6,0.8,.770,0.5,1.5,2.0,0.7,0.9,0.2,0.4,1.8,5.9,9.4,.483,.402,.133,2.5,8.6,5.4,2.4,0.6,5.4,13.9,1.0,0.8,1.8,.055,-3.0,0.5,-2.6,-0.2
82,Isaiah Canaan,91,9,0.0,0.0,0.0,PG,22,HOU,22,0,11.5,1.4,4.0,.356,0.8,2.5,.327,0.6,1.5,.406,.460,1.0,1.3,.724,0.3,0.8,1.1,1.0,0.4,0.2,1.0,1.1,4.6,9.5,.506,.632,.333,3.3,7.1,5.3,1.6,1.2,17.4,21.0,0.0,0.2,0.2,.031,-2.5,-1.5,-4.0,-0.1
83,DeMarre Carroll,0.0,1,95,4,0.0,SF,27,ATL,73,73,32.1,4.1,8.8,.470,1.3,3.7,.362,2.8,5.1,.548,.546,1.5,1.9,.773,1.5,4.1,5.5,1.8,1.5,0.3,1.1,2.6,11.1,13.9,.575,.417,.220,5.3,14.5,10.0,2.3,0.7,10.1,15.2,3.2,2.6,5.8,.119,-0.1,0.7,0.7,1.6
84,Vince Carter,0.0,30,70,0.0,0.0,SG,37,DAL,81,0,24.4,4.1,10.0,.407,1.8,4.6,.394,2.3,5.4,.418,.497,2.0,2.4,.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,11.9,15.9,.539,.457,.242,4.0,12.6,8.3,1.6,1.5,10.7,23.1,3.0,1.3,4.3,.105,1.8,-0.5,1.2,1.6
85,Michael Carter-Williams,97,3,0.0,0.0,0.0,PG,22,PHI,70,70,34.5,6.1,15.1,.405,0.8,3.0,.264,5.3,12.1,.440,.431,3.7,5.2,.703,1.4,4.8,6.2,6.3,1.9,0.6,3.5,3.0,16.7,15.5,.480,.197,.348,4.3,15.6,9.8,2.6,1.4,16.9,25.7,-0.8,2.1,1.3,.026,-0.2,-0.2,-0.5,0.9
86,Omri Casspi,0.0,0.0,20,78,2,PF,25,HOU,71,2,18.1,2.4,5.8,.422,0.9,2.5,.347,1.6,3.3,.479,.496,1.2,1.7,.680,0.8,2.9,3.7,1.2,0.6,0.2,1.0,1.4,6.9,12.9,.528,.429,.298,5.1,16.8,11.3,1.7,0.8,13.4,18.3,1.0,1.4,2.4,.091,-0.4,0.0,-0.3,0.5
87,Mario Chalmers,80,20,0.0,0.0,0.0,PG,27,MIA,73,73,29.8,3.5,7.7,.454,1.2,3.1,.385,2.3,4.6,.500,.531,1.7,2.2,.742,0.6,2.4,2.9,4.9,1.6,0.2,2.2,2.9,9.8,14.0,.567,.404,.291,2.5,9.6,6.2,2.9,0.6,20.4,17.4,2.4,2.5,4.8,.106,-0.3,0.5,0.2,1.2
88,Tyson Chandler,0.0,0.0,0.0,0.0,100,C,31,NYK,55,55,30.2,3.5,5.9,.593,0.0,0.0,.000,3.5,5.8,.595,.593,1.8,2.8,.632,2.9,6.7,9.6,1.1,0.7,1.1,1.3,2.6,8.7,16.4,.615,.003,.481,10.9,27.0,18.7,1.2,3.4,15.4,12.9,3.1,1.9,4.9,.143,0.3,-0.1,0.2,0.9
89,Wilson Chandler,0.0,6,83,11,0.0,SF,26,DEN,62,55,31.1,5.0,11.9,.416,2.0,5.7,.348,3.0,6.2,.478,.499,1.8,2.5,.724,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,13.6,12.4,.526,.476,.206,3.2,13.3,8.2,1.2,1.2,8.9,19.5,1.8,1.2,3.1,.076,-0.1,-0.6,-0.8,0.6
90,Josh Childress,0.0,0.0,84,16,0.0,SF,30,NOP,4,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.3,0.0,0.3,0.3,0.0,3.9,0.0,0.0,0.0,0.0,14.7,7.3,2.2,0.0,100.0,1.9,0.0,0.0,0.0,-0.003,-4.1,0.9,-3.3,0.0
91,Dionte Christmas,0.0,33,59,8,0.0,SF,27,PHO,31,0,6.4,0.7,2.0,.355,0.3,1.0,.290,0.4,1.0,.419,.427,0.6,0.8,.750,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3,11.1,.489,.500,.387,7.4,14.1,10.8,0.5,1.1,7.6,17.4,0.2,0.1,0.3,.083,-0.5,-1.3,-1.8,0.0
92,Earl Clark,0.0,0.0,2,91,7,PF,26,TOT,54,17,14.2,1.8,4.8,.372,0.8,2.3,.336,1.0,2.6,.403,.450,0.4,0.6,.647,0.4,2.2,2.6,0.3,0.3,0.5,0.6,1.2,4.8,9.1,.466,.467,.130,3.2,18.2,10.5,1.1,2.8,10.1,17.9,-0.4,0.8,0.3,.020,-2.5,-0.1,-2.6,-0.1
93,Ian Clark,9,76,15,0.0,0.0,SG,22,UTA,23,0,7.5,1.1,2.9,.388,0.5,1.3,.355,0.7,1.6,.417,.470,0.2,0.3,.714,0.1,0.7,0.8,0.7,0.3,0.1,0.6,1.0,3.0,9.2,.485,.463,.104,1.9,11.1,6.4,2.4,0.9,16.7,22.4,-0.2,0.1,-0.1,-0.025,-2.9,-0.3,-3.2,-0.1
94,Victor Claver,0.0,0.0,4,82,14,SF,25,POR,21,0,8.8,0.8,2.0,.405,0.1,0.9,.167,0.7,1.1,.583,.440,0.5,0.5,.909,0.4,1.4,1.9,0.6,0.1,0.1,0.5,0.8,2.2,8.8,.502,.429,.262,5.3,17.4,11.4,0.8,1.1,19.0,13.7,0.0,0.2,0.2,.047,-3.2,0.0,-3.2,-0.1
95,Norris Cole,100,0.0,0.0,0.0,0.0,PG,25,MIA,82,6,24.6,2.5,6.1,.414,0.7,2.1,.345,1.8,4.0,.451,.474,0.6,0.8,.779,0.2,1.7,2.0,3.0,0.9,0.1,1.5,1.9,6.4,8.8,.497,.348,.136,1.1,8.6,5.0,2.0,0.2,19.3,15.6,-0.5,1.7,1.2,.029,-2.8,-0.4,-3.1,-0.6
96,Jason Collins,0.0,0.0,0.0,0.0,100,C,35,BRK,22,1,7.8,0.5,1.1,.458,0.0,0.1,.000,0.5,1.0,.524,.458,0.1,0.2,.750,0.3,0.5,0.9,0.2,0.4,0.0,0.3,1.4,1.1,4.1,.485,.125,.167,4.9,8.3,6.6,2.4,0.5,21.4,8.9,-0.1,0.1,0.1,.017,-6.4,-0.3,-6.7,-0.2
97,Darren Collison,69,31,0.0,0.0,0.0,PG,26,LAC,80,35,25.9,4.1,8.7,.467,0.9,2.4,.376,3.2,6.3,.501,.518,2.4,2.8,.857,0.6,1.8,2.4,3.7,1.2,0.2,1.7,1.9,11.4,16.2,.575,.272,.323,2.6,7.3,5.0,2.2,0.6,14.3,19.7,3.8,2.0,5.9,.136,1.1,0.4,1.5,1.8
98,Nick Collison,0.0,0.0,10,49,41,PF,33,OKC,81,0,16.7,1.7,3.0,.556,0.0,0.2,.235,1.6,2.8,.580,.564,0.8,1.1,.710,1.4,2.2,3.6,1.3,0.4,0.3,0.9,2.3,4.2,11.8,.599,.071,.386,10.2,14.1,12.2,1.1,1.7,20.1,11.6,2.0,1.6,3.6,.128,-1.3,0.5,-0.9,0.4
99,Mike Conley,100,0.0,0.0,0.0,0.0,PG,26,MEM,73,73,33.5,6.3,14.1,.450,1.4,4.0,.361,4.9,10.1,.484,.500,3.1,3.8,.815,0.6,2.4,2.9,6.0,1.5,0.2,2.1,1.9,17.2,20.0,.545,.283,.268,2.0,8.4,5.2,2.4,0.4,11.5,24.6,5.5,2.7,8.2,.161,3.4,0.3,3.8,3.6
100,Chris Copeland,0.0,0.0,24,74,2,SF,29,IND,41,0,6.5,1.3,2.9,.470,0.8,1.9,.418,0.5,0.9,.579,.611,0.2,0.3,.714,0.2,0.6,0.8,0.4,0.1,0.2,0.3,0.9,3.7,17.6,.621,.675,.120,3.1,10.1,6.8,0.6,2.0,10.2,23.7,0.6,0.4,1.0,.186,4.2,0.3,4.5,0.4
101,DeMarcus Cousins,0.0,0.0,0.0,0.0,100,C,23,SAC,71,71,32.4,8.3,16.8,.496,0.0,0.1,.000,8.3,16.7,.499,.496,6.1,8.4,.726,3.1,8.6,11.7,2.9,1.5,1.3,3.5,3.8,22.7,26.1,.555,.006,.500,10.6,30.5,20.4,2.4,3.2,14.7,32.7,4.1,3.8,7.9,.166,3.6,1.6,5.2,4.2
102,Robert Covington,0.0,0.0,53,48,0.0,SF,23,HOU,7,0,4.9,0.9,2.0,.429,0.6,1.6,.364,0.3,0.4,.667,.571,0.0,0.0,0.0,0.3,0.4,0.7,0.0,0.3,0.0,0.1,0.4,2.3,15.0,.571,.786,.000,6.9,9.3,8.2,2.9,0.0,6.7,19.3,0.1,0.0,0.1,.122,1.5,-0.8,0.7,0.0
103,Allen Crabbe,0.0,2,92,6,0.0,SG,21,POR,15,0,6.7,0.8,2.2,.364,0.4,0.9,.429,0.4,1.3,.316,.455,0.2,0.3,.750,0.1,0.5,0.6,0.4,0.1,0.1,0.2,0.7,2.2,7.7,.475,.424,.121,1.1,8.5,4.8,1.0,0.7,7.9,16.5,0.0,0.1,0.1,.037,-4.6,-1.4,-6.1,-0.1
104,Jamal Crawford,0.0,78,22,0.0,0.0,SG,33,LAC,69,24,30.3,6.1,14.7,.416,2.3,6.5,.361,3.8,8.2,.460,.496,4.0,4.7,.866,0.5,1.8,2.3,3.2,0.9,0.2,2.0,1.7,18.6,17.3,.556,.441,.318,1.9,6.4,4.2,1.4,0.4,10.5,27.2,3.8,1.5,5.3,.122,3.0,-1.4,1.6,1.9
105,Jordan Crawford,22,76,3,0.0,0.0,SG-PG,25,TOT,81,35,23.0,4.0,9.7,.415,1.1,3.5,.316,2.9,6.2,.471,.472,1.8,2.1,.864,0.3,1.9,2.3,3.5,0.6,0.1,1.7,1.5,11.0,14.3,.516,.362,.214,1.7,9.5,5.5,1.3,0.2,13.4,23.7,1.5,1.4,2.8,.073,0.6,-1.2,-0.6,0.6
106,Jae Crowder,0.0,1,88,11,0.0,SF,23,DAL,78,8,16.1,1.7,3.8,.439,0.6,1.9,.331,1.0,1.9,.552,.524,0.6,0.8,.754,0.6,1.9,2.5,0.8,0.8,0.3,0.5,1.3,4.6,11.9,.551,.510,.206,4.3,13.5,8.9,2.4,1.4,11.3,13.2,1.2,1.1,2.3,.089,-0.7,0.8,0.2,0.7
107,Dante Cunningham,0.0,0.0,4,89,7,PF,26,MIN,81,7,20.2,2.9,6.3,.464,0.0,0.1,.000,2.9,6.2,.468,.464,0.5,0.8,.567,1.4,2.7,4.1,1.0,0.8,0.7,0.5,1.8,6.3,12.6,.474,.010,.132,7.3,14.9,11.0,1.9,2.7,7.2,15.1,0.9,2.0,2.9,.085,-1.7,0.9,-0.8,0.5
108,Jared Cunningham,33,67,0.0,0.0,0.0,SG,22,TOT,13,0,6.2,0.5,1.6,.286,0.1,0.5,.143,0.4,1.1,.357,.310,1.0,1.2,.813,0.1,0.4,0.5,0.6,0.2,0.0,0.2,1.2,2.0,8.5,.464,.333,.762,1.4,7.2,4.3,1.9,0.0,6.7,16.6,0.1,0.0,0.1,.075,-5.1,1.1,-4.1,0.0
109,Seth Curry,100,0.0,0.0,0.0,0.0,PG,23,TOT,2,0,6.5,0.5,1.5,.333,0.5,0.5,1.000,0.0,1.0,.000,.500,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.5,13.8,.500,.333,.000,0.0,8.8,4.3,7.9,0.0,0.0,10.3,0.0,0.0,0.0,.131,-2.5,7.1,4.7,0.0
110,Stephen Curry,93,7,0.0,0.0,0.0,PG,25,GSW,78,78,36.5,8.4,17.7,.471,3.3,7.9,.424,5.0,9.8,.509,.566,3.9,4.5,.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,24.1,.610,.445,.252,1.8,10.9,6.4,2.2,0.4,16.1,28.3,9.3,4.0,13.4,.225,6.3,1.1,7.4,6.7
111,Samuel Dalembert,0.0,0.0,0.0,0.0,100,C,32,DAL,80,68,20.2,2.7,4.7,.568,0.0,0.0,.000,2.7,4.7,.569,.568,1.3,1.7,.737,2.5,4.3,6.8,0.5,0.5,1.2,1.1,2.6,6.6,16.8,.605,.003,.363,14.4,24.2,19.4,1.3,4.8,17.1,14.8,2.9,2.1,4.9,.147,-0.9,0.1,-0.8,0.5
112,Troy Daniels,0.0,66,34,0.0,0.0,SG,22,HOU,5,1,15.0,3.0,6.2,.484,2.4,5.0,.480,0.6,1.2,.500,.677,0.0,0.0,0.0,0.0,0.8,0.8,1.0,0.0,0.0,0.6,1.2,8.4,16.0,.677,.806,.000,0.0,5.6,3.0,0.0,0.0,8.8,19.9,0.2,0.0,0.2,.150,3.7,-3.3,0.4,0.0
113,Gigi Datome,0.0,18,82,0.0,0.0,SF,26,DET,34,0,7.0,1.0,2.9,.351,0.2,1.1,.179,0.8,1.7,.466,.387,0.2,0.3,.800,0.4,0.9,1.4,0.3,0.2,0.0,0.3,0.6,2.4,8.0,.409,.402,.103,6.1,15.5,10.6,1.3,0.3,9.8,20.2,-0.2,0.1,-0.1,-0.023,-3.7,-2.3,-6.0,-0.2
114,Brandon Davies,0.0,0.0,0.0,38,62,PF,22,PHI,51,0,11.3,1.1,2.5,.422,0.0,0.2,.200,1.0,2.3,.441,.430,0.7,1.0,.642,0.7,1.4,2.1,0.5,0.5,0.2,0.7,1.8,2.8,7.5,.476,.078,.414,6.9,13.9,10.2,2.0,1.1,18.8,13.7,-0.3,0.4,0.1,.008,-5.7,-0.6,-6.3,-0.6
115,Anthony Davis,0.0,0.0,0.0,54,47,PF,20,NOP,67,66,35.2,7.8,15.0,.519,0.0,0.1,.222,7.8,14.9,.522,.520,5.2,6.6,.791,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,26.5,.582,.009,.438,10.0,23.3,16.6,2.0,6.7,8.3,25.2,7.2,3.2,10.4,.212,4.0,0.8,4.8,4.0
116,Ed Davis,0.0,0.0,0.0,49,51,PF,24,MEM,63,4,15.2,2.5,4.6,.534,0.0,0.0,0.0,2.5,4.6,.534,.534,0.7,1.4,.528,1.5,2.7,4.1,0.4,0.3,0.7,0.6,1.8,5.7,15.9,.542,.000,.307,11.4,20.9,16.1,0.9,3.7,10.8,17.8,1.2,1.4,2.6,.129,-1.3,0.1,-1.2,0.2
117,Glen Davis,0.0,0.0,0.0,39,61,PF,28,TOT,68,44,24.4,4.0,8.7,.457,0.1,0.2,.364,3.9,8.6,.459,.460,1.4,2.0,.693,1.6,3.6,5.2,1.1,0.9,0.4,1.1,2.3,9.4,13.1,.491,.019,.231,7.4,16.4,11.9,1.8,1.4,10.4,19.9,0.2,1.8,2.0,.058,-2.2,-0.3,-2.5,-0.2
118,Austin Daye,0.0,6,34,61,0.0,SF,25,TOT,22,1,6.7,1.1,3.1,.353,0.5,1.7,.324,0.5,1.4,.387,.441,0.3,0.5,.600,0.2,1.0,1.2,0.4,0.2,0.2,0.2,0.8,3.0,11.0,.456,.544,.147,3.9,16.4,10.4,1.4,2.0,6.5,23.7,-0.1,0.2,0.1,.047,-2.8,-1.0,-3.8,-0.1
119,Nando De Colo,0.0,23,75,2,0.0,SF,26,TOT,47,3,10.5,1.4,3.3,.418,0.4,1.1,.340,1.0,2.1,.460,.477,0.7,0.7,.886,0.3,1.3,1.6,1.4,0.5,0.1,0.7,1.0,3.8,13.1,.526,.346,.229,3.3,13.3,8.4,2.3,0.9,17.2,18.6,0.3,0.7,1.0,.100,-1.1,1.3,0.2,0.3
120,Dewayne Dedmon,0.0,0.0,0.0,9,91,C,24,TOT,31,6,12.6,1.2,2.7,.458,0.0,0.0,0.0,1.2,2.7,.458,.458,0.7,1.0,.656,1.2,2.9,4.1,0.2,0.2,0.7,0.6,2.1,3.1,10.7,.500,.000,.386,10.7,25.8,18.1,0.9,4.5,15.6,13.1,0.1,0.5,0.6,.070,-4.5,-0.3,-4.7,-0.3
121,Matthew Dellavedova,28,65,7,0.0,0.0,SG,23,CLE,72,4,17.7,1.7,4.1,.412,0.8,2.2,.368,0.9,2.0,.461,.508,0.5,0.7,.792,0.4,1.3,1.7,2.6,0.5,0.1,0.8,1.7,4.7,10.7,.534,.524,.162,2.5,8.5,5.4,1.3,0.3,15.9,13.2,1.4,0.7,2.1,.078,-1.6,-0.2,-1.8,0.1
122,Luol Deng,0.0,16,80,4,0.0,SF,28,TOT,63,63,35.1,5.9,13.7,.431,0.9,3.0,.302,5.0,10.7,.468,.465,3.4,4.3,.791,1.6,4.2,5.7,2.9,1.0,0.1,1.8,1.8,16.0,15.2,.517,.220,.312,5.0,13.4,9.2,1.5,0.3,10.4,22.3,2.2,2.3,4.5,.098,0.6,-0.1,0.4,1.4
123,DeMar DeRozan,0.0,21,77,2,0.0,SG,24,TOR,79,79,38.2,7.6,17.8,.429,0.8,2.7,.305,6.8,15.2,.451,.452,6.6,8.0,.824,0.6,3.7,4.3,4.0,1.1,0.4,2.2,2.5,22.7,18.4,.532,.149,.448,2.0,11.3,6.6,1.5,0.7,9.5,28.0,5.8,3.0,8.8,.141,1.9,-0.3,1.7,2.8
124,Boris Diaw,0.0,0.0,3,94,3,PF,31,SAS,79,24,25.0,3.8,7.3,.521,0.6,1.4,.402,3.3,5.9,.549,.559,0.9,1.2,.739,0.9,3.2,4.1,2.8,0.6,0.4,1.5,1.8,9.1,14.1,.578,.193,.159,4.4,13.8,9.3,1.1,1.2,16.3,17.0,2.3,2.6,4.9,.120,0.4,0.9,1.3,1.6
125,Gorgui Dieng,0.0,0.0,0.0,0.0,100,C,24,MIN,60,15,13.6,1.9,3.8,.498,0.0,0.0,1.000,1.9,3.8,.496,.500,1.0,1.6,.634,1.7,3.3,5.0,0.7,0.5,0.8,0.9,1.8,4.8,16.5,.534,.004,.410,13.4,26.9,20.0,1.8,4.6,16.8,16.8,0.7,1.5,2.2,.129,-2.0,0.9,-1.1,0.2
126,Toney Douglas,53,47,0.0,0.0,0.0,PG,27,TOT,51,17,13.2,1.4,3.7,.384,0.6,2.0,.304,0.8,1.7,.477,.466,0.5,0.7,.735,0.4,1.4,1.7,1.3,0.4,0.1,0.7,1.6,4.0,9.2,.493,.537,.179,3.4,11.9,7.8,1.5,0.6,14.2,16.3,0.2,0.7,0.9,.061,-2.5,0.5,-2.0,0.0
127,Chris Douglas-Roberts,0.0,32,68,0.0,0.0,SF,27,CHA,49,8,20.7,2.3,5.1,.440,1.0,2.7,.386,1.2,2.4,.500,.542,1.3,1.7,.805,0.3,2.1,2.4,1.0,0.6,0.3,0.7,1.2,6.9,12.2,.588,.524,.325,1.8,11.5,6.6,1.5,1.2,11.1,14.7,1.1,1.2,2.4,.113,-1.1,0.5,-0.5,0.4
128,Goran Dragić,52,47,1,0.0,0.0,SG,27,PHO,76,75,35.1,7.3,14.4,.505,1.6,3.9,.408,5.7,10.4,.542,.561,4.2,5.5,.760,0.9,2.3,3.2,5.9,1.4,0.3,2.8,2.7,20.3,21.4,.604,.274,.381,2.9,7.4,5.2,2.0,0.6,14.3,24.5,8.4,2.0,10.3,.186,4.1,-0.2,3.9,4.0
129,Andre Drummond,0.0,0.0,0.0,0.0,100,C,20,DET,81,81,32.3,5.9,9.5,.623,0.0,0.0,.000,5.9,9.5,.625,.623,1.7,4.0,.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,13.5,22.6,.599,.003,.427,17.5,27.7,22.3,2.0,4.0,10.7,16.7,6.4,3.5,9.9,.182,2.0,-0.6,1.4,2.3
130,Jared Dudley,0.0,0.0,90,10,0.0,SF,28,LAC,74,43,23.4,2.6,6.0,.438,1.1,3.0,.360,1.6,3.0,.518,.529,0.5,0.8,.655,0.5,1.7,2.2,1.4,0.6,0.1,0.8,2.0,6.9,8.9,.541,.503,.130,2.4,7.7,5.1,1.2,0.4,10.6,13.5,1.2,1.2,2.4,.068,-1.4,-0.1,-1.5,0.2
131,Tim Duncan*,0.0,0.0,0.0,0.0,100,C,37,SAS,74,74,29.2,6.0,12.2,.490,0.0,0.1,.000,6.0,12.2,.493,.490,3.1,4.3,.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,1.8,15.1,21.3,.535,.006,.349,8.6,28.3,18.8,1.0,4.6,13.2,25.2,2.8,4.6,7.4,.164,1.2,2.1,3.3,2.9
132,Mike Dunleavy,0.0,0.0,98,2,0.0,SF,33,CHI,82,61,31.5,4.1,9.4,.430,1.5,4.0,.380,2.6,5.5,.467,.510,1.7,2.0,.854,0.6,3.6,4.2,2.3,0.8,0.6,1.3,2.0,11.3,12.6,.549,.419,.212,2.1,13.0,7.6,1.3,1.4,11.3,17.0,2.4,4.1,6.5,.121,-0.3,1.1,0.8,1.8
133,Kevin Durant,0.0,4,70,26,0.0,SF,25,OKC,81,81,38.5,10.5,20.8,.503,2.4,6.1,.391,8.1,14.8,.549,.560,8.7,9.9,.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,29.8,.635,.291,.477,2.2,18.6,10.8,1.7,1.5,12.2,33.0,14.8,4.4,19.2,.295,8.8,1.4,10.2,9.6
134,Shane Edwards,0.0,0.0,88,12,0.0,SF,26,CLE,2,0,6.0,0.5,1.5,.333,0.0,0.0,0.0,0.5,1.5,.333,.333,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,-1.0,.333,.000,.000,9.1,9.6,9.3,0.0,0.0,25.0,14.9,0.0,0.0,0.0,-0.141,-8.7,-4.6,-13.3,0.0
135,Wayne Ellington,0.0,65,35,0.0,0.0,SG,26,DAL,45,1,8.7,1.2,2.8,.437,0.6,1.3,.424,0.7,1.5,.448,.536,0.2,0.2,.909,0.2,0.8,1.0,0.4,0.4,0.0,0.2,0.7,3.2,12.2,.554,.468,.087,2.4,10.2,6.3,2.1,0.4,7.8,16.4,0.4,0.2,0.7,.084,-0.5,-0.2,-0.8,0.1
