,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
12,Justin Anderson,SF,23,TOT,75,1228,0.0,6.0,84.0,11.0,0.0,10,2.5,5.9,0.424,0.8,2.6,0.299,1.7,3.3,0.522,0.49,1.4,1.7,0.7909999999999999,0.9,2.3,3.3,0.9,0.5,0.3,0.9,1.5,7.1,13.9,0.537,0.442,0.294,6.2,16.9,11.4,1.7,1.6,11.7,20.9,0.6,1.3,1.9,0.07400000000000001,-0.9,-0.4,-1.3,0.2
13,Kyle Anderson,SF,23,SAS,72,1020,0.0,21.0,69.0,9.0,0.0,14,1.3,2.9,0.445,0.2,0.6,0.375,1.1,2.3,0.462,0.48100000000000004,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,12.5,0.525,0.191,0.273,3.7,19.0,11.5,2.5,2.1,14.3,12.1,0.7,2.0,2.7,0.127,-1.4,3.2,1.8,1.0
14,Ryan Anderson,PF,28,HOU,72,2116,0.0,0.0,0.0,95.0,5.0,72,4.5,10.7,0.418,2.8,7.0,0.40299999999999997,1.7,3.7,0.446,0.55,1.8,2.1,0.86,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,13.5,0.583,0.655,0.19399999999999998,5.8,11.2,8.5,0.7,0.5,6.2,17.9,4.0,1.1,5.2,0.11699999999999999,1.7,-2.0,-0.4,0.9
15,Giannis Antetokounmpo,SF,22,MIL,80,2845,0.0,3.0,65.0,31.0,0.0,80,8.2,15.7,0.521,0.6,2.3,0.272,7.6,13.5,0.563,0.541,5.9,7.7,0.77,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9,26.1,0.599,0.14300000000000002,0.486,5.9,22.6,14.3,2.3,4.7,13.3,28.3,7.9,4.5,12.4,0.21,4.9,2.4,7.3,6.7
16,Carmelo Anthony,SF,32,NYK,74,2538,0.0,0.0,69.0,31.0,0.0,74,8.1,18.8,0.433,2.0,5.7,0.359,6.1,13.1,0.466,0.488,4.1,4.9,0.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,17.9,0.535,0.303,0.263,2.6,16.0,9.3,1.2,1.1,9.0,29.1,3.2,1.5,4.7,0.08900000000000001,2.3,-1.6,0.7,1.7
17,Joel Anthony,C,34,SAS,19,122,0.0,0.0,0.0,18.0,82.0,0,0.5,0.8,0.625,0.0,0.0,0.0,0.5,0.8,0.625,0.625,0.3,0.4,0.625,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3,11.6,0.64,0.0,0.5,7.6,20.9,14.4,0.8,4.0,17.0,8.7,0.1,0.2,0.4,0.141,-3.5,1.4,-2.1,0.0
18,Trevor Ariza,SF,31,HOU,80,2773,0.0,2.0,78.0,21.0,0.0,80,4.1,10.0,0.409,2.4,6.9,0.344,1.7,3.0,0.556,0.528,1.2,1.6,0.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,12.4,0.5479999999999999,0.695,0.158,2.1,15.9,9.0,2.5,0.6,7.9,14.1,2.8,3.2,6.0,0.10400000000000001,-0.1,1.1,1.0,2.1
19,Darrell Arthur,PF,28,DEN,41,639,0.0,0.0,0.0,58.0,42.0,7,2.3,5.2,0.442,1.3,2.9,0.45299999999999996,1.0,2.4,0.429,0.565,0.5,0.5,0.8640000000000001,0.6,2.1,2.7,1.0,0.5,0.5,0.9,1.9,6.4,12.8,0.583,0.544,0.102,4.4,14.9,9.7,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.1,-0.2,-0.1,0.3
20,Omer Ask,C,30,NOP,31,482,0.0,0.0,0.0,1.0,99.0,19,1.0,2.1,0.47700000000000004,0.0,0.0,0.0,1.0,2.1,0.47700000000000004,0.47700000000000004,0.7,1.3,0.59,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7,9.8,0.517,0.0,0.6,10.4,25.3,17.8,0.5,1.7,14.6,8.8,0.4,0.6,1.0,0.1,-3.6,-0.1,-3.7,-0.2
21,DJ Augustin,PG,29,ORL,78,1538,100.0,0.0,0.0,0.0,0.0,20,2.5,6.6,0.377,1.2,3.5,0.34700000000000003,1.3,3.1,0.41200000000000003,0.469,1.7,2.1,0.8140000000000001,0.2,1.3,1.5,2.7,0.4,0.0,1.2,1.3,7.9,11.0,0.524,0.53,0.311,1.0,7.4,4.1,1.0,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-1.2,-1.8,-3.0,-0.4
22,Luke Babbitt,SF,27,MIA,68,1065,0.0,1.0,22.0,78.0,0.0,55,1.7,4.1,0.402,1.3,3.1,0.414,0.4,1.0,0.366,0.557,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,8.3,0.563,0.747,0.053,1.2,13.5,7.3,0.9,0.8,8.0,13.0,0.8,1.0,1.8,0.081,-2.0,-0.1,-2.0,0.0
23,Ron Baker,SG,23,NYK,52,857,3.0,56.0,41.0,0.0,0.0,13,1.6,4.2,0.37799999999999995,0.4,1.7,0.267,1.1,2.5,0.45,0.431,0.5,0.8,0.6509999999999999,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,7.5,0.456,0.396,0.198,1.5,10.8,6.2,2.0,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-4.5,-0.3,-4.7,-0.6
24,Wade Baldwin,PG,20,MEM,33,405,83.0,18.0,0.0,0.0,0.0,1,1.1,3.5,0.313,0.1,0.7,0.136,1.0,2.8,0.355,0.326,0.9,1.1,0.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2,6.5,0.40399999999999997,0.191,0.322,3.0,10.2,6.5,2.3,1.7,22.9,19.1,-0.8,0.5,-0.3,-0.040999999999999995,-5.8,0.3,-5.5,-0.3
25,Leandro Barbosa,SG,34,PHO,67,963,3.0,90.0,7.0,0.0,0.0,0,2.6,5.9,0.439,0.5,1.5,0.35700000000000004,2.0,4.4,0.466,0.483,0.6,0.7,0.889,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3,11.5,0.509,0.25,0.115,1.6,10.3,5.9,1.5,0.7,10.4,20.0,0.3,0.4,0.6,0.031,-1.7,-0.9,-2.5,-0.1
26,JJ Barea,PG,32,DAL,35,771,93.0,7.0,0.0,0.0,0.0,6,4.1,9.8,0.414,1.5,4.2,0.358,2.5,5.6,0.456,0.491,1.3,1.5,0.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,17.2,0.521,0.431,0.149,1.3,11.9,6.3,0.9,0.1,14.7,26.2,0.8,0.5,1.3,0.08,3.0,-1.5,1.5,0.7
27,Harrison Barnes,PF,24,DAL,79,2803,0.0,0.0,40.0,60.0,0.0,79,7.6,16.2,0.46799999999999997,1.0,2.8,0.35100000000000003,6.6,13.4,0.49200000000000005,0.498,3.1,3.6,0.861,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,19.2,16.3,0.541,0.17300000000000001,0.22,3.7,13.1,8.2,1.2,0.5,6.8,25.3,2.5,2.1,4.6,0.078,0.4,-1.2,-0.8,0.8
28,Matt Barnes,SF,36,TOT,74,1777,0.0,2.0,72.0,26.0,0.0,18,2.5,6.4,0.391,1.2,3.6,0.331,1.3,2.8,0.467,0.483,0.9,1.2,0.787,0.9,4.2,5.2,2.6,0.6,0.4,1.4,2.5,7.1,10.3,0.514,0.556,0.188,4.6,19.7,12.3,1.3,1.3,17.3,15.6,0.3,1.7,2.0,0.053,-1.7,0.3,-1.4,0.3
29,Will Barton,SG,26,DEN,60,1705,0.0,78.0,22.0,0.0,0.0,19,4.9,11.1,0.44299999999999995,1.5,3.9,0.37,3.5,7.2,0.483,0.508,2.4,3.2,0.753,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,15.5,0.547,0.353,0.285,3.8,12.9,8.4,1.4,1.3,11.5,21.1,2.5,0.8,3.3,0.09300000000000001,1.2,-1.0,0.2,1.0
30,Brandon Bass,PF,31,LAC,52,577,0.0,0.0,1.0,83.0,16.0,0,2.1,3.6,0.575,0.0,0.1,0.33299999999999996,2.0,3.5,0.579,0.578,1.5,1.7,0.875,0.8,1.7,2.5,0.4,0.3,0.2,0.6,0.9,5.6,19.7,0.65,0.016,0.473,8.6,16.2,12.5,1.2,1.6,11.4,19.7,1.6,0.6,2.2,0.18600000000000003,1.2,-0.8,0.4,0.4
31,Nicolas Batum,SG,28,CHO,77,2617,0.0,57.0,42.0,1.0,0.0,77,5.1,12.7,0.40299999999999997,1.8,5.3,0.33299999999999996,3.4,7.4,0.45299999999999996,0.47200000000000003,3.2,3.7,0.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,15.8,0.529,0.415,0.29100000000000004,1.9,18.4,10.1,1.6,1.0,15.0,22.3,1.7,2.8,4.6,0.084,0.6,0.2,0.8,1.9
32,Jerryd Bayless,PG,28,PHI,3,71,94.0,6.0,0.0,0.0,0.0,1,3.7,10.7,0.344,0.7,1.7,0.4,3.0,9.0,0.33299999999999996,0.375,3.0,3.3,0.9,1.0,3.0,4.0,4.3,0.0,0.0,3.0,1.3,11.0,8.7,0.45299999999999996,0.156,0.313,4.6,14.0,9.3,0.0,0.0,19.8,27.7,-0.1,0.0,-0.1,-0.067,-2.1,-2.4,-4.4,0.0
33,Aron Baynes,C,30,DET,75,1163,0.0,0.0,0.0,2.0,98.0,2,1.9,3.7,0.513,0.0,0.0,0.0,1.9,3.7,0.513,0.513,1.1,1.3,0.84,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,4.9,13.1,0.57,0.0,0.337,10.0,21.6,15.6,0.7,2.8,13.5,14.1,1.4,1.5,3.0,0.12300000000000001,-3.2,0.5,-2.7,-0.2
34,Kent Bazemore,SF,27,ATL,73,1963,1.0,40.0,58.0,2.0,0.0,64,4.0,9.9,0.409,1.3,3.6,0.34600000000000003,2.8,6.2,0.446,0.473,1.6,2.3,0.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,11.5,0.504,0.369,0.233,2.6,10.3,6.5,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.052000000000000005,-2.1,1.1,-1.0,0.5
35,Bradley Beal,SG,23,WAS,77,2684,3.0,93.0,4.0,0.0,0.0,77,8.3,17.2,0.48200000000000004,2.9,7.2,0.40399999999999997,5.4,10.0,0.5379999999999999,0.5660000000000001,3.7,4.4,0.825,0.7,2.4,3.1,3.5,1.1,0.3,2.0,2.2,23.1,20.1,0.604,0.418,0.259,2.2,7.8,5.0,1.5,0.7,9.6,26.5,6.9,1.6,8.5,0.152,4.2,-1.0,3.3,3.5
36,Malik Beasley,SG,20,DEN,22,165,4.0,80.0,15.0,0.0,0.0,1,1.5,3.3,0.452,0.4,1.3,0.321,1.1,2.0,0.5329999999999999,0.514,0.4,0.5,0.8,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,3.8,13.7,0.536,0.384,0.13699999999999998,3.4,8.0,5.7,2.1,0.0,9.4,22.0,0.1,0.1,0.2,0.057,-0.4,-0.2,-0.6,0.1
37,Michael Beasley,PF,28,MIL,56,935,0.0,0.0,24.0,74.0,2.0,6,3.9,7.3,0.532,0.3,0.8,0.419,3.5,6.5,0.545,0.5539999999999999,1.4,1.9,0.743,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4,17.8,0.584,0.106,0.259,5.0,18.9,12.0,1.5,2.5,12.7,25.3,0.8,1.0,1.8,0.092,0.0,-0.8,-0.8,0.3
38,Marco Belinelli,SG,30,CHO,74,1778,0.0,66.0,34.0,0.0,0.0,0,3.6,8.3,0.429,1.4,3.8,0.36,2.2,4.5,0.488,0.512,2.0,2.3,0.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5,13.3,0.5660000000000001,0.46,0.273,0.9,10.2,5.5,1.2,0.4,9.2,19.2,2.0,1.2,3.2,0.087,-0.6,-0.5,-1.1,0.4
39,DeAndre Bembry,SF,22,ATL,38,371,4.0,61.0,31.0,4.0,0.0,1,1.2,2.6,0.48,0.0,0.5,0.055999999999999994,1.2,2.1,0.575,0.485,0.2,0.4,0.375,0.4,1.2,1.6,0.7,0.2,0.1,0.4,0.6,2.7,8.8,0.48100000000000004,0.184,0.163,4.2,13.1,8.7,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-3.6,0.1,-3.5,-0.1
40,Dragan Bender,PF,19,PHO,43,574,0.0,0.0,0.0,69.0,31.0,0,1.3,3.7,0.354,0.7,2.3,0.27699999999999997,0.7,1.4,0.483,0.441,0.1,0.3,0.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4,5.3,0.44,0.627,0.068,4.2,15.6,9.7,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.028999999999999998,-4.3,-0.7,-5.1,-0.4
41,Anthony Bennett,PF,23,BRK,23,264,0.0,0.0,0.0,75.0,25.0,1,1.7,4.0,0.413,0.6,2.1,0.271,1.1,1.9,0.568,0.484,1.1,1.6,0.722,1.1,2.3,3.4,0.5,0.2,0.1,0.5,0.8,5.0,14.7,0.5329999999999999,0.522,0.391,10.2,21.0,15.6,0.9,0.9,10.0,19.4,0.3,0.2,0.5,0.09,0.5,-1.9,-1.4,0.0
42,Ben Bentil,PF,21,DAL,3,10,0.0,0.0,0.0,100.0,0.0,0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,-17.6,0.0,0.33299999999999996,0.0,0.0,24.4,11.6,0.0,0.0,25.0,18.9,-0.1,0.0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1
43,Davis Bertans,PF,24,SAS,67,808,0.0,0.0,7.0,91.0,2.0,6,1.5,3.5,0.44,1.0,2.6,0.39899999999999997,0.5,0.9,0.557,0.588,0.4,0.5,0.8240000000000001,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5,12.9,0.609,0.7390000000000001,0.145,3.2,10.4,6.9,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,0.5,0.8,1.3,0.7
44,Patrick Beverley,SG,28,HOU,67,2058,24.0,73.0,3.0,0.0,0.0,67,3.4,8.1,0.42,1.6,4.3,0.382,1.8,3.8,0.46299999999999997,0.521,1.1,1.4,0.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,13.0,0.546,0.53,0.175,5.0,15.8,10.4,2.3,1.0,14.6,14.1,2.9,2.4,5.3,0.12300000000000001,-0.2,1.4,1.1,1.6
45,Bismack Biyombo,C,24,ORL,81,1793,0.0,0.0,0.0,15.0,85.0,27,2.2,4.2,0.528,0.0,0.0,0.0,2.2,4.2,0.528,0.528,1.5,2.9,0.534,1.9,5.1,7.0,0.9,0.3,1.1,1.2,2.5,6.0,12.2,0.546,0.0,0.69,9.3,25.6,17.2,0.7,4.1,17.7,13.2,0.8,2.1,2.9,0.077,-3.4,0.2,-3.2,-0.6
46,Nemanja Bjelica,PF,28,MIN,65,1190,0.0,0.0,4.0,95.0,1.0,1,2.3,5.5,0.424,0.9,2.7,0.316,1.5,2.8,0.531,0.503,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,11.0,0.526,0.49700000000000005,0.171,5.5,18.6,12.0,1.7,1.4,13.4,16.4,0.6,0.9,1.5,0.059000000000000004,-1.8,0.2,-1.6,0.1
47,Tarik Black,C,25,LAL,67,1091,0.0,0.0,0.0,10.0,90.0,16,2.2,4.4,0.51,0.0,0.0,0.5,2.2,4.4,0.51,0.512,1.2,1.6,0.752,2.1,3.0,5.1,0.6,0.4,0.7,0.9,2.6,5.7,15.0,0.56,0.006999999999999999,0.371,13.9,20.7,17.2,1.3,3.3,14.5,15.7,1.5,0.8,2.4,0.105,-2.3,-0.9,-3.2,-0.3
48,Eric Bledsoe,PG,27,PHO,66,2176,96.0,4.0,0.0,0.0,0.0,66,6.8,15.7,0.434,1.6,4.7,0.335,5.2,11.0,0.47700000000000004,0.485,5.9,6.9,0.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1,20.5,0.563,0.3,0.44299999999999995,2.5,13.8,8.0,2.0,1.2,15.3,28.1,4.0,1.4,5.3,0.11800000000000001,3.7,-0.1,3.6,3.1
49,Bojan Bogdanovic,SF,27,TOT,81,2083,0.0,0.0,65.0,35.0,0.0,54,4.6,10.4,0.445,1.8,4.8,0.36700000000000005,2.9,5.6,0.512,0.53,2.7,3.0,0.893,0.5,3.0,3.4,1.4,0.4,0.1,1.6,1.8,13.7,13.5,0.585,0.46399999999999997,0.28800000000000003,1.9,12.3,7.2,0.8,0.3,12.1,22.4,2.0,0.9,2.9,0.067,-0.1,-2.1,-2.2,-0.1
50,Andrew Bogut,C,32,TOT,27,583,0.0,0.0,0.0,0.0,100.0,21,1.4,3.0,0.469,0.0,0.0,0.0,1.4,3.0,0.475,0.469,0.1,0.4,0.273,2.1,6.0,8.1,1.8,0.5,0.9,1.6,3.2,2.9,9.3,0.46,0.012,0.136,10.6,33.9,21.7,1.2,3.9,33.4,10.4,-0.3,1.0,0.7,0.055,-5.2,2.6,-2.6,-0.1
51,Joel Bolomboy,PF,23,UTA,12,53,0.0,0.0,6.0,59.0,36.0,0,0.8,1.3,0.563,0.1,0.3,0.25,0.7,1.0,0.667,0.594,0.3,0.5,0.5,0.3,1.1,1.4,0.2,0.1,0.2,0.2,0.1,1.8,19.7,0.59,0.25,0.375,9.0,27.6,18.5,1.0,3.1,9.7,18.2,0.1,0.1,0.2,0.171,2.3,1.1,3.4,0.1
52,Devin Booker,SG,20,PHO,78,2730,1.0,79.0,20.0,0.0,0.0,78,7.8,18.3,0.423,1.9,5.2,0.363,5.9,13.2,0.447,0.475,4.7,5.7,0.8320000000000001,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1,14.6,0.531,0.28300000000000003,0.308,1.8,8.3,5.0,1.3,0.6,12.9,28.6,1.3,0.6,2.0,0.035,0.3,-2.3,-1.9,0.1
53,Trevor Booker,PF,29,BRK,71,1754,0.0,0.0,0.0,87.0,14.0,43,4.3,8.3,0.516,0.4,1.1,0.321,3.9,7.2,0.546,0.537,1.0,1.5,0.6729999999999999,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0,15.7,0.5539999999999999,0.132,0.18600000000000003,8.7,25.5,17.2,2.0,1.2,16.6,18.7,1.0,2.2,3.1,0.086,-0.9,0.3,-0.6,0.6
54,Avery Bradley,SG,26,BOS,55,1835,16.0,82.0,2.0,0.0,0.0,55,6.5,14.1,0.46299999999999997,2.0,5.0,0.39,4.6,9.1,0.504,0.5329999999999999,1.2,1.7,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,14.4,0.5479999999999999,0.35700000000000004,0.12,4.0,16.2,10.1,1.8,0.5,9.7,21.9,1.1,2.0,3.1,0.081,0.0,-0.5,-0.6,0.7
55,Corey Brewer,SF,30,TOT,82,1281,0.0,24.0,73.0,4.0,0.0,11,1.8,4.2,0.42200000000000004,0.3,1.4,0.22899999999999998,1.5,2.8,0.522,0.461,0.6,0.8,0.735,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.6,4.5,9.1,0.491,0.33899999999999997,0.195,2.7,11.6,7.1,2.3,1.3,12.7,14.3,0.0,1.2,1.2,0.045,-3.5,0.8,-2.7,-0.2
56,Malcolm Brogdon,SG,24,MIL,75,1982,54.0,44.0,3.0,0.0,0.0,28,3.9,8.5,0.457,1.0,2.6,0.40399999999999997,2.8,5.9,0.48,0.518,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,14.9,0.555,0.304,0.198,2.8,9.6,6.3,2.2,0.5,14.1,18.5,2.6,1.5,4.1,0.1,0.0,-0.4,-0.4,0.8
57,Aaron Brooks,PG,32,IND,65,894,100.0,0.0,0.0,0.0,0.0,0,1.9,4.6,0.40299999999999997,0.7,2.0,0.375,1.1,2.6,0.424,0.483,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,5.0,9.5,0.507,0.42700000000000005,0.133,2.3,6.3,4.3,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.4,-1.2,-3.7,-0.4
58,Anthony Brown,SF,24,TOT,11,159,0.0,25.0,74.0,2.0,0.0,0,1.6,4.5,0.36,0.6,2.5,0.259,1.0,2.1,0.478,0.43,0.0,0.0,0.0,0.7,2.3,3.0,0.7,0.5,0.1,0.5,1.4,3.9,7.2,0.43,0.54,0.0,5.3,16.9,11.0,1.5,0.5,10.7,15.6,-0.2,0.2,0.0,0.001,-4.5,0.1,-4.4,-0.1
59,Bobby Brown,PG,32,HOU,25,123,100.0,0.0,0.0,0.0,0.0,0,0.9,2.4,0.38299999999999995,0.6,1.4,0.4,0.4,1.0,0.36,0.5,0.1,0.1,1.0,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,2.5,10.8,0.509,0.583,0.033,0.0,5.3,2.7,0.4,0.0,7.6,22.7,0.1,0.0,0.1,0.04,-0.1,-3.5,-3.6,0.0
60,Jaylen Brown,SF,20,BOS,78,1341,0.0,0.0,74.0,26.0,0.0,20,2.5,5.4,0.45399999999999996,0.6,1.7,0.341,1.9,3.7,0.507,0.508,1.1,1.6,0.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6,10.3,0.539,0.319,0.293,3.8,14.4,9.1,1.3,1.1,12.5,18.1,0.2,1.3,1.5,0.053,-3.0,-0.8,-3.7,-0.6
