,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10,Al-Farouq Aminu,SF,21,NOH,66,1477,0.0,1.0,88.0,12.0,0.0,21,2.3,5.5,0.41100000000000003,0.2,0.7,0.27699999999999997,2.1,4.8,0.431,0.429,1.3,1.7,0.754,1.4,3.2,4.7,1.0,0.9,0.5,1.4,2.1,6.0,10.6,0.48100000000000004,0.129,0.312,7.8,16.9,12.4,2.2,1.9,18.0,16.2,-0.4,1.8,1.4,0.044000000000000004,-2.9,0.6,-2.2,-0.1
11,Lou Amundson,PF,29,IND,60,753,0.0,0.0,0.0,96.0,4.0,0,1.5,3.5,0.43,0.0,0.0,0.0,1.5,3.5,0.43,0.43,0.6,1.4,0.42700000000000005,1.6,2.1,3.7,0.2,0.5,0.7,0.8,2.1,3.6,11.5,0.43799999999999994,0.0,0.396,14.1,19.0,16.6,1.9,4.6,15.6,17.3,-0.3,1.3,1.0,0.062,-4.0,0.1,-4.0,-0.4
12,Chris Andersen,C,33,DEN,32,486,0.0,0.0,0.0,6.0,94.0,1,1.8,3.4,0.546,0.0,0.0,0.0,1.8,3.4,0.546,0.546,1.6,2.6,0.61,1.5,3.1,4.6,0.2,0.6,1.4,0.5,1.6,5.3,18.9,0.583,0.0,0.759,11.9,23.3,17.8,2.0,7.4,10.6,14.8,1.0,0.8,1.9,0.183,0.5,1.8,2.3,0.5
13,Alan Anderson,SF,29,TOR,17,461,0.0,24.0,76.0,0.0,0.0,12,3.2,8.4,0.387,1.4,3.6,0.39299999999999996,1.8,4.8,0.38299999999999995,0.47200000000000003,1.7,2.0,0.853,0.5,1.5,2.0,1.5,0.3,0.2,1.5,2.1,9.6,8.7,0.519,0.43,0.239,2.1,6.5,4.3,0.6,0.5,13.7,18.6,0.1,0.2,0.3,0.032,-1.7,-1.3,-3.0,-0.1
14,James Anderson,SG,22,SAS,51,603,0.0,72.0,28.0,0.0,0.0,2,1.3,3.4,0.379,0.4,1.3,0.27899999999999997,0.9,2.1,0.44299999999999995,0.434,0.8,1.0,0.75,0.3,1.2,1.5,0.8,0.2,0.0,0.6,0.7,3.7,8.8,0.483,0.391,0.299,3.1,11.8,7.5,0.7,0.2,13.2,17.2,0.1,0.4,0.5,0.04,-2.7,-1.4,-4.1,-0.3
15,Ryan Anderson,PF,23,ORL,61,1964,0.0,0.0,0.0,93.0,7.0,61,5.4,12.4,0.439,2.7,6.9,0.39299999999999996,2.7,5.5,0.496,0.5479999999999999,2.5,2.8,0.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,2.4,16.1,21.2,0.589,0.557,0.226,13.0,14.7,13.8,1.4,1.0,6.4,21.2,7.0,1.9,8.9,0.21899999999999997,5.2,-1.1,4.0,3.0
16,Carmelo Anthony,SF,27,NYK,55,1876,0.0,1.0,73.0,26.0,0.0,55,8.0,18.6,0.43,1.2,3.7,0.335,6.8,14.9,0.45399999999999996,0.46299999999999997,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,21.1,0.525,0.198,0.358,5.4,15.9,10.6,1.7,1.0,10.8,31.8,3.7,2.6,6.2,0.16,3.8,-0.2,3.6,2.7
17,Joel Anthony,C,29,MIA,64,1349,0.0,0.0,0.0,0.0,100.0,51,1.3,2.4,0.5589999999999999,0.0,0.0,0.0,1.3,2.4,0.5589999999999999,0.5589999999999999,0.8,1.1,0.69,1.6,2.3,3.9,0.1,0.6,1.3,0.7,2.0,3.4,10.3,0.598,0.0,0.467,9.2,12.8,11.1,1.4,5.1,19.7,7.8,1.2,2.2,3.4,0.122,-2.0,1.6,-0.5,0.5
18,Gilbert Arenas,PG,30,MEM,17,211,92.0,8.0,0.0,0.0,0.0,0,1.5,3.8,0.406,0.8,2.3,0.33299999999999996,0.8,1.5,0.52,0.508,0.4,0.6,0.7,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2,9.9,0.526,0.609,0.156,1.1,9.0,5.0,2.8,0.4,14.9,17.3,0.1,0.3,0.4,0.08800000000000001,-3.3,2.0,-1.3,0.0
19,Trevor Ariza,SF,26,NOH,41,1350,0.0,11.0,87.0,2.0,0.0,41,4.1,9.8,0.41700000000000004,0.7,2.1,0.33299999999999996,3.4,7.7,0.44,0.45299999999999996,1.9,2.5,0.775,1.0,4.2,5.2,3.3,1.7,0.6,1.9,1.8,10.8,14.2,0.496,0.21600000000000003,0.253,3.7,15.1,9.5,2.8,1.5,14.5,18.4,0.5,1.7,2.2,0.078,-0.4,1.7,1.3,1.1
20,Omer Ask,C,25,CHI,66,971,0.0,0.0,0.0,0.0,100.0,2,1.2,2.4,0.506,0.0,0.0,0.0,1.2,2.4,0.506,0.506,0.7,1.6,0.456,1.9,3.4,5.3,0.5,0.5,1.0,1.0,1.8,3.1,13.4,0.509,0.0,0.66,14.9,25.1,20.1,1.7,5.0,25.2,12.6,0.1,2.5,2.6,0.129,-3.2,2.5,-0.7,0.3
21,DJ Augustin,PG,24,CHA,48,1408,77.0,23.0,0.0,0.0,0.0,46,3.8,10.1,0.376,1.3,3.7,0.341,2.5,6.4,0.396,0.43799999999999994,2.2,2.5,0.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,1.4,11.1,14.1,0.493,0.368,0.24600000000000002,1.9,7.2,4.4,1.3,0.1,16.9,21.3,0.7,-0.2,0.5,0.018000000000000002,0.7,-3.2,-2.5,-0.2
22,Gustavo Ayon,PF,26,NOH,54,1088,0.0,0.0,0.0,65.0,35.0,24,2.6,4.8,0.536,0.0,0.0,0.0,2.6,4.8,0.5379999999999999,0.536,0.7,1.2,0.619,1.6,3.3,4.9,1.4,1.0,0.9,0.9,2.2,5.9,16.7,0.552,0.004,0.24100000000000002,9.6,19.3,14.5,2.6,3.5,13.7,14.5,1.5,1.7,3.2,0.142,0.0,2.5,2.5,1.2
23,Jeff Ayres,C,24,IND,20,106,0.0,0.0,0.0,7.0,94.0,1,0.8,1.8,0.41700000000000004,0.0,0.0,0.0,0.8,1.8,0.41700000000000004,0.41700000000000004,0.2,0.4,0.5710000000000001,0.6,1.1,1.7,0.2,0.2,0.1,0.1,0.8,1.7,13.4,0.435,0.0,0.19399999999999998,12.8,22.1,17.5,1.5,1.5,4.9,17.6,0.1,0.2,0.3,0.115,-1.9,-1.0,-2.8,0.0
24,Kelenna Azubuike,SG,28,DAL,3,18,0.0,21.0,79.0,0.0,0.0,0,1.0,2.7,0.375,0.3,1.0,0.33299999999999996,0.7,1.7,0.4,0.43799999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.3,0.3,2.3,-3.4,0.43799999999999994,0.375,0.0,0.0,0.0,0.0,2.9,0.0,33.3,30.9,-0.1,0.0,-0.1,-0.325,-10.3,-3.7,-14.0,-0.1
25,Luke Babbitt,SF,22,POR,40,537,0.0,0.0,50.0,50.0,0.0,4,1.8,4.3,0.41,1.1,2.5,0.43,0.7,1.8,0.384,0.535,0.4,0.5,0.85,0.4,2.0,2.4,0.4,0.3,0.1,0.7,1.2,5.1,11.3,0.556,0.578,0.11599999999999999,3.4,17.5,10.3,1.0,0.6,12.9,17.8,0.4,0.3,0.7,0.064,-0.6,-1.8,-2.3,0.0
26,Renaldo Balkman,SF,27,NYK,14,115,0.0,10.0,67.0,23.0,0.0,0,1.1,2.3,0.5,0.1,0.6,0.222,1.0,1.6,0.609,0.531,0.6,0.8,0.727,0.4,1.4,1.9,0.4,0.3,0.2,0.4,1.0,3.0,14.3,0.57,0.281,0.344,6.0,20.3,13.1,1.8,2.1,14.0,16.7,0.1,0.2,0.3,0.142,-1.3,0.8,-0.5,0.0
27,Leandro Barbosa,SG,29,TOT,64,1382,7.0,93.0,0.0,0.0,0.0,0,4.2,10.0,0.425,1.0,2.7,0.382,3.2,7.3,0.441,0.47600000000000003,1.6,1.9,0.815,0.5,1.5,2.0,1.5,0.9,0.1,1.5,2.1,11.1,14.0,0.512,0.267,0.195,2.8,7.9,5.3,2.2,0.4,12.0,26.5,0.5,1.2,1.7,0.06,-0.6,-0.6,-1.2,0.3
28,JJ Barea,PG,27,MIN,41,1032,100.0,0.0,0.0,0.0,0.0,11,4.1,10.2,0.4,1.3,3.5,0.371,2.8,6.7,0.415,0.46299999999999997,1.9,2.4,0.7759999999999999,0.3,2.4,2.8,5.7,0.5,0.0,2.5,1.5,11.3,14.9,0.502,0.342,0.23399999999999999,1.5,10.8,6.1,1.0,0.0,18.3,24.3,0.8,0.4,1.2,0.055999999999999994,1.1,-2.1,-1.0,0.3
29,Andrea Bargnani,C,26,TOR,31,1032,0.0,0.0,0.0,22.0,78.0,31,6.7,15.6,0.43200000000000005,1.1,3.7,0.29600000000000004,5.6,11.9,0.474,0.467,4.9,5.6,0.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,19.5,17.9,0.5379999999999999,0.23800000000000002,0.35700000000000004,2.8,16.6,9.8,0.9,1.2,11.0,28.7,1.3,0.9,2.2,0.10400000000000001,2.4,-1.3,1.1,0.8
30,Matt Barnes,SF,31,LAL,63,1440,0.0,16.0,84.0,1.0,0.0,16,2.8,6.1,0.452,0.7,2.2,0.33299999999999996,2.0,4.0,0.518,0.512,1.5,2.0,0.742,1.5,3.9,5.5,2.0,0.6,0.8,1.2,2.4,7.8,15.5,0.5539999999999999,0.35700000000000004,0.331,7.9,18.3,13.3,1.3,2.4,14.1,16.4,2.4,1.8,4.3,0.142,0.4,1.3,1.6,1.3
31,Earl Barron,C,30,GSW,2,9,0.0,0.0,0.0,0.0,100.0,0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.5,2.0,4.7,0.5,0.0,0.0,12.6,0.0,6.3,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.054000000000000006,-11.5,-4.8,-16.3,0.0
32,Brandon Bass,PF,26,BOS,59,1868,0.0,0.0,0.0,97.0,3.0,39,5.1,10.7,0.479,0.0,0.0,0.0,5.1,10.7,0.479,0.479,2.2,2.8,0.81,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,12.5,14.1,0.524,0.0,0.258,6.3,16.3,11.5,1.0,2.2,8.5,19.8,1.5,3.2,4.7,0.122,-1.3,0.3,-1.0,0.5
33,Tony Battie,C,35,PHI,27,295,0.0,0.0,0.0,8.0,92.0,11,0.7,1.9,0.373,0.0,0.0,0.0,0.7,1.9,0.38,0.373,0.1,0.1,1.0,0.3,2.2,2.5,0.6,0.1,0.2,0.1,1.0,1.6,7.3,0.39799999999999996,0.02,0.078,3.0,22.3,12.6,0.7,1.5,7.0,9.0,0.0,0.5,0.5,0.076,-4.4,1.5,-2.9,-0.1
34,Shane Battier,SF,33,MIA,65,1499,0.0,32.0,65.0,3.0,0.0,10,1.7,4.5,0.387,1.0,2.8,0.33899999999999997,0.8,1.7,0.46799999999999997,0.493,0.4,0.6,0.622,0.9,1.5,2.4,1.3,1.0,0.5,0.6,1.6,4.8,9.7,0.504,0.627,0.127,4.6,7.7,6.2,2.2,1.8,10.7,10.7,1.2,2.1,3.3,0.10400000000000001,-0.7,1.6,0.9,1.1
35,Nicolas Batum,SF,23,POR,59,1791,0.0,1.0,66.0,33.0,0.0,34,4.9,10.9,0.451,1.8,4.6,0.391,3.1,6.2,0.496,0.534,2.3,2.7,0.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,1.8,13.9,17.3,0.575,0.42700000000000005,0.248,5.2,12.6,8.8,1.7,2.6,11.2,20.5,3.3,1.4,4.8,0.127,2.6,0.0,2.5,2.0
36,Jerryd Bayless,PG,23,TOR,31,705,79.0,22.0,0.0,0.0,0.0,11,3.8,8.9,0.424,1.4,3.4,0.423,2.4,5.5,0.424,0.504,2.4,2.8,0.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,11.4,17.7,0.561,0.377,0.319,1.3,9.5,5.5,1.8,0.5,14.4,24.6,1.5,0.6,2.0,0.139,2.4,-0.7,1.7,0.6
37,Michael Beasley,SF,23,MIN,47,1087,0.0,0.0,73.0,26.0,1.0,7,4.7,10.6,0.445,0.8,2.1,0.376,3.9,8.4,0.462,0.483,1.3,2.0,0.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,1.8,11.5,13.0,0.502,0.203,0.191,4.0,17.2,10.6,0.9,1.2,12.9,25.3,-0.3,0.8,0.5,0.022000000000000002,-1.2,-0.9,-2.1,0.0
38,Rodrigue Beaubois,PG,23,DAL,53,1151,100.0,0.0,0.0,0.0,0.0,12,3.5,8.4,0.42200000000000004,0.7,2.5,0.28800000000000003,2.8,5.9,0.479,0.465,1.1,1.3,0.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,8.9,15.3,0.496,0.297,0.155,1.9,12.8,7.4,2.6,1.9,12.8,22.0,0.5,1.7,2.2,0.092,-0.4,1.7,1.3,1.0
39,Marco Belinelli,SG,25,NOH,66,1966,36.0,63.0,1.0,0.0,0.0,55,4.3,10.4,0.41700000000000004,1.6,4.3,0.377,2.7,6.1,0.445,0.495,1.5,2.0,0.7829999999999999,0.3,2.3,2.6,1.5,0.7,0.1,1.0,1.7,11.8,11.9,0.525,0.414,0.188,1.2,9.1,5.2,1.3,0.2,8.5,19.5,1.9,1.0,2.9,0.071,-0.4,-0.8,-1.2,0.4
40,Raja Bell,SG,35,UTA,34,796,0.0,100.0,1.0,0.0,0.0,33,2.4,5.1,0.466,1.0,2.6,0.391,1.4,2.6,0.54,0.563,0.6,0.7,0.84,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,6.4,8.3,0.586,0.5,0.14400000000000002,0.9,6.3,3.5,0.9,0.2,10.2,11.6,1.0,0.1,1.1,0.069,-1.8,-0.7,-2.5,-0.1
41,Keith Benson,C,23,GSW,3,9,0.0,0.0,0.0,0.0,100.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,25.3,12.6,18.9,0.0,0.0,0.0,5.1,0.0,0.0,0.0,-0.005,-1.4,-6.3,-7.7,0.0
42,Mike Bibby,PG,33,NYK,39,557,100.0,0.0,0.0,0.0,0.0,4,0.9,3.2,0.282,0.7,2.2,0.318,0.2,1.0,0.205,0.391,0.2,0.2,0.75,0.1,1.4,1.5,2.1,0.5,0.1,0.5,1.2,2.6,7.8,0.40399999999999997,0.685,0.065,1.0,11.3,6.1,1.9,0.4,13.6,11.9,0.0,0.7,0.7,0.061,-2.9,1.0,-1.9,0.0
43,Andris Biedrins,C,25,GSW,47,739,0.0,0.0,0.0,0.0,100.0,35,0.8,1.4,0.609,0.0,0.0,0.0,0.8,1.4,0.609,0.609,0.0,0.2,0.111,1.0,2.8,3.7,0.3,0.5,1.0,0.3,2.7,1.7,8.8,0.581,0.0,0.141,6.9,20.0,13.5,1.6,4.7,17.1,5.1,0.6,0.7,1.3,0.085,-3.8,1.5,-2.3,0.0
44,Chauncey Billups,SG,35,LAC,20,607,18.0,73.0,9.0,0.0,0.0,20,4.2,11.4,0.364,2.4,6.3,0.384,1.8,5.2,0.34,0.469,4.3,4.8,0.895,0.2,2.3,2.5,4.0,0.5,0.2,1.9,2.0,15.0,16.1,0.5539999999999999,0.5479999999999999,0.41700000000000004,0.8,9.1,4.9,0.8,0.4,12.3,23.4,1.5,0.2,1.7,0.135,2.9,-2.0,0.9,0.4
45,Bismack Biyombo,C,19,CHA,63,1455,0.0,0.0,0.0,34.0,66.0,41,2.0,4.4,0.46399999999999997,0.0,0.0,0.0,2.0,4.4,0.46399999999999997,0.46399999999999997,1.1,2.3,0.483,1.8,4.0,5.8,0.4,0.3,1.8,1.1,2.3,5.2,10.6,0.48,0.0,0.514,8.6,20.8,14.5,0.7,5.9,17.2,13.1,-0.5,1.1,0.6,0.019,-4.5,-0.2,-4.6,-1.0
46,DeJuan Blair,PF,22,SAS,64,1363,0.0,0.0,0.0,91.0,9.0,62,4.2,7.9,0.534,0.0,0.0,0.0,4.2,7.9,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5,17.6,0.5489999999999999,0.002,0.23600000000000002,13.2,16.3,14.8,2.2,0.6,14.2,21.7,2.2,1.8,4.0,0.142,-0.4,0.0,-0.3,0.6
47,Steve Blake,PG,31,LAL,53,1237,100.0,0.0,0.0,0.0,0.0,5,1.9,5.1,0.377,1.0,3.0,0.335,0.9,2.1,0.436,0.47600000000000003,0.4,0.5,0.778,0.2,1.4,1.6,3.3,0.7,0.0,1.4,1.4,5.2,8.5,0.493,0.59,0.10099999999999999,0.9,6.6,3.8,1.7,0.1,20.5,13.0,0.2,0.8,1.0,0.04,-2.5,0.0,-2.5,-0.2
48,Andray Blatche,PF,25,WAS,26,626,0.0,0.0,0.0,79.0,21.0,13,3.6,9.4,0.38,0.1,0.3,0.28600000000000003,3.5,9.2,0.382,0.384,1.3,1.9,0.6729999999999999,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,8.5,10.6,0.415,0.028999999999999998,0.2,7.5,19.6,13.5,1.7,2.1,12.2,21.7,-0.8,0.6,-0.1,-0.011000000000000001,-3.4,-1.4,-4.8,-0.4
49,Eric Bledsoe,PG,22,LAC,40,464,84.0,16.0,0.0,0.0,0.0,1,1.2,3.2,0.389,0.2,0.8,0.2,1.1,2.4,0.44799999999999995,0.413,0.7,1.1,0.636,0.6,1.1,1.6,1.7,0.8,0.4,1.2,1.5,3.3,11.2,0.45399999999999996,0.23800000000000002,0.349,5.6,11.1,8.3,3.6,2.5,24.4,19.1,-0.4,0.6,0.2,0.022000000000000002,-3.4,1.8,-1.6,0.0
50,Keith Bogans,SF,31,NJN,5,94,0.0,8.0,90.0,1.0,0.0,1,1.6,4.2,0.381,0.6,2.4,0.25,1.0,1.8,0.556,0.452,0.4,1.0,0.4,1.0,1.2,2.2,0.6,0.4,0.0,0.6,3.0,4.2,4.8,0.45299999999999996,0.5710000000000001,0.23800000000000002,6.0,7.6,6.8,1.1,0.0,11.5,12.8,0.0,0.0,0.0,-0.005,-5.2,-2.7,-7.9,-0.1
51,Andrew Bogut,C,27,MIL,12,364,0.0,0.0,0.0,0.0,100.0,12,5.1,11.3,0.449,0.0,0.1,0.0,5.1,11.3,0.452,0.449,1.2,1.9,0.609,1.8,6.5,8.3,2.6,1.0,2.0,2.0,3.0,11.3,14.9,0.465,0.006999999999999999,0.16899999999999998,6.5,24.3,15.1,1.7,5.0,14.1,20.6,-0.1,0.6,0.5,0.062,-1.9,2.3,0.5,0.2
52,Matt Bonner,PF,31,SAS,65,1326,0.0,0.0,0.0,83.0,17.0,2,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,6.6,13.2,0.597,0.7140000000000001,0.06,2.6,15.7,9.3,0.6,1.1,3.8,12.8,2.7,1.2,4.0,0.14300000000000002,2.4,0.3,2.6,1.5
53,Trevor Booker,PF,24,WAS,50,1261,0.0,0.0,0.0,94.0,6.0,32,3.6,6.8,0.531,0.0,0.0,0.5,3.6,6.8,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,2.8,8.4,15.4,0.5489999999999999,0.006,0.273,10.6,18.6,14.5,2.0,2.6,13.2,15.6,1.6,1.4,3.0,0.113,-0.8,0.0,-0.8,0.4
54,Carlos Boozer,PF,30,CHI,66,1948,0.0,0.0,0.0,90.0,10.0,66,6.8,12.8,0.532,0.0,0.0,0.0,6.8,12.7,0.5329999999999999,0.532,1.4,2.1,0.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,2.5,15.0,19.7,0.5489999999999999,0.001,0.163,6.7,25.3,16.1,1.7,0.9,11.3,23.8,3.3,4.3,7.6,0.187,1.1,1.6,2.7,2.3
55,Chris Bosh,PF,27,MIA,57,2007,0.0,0.0,0.0,49.0,51.0,57,6.9,14.2,0.48700000000000004,0.2,0.6,0.28600000000000003,6.7,13.5,0.496,0.493,4.0,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0,18.9,0.551,0.043,0.34600000000000003,5.8,20.5,13.5,1.3,1.8,11.2,24.2,3.6,3.3,6.9,0.165,1.0,-0.2,0.8,1.4
56,Earl Boykins,PG,35,HOU,8,111,100.0,0.0,0.0,0.0,0.0,0,1.5,4.5,0.33299999999999996,0.3,1.1,0.222,1.3,3.4,0.37,0.361,1.6,1.9,0.867,0.0,1.4,1.4,2.1,0.1,0.0,0.9,0.6,4.9,10.3,0.45799999999999996,0.25,0.41700000000000004,0.0,11.6,5.7,0.5,0.0,14.1,20.3,0.0,0.0,0.1,0.028999999999999998,-2.2,-1.9,-4.0,-0.1
57,Craig Brackins,PF,24,PHI,14,88,0.0,0.0,55.0,45.0,0.0,1,0.6,2.4,0.273,0.2,0.6,0.33299999999999996,0.4,1.7,0.25,0.318,0.1,0.1,0.5,0.4,0.7,1.1,0.6,0.0,0.1,0.3,0.4,1.6,4.3,0.325,0.273,0.061,6.3,12.7,9.5,0.0,0.9,10.6,20.2,-0.2,0.1,-0.1,-0.065,-6.3,-2.7,-9.0,-0.2
58,Avery Bradley,PG,21,BOS,64,1368,67.0,33.0,0.0,0.0,0.0,28,3.1,6.3,0.498,0.3,0.8,0.40700000000000003,2.8,5.4,0.511,0.525,1.0,1.2,0.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6,11.3,0.555,0.134,0.19399999999999998,3.1,6.7,5.0,1.7,0.7,14.7,17.9,0.6,1.9,2.4,0.085,-2.3,0.7,-1.7,0.1
59,Elton Brand,C,32,PHI,60,1732,0.0,0.0,0.0,47.0,53.0,60,4.8,9.7,0.494,0.0,0.0,0.0,4.8,9.7,0.495,0.494,1.4,1.9,0.733,2.4,4.7,7.2,1.6,1.0,1.6,1.1,2.9,11.0,18.0,0.521,0.002,0.2,9.2,18.3,13.7,1.8,4.2,9.3,18.9,2.5,3.6,6.1,0.168,-0.2,1.8,1.6,1.6
