,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10,Tony Allen,SG,33,MEM,63,1648,7.0,92.0,1.0,0.0,0.0,41,3.6,7.2,0.495,0.2,0.5,0.345,3.4,6.8,0.505,0.505,1.3,2.0,0.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6,14.6,0.528,0.064,0.27699999999999997,7.2,12.2,9.7,4.1,1.5,14.4,16.6,0.9,3.2,4.1,0.11900000000000001,-1.5,3.1,1.6,1.5
11,Al-Farouq Aminu,SF,24,DAL,74,1366,0.0,1.0,79.0,20.0,0.0,3,2.0,4.8,0.41200000000000003,0.5,1.7,0.27399999999999997,1.5,3.1,0.485,0.45899999999999996,1.1,1.6,0.7120000000000001,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,14.4,0.504,0.34700000000000003,0.331,9.1,18.4,13.7,2.6,3.7,11.9,15.2,1.2,2.0,3.3,0.115,-0.7,1.5,0.7,1.0
12,Lou Amundson,PF,32,TOT,53,937,0.0,0.0,0.0,85.0,15.0,35,2.1,4.8,0.42700000000000005,0.0,0.0,0.0,2.1,4.8,0.429,0.42700000000000005,0.8,1.6,0.47100000000000003,1.8,3.3,5.1,1.3,0.4,1.0,1.2,2.4,4.9,11.8,0.442,0.004,0.341,11.3,22.0,16.5,1.2,4.6,17.5,17.4,-0.6,0.9,0.3,0.017,-4.1,-0.2,-4.3,-0.5
13,Chris Andersen,C,36,MIA,60,1132,0.0,0.0,0.0,35.0,65.0,20,2.0,3.5,0.58,0.1,0.2,0.308,1.9,3.2,0.598,0.589,1.3,1.9,0.667,1.3,3.7,5.0,0.7,0.4,1.0,0.7,1.5,5.3,16.1,0.622,0.063,0.551,8.2,23.2,15.9,1.2,4.6,13.5,12.3,2.1,1.5,3.6,0.151,0.0,1.0,1.1,0.9
14,Alan Anderson,SG,32,BRK,74,1744,0.0,75.0,25.0,0.0,0.0,19,2.6,5.9,0.44299999999999995,1.0,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,10.6,0.563,0.47700000000000004,0.23,2.0,11.1,6.6,1.7,0.2,11.0,14.2,1.7,1.1,2.7,0.075,-1.7,0.2,-1.5,0.2
15,Kyle Anderson,SF,21,SAS,33,358,3.0,17.0,69.0,12.0,0.0,8,0.9,2.7,0.348,0.1,0.3,0.273,0.8,2.4,0.359,0.365,0.3,0.4,0.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2,8.2,0.389,0.124,0.157,1.6,20.8,11.4,2.1,1.5,9.5,13.4,-0.3,0.6,0.3,0.044000000000000004,-3.8,2.3,-1.4,0.1
16,Ryan Anderson,PF,26,NOP,61,1675,0.0,0.0,4.0,95.0,2.0,5,4.8,12.0,0.39899999999999997,2.0,5.9,0.34,2.8,6.1,0.457,0.483,2.1,2.5,0.8540000000000001,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,15.6,0.524,0.49200000000000005,0.207,7.3,12.7,10.0,1.0,0.9,7.2,23.4,2.6,0.9,3.5,0.1,1.8,-2.1,-0.3,0.7
17,Giannis Antetokounmpo,SG,20,MIL,81,2541,0.0,32.0,47.0,21.0,0.0,71,4.7,9.6,0.491,0.1,0.5,0.159,4.6,9.1,0.511,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7,14.8,0.552,0.055999999999999994,0.445,4.5,19.7,12.2,1.5,2.8,15.6,19.6,2.2,4.0,6.2,0.11699999999999999,-1.2,1.2,0.0,1.2
18,Carmelo Anthony,SF,30,NYK,40,1428,0.0,0.0,79.0,21.0,0.0,40,9.0,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,0.48200000000000004,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,21.5,0.531,0.222,0.294,5.7,16.0,10.7,1.5,1.0,8.9,32.2,2.2,0.6,2.9,0.09699999999999999,4.9,-1.9,3.0,1.8
19,Joel Anthony,C,32,DET,49,406,0.0,0.0,0.0,2.0,98.0,0,0.7,1.3,0.581,0.0,0.0,0.0,0.7,1.3,0.581,0.581,0.3,0.4,0.682,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8,14.7,0.607,0.0,0.355,8.2,17.0,12.4,1.5,9.5,14.3,9.1,0.5,0.7,1.2,0.142,-2.9,3.1,0.2,0.2
20,Pero Antic,C,32,ATL,63,1037,0.0,0.0,0.0,17.0,83.0,3,1.7,4.7,0.365,0.8,2.7,0.301,0.9,2.0,0.455,0.45299999999999996,1.4,2.0,0.715,0.9,2.1,3.0,0.8,0.3,0.2,0.8,2.1,5.7,9.5,0.508,0.584,0.41600000000000004,6.6,14.0,10.4,0.9,1.1,12.3,17.6,0.5,1.0,1.5,0.07,-3.0,-1.2,-4.1,-0.6
21,Trevor Ariza,SF,29,HOU,82,2930,0.0,1.0,85.0,14.0,0.0,82,4.5,11.1,0.402,2.4,6.8,0.35,2.1,4.3,0.485,0.509,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,12.8,12.7,0.539,0.61,0.157,2.9,14.4,8.6,2.6,0.5,12.7,16.5,2.7,3.9,6.6,0.10800000000000001,-0.1,1.1,1.0,2.2
22,Darrell Arthur,PF,26,DEN,58,988,0.0,0.0,4.0,78.0,18.0,4,2.7,6.6,0.40399999999999997,0.4,1.9,0.23600000000000002,2.2,4.7,0.47100000000000003,0.43799999999999994,0.8,1.0,0.78,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6,11.5,0.466,0.28600000000000003,0.154,5.6,13.4,9.3,2.4,2.1,10.3,20.0,-0.1,0.9,0.9,0.042,-2.4,0.7,-1.7,0.1
23,Omer Ask,C,28,NOP,76,1982,0.0,0.0,0.0,4.0,96.0,76,2.8,5.4,0.517,0.0,0.0,0.0,2.8,5.4,0.517,0.517,1.7,3.0,0.5820000000000001,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,15.5,0.545,0.0,0.546,14.0,28.8,21.4,0.8,2.1,15.7,14.0,2.8,2.2,5.0,0.12,-0.4,-0.9,-1.2,0.4
24,DJ Augustin,PG,27,TOT,82,1964,98.0,2.0,0.0,0.0,0.0,14,3.1,7.9,0.39899999999999997,1.0,3.0,0.337,2.1,4.9,0.436,0.46299999999999997,2.2,2.5,0.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5,13.9,0.527,0.38,0.317,1.1,7.9,4.4,1.3,0.1,16.4,19.8,2.5,0.9,3.4,0.083,0.4,-1.6,-1.2,0.4
25,Jeff Ayres,PF,27,SAS,51,383,0.0,0.0,5.0,45.0,51.0,0,1.1,1.9,0.579,0.0,0.0,0.0,1.1,1.9,0.579,0.579,0.5,0.7,0.75,0.7,1.6,2.3,0.3,0.2,0.2,0.5,1.2,2.7,14.4,0.618,0.0,0.379,11.2,23.3,17.3,1.1,1.6,19.0,16.3,0.6,0.6,1.2,0.147,-2.4,0.3,-2.2,0.0
26,Luke Babbitt,SF,25,NOP,63,830,0.0,1.0,83.0,16.0,0.0,19,1.5,3.0,0.479,0.9,1.8,0.513,0.5,1.2,0.429,0.633,0.2,0.3,0.684,0.2,1.6,1.8,0.4,0.3,0.2,0.4,1.0,4.1,11.1,0.639,0.599,0.099,1.6,13.5,7.6,1.1,1.0,11.5,12.4,1.1,0.5,1.6,0.092,0.0,-0.3,-0.4,0.3
27,Cameron Bairstow,PF,24,CHI,18,64,0.0,0.0,0.0,76.0,25.0,1,0.2,0.8,0.214,0.0,0.0,0.0,0.2,0.8,0.214,0.214,0.2,0.3,0.8,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6,2.1,0.309,0.0,0.35700000000000004,10.5,3.3,6.8,1.6,1.1,15.6,13.5,-0.1,0.0,-0.1,-0.048,-7.0,-2.0,-9.0,-0.1
28,Leandro Barbosa,SG,32,GSW,66,982,15.0,83.0,2.0,0.0,0.0,1,2.8,5.8,0.474,0.7,1.7,0.384,2.1,4.2,0.511,0.53,0.9,1.1,0.784,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,7.1,15.3,0.5579999999999999,0.29,0.192,2.6,7.2,5.0,2.0,0.6,9.5,20.5,1.6,1.2,2.8,0.13699999999999998,0.0,0.4,0.3,0.6
29,JJ Barea,PG,30,DAL,77,1362,100.0,0.0,0.0,0.0,0.0,10,2.9,7.0,0.42,0.7,2.2,0.32299999999999995,2.2,4.8,0.46299999999999997,0.47,1.0,1.2,0.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5,15.1,0.502,0.312,0.175,1.8,9.0,5.4,1.2,0.1,10.8,21.2,2.1,0.6,2.7,0.096,0.8,-1.1,-0.3,0.6
30,Andrea Bargnani,C,29,NYK,29,785,0.0,0.0,0.0,22.0,78.0,22,5.7,12.4,0.45399999999999996,0.5,1.4,0.366,5.1,11.0,0.466,0.475,3.0,3.7,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,14.8,16.6,0.527,0.114,0.29600000000000004,4.6,14.4,9.3,0.1,2.9,9.3,26.4,0.8,0.2,0.9,0.057999999999999996,1.1,-2.2,-1.1,0.2
31,Harrison Barnes,SF,22,GSW,82,2318,0.0,0.0,61.0,39.0,0.0,82,3.9,8.0,0.48200000000000004,1.1,2.6,0.405,2.8,5.4,0.519,0.5479999999999999,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1,13.4,0.573,0.32799999999999996,0.22899999999999998,5.6,15.1,10.5,1.3,0.6,9.0,14.9,3.7,3.0,6.7,0.139,0.2,-0.1,0.1,1.2
32,Matt Barnes,SF,34,LAC,76,2271,0.0,0.0,94.0,6.0,0.0,74,3.6,8.2,0.444,1.8,4.9,0.36200000000000004,1.9,3.3,0.569,0.5529999999999999,1.0,1.3,0.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,10.1,11.3,0.574,0.603,0.152,2.6,12.2,7.5,1.5,1.8,11.6,14.9,2.2,2.1,4.3,0.091,-0.5,0.2,-0.3,1.0
33,Earl Barron,C,33,PHO,16,143,0.0,0.0,0.0,0.0,100.0,1,0.8,2.4,0.308,0.1,0.3,0.5,0.6,2.2,0.28600000000000003,0.33299999999999996,0.4,0.8,0.5,0.9,0.9,1.8,0.3,0.3,0.1,0.3,1.6,2.0,5.0,0.361,0.10300000000000001,0.308,10.6,10.8,10.7,1.4,1.1,10.1,15.1,-0.1,0.1,0.0,-0.011000000000000001,-6.6,-0.8,-7.4,-0.2
34,Will Barton,SG,24,TOT,58,983,4.0,74.0,22.0,0.0,0.0,0,2.6,6.1,0.425,0.4,1.5,0.271,2.2,4.6,0.474,0.45799999999999996,1.3,1.6,0.787,0.4,2.3,2.8,1.4,0.8,0.3,1.1,1.2,6.8,13.6,0.503,0.24100000000000002,0.266,2.8,15.3,8.9,2.5,1.5,13.4,20.2,0.2,1.1,1.3,0.063,-1.2,1.1,-0.2,0.4
35,Brandon Bass,PF,29,BOS,82,1929,0.0,0.0,0.0,92.0,8.0,43,4.2,8.3,0.504,0.1,0.4,0.281,4.1,7.9,0.515,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6,16.3,0.557,0.047,0.313,7.8,14.9,11.3,1.1,1.3,9.6,19.5,3.4,1.9,5.3,0.132,0.5,-0.5,0.0,1.0
36,Nicolas Batum,SF,26,POR,71,2380,0.0,0.0,95.0,5.0,0.0,71,3.4,8.5,0.4,1.4,4.4,0.324,2.0,4.1,0.48100000000000004,0.483,1.2,1.4,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4,13.1,0.516,0.515,0.163,2.8,15.6,9.4,1.7,1.2,17.0,14.6,2.0,3.2,5.2,0.105,0.3,1.8,2.1,2.4
37,Jerryd Bayless,PG,26,MIL,77,1717,69.0,31.0,0.0,0.0,0.0,4,2.9,6.7,0.426,0.5,1.6,0.308,2.4,5.1,0.462,0.462,1.6,1.8,0.883,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8,11.1,0.519,0.233,0.266,1.5,12.5,7.0,1.8,0.6,18.8,18.6,0.3,2.0,2.4,0.066,-2.5,0.4,-2.1,0.0
38,Aron Baynes,C,28,SAS,70,1122,0.0,0.0,0.0,21.0,79.0,17,2.6,4.7,0.5660000000000001,0.0,0.1,0.25,2.6,4.6,0.57,0.5670000000000001,1.3,1.5,0.865,1.6,3.0,4.5,0.5,0.2,0.3,0.9,2.3,6.6,15.9,0.618,0.012,0.318,11.2,20.7,16.1,0.7,1.5,14.8,17.8,2.3,1.6,3.9,0.166,-1.4,-0.4,-1.8,0.1
39,Kent Bazemore,SG,25,ATL,75,1324,1.0,74.0,25.0,0.0,0.0,10,1.9,4.4,0.426,0.6,1.8,0.364,1.2,2.7,0.467,0.498,0.8,1.3,0.6,0.3,2.7,3.0,1.0,0.7,0.4,1.0,1.7,5.2,9.7,0.52,0.39899999999999997,0.302,1.9,16.8,9.6,2.0,2.1,16.3,15.5,-0.4,1.9,1.6,0.057,-3.2,1.1,-2.1,0.0
40,Bradley Beal,SG,21,WAS,63,2107,2.0,98.0,1.0,0.0,0.0,59,5.8,13.5,0.42700000000000005,1.7,4.1,0.409,4.1,9.4,0.434,0.489,2.1,2.6,0.7829999999999999,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2,15.3,14.0,0.521,0.304,0.195,3.1,9.6,6.4,1.8,0.7,11.7,22.5,1.3,2.4,3.7,0.085,-0.1,0.2,0.1,1.1
41,Michael Beasley,PF,26,MIA,24,505,0.0,0.0,0.0,72.0,28.0,1,3.8,8.8,0.434,0.3,1.4,0.235,3.5,7.4,0.47200000000000003,0.45299999999999996,0.8,1.1,0.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8,10.6,0.474,0.16,0.12300000000000001,2.9,17.9,10.6,1.6,2.2,14.2,24.2,-0.6,0.5,-0.1,-0.006999999999999999,-4.2,-0.3,-4.5,-0.3
42,Marco Belinelli,SG,28,SAS,62,1388,11.0,84.0,5.0,0.0,0.0,9,3.2,7.6,0.423,1.4,3.7,0.374,1.8,3.9,0.47100000000000003,0.515,1.4,1.6,0.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2,12.4,0.5529999999999999,0.489,0.21100000000000002,2.2,10.5,6.4,1.1,0.2,10.6,18.8,1.5,1.4,2.9,0.1,-0.3,-0.7,-1.0,0.4
43,Jerrelle Benimon,PF,23,UTA,2,3,0.0,0.0,0.0,59.0,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,4.7,0.0,0.0,0.0,38.7,76.6,57.8,0.0,0.0,100.0,15.3,0.0,0.0,0.0,-0.215,-9.4,-3.7,-13.0,0.0
44,Anthony Bennett,PF,21,MIN,57,894,0.0,0.0,0.0,63.0,37.0,3,2.2,5.2,0.42100000000000004,0.1,0.4,0.304,2.1,4.8,0.431,0.433,0.7,1.1,0.6409999999999999,0.9,2.9,3.8,0.8,0.5,0.3,0.6,1.5,5.2,11.4,0.45799999999999996,0.077,0.215,6.5,21.6,13.8,1.5,1.4,10.0,17.8,-0.1,0.4,0.3,0.017,-2.5,-1.4,-3.9,-0.4
45,Patrick Beverley,PG,26,HOU,56,1727,100.0,0.0,0.0,0.0,0.0,55,3.6,9.5,0.38299999999999995,2.1,5.8,0.35600000000000004,1.6,3.7,0.426,0.49200000000000005,0.8,1.1,0.75,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,10.1,11.3,0.509,0.607,0.113,4.3,10.8,7.6,1.7,1.0,12.9,16.1,1.7,1.8,3.5,0.096,-0.4,0.5,0.1,0.9
46,Sim Bhullar,C,22,SAC,3,3,0.0,0.0,0.0,0.0,100.0,0,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.7,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.7,44.3,0.5,0.0,0.0,0.0,36.5,18.9,0.0,26.3,0.0,29.4,0.0,0.0,0.0,0.389,14.9,17.5,32.5,0.0
47,Bismack Biyombo,C,22,CHO,64,1243,0.0,0.0,0.0,29.0,72.0,21,1.6,2.9,0.5429999999999999,0.0,0.0,0.0,1.6,2.9,0.5429999999999999,0.5429999999999999,1.6,2.7,0.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8,15.2,0.578,0.0,0.941,13.7,22.6,18.0,0.7,6.3,16.5,11.6,1.8,2.2,4.0,0.156,-2.4,1.3,-1.1,0.3
48,Tarik Black,C,23,TOT,63,1196,0.0,0.0,0.0,31.0,69.0,39,2.5,4.3,0.575,0.0,0.0,0.0,2.5,4.3,0.5770000000000001,0.575,1.0,1.9,0.551,2.3,3.6,5.8,0.7,0.3,0.4,0.8,2.5,6.0,14.7,0.583,0.004,0.43200000000000005,12.8,21.4,17.0,0.8,1.6,12.9,13.8,2.2,0.9,3.1,0.124,-1.0,-1.1,-2.1,0.0
49,DeJuan Blair,PF,25,WAS,29,180,0.0,0.0,0.0,97.0,3.0,0,0.9,2.0,0.456,0.0,0.0,0.0,0.9,2.0,0.456,0.456,0.1,0.2,0.667,0.6,1.4,1.9,0.1,0.2,0.0,0.4,1.4,1.9,7.7,0.469,0.0,0.105,10.3,24.5,17.5,2.0,0.4,17.9,18.3,-0.2,0.3,0.1,0.033,-7.5,-0.9,-8.4,-0.3
50,Steve Blake,PG,34,POR,81,1529,99.0,1.0,0.0,0.0,0.0,0,1.5,4.0,0.373,1.0,2.7,0.35200000000000004,0.6,1.3,0.41700000000000004,0.491,0.4,0.5,0.7070000000000001,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3,9.5,0.507,0.67,0.125,1.1,8.3,4.8,1.4,0.2,23.2,13.2,0.7,1.4,2.1,0.066,-1.8,0.0,-1.8,0.1
51,Eric Bledsoe,PG,25,PHO,81,2800,81.0,19.0,0.0,0.0,0.0,81,5.8,12.9,0.447,1.1,3.4,0.324,4.7,9.6,0.491,0.489,4.4,5.4,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,2.3,17.0,18.4,0.555,0.26,0.42200000000000004,2.8,13.9,8.3,2.3,1.2,18.1,23.7,4.1,2.9,7.0,0.11900000000000001,1.6,0.5,2.1,2.9
52,Vander Blue,SG,22,LAL,2,74,66.0,34.0,0.0,0.0,0.0,1,4.5,15.0,0.3,1.0,5.0,0.2,3.5,10.0,0.35,0.33299999999999996,1.0,2.5,0.4,1.0,3.5,4.5,4.0,1.5,0.0,3.0,2.0,11.0,4.0,0.342,0.33299999999999996,0.16699999999999998,2.9,10.9,6.7,2.1,0.0,15.7,23.0,-0.3,0.0,-0.2,-0.156,-6.5,-3.3,-9.8,-0.1
53,Bojan Bogdanovic,SF,25,BRK,78,1854,0.0,1.0,86.0,14.0,0.0,28,3.3,7.4,0.45299999999999996,1.2,3.3,0.355,2.2,4.1,0.531,0.532,1.1,1.4,0.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0,11.6,0.562,0.444,0.184,3.0,9.8,6.4,0.9,0.4,11.1,17.2,1.7,0.7,2.4,0.062,-0.3,-1.4,-1.7,0.1
54,Andrew Bogut,C,30,GSW,67,1583,0.0,0.0,0.0,0.0,100.0,65,3.0,5.3,0.563,0.0,0.0,0.0,3.0,5.3,0.563,0.563,0.3,0.6,0.524,2.1,6.0,8.1,2.7,0.6,1.7,1.6,2.8,6.3,15.8,0.565,0.0,0.11800000000000001,9.9,26.5,18.5,1.2,5.3,22.1,13.2,1.9,3.4,5.2,0.159,-0.9,3.3,2.4,1.8
55,Matt Bonner,PF,34,SAS,72,935,0.0,0.0,0.0,81.0,19.0,19,1.3,3.2,0.409,0.6,1.8,0.365,0.7,1.4,0.462,0.509,0.4,0.5,0.8109999999999999,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7,10.1,0.536,0.5479999999999999,0.161,3.6,10.2,7.0,0.5,1.0,4.3,12.5,1.3,0.9,2.1,0.11,-0.5,-0.2,-0.7,0.3
56,Trevor Booker,PF,27,UTA,79,1564,0.0,0.0,0.0,95.0,5.0,5,2.9,5.9,0.48700000000000004,0.4,1.1,0.345,2.5,4.8,0.518,0.518,1.1,1.9,0.581,1.8,3.3,5.0,1.1,0.5,0.5,1.1,1.8,7.2,15.3,0.536,0.18100000000000002,0.319,10.3,19.0,14.7,1.5,2.1,14.3,18.1,1.7,1.9,3.6,0.11,-0.3,0.1,-0.2,0.7
57,Carlos Boozer,PF,33,LAL,71,1692,0.0,0.0,23.0,76.0,1.0,26,5.2,10.5,0.499,0.0,0.0,0.0,5.2,10.5,0.499,0.499,1.3,2.1,0.627,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6,11.8,16.4,0.517,0.0,0.20199999999999999,7.0,25.2,15.7,1.2,0.6,10.2,23.7,1.2,1.0,2.2,0.062,-0.5,-1.2,-1.7,0.1
58,Chris Bosh,C,30,MIA,44,1556,0.0,0.0,0.0,27.0,73.0,44,7.8,16.9,0.46,1.4,3.8,0.375,6.4,13.1,0.485,0.503,4.1,5.3,0.772,1.0,6.0,7.0,2.2,0.9,0.6,2.2,1.6,21.1,19.8,0.5479999999999999,0.226,0.311,3.6,20.0,12.0,1.4,1.4,10.1,28.4,2.1,1.5,3.6,0.111,2.5,-1.3,1.3,1.3
59,Avery Bradley,SG,24,BOS,77,2428,25.0,72.0,3.0,0.0,0.0,77,5.6,13.1,0.429,1.6,4.6,0.35200000000000004,4.0,8.6,0.47,0.49,1.0,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9,11.5,0.507,0.348,0.099,2.0,8.9,5.4,1.7,0.5,9.4,21.0,0.4,2.1,2.5,0.049,-1.5,-0.6,-2.2,-0.1
60,Elton Brand,C,35,ATL,36,486,0.0,0.0,0.0,11.0,90.0,4,1.2,2.6,0.442,0.0,0.0,0.0,1.2,2.6,0.447,0.442,0.3,0.6,0.522,0.8,2.0,2.8,0.6,0.5,0.7,0.5,1.5,2.7,9.4,0.457,0.011000000000000001,0.242,6.8,16.4,11.8,1.8,4.3,14.6,11.6,-0.1,0.8,0.7,0.07,-4.3,1.4,-3.0,-0.1
