,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
21,Dwayne Bacon,SG,24,CHO,39,687,3.0,43.0,55.0,0.0,0.0,11,2.2,6.3,0.348,0.5,1.7,0.284,1.7,4.5,0.373,0.387,0.9,1.4,0.66,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7,6.1,0.419,0.275,0.217,2.3,14.0,7.9,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8
22,Marvin Bagley III,PF,20,SAC,13,334,0.0,0.0,0.0,13.0,87.0,6,6.0,12.8,0.467,0.3,1.7,0.182,5.7,11.2,0.51,0.479,1.9,2.4,0.8059999999999999,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2,15.6,0.512,0.132,0.18600000000000003,9.5,23.5,16.3,0.9,3.4,9.1,25.8,0.0,0.3,0.4,0.051,-2.2,-1.3,-3.5,-0.1
23,Lonzo Ball,PG,22,NOP,63,2025,86.0,15.0,0.0,0.0,0.0,54,4.4,10.9,0.40299999999999997,2.3,6.3,0.375,2.0,4.6,0.442,0.511,0.7,1.2,0.5660000000000001,1.1,5.0,6.1,7.0,1.4,0.6,3.1,2.0,11.8,13.1,0.517,0.575,0.111,3.7,16.4,10.0,2.0,1.6,21.1,18.5,0.4,2.0,2.4,0.057999999999999996,0.1,0.6,0.6,1.3
24,Mo Bamba,C,21,ORL,62,878,0.0,0.0,0.0,0.0,100.0,0,2.1,4.6,0.462,0.6,1.7,0.34600000000000003,1.5,2.9,0.531,0.526,0.5,0.7,0.674,1.6,3.3,4.9,0.7,0.4,1.4,0.7,1.9,5.4,17.5,0.542,0.374,0.161,11.9,25.6,18.5,1.3,8.8,12.1,17.1,0.8,1.7,2.5,0.135,-1.2,1.6,0.4,0.5
25,JJ Barea,PG,35,DAL,29,450,100.0,0.0,0.0,0.0,0.0,6,2.9,7.1,0.41100000000000003,1.1,2.9,0.376,1.8,4.2,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7,14.6,0.512,0.41100000000000003,0.106,2.4,9.9,6.2,0.5,0.4,14.9,24.2,0.5,0.2,0.7,0.07200000000000001,1.6,-3.0,-1.4,0.1
26,Harrison Barnes,PF,27,SAC,72,2482,0.0,0.0,43.0,54.0,3.0,72,5.1,11.0,0.46,1.4,3.7,0.381,3.7,7.3,0.501,0.525,3.0,3.7,0.8009999999999999,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3,14.5,13.3,0.574,0.33799999999999997,0.337,3.4,12.9,8.1,0.8,0.5,8.8,17.4,3.4,1.1,4.6,0.08800000000000001,0.0,-1.3,-1.3,0.5
27,RJ Barrett,SG,19,NYK,56,1704,0.0,72.0,27.0,1.0,0.0,55,5.2,13.0,0.402,1.1,3.5,0.32,4.1,9.5,0.43200000000000005,0.445,2.8,4.5,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3,10.7,0.479,0.271,0.349,3.0,14.8,8.7,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.9,-1.5,-4.3,-1.0
28,Will Barton,SF,29,DEN,58,1916,0.0,28.0,71.0,1.0,0.0,58,5.7,12.7,0.45,1.9,5.0,0.375,3.9,7.8,0.498,0.523,1.8,2.3,0.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,15.1,15.6,0.5489999999999999,0.39,0.18,4.5,16.9,10.7,1.6,1.4,9.9,20.1,2.4,1.8,4.2,0.106,1.2,-0.2,1.1,1.5
29,Keita Bates-Diop,SF,24,TOT,44,744,0.0,4.0,28.0,66.0,2.0,0,2.3,5.3,0.42700000000000005,0.8,2.3,0.33,1.5,3.0,0.504,0.5,1.2,1.7,0.72,0.6,2.3,2.9,0.7,0.4,0.5,0.4,1.0,6.5,12.4,0.539,0.44,0.321,3.5,15.1,9.1,1.2,2.7,6.0,15.8,0.6,0.6,1.2,0.078,-1.0,-0.4,-1.4,0.1
30,Nicolas Batum,SF,31,CHO,22,505,0.0,0.0,67.0,32.0,0.0,3,1.3,3.7,0.34600000000000003,0.6,2.2,0.28600000000000003,0.6,1.5,0.43799999999999994,0.43200000000000005,0.4,0.5,0.9,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6,9.2,0.46299999999999997,0.605,0.12300000000000001,5.2,16.8,10.8,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.8,0.9,-1.9,0.0
31,Aron Baynes,C,33,PHO,42,934,0.0,0.0,0.0,12.0,88.0,28,4.4,9.1,0.48,1.4,4.0,0.35100000000000003,3.0,5.1,0.5820000000000001,0.5579999999999999,1.3,1.8,0.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5,15.2,0.581,0.441,0.19699999999999998,8.3,20.0,14.1,0.5,2.1,10.8,21.1,1.3,0.8,2.1,0.107,-0.2,-0.8,-1.0,0.2
32,Kent Bazemore,SF-SG,30,TOT,68,1688,0.0,37.0,61.0,1.0,0.0,21,2.9,7.9,0.375,1.2,3.6,0.344,1.7,4.3,0.4,0.45299999999999996,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,9.3,0.499,0.457,0.275,1.7,17.1,9.4,2.1,2.1,13.2,17.5,-0.9,1.5,0.6,0.017,-3.4,0.3,-3.1,-0.5
33,Darius Bazley,PF,19,OKC,61,1130,0.0,0.0,2.0,93.0,5.0,9,2.0,5.2,0.39399999999999996,0.8,2.3,0.348,1.2,2.9,0.43200000000000005,0.47200000000000003,0.7,1.0,0.6940000000000001,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6,9.6,0.49700000000000005,0.445,0.196,3.0,20.5,12.0,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,0.040999999999999995,-2.1,0.5,-1.6,0.1
34,Bradley Beal,SG,26,WAS,57,2053,2.0,82.0,16.0,0.0,0.0,57,10.4,22.9,0.455,3.0,8.4,0.353,7.4,14.4,0.515,0.52,6.8,8.0,0.8420000000000001,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5,23.2,0.579,0.369,0.35100000000000003,2.7,10.5,6.4,1.6,1.0,11.4,34.4,4.5,0.6,5.1,0.11800000000000001,5.3,-2.4,2.9,2.5
35,Malik Beasley,SG,23,TOT,55,1209,4.0,92.0,4.0,0.0,0.0,14,4.1,9.7,0.425,1.9,5.0,0.38799999999999996,2.2,4.7,0.465,0.525,1.0,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,12.7,0.546,0.517,0.124,1.6,11.9,6.7,1.6,0.6,9.2,21.8,0.4,0.8,1.2,0.049,-0.7,-1.4,-2.1,0.0
36,Marco Belinelli,SG,33,SAS,57,883,1.0,24.0,67.0,9.0,0.0,0,2.2,5.5,0.392,1.2,3.1,0.376,1.0,2.4,0.41200000000000003,0.498,0.8,1.0,0.828,0.1,1.6,1.7,1.2,0.2,0.0,0.3,0.8,6.3,10.8,0.532,0.5670000000000001,0.185,0.9,11.2,6.0,0.6,0.1,5.3,17.5,0.7,0.2,0.8,0.046,-0.7,-2.0,-2.7,-0.2
37,Jordan Bell,C-PF,25,TOT,29,256,0.0,0.0,0.0,70.0,30.0,0,1.2,2.3,0.522,0.1,0.4,0.33299999999999996,1.1,1.9,0.564,0.552,0.7,1.1,0.613,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2,13.9,0.5770000000000001,0.179,0.46299999999999997,12.0,21.8,16.7,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0
38,DeAndre Bembry,SG,25,ATL,43,915,12.0,80.0,8.0,0.0,0.0,4,2.4,5.3,0.456,0.3,1.5,0.231,2.1,3.8,0.546,0.489,0.6,1.1,0.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8,9.6,0.5,0.285,0.21100000000000002,4.0,14.1,8.9,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,0.012,-3.5,1.1,-2.5,-0.1
39,Dragan Bender,SF,22,TOT,16,286,0.0,0.0,8.0,78.0,14.0,3,2.6,5.8,0.446,0.9,2.7,0.349,1.6,3.1,0.531,0.527,0.6,0.9,0.7140000000000001,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,10.9,0.545,0.467,0.152,5.9,21.1,13.5,0.7,2.8,17.6,17.7,0.0,0.3,0.3,0.052000000000000005,-3.0,0.1,-3.0,-0.1
40,Davis Bertans,PF,27,WAS,54,1583,0.0,0.0,0.0,84.0,16.0,4,4.9,11.3,0.434,3.7,8.7,0.424,1.2,2.6,0.47100000000000003,0.598,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4,15.5,0.628,0.774,0.2,2.3,15.1,8.5,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.107,2.7,-1.8,0.9,1.1
41,Patrick Beverley,PG,31,LAC,51,1342,99.0,1.0,0.0,0.0,0.0,50,2.9,6.7,0.431,1.6,4.0,0.38799999999999996,1.3,2.6,0.496,0.5479999999999999,0.6,0.9,0.66,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,12.5,0.56,0.604,0.138,4.5,15.8,10.3,1.9,1.6,15.4,13.3,1.6,2.0,3.6,0.128,-0.3,2.5,2.2,1.4
42,Khem Birch,C,27,ORL,48,922,0.0,0.0,0.0,37.0,64.0,24,1.5,3.0,0.51,0.0,0.0,0.0,1.5,3.0,0.514,0.51,1.4,2.1,0.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4,11.7,0.5660000000000001,0.006999999999999999,0.706,10.3,15.6,12.9,1.1,2.3,14.2,10.2,1.2,0.9,2.2,0.11199999999999999,-2.5,0.2,-2.4,-0.1
43,Goga Bitadze,C,20,IND,54,471,0.0,0.0,0.0,2.0,98.0,2,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2.0,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2,12.1,0.523,0.28,0.22,5.9,18.7,12.3,1.0,6.9,14.5,17.9,-0.1,0.8,0.7,0.067,-4.1,1.8,-2.3,0.0
44,Bismack Biyombo,C,27,CHO,53,1029,0.0,0.0,0.0,3.0,97.0,29,2.8,5.2,0.5429999999999999,0.0,0.0,0.0,2.8,5.2,0.5429999999999999,0.5429999999999999,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,16.1,0.57,0.0,0.5429999999999999,12.3,20.7,16.3,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1
45,Nemanja Bjelica,PF,31,SAC,72,2011,0.0,0.0,0.0,81.0,19.0,67,4.4,9.1,0.48100000000000004,1.9,4.4,0.419,2.5,4.6,0.541,0.583,1.0,1.2,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5,15.7,0.602,0.49,0.129,6.1,19.9,12.8,1.5,1.9,12.5,17.0,3.4,1.9,5.3,0.127,1.2,0.5,1.7,1.9
46,Eric Bledsoe,PG,30,MIL,61,1646,90.0,10.0,0.0,0.0,0.0,61,5.5,11.5,0.475,1.2,3.5,0.344,4.3,8.0,0.5329999999999999,0.528,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9,17.6,0.5710000000000001,0.306,0.304,2.8,13.5,8.5,1.6,1.4,15.7,23.7,2.4,3.0,5.4,0.157,0.8,1.1,1.8,1.6
47,Bogdan Bogdanovic,SG,27,SAC,61,1766,0.0,40.0,53.0,7.0,0.0,28,5.5,12.6,0.44,2.7,7.2,0.37200000000000005,2.8,5.3,0.532,0.547,1.4,1.9,0.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1,15.1,0.565,0.5760000000000001,0.151,1.6,11.8,6.6,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2
48,Bojan Bogdanovic,SF,30,UTA,63,2083,0.0,5.0,78.0,16.0,0.0,63,6.6,14.8,0.447,3.0,7.3,0.414,3.6,7.6,0.479,0.5479999999999999,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,15.6,0.603,0.489,0.29600000000000004,2.1,11.2,6.8,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1
49,Bol Bol,SF,20,DEN,7,87,0.0,4.0,58.0,38.0,0.0,0,2.0,4.0,0.5,0.6,1.3,0.444,1.4,2.7,0.526,0.5710000000000001,1.1,1.4,0.8,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7,14.4,0.617,0.321,0.35700000000000004,6.4,18.0,12.2,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.1,-0.7,-2.9,0.0
50,Jonah Bolden,PF,24,TOT,7,47,0.0,0.0,0.0,34.0,66.0,0,0.6,1.6,0.364,0.0,0.6,0.0,0.6,1.0,0.5710000000000001,0.364,0.3,0.6,0.5,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4,4.9,0.392,0.364,0.364,7.0,14.3,10.6,3.0,3.7,13.6,13.4,-0.1,0.1,0.0,-0.006,-8.7,-0.1,-8.8,-0.1
51,Marques Bolden,C,21,CLE,1,3,0.0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,19.8,0.0,0.0,0.0,0.0,74.7,37.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.282,-5.9,11.3,5.4,0.0
52,Jordan Bone,PG,22,DET,10,53,97.0,3.0,0.0,0.0,0.0,0,0.5,2.0,0.25,0.2,1.0,0.2,0.3,1.0,0.3,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2,0.8,0.3,0.5,0.0,0.0,8.7,4.3,0.9,0.0,9.1,18.1,-0.1,0.0,-0.1,-0.11699999999999999,-9.1,-2.8,-11.9,-0.1
53,Isaac Bonga,SF,20,WAS,66,1250,0.0,2.0,72.0,25.0,1.0,49,1.8,3.5,0.504,0.4,1.1,0.35200000000000004,1.4,2.5,0.5710000000000001,0.5579999999999999,1.0,1.3,0.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0,10.2,0.608,0.303,0.363,6.0,13.8,9.7,1.7,1.5,17.6,11.0,1.2,0.6,1.8,0.068,-2.7,-0.1,-2.8,-0.3
54,Devin Booker,SG,23,PHO,70,2512,1.0,86.0,12.0,1.0,0.0,70,9.0,18.3,0.489,2.0,5.7,0.354,6.9,12.6,0.5489999999999999,0.544,6.7,7.3,0.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,20.6,0.618,0.31,0.397,1.3,12.0,6.6,0.9,0.6,14.9,30.0,6.0,1.5,7.5,0.14300000000000002,3.4,-1.3,2.2,2.6
55,Chris Boucher,PF,27,TOR,62,819,0.0,0.0,5.0,42.0,53.0,0,2.3,4.8,0.47200000000000003,0.6,1.9,0.322,1.7,2.9,0.569,0.535,1.5,1.9,0.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6,20.7,0.5870000000000001,0.395,0.38799999999999996,14.1,21.4,17.9,1.3,7.3,7.4,19.7,2.1,1.8,3.8,0.22399999999999998,1.0,1.0,2.0,0.8
56,Brian Bowen,SG,21,IND,6,31,0.0,23.0,77.0,0.0,0.0,1,0.5,1.7,0.3,0.0,0.3,0.0,0.5,1.3,0.375,0.3,0.0,0.0,0.0,0.2,1.0,1.2,0.0,0.0,0.2,0.2,0.5,1.0,0.1,0.3,0.2,0.0,3.6,21.0,12.4,0.0,2.8,9.1,15.6,-0.1,0.0,-0.1,-0.107,-9.1,-1.6,-10.7,-0.1
57,Ky Bowman,PG,22,GSW,45,1015,100.0,0.0,0.0,0.0,0.0,12,3.0,7.1,0.41700000000000004,0.7,2.4,0.308,2.2,4.8,0.47200000000000003,0.469,0.8,0.9,0.8290000000000001,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,9.1,0.494,0.33299999999999996,0.128,2.5,10.7,6.5,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4.0,-0.3,-4.3,-0.6
58,Avery Bradley,SG,29,LAL,49,1186,0.0,85.0,14.0,1.0,0.0,44,3.5,7.8,0.444,1.3,3.5,0.364,2.2,4.3,0.51,0.526,0.4,0.5,0.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6,8.9,0.537,0.452,0.063,1.7,8.9,5.3,1.7,0.4,10.7,15.7,0.2,1.4,1.5,0.062,-3.0,0.5,-2.5,-0.2
59,Tony Bradley,C,22,UTA,58,663,0.0,0.0,0.0,0.0,100.0,3,2.2,3.3,0.667,0.1,0.1,1.0,2.1,3.2,0.6609999999999999,0.675,0.5,0.8,0.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9,21.7,0.6809999999999999,0.016,0.243,19.1,25.0,22.2,1.0,4.1,12.5,15.8,2.2,1.1,3.3,0.23600000000000002,1.0,0.3,1.3,0.6
