,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
367,Mustafa Shakur,PG,26,WAS,22,0,7.2,1.0,2.7,.356,0.0,0.5,.100,0.9,2.2,.408,.364,0.4,0.7,.533,0.3,0.7,1.0,1.1,0.2,0.1,0.8,0.7,2.3,6.8,.389,.169,.254,4.8,11.2,7.9,24.9,1.6,1.4,21.5,23.2,-0.5,0.1,-0.4,-0.112,-4.7,-6.6,-0.2,100%,,,,,-3.3,5.0,9,6,2,1,8,0,56,1,2
368,Garret Siler,C,24,PHO,21,0,4.8,0.8,1.5,.548,0.0,0.0,,0.8,1.5,.548,.548,0.5,1.0,.500,0.8,0.6,1.3,0.1,0.0,0.2,0.5,1.0,2.1,13.5,.553,.000,.710,18.3,13.7,16.0,4.7,0.5,2.9,19.7,22.6,0.1,0.1,0.1,.054,-3.5,-5.8,-0.1,,,,,100%,-8.3,-7.7,2,4,13,3,8,0,6,2,6
369,Bobby Simmons,SF,30,SAS,2,0,8.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-5.5,.000,1.000,.000,0.0,0.0,0.0,15.7,0.0,0.0,0.0,8.6,0.0,0.0,0.0,-0.138,-8.9,-11.8,0.0,,,25%,75%,,17.5,11.0,0,0,1,0,0,0,4,0,0
370,Brian Skinner,C,34,MIL,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.023,-3.8,-4.3,0.0,,,,,100%,-101.2,-100.5,0,0,0,0,0,0,0,0,0
371,Craig Smith,PF,27,LAC,48,0,12.2,2.2,3.9,.553,0.0,0.1,.000,2.2,3.8,.568,.553,1.0,1.4,.735,0.9,1.5,2.4,0.6,0.3,0.1,0.7,1.8,5.4,15.4,.592,.027,.362,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,1.0,0.4,1.5,.120,-0.8,-1.1,0.1,,,2%,96%,2%,-5.5,-2.2,6,3,43,17,34,3,68,8,17
372,Ish Smith,PG,22,TOT,43,3,10.3,1.0,2.7,.374,0.1,0.2,.300,0.9,2.4,.381,.387,0.3,0.5,.571,0.2,0.9,1.1,1.8,0.4,0.0,0.8,0.9,2.3,7.6,.406,.087,.183,1.8,10.3,6.1,25.5,2.1,0.3,21.5,15.9,-0.5,0.4,-0.1,-0.016,-4.5,-5.0,-0.3,99%,1%,,,,-5.4,-8.2,16,15,23,1,8,3,182,1,5
373,J.R. Smith,SF,25,DEN,79,6,24.9,4.3,9.9,.435,1.6,4.0,.390,2.7,5.9,.466,.514,2.1,2.8,.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3,16.4,.550,.406,.282,2.7,15.8,9.4,14.2,2.3,0.6,10.2,22.2,2.6,2.3,5.0,.121,1.1,1.7,1.9,3%,46%,50%,2%,,6.4,2.5,53,26,90,14,89,15,412,20,35
374,Jason Smith,C,24,NOH,77,6,14.3,1.8,4.0,.443,0.0,0.0,.000,1.8,4.0,.446,.443,0.8,0.9,.843,1.2,2.0,3.1,0.5,0.3,0.4,0.7,1.9,4.3,10.8,.490,.007,.228,9.8,16.9,13.3,5.3,1.3,2.4,13.6,16.9,0.2,1.4,1.6,.070,-3.6,-3.5,-0.4,,,,26%,74%,-0.2,-1.3,17,11,72,14,29,3,77,4,16
375,Joe Smith,PF,35,TOT,16,3,4.3,0.2,1.0,.188,0.0,0.0,,0.2,1.0,.188,.188,0.1,0.1,1.000,0.2,1.1,1.3,0.3,0.0,0.3,0.3,0.8,0.5,-0.1,.237,.000,.125,5.1,28.9,17.3,8.0,0.0,4.4,22.9,14.5,-0.3,0.1,-0.1,-0.099,-10.1,-9.2,-0.1,,,,93%,7%,-3.8,-3.7,0,1,11,0,1,1,8,0,1
376,Josh Smith,PF,25,ATL,77,77,34.4,6.5,13.5,.477,0.7,2.0,.331,5.8,11.5,.503,.502,3.0,4.1,.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,16.5,19.2,.540,.148,.304,6.2,23.7,15.0,17.1,2.0,3.5,14.3,24.7,1.9,4.5,6.4,.116,1.0,2.8,3.2,,,20%,76%,4%,1.9,8.5,121,50,121,15,150,13,577,37,43
377,Darius Songaila,C,32,PHI,10,0,7.1,0.7,1.5,.467,0.0,0.0,,0.7,1.5,.467,.467,0.2,0.4,.500,0.2,0.8,1.0,0.2,0.0,0.0,0.4,1.6,1.6,1.2,.477,.000,.267,3.2,13.0,8.1,4.1,0.0,0.0,19.3,13.5,-0.1,0.1,0.0,-0.019,-8.9,-10.3,-0.1,,,,37%,63%,-16.2,-18.3,0,1,8,1,1,0,4,0,1
378,Marreese Speights,C,23,PHI,64,1,11.5,2.3,4.5,.495,0.0,0.1,.250,2.2,4.5,.498,.497,0.9,1.1,.753,1.0,2.3,3.3,0.5,0.1,0.3,0.6,1.9,5.4,15.3,.532,.014,.251,10.1,22.9,16.5,7.0,0.6,2.0,11.0,22.8,0.7,1.0,1.7,.110,-2.2,-3.0,-0.2,,,,7%,93%,4.5,3.5,9,15,68,10,33,15,63,5,17
379,Tiago Splitter,C,26,SAS,60,6,12.3,1.7,3.2,.529,0.0,0.0,.000,1.7,3.2,.532,.529,1.3,2.3,.543,1.2,2.2,3.4,0.4,0.5,0.3,0.5,1.5,4.6,16.0,.550,.005,.733,11.6,19.8,15.8,5.3,2.0,1.6,11.2,17.7,1.1,1.1,2.3,.149,-1.3,-0.8,0.2,,,,4%,96%,0.0,-8.0,5,12,46,7,58,8,62,15,22
380,Jerry Stackhouse,SG,36,MIA,7,1,7.1,0.4,1.7,.250,0.1,0.6,.250,0.3,1.1,.250,.292,0.7,1.0,.714,0.1,0.9,1.0,0.4,0.0,0.3,0.3,0.4,1.7,6.0,.398,.333,.583,2.5,13.4,8.3,8.5,0.0,3.1,11.7,16.0,-0.1,0.1,0.0,.005,-4.5,-6.2,-0.1,,47%,53%,,,-2.1,-10.9,0,2,2,0,4,0,7,1,2
381,Lance Stephenson,SG,20,IND,12,0,9.6,1.1,3.3,.333,0.0,0.4,.000,1.1,2.8,.382,.333,0.9,1.2,.786,0.1,1.4,1.5,1.8,0.3,0.0,1.3,1.2,3.1,5.5,.410,.128,.359,1.0,16.3,8.7,28.3,1.8,0.0,26.2,23.5,-0.4,0.1,-0.2,-0.093,-6.5,-7.2,-0.2,53%,47%,,,,-0.4,1.0,7,4,6,5,4,2,44,2,5
382,DeShawn Stevenson,SG,29,DAL,72,54,16.1,1.8,4.6,.388,1.3,3.5,.378,0.5,1.1,.420,.530,0.5,0.6,.767,0.3,1.2,1.5,1.1,0.3,0.1,0.6,1.0,5.3,9.8,.549,.755,.130,2.1,8.4,5.4,10.0,1.0,0.3,11.2,15.9,0.8,1.0,1.8,.074,-0.1,-0.4,0.5,,53%,47%,1%,,3.2,-2.3,20,11,21,10,18,14,181,4,11
383,Peja Stojakovic,SF,33,TOT,33,13,18.7,3.0,6.9,.441,1.7,4.1,.419,1.3,2.8,.473,.566,0.7,0.8,.920,0.4,1.8,2.3,0.9,0.4,0.1,0.5,0.7,8.5,15.2,.588,.599,.110,2.8,11.3,7.1,7.7,1.1,0.2,6.7,19.4,1.1,0.6,1.6,.126,2.5,2.1,0.6,,,62%,39%,,9.2,10.2,7,4,14,1,10,0,68,0,6
384,Amar'e Stoudemire,C,28,NYK,78,78,36.8,9.5,19.0,.502,0.1,0.3,.435,9.4,18.7,.503,.505,6.1,7.7,.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,22.7,.565,.016,.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,8.0,.134,2.0,1.4,2.4,,,,32%,68%,1.0,-0.4,49,104,135,51,299,10,491,70,120
385,Rodney Stuckey,PG,24,DET,70,54,31.2,5.2,11.8,.439,0.4,1.3,.289,4.8,10.5,.457,.455,4.7,5.4,.866,1.0,2.1,3.1,5.2,1.1,0.1,2.2,2.5,15.5,18.4,.544,.109,.461,3.7,8.6,6.0,27.5,1.9,0.4,13.5,24.5,4.4,0.6,5.0,.111,1.5,0.2,1.2,92%,8%,,,,-1.9,4.3,72,43,80,33,181,10,807,49,74
386,DaJuan Summers,SF,23,DET,22,1,9.0,1.3,3.1,.406,0.4,1.0,.429,0.9,2.2,.396,.471,0.4,0.9,.450,0.1,0.5,0.5,0.1,0.1,0.0,0.6,1.0,3.4,4.4,.476,.304,.290,1.2,6.4,3.7,1.6,0.8,0.4,14.3,21.3,-0.3,0.0,-0.3,-0.083,-5.7,-9.5,-0.4,3%,27%,65%,4%,,-4.7,-0.9,2,6,10,1,6,0,4,0,6
387,Pape Sy,SF,22,ATL,3,0,7.0,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,1.0,1.0,1.000,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3,9.2,.478,.167,.500,11.6,5.7,8.6,14.5,2.6,0.0,29.1,23.3,0.0,0.0,0.0,-0.047,-3.5,-6.0,0.0,,,100%,,,-19.3,-18.5,1,2,1,0,2,1,5,1,2
388,Jermaine Taylor,SG,24,TOT,34,8,14.2,2.8,5.8,.480,0.4,1.3,.311,2.4,4.4,.530,.515,0.6,0.8,.750,0.8,1.1,1.8,0.9,0.4,0.1,1.4,1.1,6.6,12.2,.535,.230,.143,6.0,8.7,7.3,11.1,1.5,0.7,18.1,22.9,-0.1,0.3,0.1,.014,-1.4,-3.6,-0.2,10%,78%,12%,,,-10.0,-8.7,12,21,24,2,14,4,68,2,22
389,Jeff Teague,PG,22,ATL,70,7,13.8,1.9,4.3,.438,0.3,0.7,.375,1.6,3.7,.449,.467,1.1,1.4,.794,0.2,1.3,1.5,2.0,0.6,0.4,0.9,1.2,5.2,14.6,.521,.158,.319,1.4,11.3,6.4,23.3,2.5,2.0,15.6,20.3,0.4,1.2,1.7,.083,-0.8,0.5,0.6,99%,1%,,,,-2.9,-2.6,31,24,35,5,45,5,313,6,32
390,Sebastian Telfair,PG,25,MIN,37,8,19.2,2.6,6.5,.402,0.8,2.1,.359,1.9,4.4,.423,.461,1.2,1.6,.733,0.5,1.0,1.5,3.0,0.7,0.1,1.7,1.7,7.2,10.5,.497,.324,.249,2.6,5.9,4.2,24.2,1.7,0.3,19.3,19.9,0.0,0.2,0.1,.008,-1.9,-3.5,-0.3,100%,,,,,-6.0,1.3,38,11,28,7,21,2,267,5,17
391,Garrett Temple,PG-SG,24,TOT,24,0,9.6,0.8,2.8,.294,0.4,1.5,.270,0.4,1.3,.323,.368,0.3,0.7,.412,0.0,0.9,1.0,1.3,0.5,0.3,1.0,1.0,2.4,4.7,.378,.544,.250,0.5,11.6,6.0,21.9,2.6,2.1,23.4,20.1,-0.7,0.3,-0.4,-0.085,-6.2,-6.4,-0.3,60%,40%,1%,,,-5.9,-6.4,17,4,15,0,6,1,69,0,5
392,Jason Terry,SG,33,DAL,82,10,31.3,6.0,13.3,.451,1.5,4.3,.362,4.5,9.0,.493,.509,2.2,2.6,.850,0.3,1.6,1.9,4.1,1.1,0.2,2.0,1.7,15.8,15.9,.545,.322,.196,1.1,5.7,3.5,22.2,1.9,0.4,12.4,24.7,2.8,2.5,5.3,.100,1.0,0.9,1.9,,91%,9%,,,5.9,3.2,98,41,57,10,76,5,762,17,47
393,Hasheem Thabeet,C,23,TOT,47,0,7.9,0.4,0.9,.425,0.0,0.0,,0.4,0.9,.425,.425,0.4,0.7,.543,0.5,1.1,1.6,0.1,0.2,0.3,0.4,1.6,1.1,4.7,.478,.000,.875,7.6,16.5,12.0,1.4,1.3,3.5,23.5,8.7,-0.2,0.5,0.3,.043,-6.5,-5.7,-0.3,,,,,100%,-14.3,-17.5,3,5,48,3,11,4,10,1,8
394,Etan Thomas,C,32,ATL,13,0,6.3,0.8,1.6,.476,0.0,0.0,,0.8,1.6,.476,.476,0.9,1.2,.800,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.8,2.5,15.1,.580,.000,.714,8.9,24.8,16.9,3.9,0.7,3.7,15.3,18.9,0.1,0.1,0.2,.130,-1.9,-1.7,0.0,,,,32%,68%,-18.2,-17.7,1,1,9,0,6,0,4,1,3
395,Kurt Thomas,PF,38,CHI,52,37,22.7,1.8,3.6,.511,0.0,0.0,1.000,1.8,3.6,.508,.513,0.4,0.6,.625,1.4,4.3,5.8,1.2,0.6,0.8,0.8,3.2,4.1,10.0,.527,.005,.172,7.7,21.9,15.0,7.4,1.4,2.7,17.3,9.4,0.7,2.6,3.2,.131,-3.4,-0.6,0.4,,,,68%,32%,7.6,-0.8,20,3,85,13,10,10,135,3,5
396,Tyrus Thomas,C,24,CHA,41,2,21.0,3.8,8.1,.471,0.0,0.1,.000,3.8,8.0,.476,.471,2.6,3.3,.787,1.6,3.9,5.5,0.7,0.7,1.6,1.6,2.8,10.2,18.2,.536,.009,.411,9.1,22.5,15.8,6.2,1.9,6.2,14.3,24.9,0.4,1.5,1.8,.103,-1.8,-0.6,0.3,,,,40%,60%,-0.9,4.6,21,17,56,18,63,10,61,17,33
397,Jason Thompson,PF,24,SAC,75,39,23.3,3.6,7.1,.507,0.0,0.0,.000,3.6,7.1,.510,.507,1.6,2.7,.605,1.9,4.1,6.1,1.2,0.4,0.6,1.3,2.8,8.8,13.6,.533,.006,.375,9.1,20.7,14.8,7.9,0.8,1.8,13.7,17.9,1.4,1.5,2.9,.079,-1.7,-2.2,-0.1,,,,85%,15%,-4.1,3.1,30,22,92,37,95,9,196,22,42
398,Al Thornton,SF-PF,27,TOT,71,23,19.5,2.9,6.1,.476,0.1,0.4,.154,2.8,5.7,.496,.480,1.5,2.0,.775,0.8,2.2,3.0,0.9,0.5,0.2,0.9,2.0,7.4,11.7,.531,.060,.329,4.5,13.4,8.8,7.2,1.3,0.7,11.5,17.8,1.0,0.6,1.6,.054,-2.4,-3.3,-0.4,,2%,87%,11%,,-5.0,0.4,17,18,70,15,66,7,145,18,24
399,Marcus Thornton,SG,23,TOT,73,23,24.3,4.8,11.1,.434,1.2,3.3,.367,3.6,7.8,.462,.488,2.0,2.5,.788,0.8,2.7,3.5,1.8,0.9,0.1,1.3,1.5,12.8,16.5,.525,.297,.228,4.0,13.3,8.6,13.2,1.9,0.4,9.5,24.9,1.9,1.6,3.5,.095,1.4,1.0,1.3,10%,72%,18%,,,-3.8,-1.5,34,40,46,16,62,7,289,12,53
400,Anthony Tolliver,SF,25,MIN,65,4,21.0,2.2,4.8,.450,0.7,1.8,.409,1.4,3.0,.475,.526,1.6,2.0,.802,1.4,3.1,4.5,1.3,0.4,0.4,0.8,2.2,6.7,13.3,.585,.367,.419,7.3,17.0,12.0,8.9,1.0,1.6,11.7,13.1,2.6,0.7,3.3,.115,0.1,0.0,0.7,,1%,40%,58%,1%,-2.7,6.5,27,9,65,8,58,13,187,13,18
401,Ronny Turiaf,C,28,NYK,64,21,17.8,1.6,2.5,.632,0.0,0.0,,1.6,2.5,.632,.632,1.0,1.5,.622,1.0,2.2,3.2,1.4,0.5,1.1,0.6,2.5,4.2,13.6,.648,.000,.601,6.4,14.4,10.4,11.5,1.5,4.7,16.6,9.6,2.1,1.1,3.2,.134,-0.8,1.4,1.0,,,,,100%,0.8,-0.5,16,5,103,12,41,7,221,12,16
402,Hedo Turkoglu,SF-PF,31,TOT,81,72,31.4,4.0,8.9,.446,1.6,3.8,.410,2.4,5.1,.473,.534,1.3,1.9,.679,0.6,3.8,4.4,4.2,0.9,0.4,1.6,3.0,10.8,13.4,.555,.429,.216,2.1,14.0,8.2,21.5,1.5,1.0,14.3,16.7,3.4,3.4,6.8,.129,0.3,1.7,2.3,,1%,68%,26%,6%,5.7,4.6,93,24,139,3,60,10,794,14,16
403,Evan Turner,SG,22,PHI,78,14,23.0,2.9,6.8,.425,0.2,0.6,.318,2.7,6.2,.435,.439,1.3,1.6,.808,0.5,3.4,3.9,2.0,0.6,0.2,1.0,1.8,7.2,10.8,.484,.083,.236,2.7,16.9,9.8,13.4,1.4,0.6,12.0,17.0,0.0,2.2,2.3,.060,-2.6,-2.2,-0.1,2%,56%,42%,1%,,0.0,-3.0,41,26,88,7,49,8,347,13,43
404,Ekpe Udoh,C,23,GSW,58,18,17.8,1.7,3.8,.437,0.0,0.0,,1.7,3.8,.437,.437,0.7,1.1,.656,1.4,1.7,3.1,0.7,0.4,1.5,0.8,2.5,4.1,9.7,.472,.000,.288,8.6,11.4,10.0,5.4,1.1,6.4,16.1,12.8,0.0,0.7,0.7,.032,-4.4,-3.8,-0.5,,,,1%,99%,5.7,11.3,12,17,83,10,26,7,92,3,10
405,Ime Udoka,SF,33,SAS,20,0,6.5,0.3,1.1,.238,0.0,0.4,.000,0.3,0.7,.385,.238,0.2,0.4,.500,0.3,0.7,1.0,0.7,0.4,0.1,0.3,0.7,0.7,5.3,.285,.381,.381,4.6,12.2,8.5,13.2,3.2,0.5,16.9,10.4,-0.2,0.2,0.0,.008,-5.9,-3.1,0.0,,3%,85%,12%,,-4.0,-10.8,1,2,6,1,4,1,31,0,3
406,Beno Udrih,PG,28,SAC,79,64,34.6,5.2,10.4,.500,0.8,2.3,.357,4.4,8.1,.540,.539,2.5,2.9,.864,0.5,2.8,3.4,4.9,1.2,0.1,1.8,2.3,13.7,15.7,.587,.221,.277,1.7,9.6,5.5,22.1,1.7,0.2,13.2,16.9,5.6,1.6,7.2,.126,0.5,0.5,1.7,84%,16%,,,,-6.0,-0.7,70,55,109,8,83,25,858,25,36
407,Ben Uzoh,PG,22,NJN,42,0,10.4,1.5,3.4,.424,0.1,0.2,.375,1.4,3.2,.426,.434,0.8,1.3,.589,0.7,0.7,1.5,1.6,0.3,0.2,0.6,0.7,3.8,14.7,.468,.056,.389,7.9,8.6,8.2,26.7,1.6,1.4,12.9,20.5,0.2,0.2,0.5,.054,0.4,-0.6,0.2,77%,23%,,,,-10.4,-3.6,8,11,14,2,18,2,146,4,17
408,Anderson Varejao,C,28,CLE,31,31,32.1,3.7,7.0,.528,0.0,0.1,.000,3.7,6.9,.533,.528,1.7,2.6,.667,3.2,6.5,9.7,1.5,0.9,1.2,1.3,2.8,9.1,15.2,.560,.009,.375,11.0,24.1,17.4,7.4,1.4,2.9,13.7,13.3,1.3,0.9,2.2,.105,-0.9,-0.8,0.3,,,,,100%,-8.5,1.4,14,9,38,9,35,12,103,9,21
409,Greivis Vasquez,SG,24,MEM,70,1,12.3,1.4,3.3,.408,0.4,1.2,.291,1.0,2.1,.476,.461,0.5,0.6,.773,0.2,0.9,1.0,2.2,0.3,0.1,1.0,1.2,3.6,9.4,.493,.369,.189,1.7,8.6,5.1,25.3,1.3,0.4,21.7,16.9,-0.1,0.7,0.5,.030,-2.4,-3.3,-0.3,9%,75%,15%,,,-4.9,-9.4,43,12,29,6,20,5,318,11,13
410,Charlie Villanueva,PF,26,DET,76,11,21.9,4.1,9.3,.442,1.6,4.3,.387,2.5,5.1,.488,.530,1.2,1.5,.767,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3,11.1,15.9,.553,.456,.164,3.5,18.8,10.8,5.0,1.4,2.0,8.0,23.1,2.1,1.0,3.1,.091,1.0,-0.4,0.7,,,,58%,42%,-5.3,-2.4,28,21,108,10,53,6,103,9,11
411,Sasha Vujacic,SG,26,TOT,67,17,24.6,3.6,8.9,.402,1.4,3.9,.370,2.1,5.0,.426,.483,1.2,1.4,.844,0.4,2.3,2.8,2.0,0.8,0.1,1.0,2.0,9.8,12.3,.515,.440,.161,2.1,11.5,6.7,13.7,1.7,0.2,9.4,19.8,1.1,1.0,2.1,.061,-1.0,-1.5,0.2,,58%,41%,,,-10.2,-12.8,34,20,53,6,25,12,294,3,24
412,Dwyane Wade,SG,29,MIA,76,76,37.1,9.1,18.2,.500,0.8,2.7,.306,8.3,15.5,.534,.523,6.5,8.6,.758,1.6,4.8,6.4,4.6,1.5,1.1,3.1,2.6,25.5,25.6,.581,.149,.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,8.1,4.7,12.8,.218,5.5,6.6,6.1,7%,90%,2%,,,10.8,7.8,99,78,79,40,314,11,794,80,71
413,Von Wafer,SG,25,BOS,58,2,9.5,1.2,2.7,.421,0.3,1.2,.269,0.8,1.6,.533,.478,0.6,0.7,.842,0.1,0.7,0.8,0.6,0.3,0.1,0.3,0.7,3.2,10.6,.524,.421,.239,1.7,8.8,5.5,9.8,1.7,0.7,10.2,17.0,0.2,0.9,1.1,.092,-2.3,-1.4,0.1,3%,72%,25%,,,1.2,-5.6,7,8,16,1,17,3,72,3,12
414,Henry Walker,SG,23,NYK,61,1,12.9,1.7,3.9,.441,1.0,2.5,.386,0.7,1.4,.542,.566,0.5,0.7,.705,0.3,1.7,2.0,0.6,0.3,0.1,0.6,1.3,4.9,11.3,.583,.648,.186,2.3,15.6,8.9,6.6,1.3,0.6,12.7,16.6,0.7,0.4,1.1,.069,-0.6,-1.8,0.0,,62%,39%,,,6.1,6.2,13,7,35,12,22,1,85,7,11
415,John Wall,PG,20,WAS,69,64,37.8,5.8,14.1,.409,0.5,1.7,.296,5.3,12.4,.425,.427,4.4,5.7,.766,0.5,4.1,4.6,8.3,1.8,0.5,3.8,2.5,16.4,15.8,.494,.118,.404,1.5,12.8,6.9,36.0,2.4,1.0,18.6,23.8,0.3,1.9,2.2,.041,0.0,-0.8,0.8,90%,10%,,,,-9.3,-3.5,117,86,78,23,162,8,1277,34,84
416,Ben Wallace,C,36,DET,54,49,22.9,1.2,2.8,.450,0.0,0.0,.500,1.2,2.7,.449,.453,0.4,1.1,.333,2.4,4.1,6.5,1.3,1.0,1.0,0.8,1.5,2.9,12.3,.442,.013,.383,12.2,22.9,17.3,8.1,2.3,3.5,20.2,8.2,0.5,1.4,1.9,.072,-1.3,0.0,0.6,,,,31%,70%,-7.1,-4.6,20,16,44,1,24,14,156,5,14
417,Gerald Wallace,SF-PF,28,TOT,71,63,37.9,5.4,12.0,.454,0.9,2.6,.333,4.6,9.4,.487,.490,3.9,5.3,.746,1.6,6.5,8.0,2.4,1.5,0.9,2.1,2.6,15.7,16.2,.548,.219,.439,4.9,21.0,12.8,10.9,2.1,1.9,13.0,20.3,2.6,3.6,6.2,.111,0.4,1.5,2.4,,3%,62%,34%,,2.6,6.2,59,37,85,37,148,24,385,25,90
418,Luke Walton,SF,30,LAL,54,0,9.0,0.7,2.1,.328,0.1,0.6,.235,0.6,1.5,.366,.362,0.1,0.2,.700,0.2,1.1,1.2,1.1,0.2,0.1,0.6,0.7,1.7,5.1,.378,.293,.086,2.2,13.1,7.8,18.0,1.0,0.6,20.5,14.3,-0.7,0.5,-0.2,-0.016,-4.8,-5.0,-0.4,,1%,61%,37%,,3.3,-4.1,22,4,17,2,3,3,137,0,5
419,Willie Warren,PG,21,LAC,19,0,7.1,0.7,1.8,.371,0.3,0.8,.333,0.4,1.1,.400,.443,0.3,0.4,.750,0.1,0.6,0.6,1.4,0.3,0.0,0.4,0.8,1.9,10.8,.480,.429,.229,0.9,9.5,5.2,30.4,2.3,0.0,17.2,15.5,0.1,0.1,0.2,.065,-2.4,-2.7,0.0,87%,13%,,,,7.4,11.5,6,0,8,1,3,1,65,0,4
420,Hakim Warrick,PF,28,PHO,80,6,17.7,2.9,5.6,.511,0.0,0.1,.091,2.8,5.4,.522,.512,2.7,3.7,.721,1.1,2.6,3.7,0.9,0.4,0.1,1.0,1.3,8.4,16.5,.581,.025,.659,7.2,17.0,12.1,7.6,1.1,0.5,12.1,20.9,2.6,0.8,3.4,.116,0.1,-1.0,0.3,,,5%,90%,5%,-5.1,-6.6,21,25,33,22,132,11,160,20,34
421,C.J. Watson,PG,26,CHI,82,1,13.3,1.8,4.8,.371,0.5,1.4,.393,1.2,3.4,.362,.426,0.8,1.1,.742,0.2,1.0,1.1,2.3,0.7,0.1,0.9,1.0,4.9,12.8,.466,.284,.236,1.8,8.1,5.0,26.9,2.7,0.8,14.4,21.4,0.2,2.0,2.1,.093,-1.4,-0.3,0.5,100%,1%,,,,7.4,-1.1,41,17,32,9,42,14,418,5,25
422,Earl Watson,PG,31,UTA,80,13,19.6,1.6,3.8,.410,0.5,1.3,.336,1.1,2.5,.450,.469,0.7,1.0,.671,0.7,1.6,2.3,3.5,0.8,0.2,1.5,1.8,4.3,10.2,.500,.349,.267,4.0,10.1,7.0,25.7,2.1,0.9,25.3,13.4,0.2,0.8,1.0,.030,-1.9,-2.1,-0.1,100%,,,,,0.2,3.6,73,22,63,14,21,11,607,1,22
423,Kyle Weaver,SG,24,UTA,5,0,13.8,1.8,5.0,.360,0.6,1.4,.429,1.2,3.6,.333,.420,1.4,1.6,.875,0.4,1.6,2.0,1.4,0.4,0.4,1.4,0.6,5.6,11.3,.491,.280,.320,3.5,14.1,8.7,15.8,1.5,2.4,19.7,23.6,-0.1,0.0,0.0,-0.018,-1.5,-2.7,0.0,49%,43%,8%,,,0.0,2.0,5,1,2,1,4,1,16,0,2
424,Martell Webster,SF,24,MIN,46,1,23.8,3.3,7.4,.447,1.2,2.9,.417,2.1,4.5,.466,.528,2.0,2.7,.770,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8,12.4,.575,.388,.359,3.6,11.6,7.5,7.5,1.3,0.6,12.8,17.6,1.4,0.3,1.8,.077,-0.4,-1.3,0.2,,11%,83%,6%,,-11.6,-6.3,26,14,39,10,57,10,117,13,20
425,Sonny Weems,SF,24,TOR,59,28,23.9,3.9,8.7,.444,0.3,1.0,.279,3.6,7.7,.467,.461,1.2,1.6,.766,0.7,1.9,2.6,1.8,0.6,0.0,1.5,1.5,9.2,10.2,.492,.119,.183,3.2,9.8,6.4,11.6,1.2,0.1,13.4,20.3,-0.4,0.0,-0.4,-0.013,-2.5,-4.6,-0.9,,14%,85%,1%,,-11.6,-7.4,37,32,43,9,41,3,232,9,36
426,David West,PF,30,NOH,70,70,35.0,7.5,14.9,.508,0.0,0.1,.222,7.5,14.7,.510,.509,3.8,4.7,.807,2.2,5.3,7.6,2.3,1.0,0.9,2.0,2.9,18.9,20.4,.558,.009,.314,7.6,18.7,13.1,12.7,1.5,2.1,10.7,25.8,4.4,3.4,7.8,.152,2.2,2.8,3.0,,,,91%,9%,2.6,4.8,50,39,105,26,146,7,383,27,69
427,Delonte West,PG,27,BOS,24,2,18.9,2.3,5.0,.458,0.5,1.4,.364,1.8,3.6,.494,.508,0.5,0.6,.867,0.3,1.3,1.5,2.7,0.8,0.4,1.3,1.2,5.6,12.3,.533,.275,.125,1.7,8.0,5.0,22.0,2.3,1.7,19.2,16.6,0.1,0.8,0.9,.093,-0.5,1.8,0.4,51%,49%,1%,,,-10.6,-18.6,18,6,10,4,5,0,137,2,9
428,Mario West,SG,26,NJN,6,3,19.3,1.5,3.5,.429,0.2,0.7,.250,1.3,2.8,.471,.452,0.5,0.8,.600,0.3,1.5,1.8,1.7,1.2,0.0,0.3,2.2,3.7,9.1,.474,.190,.238,2.0,9.4,5.6,13.2,3.2,0.0,7.9,10.1,0.1,0.1,0.2,.069,-5.5,-4.2,-0.1,8%,86%,6%,,,-0.7,6.6,0,1,8,0,3,2,24,1,2
