,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
61,Tony Bradley,C,20,UTA,9,29,0.0,0.0,0.0,0.0,100.0,0,0.3,1.2,0.273,0.0,0.1,0.0,0.3,1.1,0.3,0.273,0.2,0.2,1.0,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,0.9,9.5,0.337,0.091,0.182,15.8,27.1,21.5,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.033,-3.0,-4.5,-7.5,0.0
62,Corey Brewer,SF-SG,31,TOT,72,1208,0.0,47.0,49.0,4.0,0.0,18,2.0,4.4,0.449,0.4,1.5,0.282,1.5,2.9,0.539,0.498,0.9,1.3,0.722,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,5.3,11.2,0.534,0.348,0.285,3.8,10.0,6.9,3.2,1.0,12.1,14.3,0.7,1.6,2.3,0.091,-3.2,1.9,-1.3,0.2
63,Malcolm Brogdon,PG,25,MIL,48,1436,39.0,57.0,4.0,0.0,0.0,20,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0,14.3,0.578,0.32,0.16899999999999998,1.9,10.8,6.4,1.4,0.8,10.9,19.1,2.0,0.7,2.7,0.091,-0.1,-1.0,-1.2,0.3
64,Aaron Brooks,PG,33,MIN,32,189,100.0,0.0,0.0,0.0,0.0,1,0.9,2.2,0.406,0.3,1.0,0.355,0.5,1.2,0.447,0.486,0.3,0.3,0.727,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2.3,9.8,0.508,0.449,0.159,4.2,6.2,5.2,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-2.6,-1.3,-3.8,-0.1
65,Dillon Brooks,SF,22,MEM,82,2350,0.0,27.0,68.0,5.0,0.0,74,4.1,9.4,0.44,1.1,3.2,0.35600000000000004,3.0,6.2,0.484,0.501,1.5,2.0,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0,9.8,0.531,0.342,0.215,2.4,10.5,6.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4.0,-1.2
66,MarShon Brooks,SG,29,MEM,7,193,3.0,57.0,38.0,2.0,0.0,1,7.3,14.6,0.5,2.7,4.6,0.594,4.6,10.0,0.457,0.593,2.9,3.3,0.87,1.1,1.9,3.0,3.6,1.6,0.4,2.3,0.9,20.1,26.1,0.629,0.314,0.225,4.7,8.0,6.3,2.9,1.5,12.5,29.8,0.6,0.2,0.7,0.179,7.5,-0.4,7.1,0.4
67,Anthony Brown,SF,25,MIN,1,4,0.0,0.0,100.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,41.9,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.5710000000000001,26.2,4.3,30.5,0.0
68,Bobby Brown,PG,33,HOU,20,115,82.0,18.0,0.0,0.0,0.0,0,1.0,2.9,0.32799999999999996,0.6,2.0,0.275,0.4,0.9,0.444,0.42200000000000004,0.1,0.1,0.5,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2.5,5.5,0.425,0.69,0.034,0.0,6.8,3.4,1.7,0.0,13.3,26.1,-0.3,0.1,-0.2,-0.08,-4.9,-2.3,-7.2,-0.2
69,Jaylen Brown,SG,21,BOS,70,2152,2.0,51.0,45.0,3.0,0.0,70,5.3,11.5,0.465,1.7,4.4,0.395,3.6,7.1,0.507,0.54,2.1,3.3,0.644,0.9,4.0,4.9,1.6,1.0,0.4,1.8,2.6,14.5,13.6,0.562,0.381,0.29,3.4,14.0,8.8,1.6,1.0,12.0,21.4,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8
70,Lorenzo Brown,PG,27,TOR,14,139,13.0,80.0,7.0,0.0,0.0,0,1.0,2.4,0.41200000000000003,0.1,0.9,0.16699999999999998,0.9,1.6,0.545,0.441,0.1,0.1,1.0,0.1,1.0,1.1,0.9,0.4,0.0,0.2,0.5,2.3,8.2,0.45899999999999996,0.353,0.059000000000000004,0.8,11.1,6.0,1.8,0.0,7.9,11.9,0.0,0.1,0.2,0.06,-3.9,1.5,-2.5,0.0
71,Markel Brown,SG,26,HOU,4,31,63.0,37.0,0.0,0.0,0.0,0,0.5,1.8,0.28600000000000003,0.3,1.3,0.2,0.3,0.5,0.5,0.35700000000000004,0.0,0.0,0.0,0.3,1.0,1.3,0.5,0.0,0.0,0.5,1.5,1.3,-1.2,0.35700000000000004,0.7140000000000001,0.0,3.7,14.4,9.1,0.0,0.0,22.2,12.8,-0.1,0.0,0.0,-0.063,-8.8,-2.0,-10.8,-0.1
72,Sterling Brown,SG,22,MIL,54,776,2.0,64.0,33.0,1.0,0.0,4,1.5,3.8,0.4,0.6,1.7,0.35200000000000004,0.9,2.1,0.439,0.478,0.4,0.4,0.875,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,4.0,9.1,0.503,0.444,0.11699999999999999,4.1,17.5,10.8,2.0,1.4,10.4,14.0,0.0,0.7,0.7,0.043,-2.8,-0.2,-3.1,-0.2
73,Nicolas Brussino,SF,24,ATL,4,10,0.0,0.0,99.0,1.0,0.0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,0.0,1.0,0.0,0.0,33.5,16.7,0.0,0.0,0.0,8.7,0.0,0.0,0.0,-0.18,-8.1,-3.2,-11.3,0.0
74,Thomas Bryant,C,20,LAL,15,72,0.0,0.0,0.0,50.0,50.0,0,0.5,1.4,0.381,0.1,0.7,0.1,0.5,0.7,0.636,0.405,0.3,0.6,0.556,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,1.5,9.9,0.441,0.47600000000000003,0.429,4.5,20.5,12.6,0.7,2.3,7.4,15.9,0.0,0.1,0.1,0.05,-3.1,-0.2,-3.3,0.0
75,Reggie Bullock,SF,26,DET,62,1732,0.0,55.0,45.0,0.0,0.0,52,4.3,8.8,0.489,2.0,4.5,0.445,2.3,4.3,0.536,0.603,0.6,0.8,0.7959999999999999,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1,11.3,13.6,0.615,0.515,0.09,1.7,8.3,4.9,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.11699999999999999,0.7,0.0,0.7,1.2
76,Trey Burke,PG,25,NYK,36,785,100.0,0.0,0.0,0.0,0.0,9,5.4,10.7,0.503,1.1,2.9,0.36200000000000004,4.3,7.8,0.556,0.552,1.0,1.6,0.649,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2,12.8,21.0,0.563,0.273,0.14800000000000002,1.8,8.2,5.0,1.5,0.4,9.5,25.1,2.0,0.3,2.4,0.145,3.9,-1.4,2.5,0.9
77,Alec Burks,SG,26,UTA,64,1059,5.0,87.0,8.0,0.0,0.0,1,2.7,6.5,0.41100000000000003,0.7,2.2,0.331,1.9,4.3,0.452,0.467,1.7,1.9,0.863,0.3,2.7,3.0,1.0,0.6,0.1,0.9,1.2,7.7,13.1,0.527,0.34299999999999997,0.3,2.1,18.4,10.3,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-1.3,0.4,-0.9,0.3
78,Jimmy Butler,SG,28,MIN,59,2164,0.0,79.0,19.0,2.0,0.0,59,7.4,15.6,0.474,1.2,3.4,0.35,6.2,12.2,0.509,0.512,6.2,7.2,0.8540000000000001,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2,23.7,0.59,0.217,0.461,4.2,12.7,8.4,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.198,5.0,0.7,5.8,4.2
79,Dwight Buycks,PG,28,DET,29,427,100.0,0.0,0.0,0.0,0.0,0,2.8,6.8,0.414,0.5,1.6,0.33299999999999996,2.3,5.3,0.43799999999999994,0.452,1.2,1.4,0.878,0.4,1.0,1.4,2.0,0.7,0.1,1.3,1.3,7.4,12.8,0.498,0.22699999999999998,0.207,3.0,7.7,5.3,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027000000000000003,-2.3,-0.7,-3.1,-0.1
80,Bruno Caboclo,SF,22,TOT,12,107,0.0,0.0,21.0,78.0,2.0,0,0.8,2.6,0.29,0.3,1.4,0.17600000000000002,0.5,1.2,0.429,0.33899999999999997,0.4,0.5,0.833,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,2.2,7.4,0.386,0.5479999999999999,0.19399999999999998,7.1,16.6,11.7,1.4,3.5,10.6,15.8,-0.1,0.1,0.0,-0.021,-4.8,-1.0,-5.8,-0.1
81,Jose Calderon,PG,36,CLE,57,914,87.0,14.0,0.0,0.0,0.0,32,1.6,3.2,0.503,0.8,1.7,0.46399999999999997,0.8,1.5,0.545,0.624,0.4,0.5,0.8,0.2,1.2,1.5,2.1,0.5,0.0,0.7,1.4,4.5,11.3,0.643,0.524,0.162,1.7,8.5,5.2,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,-1.4,-0.5,-1.9,0.0
82,Kentavious Caldwell-Pope,SG,24,LAL,74,2458,11.0,75.0,14.0,0.0,0.0,74,4.6,10.8,0.426,2.1,5.6,0.38299999999999995,2.4,5.2,0.473,0.526,2.1,2.6,0.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2.0,13.4,13.2,0.561,0.52,0.243,2.6,14.1,8.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.10300000000000001,-0.4,0.6,0.3,1.4
83,Isaiah Canaan,PG-SG,26,TOT,20,422,97.0,3.0,0.0,0.0,0.0,1,2.6,6.9,0.38,1.1,3.3,0.33299999999999996,1.5,3.6,0.423,0.46,2.3,2.6,0.902,0.3,2.0,2.3,3.8,0.8,0.1,1.5,1.8,8.6,13.5,0.539,0.48200000000000004,0.37200000000000005,1.5,10.0,5.7,1.8,0.2,15.4,18.9,0.5,0.1,0.6,0.07200000000000001,-0.5,-0.7,-1.3,0.1
84,Clint Capela,C,23,HOU,74,2034,0.0,0.0,0.0,1.0,99.0,74,6.0,9.1,0.652,0.0,0.0,0.0,6.0,9.1,0.653,0.652,1.9,3.5,0.56,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,13.9,24.5,0.65,0.001,0.38,13.5,30.8,22.2,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,2.4,1.0,3.4,2.8
85,DeMarre Carroll,PF,31,BRK,73,2180,0.0,0.0,16.0,77.0,7.0,73,4.5,10.8,0.414,2.0,5.4,0.371,2.5,5.4,0.457,0.506,2.6,3.4,0.764,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3,13.5,14.3,0.55,0.498,0.313,5.1,18.4,11.7,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2
86,Vince Carter,SF,41,SAC,58,1026,0.0,4.0,52.0,44.0,0.0,5,2.0,4.9,0.40299999999999997,1.0,2.8,0.345,1.0,2.0,0.483,0.504,0.5,0.6,0.757,0.3,2.2,2.6,1.2,0.7,0.4,0.6,1.7,5.4,10.8,0.523,0.583,0.131,1.9,15.1,8.2,2.1,2.4,10.7,14.7,0.3,0.9,1.2,0.055999999999999994,-1.9,0.7,-1.2,0.2
87,Michael Carter-Williams,PG,26,CHO,52,835,82.0,18.0,0.0,0.0,0.0,2,1.5,4.4,0.332,0.3,1.1,0.237,1.2,3.3,0.365,0.36200000000000004,1.4,1.7,0.82,0.7,1.9,2.7,2.2,0.8,0.4,1.0,1.9,4.6,10.8,0.446,0.258,0.389,4.7,13.3,8.9,2.6,2.3,16.2,16.6,-0.2,1.1,0.9,0.05,-3.3,1.8,-1.5,0.1
88,Alex Caruso,PG,23,LAL,37,562,77.0,23.0,1.0,0.0,0.0,7,1.4,3.1,0.431,0.4,1.2,0.302,1.0,2.0,0.507,0.48700000000000004,0.6,0.8,0.7,0.4,1.4,1.8,2.0,0.6,0.3,1.1,1.4,3.6,8.7,0.519,0.371,0.259,2.9,9.4,6.2,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.040999999999999995,-3.8,0.9,-2.9,-0.1
89,Omri Casspi,SF,29,GSW,53,740,0.0,2.0,76.0,23.0,0.0,7,2.3,3.9,0.58,0.2,0.4,0.455,2.1,3.5,0.595,0.604,0.9,1.3,0.725,0.6,3.2,3.8,1.0,0.3,0.4,0.7,1.3,5.7,15.5,0.632,0.106,0.33299999999999996,4.9,24.0,15.1,1.2,2.0,13.5,16.3,1.2,1.0,2.2,0.141,-0.9,0.0,-0.9,0.2
90,Willie Cauley-Stein,C,24,SAC,73,2044,0.0,0.0,0.0,17.0,84.0,58,5.3,10.6,0.502,0.0,0.2,0.25,5.3,10.4,0.506,0.504,2.1,3.4,0.619,1.8,5.2,7.0,2.4,1.1,0.9,1.5,2.5,12.8,17.6,0.529,0.016,0.32,7.0,22.0,14.2,1.9,3.1,11.0,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1.0
91,Tyler Cavanaugh,PF,23,ATL,39,518,0.0,0.0,1.0,78.0,21.0,1,1.7,3.9,0.441,0.8,2.3,0.36,0.9,1.6,0.556,0.546,0.4,0.5,0.81,1.2,2.1,3.3,0.7,0.2,0.1,0.4,1.6,4.7,13.0,0.5670000000000001,0.586,0.138,9.7,17.7,13.7,0.8,0.7,8.0,14.8,0.9,0.3,1.2,0.109,-0.4,-1.5,-1.9,0.0
92,Mario Chalmers,PG,31,MEM,66,1421,94.0,6.0,0.0,0.0,0.0,10,2.5,6.7,0.379,0.8,2.9,0.27699999999999997,1.7,3.8,0.456,0.439,1.8,2.1,0.855,0.2,2.2,2.4,3.0,1.2,0.2,1.8,2.7,7.7,10.4,0.503,0.431,0.312,1.0,12.0,6.4,2.8,0.9,18.8,19.6,-0.6,1.3,0.6,0.021,-3.7,0.5,-3.2,-0.4
93,Tyson Chandler,C,35,PHO,46,1151,0.0,0.0,0.0,1.0,99.0,46,2.6,4.1,0.647,0.0,0.0,0.0,2.6,4.1,0.647,0.647,1.3,2.0,0.624,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,6.5,14.2,0.6579999999999999,0.0,0.49700000000000005,12.2,26.8,19.4,0.7,1.9,20.6,10.6,1.9,0.8,2.7,0.111,-0.8,-0.6,-1.4,0.2
94,Wilson Chandler,SF,30,DEN,74,2346,0.0,0.0,68.0,31.0,0.0,71,3.8,8.5,0.445,1.2,3.3,0.358,2.6,5.2,0.501,0.515,1.2,1.5,0.772,1.4,4.0,5.4,2.1,0.6,0.5,1.2,2.1,10.0,10.9,0.542,0.39,0.18100000000000002,4.9,14.1,9.6,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-1.0,-1.1,-2.1,-0.1
95,Marquese Chriss,PF,20,PHO,72,1527,0.0,0.0,0.0,87.0,13.0,49,2.8,6.6,0.423,0.8,2.6,0.295,2.0,4.0,0.509,0.48200000000000004,1.3,2.2,0.608,1.1,4.4,5.5,1.2,0.7,1.0,1.5,2.8,7.7,11.1,0.509,0.39799999999999996,0.331,5.2,22.7,13.8,1.6,3.7,16.4,18.1,-0.8,1.5,0.7,0.023,-3.2,0.4,-2.8,-0.3
96,Ian Clark,SG,26,NOP,74,1455,52.0,48.0,1.0,0.0,0.0,2,3.0,6.7,0.44799999999999995,0.8,2.6,0.318,2.2,4.1,0.5329999999999999,0.511,0.6,0.8,0.763,0.1,1.6,1.7,1.5,0.4,0.1,0.8,1.6,7.4,9.4,0.529,0.39399999999999996,0.11900000000000001,0.8,8.4,4.7,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037000000000000005,-2.7,-0.8,-3.5,-0.6
97,Jordan Clarkson,SG,25,TOT,81,1888,51.0,46.0,3.0,0.0,0.0,2,5.3,11.8,0.451,1.4,3.9,0.35200000000000004,3.9,7.9,0.5,0.509,1.9,2.3,0.8,0.7,2.0,2.7,2.7,0.7,0.1,1.6,1.3,13.9,16.4,0.542,0.33299999999999996,0.19899999999999998,3.3,9.1,6.2,1.5,0.3,10.9,26.5,1.9,1.2,3.0,0.077,1.5,-1.4,0.1,1.0
98,Gian Clavell,SG,24,DAL,7,64,0.0,87.0,13.0,0.0,0.0,0,0.9,2.6,0.33299999999999996,0.9,2.1,0.4,0.0,0.4,0.0,0.5,0.3,0.3,1.0,0.1,0.9,1.0,0.4,0.3,0.0,0.3,1.1,2.9,7.4,0.53,0.833,0.111,1.7,10.8,6.1,1.6,0.0,9.6,14.8,0.0,0.0,0.1,0.042,-2.7,0.5,-2.2,0.0
99,Antonius Cleveland,SG,23,TOT,17,123,6.0,36.0,58.0,0.0,0.0,0,0.5,1.2,0.381,0.2,0.2,0.75,0.3,1.0,0.294,0.452,0.2,0.4,0.667,0.2,0.6,0.8,0.1,0.4,0.3,0.4,1.4,1.4,4.5,0.486,0.19,0.28600000000000003,2.7,10.2,6.3,2.8,3.6,22.8,11.1,-0.2,0.2,0.0,-0.006,-7.6,2.4,-5.2,-0.1
100,John Collins,PF,20,ATL,74,1785,0.0,0.0,2.0,60.0,38.0,26,4.2,7.4,0.5760000000000001,0.2,0.6,0.34,4.0,6.7,0.598,0.591,1.8,2.5,0.715,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,10.5,18.3,0.62,0.086,0.341,11.0,22.8,16.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.4,0.2,-0.2,0.8
101,Zach Collins,C,20,POR,66,1045,0.0,0.0,0.0,12.0,89.0,1,1.7,4.4,0.39799999999999996,0.5,1.7,0.31,1.2,2.7,0.455,0.45799999999999996,0.4,0.6,0.643,0.7,2.7,3.3,0.8,0.3,0.5,0.9,2.0,4.4,7.5,0.475,0.391,0.145,4.7,18.2,11.5,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.5,0.2,-4.3,-0.6
102,Kyle Collinsworth,SF,26,DAL,32,480,0.0,61.0,38.0,1.0,0.0,2,1.2,3.1,0.384,0.1,0.5,0.235,1.1,2.6,0.415,0.40399999999999997,0.7,1.3,0.525,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,10.0,0.433,0.172,0.40399999999999997,7.2,18.0,12.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-3.6,0.9,-2.6,-0.1
103,Darren Collison,PG,30,IND,69,2018,100.0,0.0,0.0,0.0,0.0,64,4.6,9.2,0.495,1.4,3.0,0.46799999999999997,3.2,6.3,0.508,0.5710000000000001,1.8,2.1,0.882,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8,12.4,18.8,0.61,0.321,0.226,2.1,7.8,5.0,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.18100000000000002,2.4,0.3,2.7,2.4
104,Nick Collison,PF,37,OKC,15,75,0.0,0.0,0.0,23.0,77.0,0,0.9,1.3,0.684,0.0,0.0,0.0,0.9,1.3,0.684,0.684,0.3,0.9,0.385,0.5,0.9,1.3,0.3,0.0,0.0,0.5,0.5,2.1,13.2,0.627,0.0,0.684,10.0,19.9,14.8,0.0,0.0,22.1,18.2,0.1,0.0,0.1,0.064,-2.3,-1.9,-4.2,0.0
105,Mike Conley,PG,30,MEM,12,373,100.0,0.0,0.0,0.0,0.0,12,5.3,14.0,0.381,2.0,6.4,0.312,3.3,7.6,0.44,0.452,4.4,5.5,0.8029999999999999,0.0,2.3,2.3,4.1,1.0,0.3,1.5,2.0,17.1,15.4,0.52,0.45799999999999996,0.39299999999999996,0.0,8.6,4.2,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.077,1.3,-0.8,0.5,0.2
106,Pat Connaughton,SG,25,POR,82,1488,2.0,54.0,43.0,1.0,0.0,5,2.0,4.8,0.423,0.9,2.6,0.35200000000000004,1.1,2.2,0.506,0.518,0.5,0.5,0.841,0.4,1.5,2.0,1.1,0.3,0.3,0.5,1.5,5.4,9.3,0.539,0.5379999999999999,0.113,2.7,9.1,5.9,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.08,-1.7,-0.1,-1.8,0.1
107,Quinn Cook,PG,24,GSW,33,740,100.0,0.0,0.0,0.0,0.0,18,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.7,0.8,0.88,0.3,2.2,2.5,2.7,0.4,0.0,1.0,1.8,9.5,12.8,0.593,0.413,0.099,1.6,10.2,6.2,0.8,0.1,10.8,17.5,1.1,0.4,1.6,0.10099999999999999,-0.1,-1.5,-1.6,0.1
108,Charles Cooke,SG,23,NOP,13,38,15.0,57.0,19.0,9.0,0.0,0,0.2,1.1,0.14300000000000002,0.1,0.6,0.125,0.1,0.5,0.16699999999999998,0.179,0.1,0.2,0.5,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.5,-5.1,0.20199999999999999,0.5710000000000001,0.14300000000000002,0.0,5.5,2.9,1.3,0.0,6.3,18.1,-0.2,0.0,-0.2,-0.239,-10.4,-4.0,-14.4,-0.1
109,Jack Cooley,PF,26,SAC,7,87,0.0,0.0,0.0,17.0,83.0,0,1.9,3.9,0.48100000000000004,0.0,0.0,0.0,1.9,3.9,0.48100000000000004,0.48100000000000004,2.0,2.7,0.737,2.0,2.3,4.3,0.9,0.1,0.0,0.4,1.9,5.7,19.7,0.5660000000000001,0.0,0.7040000000000001,17.6,21.9,19.6,0.6,0.0,7.8,19.8,0.3,0.0,0.3,0.182,0.9,-1.4,-0.6,0.0
110,Matt Costello,C,24,SAS,4,32,0.0,0.0,0.0,14.0,86.0,0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.3,2.0,2.3,0.5,0.5,0.5,0.3,1.8,1.0,9.7,0.5,0.0,0.0,3.4,27.9,15.6,3.2,5.2,20.0,7.0,0.0,0.1,0.1,0.127,-6.0,5.3,-0.7,0.0
111,DeMarcus Cousins,C,27,NOP,48,1737,0.0,0.0,0.0,0.0,100.0,48,8.5,18.0,0.47,2.2,6.1,0.354,6.3,11.9,0.53,0.53,6.1,8.2,0.746,2.2,10.7,12.9,5.4,1.6,1.6,5.0,3.8,25.2,22.6,0.583,0.34,0.456,6.8,30.9,19.2,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,2.5,2.2,4.7,2.9
112,Robert Covington,SF,27,PHI,80,2532,0.0,0.0,77.0,22.0,0.0,80,4.3,10.5,0.413,2.5,6.9,0.369,1.8,3.6,0.49700000000000005,0.534,1.5,1.7,0.853,0.7,4.7,5.4,2.0,1.7,0.9,1.6,3.0,12.6,12.9,0.563,0.6579999999999999,0.163,2.4,15.5,9.2,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.11599999999999999,-0.2,1.7,1.5,2.3
113,Allen Crabbe,SG,25,BRK,75,2197,12.0,74.0,15.0,0.0,0.0,68,4.5,11.0,0.40700000000000003,2.7,7.1,0.37799999999999995,1.8,3.9,0.461,0.529,1.5,1.8,0.852,0.4,3.9,4.3,1.6,0.6,0.5,1.0,2.2,13.2,12.3,0.5579999999999999,0.643,0.163,1.3,14.4,7.8,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.07,0.0,-0.7,-0.7,0.7
114,Torrey Craig,SF,27,DEN,39,629,0.0,8.0,86.0,6.0,0.0,5,1.6,3.5,0.45299999999999996,0.4,1.5,0.293,1.2,2.0,0.57,0.515,0.6,0.9,0.629,1.0,2.2,3.3,0.6,0.3,0.4,0.5,1.6,4.2,9.8,0.535,0.423,0.255,7.2,15.5,11.4,0.9,2.0,11.6,11.9,0.5,0.4,0.9,0.069,-2.2,-0.7,-2.9,-0.1
115,Jamal Crawford,SG,37,MIN,80,1653,2.0,91.0,6.0,0.0,0.0,0,3.9,9.3,0.415,1.3,3.9,0.331,2.6,5.4,0.47700000000000004,0.485,1.3,1.4,0.903,0.3,1.0,1.2,2.3,0.5,0.1,1.2,1.1,10.3,13.0,0.519,0.423,0.152,1.4,5.5,3.5,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0.037000000000000005,0.1,-2.5,-2.3,-0.1
116,Jordan Crawford,SG,29,NOP,5,53,23.0,68.0,10.0,0.0,0.0,0,2.4,5.4,0.444,1.6,2.8,0.5710000000000001,0.8,2.6,0.308,0.593,0.2,0.2,1.0,0.4,0.4,0.8,2.6,0.2,0.2,1.0,1.4,6.6,19.1,0.601,0.519,0.037000000000000005,4.2,4.0,4.1,0.9,1.5,15.4,26.5,0.1,0.0,0.2,0.15,4.9,-0.7,4.2,0.1
117,Jae Crowder,SF,27,TOT,80,2090,0.0,11.0,80.0,9.0,0.0,47,3.4,8.4,0.40399999999999997,1.4,4.3,0.32299999999999995,2.0,4.1,0.488,0.486,1.5,1.9,0.818,0.7,2.7,3.4,1.2,0.8,0.3,0.9,2.3,9.7,10.4,0.525,0.508,0.221,3.2,11.5,7.4,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3
118,Dante Cunningham,SF,30,TOT,73,1562,0.0,0.0,50.0,33.0,16.0,25,2.2,5.0,0.451,0.8,2.3,0.345,1.5,2.7,0.541,0.53,0.4,0.7,0.596,1.1,3.0,4.1,0.7,0.5,0.4,0.5,1.5,5.7,10.0,0.539,0.462,0.14300000000000002,5.5,14.9,10.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.07400000000000001,-1.5,-0.2,-1.7,0.1
119,Stephen Curry,PG,29,GSW,51,1631,99.0,1.0,0.0,0.0,0.0,51,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.9209999999999999,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,28.2,0.675,0.58,0.35,2.7,14.4,9.0,2.4,0.4,13.3,31.0,7.2,1.9,9.1,0.267,7.8,0.0,7.7,4.0
120,Troy Daniels,SG,26,PHO,79,1622,13.0,84.0,3.0,0.0,0.0,15,2.9,7.3,0.40299999999999997,2.3,5.8,0.4,0.6,1.5,0.419,0.563,0.7,0.8,0.875,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,8.9,9.8,0.583,0.797,0.111,0.8,7.7,4.2,0.8,0.2,8.5,17.2,1.4,0.0,1.4,0.042,-0.5,-2.1,-2.6,-0.3
121,Anthony Davis,PF,24,NOP,75,2727,0.0,0.0,0.0,49.0,51.0,75,10.4,19.5,0.534,0.7,2.2,0.34,9.7,17.3,0.5579999999999999,0.552,6.6,8.0,0.828,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,28.9,0.612,0.111,0.409,7.7,24.8,16.5,2.0,5.6,8.6,30.0,8.8,4.9,13.7,0.24100000000000002,5.3,1.4,6.7,5.9
122,Deyonta Davis,C,21,MEM,62,943,0.0,0.0,0.0,6.0,95.0,6,2.6,4.3,0.608,0.0,0.0,0.0,2.6,4.3,0.608,0.608,0.6,0.9,0.667,1.2,2.8,4.0,0.6,0.2,0.6,0.5,2.0,5.8,16.6,0.621,0.0,0.215,9.0,22.0,15.3,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-0.9,-0.6,-1.5,0.1
