,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
10,David Andersen,C,29,HOU,63,891,0.0,0.0,0.0,0.0,100.0,0,2.3,5.4,0.43200000000000005,0.4,1.2,0.34600000000000003,1.9,4.2,0.45799999999999996,0.47200000000000003,0.7,1.1,0.687,0.9,2.4,3.3,0.7,0.2,0.2,0.6,1.9,5.8,12.1,0.49700000000000005,0.22899999999999998,0.19699999999999998,6.7,20.6,13.4,0.9,1.0,9.1,20.2,0.4,0.9,1.3,0.07,-2.0,-0.6,-2.6,-0.1
11,Antonio Anderson,SF,24,OKC,1,15,0.0,0.0,100.0,0.0,0.0,0,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-1.7,0.33299999999999996,0.0,0.0,7.9,0.0,3.8,0.0,0.0,25.0,12.0,0.0,0.0,0.0,-0.10400000000000001,-7.6,-4.8,-12.4,0.0
12,Ryan Anderson,PF,21,ORL,63,911,0.0,0.0,0.0,95.0,5.0,6,2.7,6.2,0.436,1.2,3.3,0.37,1.4,2.8,0.514,0.536,1.1,1.3,0.866,1.1,2.1,3.2,0.6,0.4,0.2,0.9,1.3,7.7,18.1,0.574,0.544,0.21100000000000002,9.2,16.2,12.8,1.4,1.1,11.7,24.4,1.7,1.4,3.1,0.161,2.6,-0.3,2.3,1.0
13,Carmelo Anthony,SF,25,DEN,69,2634,0.0,0.0,83.0,17.0,0.0,69,10.0,21.8,0.45799999999999996,0.9,2.7,0.316,9.1,19.1,0.478,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,22.2,0.5479999999999999,0.125,0.40700000000000003,6.7,13.1,9.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,3.5,-1.2,2.3,2.9
14,Joel Anthony,C,27,MIA,80,1322,0.0,0.0,0.0,6.0,94.0,16,1.0,2.0,0.478,0.0,0.0,0.0,1.0,2.0,0.478,0.478,0.8,1.2,0.7170000000000001,1.5,1.6,3.1,0.2,0.3,1.4,0.6,2.0,2.7,10.2,0.546,0.0,0.579,11.0,11.1,11.1,0.8,6.7,18.4,8.7,1.0,2.0,3.1,0.111,-3.4,1.7,-1.7,0.1
15,Gilbert Arenas,PG,28,WAS,32,1169,82.0,18.0,0.0,0.0,0.0,32,7.9,19.3,0.41100000000000003,2.0,5.7,0.348,5.9,13.6,0.43700000000000006,0.462,4.8,6.5,0.7390000000000001,0.5,3.6,4.2,7.2,1.3,0.3,3.7,3.0,22.6,18.7,0.511,0.294,0.336,1.6,11.6,6.5,1.8,0.6,14.2,31.9,0.9,0.9,1.8,0.07200000000000001,2.9,-1.2,1.7,1.1
16,Trevor Ariza,SF,24,HOU,72,2629,0.0,0.0,91.0,9.0,0.0,71,5.5,13.9,0.39399999999999996,1.9,5.7,0.33399999999999996,3.6,8.2,0.436,0.462,2.1,3.2,0.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,2.3,14.9,13.3,0.488,0.40700000000000003,0.228,3.3,14.7,8.8,2.4,1.1,12.8,21.2,0.1,3.1,3.2,0.057999999999999996,-0.4,0.9,0.5,1.7
17,Hilton Armstrong,PF-C,25,TOT,33,335,0.0,0.0,0.0,45.0,55.0,0,0.8,2.4,0.354,0.0,0.0,0.0,0.8,2.4,0.359,0.354,0.5,1.0,0.469,0.8,1.6,2.5,0.6,0.5,0.4,0.7,1.8,2.2,6.9,0.381,0.013000000000000001,0.405,9.2,19.2,14.1,2.3,2.7,19.1,15.5,-0.5,0.4,-0.1,-0.017,-6.7,0.5,-6.1,-0.4
18,Carlos Arroyo,PG,30,MIA,72,1585,84.0,16.0,0.0,0.0,0.0,35,2.5,5.2,0.475,0.1,0.3,0.28,2.4,4.9,0.489,0.484,1.1,1.3,0.8440000000000001,0.4,1.4,1.8,3.1,0.5,0.1,0.8,1.4,6.1,12.3,0.529,0.067,0.24,1.9,7.7,4.8,1.2,0.3,11.5,13.9,2.2,1.5,3.7,0.113,-1.5,0.1,-1.5,0.2
19,Darrell Arthur,PF,21,MEM,32,457,0.0,0.0,0.0,84.0,16.0,1,2.0,4.6,0.43200000000000005,0.0,0.0,0.0,2.0,4.5,0.434,0.43200000000000005,0.5,0.9,0.5670000000000001,1.2,2.3,3.4,0.5,0.4,0.4,0.7,1.9,4.5,10.5,0.449,0.006999999999999999,0.205,9.4,18.7,14.0,1.6,2.3,12.1,17.4,-0.1,0.4,0.3,0.031,-3.7,-0.4,-4.1,-0.2
20,Chucky Atkins,PG,35,DET,40,644,100.0,0.0,0.0,0.0,0.0,11,1.4,3.9,0.363,0.6,1.8,0.301,0.9,2.1,0.41700000000000004,0.433,0.6,0.7,0.9259999999999999,0.1,0.6,0.7,2.3,0.4,0.0,0.8,1.3,4.0,8.3,0.47700000000000004,0.465,0.172,0.9,4.8,2.7,1.4,0.0,15.9,14.4,0.2,0.1,0.2,0.017,-2.9,-1.4,-4.3,-0.4
21,DJ Augustin,PG,22,CHA,80,1472,100.0,0.0,0.0,0.0,0.0,2,2.1,5.4,0.386,0.9,2.2,0.39299999999999996,1.2,3.2,0.381,0.467,1.3,1.6,0.779,0.1,1.1,1.2,2.4,0.6,0.1,0.9,1.6,6.4,11.2,0.516,0.409,0.301,0.9,6.9,4.0,1.6,0.3,13.1,17.9,1.1,1.7,2.8,0.092,-1.5,0.3,-1.1,0.3
22,Jeff Ayres,C,22,POR,39,405,0.0,0.0,0.0,0.0,100.0,4,1.1,1.7,0.662,0.0,0.0,0.0,1.1,1.7,0.662,0.662,0.5,0.5,0.9,0.6,1.9,2.5,0.0,0.2,0.4,0.3,1.9,2.7,12.1,0.705,0.0,0.308,7.6,22.5,15.0,0.9,3.2,14.0,10.1,0.8,0.6,1.3,0.156,-3.4,0.4,-3.0,-0.1
23,Kelenna Azubuike,SF,26,GSW,9,231,0.0,9.0,79.0,12.0,0.0,7,5.3,9.8,0.545,1.1,3.0,0.37,4.2,6.8,0.623,0.602,2.1,3.1,0.679,1.3,3.2,4.6,1.1,0.6,1.0,0.8,1.8,13.9,19.8,0.623,0.307,0.318,5.7,14.2,9.9,1.0,2.8,6.5,19.9,0.6,0.1,0.7,0.14800000000000002,3.3,-1.1,2.1,0.2
24,Renaldo Balkman,SF,25,DEN,13,91,0.0,0.0,52.0,48.0,0.0,1,0.5,1.4,0.33299999999999996,0.0,0.5,0.0,0.5,0.8,0.545,0.33299999999999996,0.2,0.5,0.33299999999999996,0.3,1.5,1.8,0.5,0.6,0.2,0.5,1.2,1.1,6.6,0.33899999999999997,0.389,0.33299999999999996,5.1,23.9,14.6,4.5,1.7,22.5,13.0,-0.2,0.2,0.0,-0.001,-5.8,3.3,-2.4,0.0
25,Marcus Banks,PG,28,TOR,22,244,100.0,0.0,0.0,0.0,0.0,0,1.8,3.3,0.534,0.3,1.1,0.292,1.5,2.2,0.653,0.5820000000000001,1.1,1.3,0.828,0.1,0.9,1.0,1.2,0.5,0.1,0.9,1.4,5.0,15.3,0.635,0.32899999999999996,0.397,1.5,9.4,5.6,2.5,0.6,18.9,19.8,0.4,0.1,0.5,0.095,-0.4,0.1,-0.3,0.1
26,Leandro Barbosa,PG,27,PHO,44,786,37.0,63.0,0.0,0.0,0.0,5,3.5,8.3,0.425,1.0,3.1,0.324,2.5,5.2,0.485,0.485,1.5,1.7,0.877,0.3,1.3,1.6,1.5,0.5,0.3,1.0,1.6,9.5,14.0,0.526,0.373,0.2,1.7,7.9,5.0,1.5,1.1,10.4,24.9,0.7,0.4,1.1,0.065,-0.8,-1.3,-2.1,0.0
27,JJ Barea,PG,25,DAL,78,1546,90.0,10.0,0.0,0.0,0.0,18,3.0,6.8,0.44,0.7,2.0,0.35700000000000004,2.3,4.7,0.47600000000000003,0.493,1.0,1.2,0.8440000000000001,0.2,1.7,1.9,3.3,0.4,0.1,1.3,1.5,7.6,12.8,0.526,0.298,0.171,1.3,9.5,5.4,1.2,0.3,15.3,19.9,1.0,1.2,2.2,0.069,-0.6,-0.7,-1.3,0.3
28,Andrea Bargnani,PF,24,TOR,80,2799,0.0,0.0,0.0,68.0,32.0,80,6.7,14.3,0.47,1.5,4.1,0.37200000000000005,5.2,10.2,0.509,0.523,2.3,2.9,0.774,1.3,4.9,6.2,1.2,0.3,1.4,1.5,2.7,17.2,15.5,0.552,0.284,0.205,4.6,15.9,10.4,0.5,3.0,8.8,22.3,3.3,0.9,4.2,0.07200000000000001,0.9,-1.7,-0.8,0.9
29,Matt Barnes,SF,29,ORL,81,2097,0.0,1.0,94.0,5.0,0.0,58,3.3,6.9,0.48700000000000004,0.8,2.6,0.319,2.5,4.3,0.586,0.546,1.3,1.8,0.74,1.3,4.2,5.5,1.7,0.7,0.4,1.4,2.3,8.8,13.6,0.5760000000000001,0.37200000000000005,0.262,6.1,18.0,12.3,1.5,1.1,15.3,16.2,2.5,3.4,5.9,0.135,-0.1,1.3,1.3,1.7
30,Earl Barron,C,28,NYK,7,232,0.0,0.0,0.0,0.0,100.0,6,4.3,9.7,0.441,0.0,0.0,0.0,4.3,9.7,0.441,0.441,3.1,4.1,0.759,4.4,6.6,11.0,1.1,0.6,0.6,1.6,3.4,11.7,14.7,0.508,0.0,0.426,14.9,22.9,18.9,0.9,1.3,12.0,17.9,0.3,0.2,0.4,0.091,-1.5,-2.9,-4.5,-0.1
31,Brandon Bass,PF,24,ORL,50,648,0.0,0.0,6.0,94.0,1.0,3,2.4,4.7,0.511,0.0,0.0,0.0,2.4,4.7,0.511,0.511,1.0,1.3,0.825,1.1,1.5,2.5,0.4,0.2,0.5,0.6,1.4,5.8,16.5,0.556,0.0,0.27,10.0,12.6,11.3,1.0,3.1,10.6,20.9,1.0,1.0,2.0,0.147,-0.7,0.1,-0.6,0.2
32,Tony Battie,C,33,NJN,15,134,0.0,0.0,0.0,22.0,78.0,0,0.9,2.7,0.35,0.1,0.3,0.25,0.9,2.4,0.361,0.363,0.5,0.7,0.7,0.3,1.3,1.5,0.2,0.3,0.1,0.2,1.3,2.4,6.1,0.405,0.1,0.25,3.3,17.1,9.9,1.6,1.1,6.3,16.2,-0.1,0.1,0.0,-0.013999999999999999,-6.2,-1.8,-8.0,-0.2
33,Shane Battier,SG,31,HOU,67,2168,0.0,76.0,25.0,0.0,0.0,62,2.7,6.7,0.39799999999999996,1.5,4.2,0.36200000000000004,1.1,2.5,0.45799999999999996,0.511,1.1,1.6,0.726,1.1,3.6,4.7,2.4,0.8,1.1,1.0,2.1,8.0,11.1,0.541,0.624,0.237,3.8,13.1,8.2,1.2,2.6,11.5,11.4,2.2,2.1,4.3,0.095,0.1,1.4,1.5,1.9
34,Nicolas Batum,SF,21,POR,37,918,0.0,5.0,94.0,1.0,0.0,25,3.8,7.2,0.519,1.5,3.6,0.409,2.3,3.7,0.625,0.619,1.2,1.4,0.843,0.9,2.9,3.8,1.2,0.6,0.7,0.7,2.2,10.1,17.3,0.6459999999999999,0.493,0.19,4.3,14.8,9.5,1.4,2.2,8.5,16.4,2.4,1.1,3.5,0.18100000000000002,2.8,1.1,3.9,1.4
35,Jerryd Bayless,SG,21,POR,74,1304,41.0,57.0,3.0,0.0,0.0,11,2.7,6.5,0.414,0.4,1.2,0.315,2.3,5.3,0.43700000000000006,0.444,2.7,3.3,0.831,0.2,1.4,1.6,2.3,0.4,0.1,1.3,2.1,8.5,14.3,0.534,0.19,0.501,1.7,9.8,5.7,1.1,0.3,13.8,24.9,1.7,1.0,2.7,0.098,-0.7,-1.0,-1.7,0.1
36,Michael Beasley,PF,21,MIA,78,2328,0.0,0.0,0.0,84.0,16.0,78,6.0,13.3,0.45,0.4,1.3,0.275,5.6,12.0,0.469,0.46299999999999997,2.5,3.1,0.8,1.6,4.8,6.4,1.3,1.0,0.6,1.7,2.8,14.8,16.1,0.505,0.098,0.231,6.3,18.8,12.6,1.8,1.7,10.3,25.8,0.8,3.8,4.6,0.095,-0.9,0.1,-0.8,0.7
37,Rodrigue Beaubois,PG,21,DAL,56,700,100.0,0.0,0.0,0.0,0.0,16,2.8,5.3,0.518,0.8,2.0,0.409,2.0,3.4,0.5820000000000001,0.594,0.8,0.9,0.8079999999999999,0.2,1.2,1.4,1.3,0.5,0.2,1.0,1.5,7.1,18.5,0.617,0.368,0.174,2.0,10.7,6.4,2.1,1.3,14.4,24.7,1.1,0.8,2.0,0.134,1.3,0.2,1.5,0.6
38,Marco Belinelli,SG,23,TOR,66,1121,3.0,92.0,6.0,0.0,0.0,1,2.3,5.7,0.406,0.9,2.4,0.38,1.4,3.3,0.425,0.485,1.5,1.8,0.835,0.2,1.2,1.4,1.3,0.6,0.1,0.9,1.2,7.1,12.6,0.5429999999999999,0.41700000000000004,0.319,1.5,8.3,5.0,1.9,0.3,12.2,20.1,0.9,0.2,1.2,0.049,-0.3,-1.0,-1.3,0.2
39,Charlie Bell,SG,30,MIL,71,1611,4.0,86.0,11.0,0.0,0.0,39,2.4,6.2,0.381,1.0,2.8,0.365,1.4,3.4,0.395,0.46399999999999997,0.7,0.9,0.716,0.4,1.4,1.9,1.5,0.5,0.2,0.8,1.9,6.5,7.9,0.486,0.451,0.151,2.1,7.5,4.7,1.3,0.6,10.3,14.8,0.1,1.9,2.0,0.06,-2.9,0.5,-2.4,-0.2
40,Raja Bell,SG,33,TOT,6,180,0.0,89.0,11.0,0.0,0.0,5,4.7,10.2,0.45899999999999996,2.0,4.5,0.444,2.7,5.7,0.47100000000000003,0.557,0.5,0.5,1.0,0.8,3.0,3.8,2.2,0.7,0.3,0.8,2.5,11.8,13.8,0.57,0.44299999999999995,0.049,3.4,11.8,7.6,1.2,0.9,7.4,17.3,0.3,0.2,0.5,0.131,1.5,1.8,3.3,0.2
41,Jonathan Bender,SF,29,NYK,25,292,0.0,1.0,54.0,41.0,4.0,1,1.6,4.0,0.4,0.6,1.6,0.359,1.0,2.4,0.426,0.47,1.0,1.0,0.9229999999999999,0.6,1.5,2.1,0.6,0.1,0.7,1.1,1.3,4.7,10.8,0.529,0.39,0.26,5.7,14.7,10.1,0.3,4.3,20.1,21.6,-0.2,0.2,0.0,-0.001,-3.3,-0.8,-4.1,-0.2
42,Mike Bibby,PG,31,ATL,80,2195,100.0,0.0,0.0,0.0,0.0,80,3.4,8.1,0.41600000000000004,1.6,4.1,0.389,1.8,4.0,0.444,0.514,0.9,1.0,0.861,0.3,2.1,2.3,3.9,0.8,0.0,1.1,2.0,9.1,12.7,0.5379999999999999,0.503,0.12300000000000001,1.1,8.8,4.9,1.6,0.1,11.7,16.1,3.0,1.7,4.8,0.10400000000000001,0.1,-0.2,-0.2,1.0
43,Andris Biedrins,C,23,GSW,33,763,0.0,0.0,0.0,0.0,100.0,29,2.5,4.2,0.591,0.0,0.0,0.0,2.5,4.2,0.591,0.591,0.1,0.8,0.16,1.9,5.9,7.8,1.7,0.6,1.3,1.0,3.5,5.0,13.0,0.561,0.0,0.182,9.1,29.0,18.9,1.3,4.1,17.8,10.1,0.7,0.9,1.6,0.10099999999999999,-1.9,1.7,-0.2,0.4
44,Chauncey Billups,PG,33,DEN,73,2490,78.0,22.0,0.0,0.0,0.0,73,5.5,13.2,0.418,2.2,5.6,0.386,3.4,7.6,0.441,0.499,6.4,7.0,0.91,0.3,2.8,3.1,5.6,1.1,0.1,2.4,2.1,19.5,20.2,0.601,0.423,0.532,1.2,9.3,5.3,1.7,0.3,13.0,24.3,7.7,1.7,9.5,0.182,4.5,-0.8,3.7,3.6
45,DeJuan Blair,PF,20,SAS,82,1494,0.0,0.0,1.0,64.0,35.0,23,3.4,6.0,0.556,0.0,0.0,0.0,3.4,6.0,0.5579999999999999,0.556,1.1,2.0,0.547,2.4,4.0,6.4,0.8,0.6,0.5,1.4,2.7,7.8,17.7,0.564,0.004,0.325,16.0,25.1,20.6,1.8,1.9,16.5,20.8,1.8,2.8,4.6,0.147,-1.0,0.4,-0.7,0.5
46,Steve Blake,PG,29,TOT,80,2159,98.0,2.0,0.0,0.0,0.0,38,2.7,6.5,0.41600000000000004,1.5,3.7,0.395,1.3,2.9,0.44299999999999995,0.527,0.5,0.6,0.75,0.3,2.1,2.3,4.8,0.7,0.1,1.6,1.5,7.3,11.6,0.539,0.563,0.092,1.2,9.4,5.2,1.4,0.2,19.1,14.5,1.9,1.4,3.3,0.07400000000000001,-0.1,-0.4,-0.5,0.8
47,Andray Blatche,PF,23,WAS,81,2256,0.0,0.0,0.0,63.0,37.0,36,5.9,12.3,0.478,0.2,0.5,0.295,5.7,11.8,0.48700000000000004,0.485,2.1,2.9,0.7440000000000001,2.0,4.3,6.3,2.1,1.0,0.9,2.2,2.7,14.1,17.6,0.519,0.044000000000000004,0.23399999999999999,7.9,18.2,13.0,2.0,2.4,14.2,25.8,0.8,2.6,3.4,0.073,0.2,0.4,0.6,1.5
48,Keith Bogans,SF,29,SAS,79,1559,0.0,39.0,53.0,8.0,0.0,50,1.5,3.8,0.40299999999999997,0.9,2.5,0.35700000000000004,0.6,1.3,0.49,0.52,0.5,0.6,0.74,0.3,1.9,2.2,1.2,0.6,0.2,0.7,2.0,4.4,7.7,0.542,0.6579999999999999,0.168,1.9,11.2,6.6,1.5,0.6,14.2,11.0,0.7,1.9,2.6,0.081,-2.7,1.5,-1.2,0.3
49,Andrew Bogut,C,25,MIL,69,2229,0.0,0.0,0.0,0.0,100.0,69,6.9,13.2,0.52,0.0,0.0,0.0,6.9,13.2,0.521,0.52,2.2,3.4,0.629,3.0,7.1,10.2,1.8,0.6,2.5,1.9,3.2,15.9,20.7,0.54,0.002,0.26,10.1,26.4,17.9,0.9,6.2,11.4,23.3,2.6,4.8,7.5,0.161,0.8,2.2,3.1,2.8
50,Matt Bonner,PF,29,SAS,65,1161,0.0,0.0,0.0,50.0,50.0,8,2.6,5.7,0.446,1.4,3.6,0.39,1.2,2.2,0.539,0.5670000000000001,0.5,0.7,0.7290000000000001,0.8,2.5,3.3,1.0,0.5,0.4,0.6,1.7,7.0,14.9,0.581,0.621,0.129,5.3,16.1,10.8,1.4,1.5,9.0,17.0,2.1,1.6,3.7,0.153,1.8,0.9,2.6,1.3
51,Josh Boone,PF,25,NJN,63,1045,0.0,0.0,0.0,68.0,32.0,28,1.9,3.5,0.525,0.0,0.0,0.0,1.9,3.5,0.525,0.525,0.3,0.9,0.32799999999999996,2.0,3.0,5.0,0.5,0.5,0.8,0.6,1.8,4.0,13.7,0.509,0.0,0.26,13.1,22.0,17.4,1.5,3.4,13.0,12.5,0.7,1.1,1.8,0.084,-1.8,-0.2,-2.0,0.0
52,Carlos Boozer,PF,28,UTA,78,2673,0.0,0.0,0.0,55.0,45.0,78,7.9,14.1,0.562,0.0,0.0,0.0,7.9,14.1,0.562,0.562,3.7,4.9,0.742,2.3,8.9,11.2,3.2,1.1,0.5,2.7,3.5,19.5,21.3,0.599,0.0,0.35,8.2,29.9,19.4,1.6,1.1,14.3,24.8,5.3,4.6,9.9,0.17800000000000002,2.4,1.1,3.4,3.7
53,Chris Bosh,C,25,TOR,70,2526,0.0,0.0,0.0,5.0,95.0,70,8.6,16.5,0.518,0.1,0.3,0.364,8.5,16.2,0.521,0.522,6.7,8.4,0.797,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,24.0,25.0,0.5920000000000001,0.019,0.509,9.9,25.2,17.7,0.9,2.1,10.7,28.7,7.9,1.7,9.6,0.182,4.8,-1.2,3.6,3.6
54,Ryan Bowen,SF,34,OKC,1,8,0.0,0.0,100.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,31.3,1.064,0.0,2.0,14.7,14.0,14.3,6.4,0.0,0.0,10.5,0.1,0.0,0.1,0.509,4.1,7.7,11.8,0.0
55,Earl Boykins,PG,33,WAS,67,1117,100.0,0.0,0.0,0.0,0.0,1,2.6,6.0,0.42700000000000005,0.3,0.9,0.317,2.3,5.1,0.446,0.45,1.1,1.3,0.865,0.3,0.9,1.1,2.6,0.4,0.0,1.0,0.7,6.6,12.9,0.498,0.149,0.221,1.7,6.1,3.9,1.1,0.2,13.5,20.7,0.6,0.3,1.0,0.042,-0.5,-2.0,-2.4,-0.1
56,Elton Brand,PF,30,PHI,76,2297,0.0,0.0,0.0,79.0,21.0,57,5.4,11.3,0.48,0.0,0.0,0.0,5.4,11.3,0.48100000000000004,0.48,2.3,3.1,0.738,2.4,3.7,6.1,1.4,1.1,1.1,1.7,3.1,13.1,15.7,0.518,0.001,0.272,9.0,14.7,11.8,1.9,2.7,12.0,21.7,1.6,1.9,3.5,0.073,-1.1,-0.7,-1.8,0.1
57,Corey Brewer,SG,23,MIN,82,2482,0.0,89.0,11.0,0.0,0.0,82,5.0,11.6,0.431,1.0,2.9,0.34600000000000003,4.0,8.7,0.45899999999999996,0.474,2.0,3.1,0.648,0.9,2.5,3.4,2.4,1.4,0.4,2.0,2.7,13.0,12.1,0.502,0.25,0.27,3.1,9.6,6.3,2.4,0.9,13.4,21.5,-0.4,1.4,1.0,0.02,-2.1,-0.1,-2.2,-0.1
58,Ronnie Brewer,SG,24,TOT,58,1742,0.0,60.0,40.0,0.0,0.0,53,3.6,7.4,0.48700000000000004,0.1,0.5,0.258,3.5,6.9,0.505,0.49700000000000005,1.5,2.3,0.639,0.8,2.4,3.2,2.7,1.6,0.3,0.9,1.4,8.8,12.5,0.524,0.07200000000000001,0.31,3.1,9.4,6.4,2.7,0.7,9.8,13.9,1.6,2.2,3.7,0.10300000000000001,-0.8,2.0,1.1,1.4
59,Primoz Brezec,C,30,TOT,21,95,0.0,0.0,0.0,0.0,100.0,0,0.4,1.2,0.34600000000000003,0.0,0.0,0.0,0.4,1.2,0.34600000000000003,0.34600000000000003,0.0,0.3,0.16699999999999998,0.6,0.6,1.2,0.0,0.0,0.1,0.1,0.9,0.9,4.9,0.332,0.0,0.231,14.2,16.3,15.2,0.6,2.5,6.5,14.6,-0.1,0.1,0.0,-0.006999999999999999,-7.4,-2.6,-10.0,-0.2
60,Jon Brockman,PF,22,SAC,52,654,0.0,0.0,1.0,76.0,22.0,4,1.1,2.0,0.534,0.0,0.0,0.0,1.1,2.0,0.534,0.534,0.7,1.2,0.597,2.0,2.1,4.1,0.4,0.3,0.1,0.4,2.2,2.8,12.4,0.564,0.0,0.602,18.2,19.2,18.7,1.2,0.6,15.0,10.4,1.2,0.5,1.7,0.125,-1.8,-1.2,-3.0,-0.2
